Model,Tissue,Sensitivity(Recall),Specificity,PPV(Precision),F1_Score,Accuracy,MCC,ROC_AUC,PR_AUC
MLP,brain,0.8863636363636364,0.9545454545454546,0.9512195121951219,0.9176470588235294,0.9204545454545454,0.8428705246528021,0.9824380165289256,0.9815991288694317
