protein,protein_id
ATF6,pATF6
LBR,pLBR
SCN5A,pSCN5A
MAPK12,pMAPK12
PTPRN,pPTPRN
AVEN,pAVEN
NTSR1,pNTSR1
NTF4,pNTF4
NOS1,pNOS1
NFATC1,pNFATC1
DOC2A,pDOC2A
CLDN4,pCLDN4
CLDN6,pCLDN6
CLDN8,pCLDN8
BTBD1,pBTBD1
SIX3,pSIX3
SIX6,pSIX6
FHIT,pFHIT
PPM1E,pPPM1E
PPM1F,pPPM1F
MECP2,pMECP2
NFIB,pNFIB
G3BP2,pG3BP2
NKRF,pNKRF
MTPN,pMTPN
TAF4B,pTAF4B
SNAPC4,pSNAPC4
RTN4R,pRTN4R
TFPI,pTFPI
F9,pF9
ZCCHC8,pZCCHC8
KISS1R,pKISS1R
IFT57,pIFT57
PIK3R2,pPIK3R2
VPS11,pVPS11
VPS16,pVPS16
VPS18,pVPS18
VPS33A,pVPS33A
PPP1R3D,pPPP1R3D
SH3BP1,pSH3BP1
OSMR,pOSMR
MPDZ,pMPDZ
MOS,pMOS
MZF1,pMZF1
TSHR,pTSHR
RAB15,pRAB15
CDK5RAP1,pCDK5RAP1
CD24,pCD24
FGF3,pFGF3
EBNA1BP2,pEBNA1BP2
SYTL2,pSYTL2
SYTL3,pSYTL3
EXPH5,pEXPH5
RRAS,pRRAS
RAPGEF2,pRAPGEF2
IFRD1,pIFRD1
CARD9,pCARD9
GPRASP1,pGPRASP1
ZIC1,pZIC1
ZIC2,pZIC2
GLI3,pGLI3
SLA2,pSLA2
CARD11,pCARD11
CARD14,pCARD14
OSBP,pOSBP
PAX2,pPAX2
PAX1,pPAX1
MEOX1,pMEOX1
PAX8,pPAX8
GRAP,pGRAP
CP,pCP
SH2D1B,pSH2D1B
PRRX1,pPRRX1
PTH2R,pPTH2R
PTHLH,pPTHLH
TAPBP,pTAPBP
AGAP2,pAGAP2
KIR2DL2,pKIR2DL2
DEDD2,pDEDD2
PGM1,pPGM1
IRF7,pIRF7
PICALM,pPICALM
SERPINB6,pSERPINB6
SIRPB1,pSIRPB1
TYROBP,pTYROBP
WBP4,pWBP4
FNBP4,pFNBP4
TNFSF13,pTNFSF13
NEK2,pNEK2
CLEC4C,pCLEC4C
ITGAL,pITGAL
TIAF1,pTIAF1
PRDM1,pPRDM1
SMAD5,pSMAD5
PLCB3,pPLCB3
GABRB2,pGABRB2
DAD1,pDAD1
ELK4,pELK4
PTGS2,pPTGS2
MAPKAPK3,pMAPKAPK3
P2RY1,pP2RY1
GRM1,pGRM1
ADCY2,pADCY2
ARFGAP1,pARFGAP1
KIF23,pKIF23
PPIF,pPPIF
DUSP4,pDUSP4
SLC1A2,pSLC1A2
AJUBA,pAJUBA
PDAP1,pPDAP1
GP5,pGP5
SELP,pSELP
TPD52L2,pTPD52L2
GAS6,pGAS6
SELPLG,pSELPLG
SSH1,pSSH1
PAPPA,pPAPPA
MSH3,pMSH3
POLD2,pPOLD2
PRDX4,pPRDX4
NAE1,pNAE1
APBB3,pAPBB3
CALU,pCALU
RNH1,pRNH1
SLC4A3,pSLC4A3
PSMA3,pPSMA3
PSMA5,pPSMA5
PSMA4,pPSMA4
C9,pC9
PROC,pPROC
THBD,pTHBD
TARBP2,pTARBP2
MAP2K3,pMAP2K3
MAP3K4,pMAP3K4
SLAMF6,pSLAMF6
MPZL1,pMPZL1
SIGLEC11,pSIGLEC11
PROS1,pPROS1
F5,pF5
NRCAM,pNRCAM
CNTN1,pCNTN1
PTPRM,pPTPRM
PRKX,pPRKX
MYCBPAP,pMYCBPAP
AKAP2,pAKAP2
MAATS1,pMAATS1
SEC61A1,pSEC61A1
SEC61B,pSEC61B
MUTYH,pMUTYH
DARS2,pDARS2
AIMP1,pAIMP1
NR2C2AP,pNR2C2AP
PEF1,pPEF1
GUCY2C,pGUCY2C
PDZD3,pPDZD3
TRIM7,pTRIM7
RAB11FIP1,pRAB11FIP1
AP2A1,pAP2A1
PIK3R5,pPIK3R5
CRYAA,pCRYAA
CRYBB2,pCRYBB2
CRYGC,pCRYGC
ARL5A,pARL5A
RILP,pRILP
FCRL3,pFCRL3
GMFB,pGMFB
LUC7L3,pLUC7L3
RHPN2,pRHPN2
SERGEF,pSERGEF
PPRC1,pPPRC1
IRX4,pIRX4
TRIM54,pTRIM54
SETBP1,pSETBP1
RRAGB,pRRAGB
AGTRAP,pAGTRAP
TUBG1,pTUBG1
DAZAP1,pDAZAP1
DAZ1,pDAZ1
AKT3,pAKT3
SLIT2,pSLIT2
BCHE,pBCHE
CNOT1,pCNOT1
PTAFR,pPTAFR
SNX5,pSNX5
SND1,pSND1
NPBWR1,pNPBWR1
FBXO5,pFBXO5
COG3,pCOG3
EDAR,pEDAR
EDARADD,pEDARADD
ERO1L,pERO1L
ERP44,pERP44
ERO1LB,pERO1LB
ATG3,pATG3
ATG7,pATG7
SOCS7,pSOCS7
PIK3C2B,pPIK3C2B
CD7,pCD7
ANXA7,pANXA7
SPTBN2,pSPTBN2
TAOK2,pTAOK2
MST1R,pMST1R
ATP2B2,pATP2B2
ATP2A2,pATP2A2
SLC6A4,pSLC6A4
TRAF3IP2,pTRAF3IP2
TRIM33,pTRIM33
CPN1,pCPN1
PDHB,pPDHB
SYTL5,pSYTL5
RRAD,pRRAD
TPM2,pTPM2
RBSN,pRBSN
RIN2,pRIN2
RAPGEF6,pRAPGEF6
STAT4,pSTAT4
FBXO7,pFBXO7
FBXW2,pFBXW2
FBXL3,pFBXL3
RUFY1,pRUFY1
FOXF2,pFOXF2
HELB,pHELB
TRAP1,pTRAP1
TRIP11,pTRIP11
THOC1,pTHOC1
ACTC1,pACTC1
ZMYND11,pZMYND11
ZBTB7A,pZBTB7A
AFAP1,pAFAP1
SCIN,pSCIN
FTCD,pFTCD
PHLDB2,pPHLDB2
MYOT,pMYOT
RCVRN,pRCVRN
FBXO18,pFBXO18
GJD3,pGJD3
EVPL,pEVPL
PPP2R1B,pPPP2R1B
SEPT9,pSEPT9
ICOSLG,pICOSLG
PRKRIR,pPRKRIR
PLEKHA1,pPLEKHA1
PLEKHA2,pPLEKHA2
NR2E3,pNR2E3
TST,pTST
ABCE1,pABCE1
CAMK2D,pCAMK2D
CTDP1,pCTDP1
HOMER2,pHOMER2
CPAMD8,pCPAMD8
ADCYAP1,pADCYAP1
SEMG1,pSEMG1
CD80,pCD80
CHRNA4,pCHRNA4
SF3A2,pSF3A2
UBD,pUBD
ACTA2,pACTA2
MADCAM1,pMADCAM1
BATF,pBATF
IL1RL1,pIL1RL1
PAIP2,pPAIP2
ASF1A,pASF1A
SSR2,pSSR2
CORT,pCORT
ADD1,pADD1
BRAP,pBRAP
ZNF350,pZNF350
PRL,pPRL
CARS,pCARS
IL10RB,pIL10RB
SMG1,pSMG1
DYSF,pDYSF
SPN,pSPN
GZMB,pGZMB
RAMP1,pRAMP1
CD209,pCD209
IL25,pIL25
SSTR3,pSSTR3
IL22RA1,pIL22RA1
CUL5,pCUL5
NMUR1,pNMUR1
NMU,pNMU
KIF13B,pKIF13B
HCST,pHCST
MUC5B,pMUC5B
CPLX1,pCPLX1
SLC6A9,pSLC6A9
SLC6A5,pSLC6A5
STX12,pSTX12
STX17,pSTX17
SECTM1,pSECTM1
COX4I2,pCOX4I2
POR,pPOR
SDC3,pSDC3
DDO,pDDO
PLA2G2A,pPLA2G2A
DSC1,pDSC1
DSG1,pDSG1
PKP1,pPKP1
DES,pDES
PDE1A,pPDE1A
PPP3R1,pPPP3R1
LMTK2,pLMTK2
GFER,pGFER
MAPRE1,pMAPRE1
POLR3D,pPOLR3D
POLR3E,pPOLR3E
POLR3A,pPOLR3A
KCNQ2,pKCNQ2
LYST,pLYST
DFFB,pDFFB
DNAJC14,pDNAJC14
DRD1,pDRD1
MYO10,pMYO10
CACNA1S,pCACNA1S
UTRN,pUTRN
PGM5,pPGM5
UCN,pUCN
CRY2,pCRY2
DUSP5,pDUSP5
CAP2,pCAP2
CAP1,pCAP1
SCARB2,pSCARB2
NAB1,pNAB1
FCN1,pFCN1
CENPJ,pCENPJ
GLG1,pGLG1
GNA11,pGNA11
NID1,pNID1
PSIP1,pPSIP1
CASQ2,pCASQ2
SUB1,pSUB1
SNX2,pSNX2
SNX4,pSNX4
DCLRE1C,pDCLRE1C
IL12B,pIL12B
GABPA,pGABPA
CEBPD,pCEBPD
TNPO1,pTNPO1
EREG,pEREG
NR2F6,pNR2F6
EPO,pEPO
IPO5,pIPO5
MATN1,pMATN1
NCOA7,pNCOA7
MED24,pMED24
ZNF398,pZNF398
PURA,pPURA
TFR2,pTFR2
PIK3CG,pPIK3CG
BTF3,pBTF3
CD163,pCD163
TYRP1,pTYRP1
CTNNA3,pCTNNA3
SERPINF2,pSERPINF2
F13B,pF13B
FAIM2,pFAIM2
PTPRK,pPTPRK
HRG,pHRG
GPC4,pGPC4
RPL6,pRPL6
MYCBP2,pMYCBP2
NRG2,pNRG2
PZP,pPZP
TGFBRAP1,pTGFBRAP1
MAML2,pMAML2
MAML3,pMAML3
TPH1,pTPH1
GNL3,pGNL3
USP7,pUSP7
HSPA9,pHSPA9
CUL9,pCUL9
NTRK3,pNTRK3
CCNE2,pCCNE2
MYT1,pMYT1
REG3A,pREG3A
IGSF1,pIGSF1
ITGA10,pITGA10
TGOLN2,pTGOLN2
FURIN,pFURIN
GP6,pGP6
RANGAP1,pRANGAP1
PABPN1,pPABPN1
TRIM25,pTRIM25
UBE2L6,pUBE2L6
SIT1,pSIT1
THY1,pTHY1
B4GALT1,pB4GALT1
GABRA1,pGABRA1
WIPF1,pWIPF1
MASP2,pMASP2
NR4A3,pNR4A3
N4BP3,pN4BP3
ZNF675,pZNF675
CAMK2B,pCAMK2B
UPP1,pUPP1
UPP2,pUPP2
PARP2,pPARP2
RPL7,pRPL7
TRAF3IP1,pTRAF3IP1
ATOX1,pATOX1
CASR,pCASR
GAD2,pGAD2
PTPRN2,pPTPRN2
PLEC,pPLEC
POMC,pPOMC
MNT,pMNT
MCF2,pMCF2
PPP6C,pPPP6C
PAK3,pPAK3
ACTN3,pACTN3
MED14,pMED14
GYG2,pGYG2
CARD8,pCARD8
RAB11B,pRAB11B
RAB11FIP3,pRAB11FIP3
UBQLN2,pUBQLN2
TIFA,pTIFA
ZFPM2,pZFPM2
POU3F2,pPOU3F2
IRAK4,pIRAK4
EDA,pEDA
ARHGEF9,pARHGEF9
GRIPAP1,pGRIPAP1
RAB1B,pRAB1B
GMCL1,pGMCL1
UCHL5,pUCHL5
NR3C2,pNR3C2
PTGES3,pPTGES3
GCKR,pGCKR
STMN1,pSTMN1
GRIK3,pGRIK3
GSTM1,pGSTM1
GSTM2,pGSTM2
CFB,pCFB
CCNL1,pCCNL1
CDC42EP5,pCDC42EP5
RHOJ,pRHOJ
SORL1,pSORL1
KIF13A,pKIF13A
PSMD1,pPSMD1
PC,pPC
LTB,pLTB
RGS12,pRGS12
PARD6G,pPARD6G
RIC8A,pRIC8A
SNX13,pSNX13
GUCY1A2,pGUCY1A2
MS4A3,pMS4A3
GZMA,pGZMA
CD40LG,pCD40LG
ST13,pST13
USP4,pUSP4
CHRM3,pCHRM3
KAL1,pKAL1
CRLF1,pCRLF1
MARCKSL1,pMARCKSL1
TREM1,pTREM1
MAGI2,pMAGI2
DCTN4,pDCTN4
SCHIP1,pSCHIP1
REST,pREST
COL18A1,pCOL18A1
DOCK2,pDOCK2
EIF4G3,pEIF4G3
LIMS2,pLIMS2
SMN2,pSMN2
EIF3D,pEIF3D
SCN4A,pSCN4A
NMT1,pNMT1
KCNE1,pKCNE1
COTL1,pCOTL1
PRSS3,pPRSS3
NARF,pNARF
LTK,pLTK
LYL1,pLYL1
TAL2,pTAL2
BNIP1,pBNIP1
THBS2,pTHBS2
EXO1,pEXO1
CR1,pCR1
IFNA1,pIFNA1
C6,pC6
ITGAM,pITGAM
GJB2,pGJB2
LSM10,pLSM10
RUNX3,pRUNX3
LGALS3BP,pLGALS3BP
LTBP1,pLTBP1
LMNB1,pLMNB1
DNAJC5,pDNAJC5
GPR37,pGPR37
ADAR,pADAR
IRAK2,pIRAK2
DNAJB6,pDNAJB6
TROAP,pTROAP
BAI1,pBAI1
ACTL6B,pACTL6B
PJA1,pPJA1
CRABP2,pCRABP2
PPP2R5C,pPPP2R5C
PPP2R5B,pPPP2R5B
PPP2R5E,pPPP2R5E
REV1,pREV1
REV3L,pREV3L
CSH2,pCSH2
CCT2,pCCT2
IL1B,pIL1B
XRCC3,pXRCC3
CASP14,pCASP14
HIST4H4,pHIST4H4
HIST3H3,pHIST3H3
KLRC1,pKLRC1
KLRC2,pKLRC2
MX1,pMX1
NCR2,pNCR2
FCGR2B,pFCGR2B
IGFBP4,pIGFBP4
IGFALS,pIGFALS
ICAM2,pICAM2
UCP2,pUCP2
UCP3,pUCP3
CD53,pCD53
HOXD12,pHOXD12
KIR2DL3,pKIR2DL3
HPCA,pHPCA
MLXIPL,pMLXIPL
DPP4,pDPP4
DDB1,pDDB1
PRPF8,pPRPF8
UBXN6,pUBXN6
SCAMP3,pSCAMP3
RLIM,pRLIM
CTDSPL,pCTDSPL
RPL26,pRPL26
RARRES3,pRARRES3
SMURF1,pSMURF1
RBBP6,pRBBP6
FAF2,pFAF2
HECTD3,pHECTD3
DTL,pDTL
SLC11A2,pSLC11A2
HMOX1,pHMOX1
NDUFA13,pNDUFA13
ATPAF1,pATPAF1
IL2RG,pIL2RG
FAM84B,pFAM84B
TGFA,pTGFA
NKD2,pNKD2
LIG1,pLIG1
DPH1,pDPH1
DLK1,pDLK1
C1GALT1,pC1GALT1
C1GALT1C1,pC1GALT1C1
RNF103,pRNF103
JDP2,pJDP2
IRF2BP1,pIRF2BP1
MAP1LC3A,pMAP1LC3A
PLEKHO1,pPLEKHO1
AP4B1,pAP4B1
AP4M1,pAP4M1
PPIP5K1,pPPIP5K1
DDX58,pDDX58
SNX3,pSNX3
APOA1BP,pAPOA1BP
KIAA0101,pKIAA0101
RPLP2,pRPLP2
TAF1L,pTAF1L
TLE2,pTLE2
ADAM19,pADAM19
TRIP12,pTRIP12
NPLOC4,pNPLOC4
TTYH3,pTTYH3
TTYH2,pTTYH2
PRMT3,pPRMT3
RPS2,pRPS2
KCTD5,pKCTD5
PRKAG2,pPRKAG2
PRKAG3,pPRKAG3
AIPL1,pAIPL1
BACH2,pBACH2
BACH1,pBACH1
RAB11FIP5,pRAB11FIP5
GNGT1,pGNGT1
GNGT2,pGNGT2
GNG7,pGNG7
EXOSC2,pEXOSC2
EXOSC3,pEXOSC3
EXOSC8,pEXOSC8
POLR1D,pPOLR1D
CCHCR1,pCCHCR1
ABTB2,pABTB2
TRIM68,pTRIM68
FBXL6,pFBXL6
FLT3,pFLT3
CCAR1,pCCAR1
SYVN1,pSYVN1
RNF180,pRNF180
HERC6,pHERC6
HERC3,pHERC3
VPRBP,pVPRBP
BIRC6,pBIRC6
PELI3,pPELI3
HLTF,pHLTF
RNF43,pRNF43
ADRM1,pADRM1
RBCK1,pRBCK1
NUMBL,pNUMBL
MARK2,pMARK2
FANCM,pFANCM
LTBP4,pLTBP4
ATF5,pATF5
CKM,pCKM
ATXN7L3,pATXN7L3
DZIP3,pDZIP3
ANKRD6,pANKRD6
CPSF1,pCPSF1
GRWD1,pGRWD1
OTUD5,pOTUD5
RNF125,pRNF125
MARCH2,pMARCH2
SPRED1,pSPRED1
SPRY1,pSPRY1
SPRY3,pSPRY3
SPRED2,pSPRED2
PPP3CB,pPPP3CB
PPM1D,pPPM1D
UHRF1,pUHRF1
OS9,pOS9
NHLRC1,pNHLRC1
GPI,pGPI
PELI1,pPELI1
PELI2,pPELI2
TBC1D7,pTBC1D7
GCM1,pGCM1
RNF181,pRNF181
CXXC1,pCXXC1
SETD1A,pSETD1A
KMT2D,pKMT2D
NAP1L4,pNAP1L4
VRK1,pVRK1
SMC5,pSMC5
SMC6,pSMC6
STAG3,pSTAG3
PADI4,pPADI4
FOXP3,pFOXP3
WHSC1,pWHSC1
ASB4,pASB4
L3MBTL1,pL3MBTL1
TTK,pTTK
STK4,pSTK4
PSMD14,pPSMD14
PSMD5,pPSMD5
SIPA1,pSIPA1
CDC73,pCDC73
LEO1,pLEO1
SUZ12,pSUZ12
MCM8,pMCM8
GMPS,pGMPS
EGLN1,pEGLN1
ZMYM2,pZMYM2
HUWE1,pHUWE1
ING2,pING2
ING3,pING3
OSR1,pOSR1
RRP1B,pRRP1B
DCLRE1B,pDCLRE1B
DOT1L,pDOT1L
SVIP,pSVIP
CHD8,pCHD8
H2AFY,pH2AFY
KDM5C,pKDM5C
L3MBTL2,pL3MBTL2
ZMIZ2,pZMIZ2
CHD7,pCHD7
UBE2H,pUBE2H
UBE2C,pUBE2C
UBASH3A,pUBASH3A
CTR9,pCTR9
PCGF2,pPCGF2
PGC,pPGC
SETD7,pSETD7
PAF1,pPAF1
VRK2,pVRK2
UBA6,pUBA6
CSF1,pCSF1
LAMC2,pLAMC2
RAE1,pRAE1
PRMT7,pPRMT7
JARID2,pJARID2
CSN3,pCSN3
CUEDC2,pCUEDC2
IL17RA,pIL17RA
DAPK1,pDAPK1
PCF11,pPCF11
PHLPP1,pPHLPP1
PDZRN3,pPDZRN3
SAT2,pSAT2
GBF1,pGBF1
FIG4,pFIG4
GAPVD1,pGAPVD1
UIMC1,pUIMC1
CLN3,pCLN3
DNAJC19,pDNAJC19
TIMM17A,pTIMM17A
ZFPM1,pZFPM1
USP16,pUSP16
PPP1R3A,pPPP1R3A
AMER1,pAMER1
CYLD,pCYLD
USP50,pUSP50
USP19,pUSP19
USP36,pUSP36
USP15,pUSP15
OSBPL10,pOSBPL10
USP37,pUSP37
DMWD,pDMWD
USP46,pUSP46
USP25,pUSP25
USPL1,pUSPL1
BABAM1,pBABAM1
USP53,pUSP53
UBL4A,pUBL4A
WDR48,pWDR48
USP42,pUSP42
JOSD1,pJOSD1
USP1,pUSP1
USP3,pUSP3
USP32,pUSP32
USP45,pUSP45
USP49,pUSP49
USP44,pUSP44
COPS6,pCOPS6
WDR20,pWDR20
USP29,pUSP29
USP12,pUSP12
USP30,pUSP30
AMOT,pAMOT
OTUD4,pOTUD4
USP21,pUSP21
OTUD1,pOTUD1
OSBPL9,pOSBPL9
OTUB2,pOTUB2
BAP1,pBAP1
USP38,pUSP38
PSMD7,pPSMD7
KLHL13,pKLHL13
USP18,pUSP18
USP39,pUSP39
USP43,pUSP43
PRPF4,pPRPF4
ZRANB1,pZRANB1
USP14,pUSP14
PHLPP2,pPHLPP2
JOSD2,pJOSD2
USP17L2,pUSP17L2
USP28,pUSP28
STAMBPL1,pSTAMBPL1
VCPIP1,pVCPIP1
TCEAL4,pTCEAL4
OTUD7B,pOTUD7B
OTUD6B,pOTUD6B
YOD1,pYOD1
UCHL3,pUCHL3
USP26,pUSP26
SLX4,pSLX4
SLX4IP,pSLX4IP
SLX1B,pSLX1B
MEPCE,pMEPCE
RPAP2,pRPAP2
RPAP3,pRPAP3
KHDRBS2,pKHDRBS2
RPAP1,pRPAP1
GPN1,pGPN1
TAF10,pTAF10
POLR3H,pPOLR3H
PSMD9,pPSMD9
CAPRIN1,pCAPRIN1
SETD1B,pSETD1B
WDR82,pWDR82
SIVA1,pSIVA1
ZC3HC1,pZC3HC1
SEMA4B,pSEMA4B
TCF19,pTCF19
CYBA,pCYBA
SARNP,pSARNP
LRIG1,pLRIG1
CHMP2A,pCHMP2A
CDKL5,pCDKL5
LAPTM5,pLAPTM5
FBXO11,pFBXO11
FCHSD1,pFCHSD1
SRGAP2,pSRGAP2
PRICKLE1,pPRICKLE1
TOMM40,pTOMM40
SUPT4H1,pSUPT4H1
GTF3C6,pGTF3C6
HIST1H3E,pHIST1H3E
H3F3A,pH3F3A
HIST1H3A,pHIST1H3A
PHF8,pPHF8
THAP3,pTHAP3
INO80,pINO80
RNF220,pRNF220
DCAF11,pDCAF11
DNAJB8,pDNAJB8
MTF2,pMTF2
MORC2,pMORC2
AIRE,pAIRE
NUP93,pNUP93
MYBBP1A,pMYBBP1A
ACSM3,pACSM3
SASH1,pSASH1
KCTD11,pKCTD11
KDM2A,pKDM2A
MRGBP,pMRGBP
TSHZ1,pTSHZ1
TSHZ2,pTSHZ2
TSHZ3,pTSHZ3
SSX2,pSSX2
PCGF1,pPCGF1
KDM2B,pKDM2B
TRIM11,pTRIM11
MED15,pMED15
TTI1,pTTI1
TELO2,pTELO2
PSMA2,pPSMA2
VPS4A,pVPS4A
CCDC50,pCCDC50
UBE2J1,pUBE2J1
UBE2Q1,pUBE2Q1
UBE2Q2,pUBE2Q2
UBE2T,pUBE2T
UBE2U,pUBE2U
UBE2W,pUBE2W
POLK,pPOLK
UEVLD,pUEVLD
UBE2V1,pUBE2V1
UBE2O,pUBE2O
UBE2G1,pUBE2G1
UBE2J2,pUBE2J2
UBE2F,pUBE2F
UBE2S,pUBE2S
VAPB,pVAPB
EN1,pEN1
INSIG2,pINSIG2
PYHIN1,pPYHIN1
FANCL,pFANCL
TCF7,pTCF7
TCF7L1,pTCF7L1
SRR,pSRR
RNF19B,pRNF19B
EVI5,pEVI5
RNF144B,pRNF144B
BANP,pBANP
EPAS1,pEPAS1
VPS36,pVPS36
FBXO31,pFBXO31
LRRK2,pLRRK2
RNF20,pRNF20
ASB2,pASB2
ASB1,pASB1
ASB6,pASB6
ASB7,pASB7
ASB12,pASB12
ANAPC7,pANAPC7
AMBRA1,pAMBRA1
ATG10,pATG10
ATG16L1,pATG16L1
ATG2A,pATG2A
ATG4B,pATG4B
ATG4C,pATG4C
BECN1,pBECN1
ATG101,pATG101
CAMKK2,pCAMKK2
DDA1,pDDA1
FYCO1,pFYCO1
GABARAPL1,pGABARAPL1
GBAS,pGBAS
MLST8,pMLST8
KBTBD7,pKBTBD7
KLHDC10,pKLHDC10
ATG13,pATG13
ATG14,pATG14
MAP1LC3C,pMAP1LC3C
PIK3C2A,pPIK3C2A
PIK3C3,pPIK3C3
PRKAA2,pPRKAA2
RAB24,pRAB24
RABGAP1,pRABGAP1
STK3,pSTK3
TECPR1,pTECPR1
UBA5,pUBA5
UVRAG,pUVRAG
WDR45,pWDR45
WIPI1,pWIPI1
HIST1H3B,pHIST1H3B
ZNF217,pZNF217
MKX,pMKX
NFE4,pNFE4
SESN2,pSESN2
SESN1,pSESN1
BRINP1,pBRINP1
POLR1A,pPOLR1A
SUPT16H,pSUPT16H
RNF168,pRNF168
WIF1,pWIF1
SIRT7,pSIRT7
SGOL2,pSGOL2
GIGYF2,pGIGYF2
PTPN2,pPTPN2
PITX3,pPITX3
NR4A2,pNR4A2
IWS1,pIWS1
SIRT5,pSIRT5
ZNF335,pZNF335
CCAR2,pCCAR2
RPS3,pRPS3
TPX2,pTPX2
FOXL2,pFOXL2
PEX11G,pPEX11G
PEX11A,pPEX11A
PEX11B,pPEX11B
RNF123,pRNF123
USP31,pUSP31
AFF1,pAFF1
INCENP,pINCENP
NSUN2,pNSUN2
DERL2,pDERL2
SEL1L,pSEL1L
UBE4B,pUBE4B
TMEM189,pTMEM189
USP6,pUSP6
KDM4C,pKDM4C
KDM4A,pKDM4A
KAT8,pKAT8
MAPK6,pMAPK6
WNK1,pWNK1
PLEKHA5,pPLEKHA5
S100A9,pS100A9
MAP4K3,pMAP4K3
PRKCH,pPRKCH
PAPOLA,pPAPOLA
GPS1,pGPS1
ESRRA,pESRRA
SERTAD2,pSERTAD2
ENC1,pENC1
KLHL41,pKLHL41
HIST1H4A,pHIST1H4A
KANSL1,pKANSL1
ATAD2,pATAD2
WSB1,pWSB1
CDCA4,pCDCA4
SALL4,pSALL4
PRDM16,pPRDM16
BANF1,pBANF1
DPF2,pDPF2
LCOR,pLCOR
ZNF224,pZNF224
SPHK2,pSPHK2
MBTPS1,pMBTPS1
NUPR1,pNUPR1
NANOG,pNANOG
BHLHE41,pBHLHE41
EZH1,pEZH1
CHD1L,pCHD1L
SRY,pSRY
ARID1A,pARID1A
SMARCC1,pSMARCC1
KAT6A,pKAT6A
TBX21,pTBX21
C19orf40,pC19orf40
SENP1,pSENP1
SENP3,pSENP3
JAG2,pJAG2
TNP2,pTNP2
UQCC1,pUQCC1
SP2,pSP2
CHRM2,pCHRM2
CTCFL,pCTCFL
HIST1H1A,pHIST1H1A
HIST2H2AC,pHIST2H2AC
MKRN1,pMKRN1
HELLS,pHELLS
MCPH1,pMCPH1
CEBPE,pCEBPE
DMRT1,pDMRT1
ELAVL2,pELAVL2
ELF2,pELF2
EMX1,pEMX1
EMX2,pEMX2
ETV4,pETV4
FOXM1,pFOXM1
H1F0,pH1F0
HDGF,pHDGF
HLF,pHLF
FOXA3,pFOXA3
HOXA3,pHOXA3
HOXA10,pHOXA10
HOXC9,pHOXC9
HOXC11,pHOXC11
HOXC13,pHOXC13
HOXD3,pHOXD3
HOXD4,pHOXD4
HOXD9,pHOXD9
SP110,pSP110
IRF5,pIRF5
IRF6,pIRF6
PRICKLE3,pPRICKLE3
LMX1B,pLMX1B
MEIS2,pMEIS2
NEUROG1,pNEUROG1
NFX1,pNFX1
PAX9,pPAX9
PITX2,pPITX2
PKNOX1,pPKNOX1
POLR2D,pPOLR2D
RARB,pRARB
SHOX2,pSHOX2
SSX1,pSSX1
SSX5,pSSX5
SSX4,pSSX4
TBX2,pTBX2
TFAP2B,pTFAP2B
ZFY,pZFY
ZNF23,pZNF23
ZNF41,pZNF41
ZNF70,pZNF70
ZNF175,pZNF175
ZNF200,pZNF200
ZNF226,pZNF226
BRPF1,pBRPF1
ZNF212,pZNF212
LZTR1,pLZTR1
HIST1H2BJ,pHIST1H2BJ
LDB2,pLDB2
FAIM3,pFAIM3
EIF5B,pEIF5B
PHF14,pPHF14
MAFB,pMAFB
SSX3,pSSX3
DENND4A,pDENND4A
TRIM22,pTRIM22
HOXB13,pHOXB13
ZNF273,pZNF273
GTF2A1L,pGTF2A1L
PRDM4,pPRDM4
ZBTB1,pZBTB1
SCMH1,pSCMH1
JADE2,pJADE2
SSBP3,pSSBP3
ZKSCAN5,pZKSCAN5
ZZZ3,pZZZ3
HEYL,pHEYL
MED4,pMED4
TLX3,pTLX3
ZNRD1,pZNRD1
TAF9B,pTAF9B
ZNF407,pZNF407
TBX20,pTBX20
HES4,pHES4
ANKRD55,pANKRD55
EHMT1,pEHMT1
ZBTB3,pZBTB3
PCBD2,pPCBD2
INSM2,pINSM2
CHURC1,pCHURC1
ZNF513,pZNF513
ZNF519,pZNF519
CNOT6L,pCNOT6L
ZNF396,pZNF396
FBXO6,pFBXO6
WDR26,pWDR26
WDR5B,pWDR5B
NLE1,pNLE1
WDR12,pWDR12
WDR53,pWDR53
WDR59,pWDR59
WDR61,pWDR61
CHD6,pCHD6
DACT1,pDACT1
KMT2B,pKMT2B
SMARCA1,pSMARCA1
DCLRE1A,pDCLRE1A
SENP8,pSENP8
TSPY1,pTSPY1
SERPINB5,pSERPINB5
HOXA11,pHOXA11
SYF2,pSYF2
FOXN3,pFOXN3
MLANA,pMLANA
REPIN1,pREPIN1
GMNN,pGMNN
HIST2H2BE,pHIST2H2BE
BCL7C,pBCL7C
SETMAR,pSETMAR
SIRT3,pSIRT3
KLF4,pKLF4
MAGEA2,pMAGEA2
HIC1,pHIC1
SUV420H2,pSUV420H2
SAP30L,pSAP30L
WIZ,pWIZ
NKX3-1,pNKX3-1
GFI1B,pGFI1B
DLC1,pDLC1
PROP1,pPROP1
CAMTA2,pCAMTA2
RBM15,pRBM15
ETV2,pETV2
KDM3A,pKDM3A
BAZ1B,pBAZ1B
TTI2,pTTI2
ZNF461,pZNF461
CREB3L4,pCREB3L4
CHMP1B,pCHMP1B
MYSM1,pMYSM1
NAB2,pNAB2
INSM1,pINSM1
HSF4,pHSF4
PARP14,pPARP14
KLF15,pKLF15
FBXO27,pFBXO27
