Node_i,Node_j,edge_weight
lENSMUSG00000097250,pLIN28B,1
lENSMUSG00000097250,pPUM2,1
lENSMUSG00000097251,pAgo2,2
lENSMUSG00000097251,pm6A,1
lENSMUSG00000097252,pAgo2,2
lENSMUSG00000097252,pIgf2bp3,1
lENSMUSG00000097252,pLIN28A,1
lENSMUSG00000097252,pLIN28B,1
lENSMUSG00000097252,pSmchd1,1
lENSMUSG00000097253,pAgo2,3
lENSMUSG00000097253,pDazl,1
lENSMUSG00000097253,pm6A,1
lENSMUSG00000097257,pAgo2,4
lENSMUSG00000097258,pAgo2,2
lENSMUSG00000097258,pElav1,1
lENSMUSG00000097258,pLIN28B,1
lENSMUSG00000097258,pm6A,1
lENSMUSG00000097260,pLIN28A,1
lENSMUSG00000097261,pAgo2,1
lENSMUSG00000097261,pPum2,1
lENSMUSG00000097262,pAgo2,3
lENSMUSG00000097262,pDazl,2
lENSMUSG00000097262,pIgf2bp3,1
lENSMUSG00000097262,pLIN28A,1
lENSMUSG00000097262,pRnps1,1
lENSMUSG00000097262,pSOX2,1
lENSMUSG00000097263,pAgo2,2
lENSMUSG00000097263,pPUM2,1
lENSMUSG00000097263,pSmchd1,1
lENSMUSG00000097263,pm6A,1
lENSMUSG00000097266,pLIN28A,1
lENSMUSG00000097266,pLIN28B,1
lENSMUSG00000097266,pPum2,1
lENSMUSG00000097268,pDazl,1
lENSMUSG00000097268,pIgf2bp3,1
lENSMUSG00000097268,pLIN28A,1
lENSMUSG00000097268,pLIN28B,1
lENSMUSG00000097268,phnRNP H,1
lENSMUSG00000097272,pAgo2,5
lENSMUSG00000097272,pElav1,2
lENSMUSG00000097272,pPUM2,1
lENSMUSG00000097272,pm6A,1
lENSMUSG00000097275,pAgo2,3
lENSMUSG00000097275,pDazl,1
lENSMUSG00000097275,pElav1,1
lENSMUSG00000097275,pIgf2bp3,1
lENSMUSG00000097275,pLIN28A,1
lENSMUSG00000097277,pAgo2,7
lENSMUSG00000097277,pDazl,1
lENSMUSG00000097277,pElav1,1
lENSMUSG00000097277,pLIN28B,1
lENSMUSG00000097277,pSfpq,1
lENSMUSG00000097277,pSrsf1,1
lENSMUSG00000097279,pAgo2,2
lENSMUSG00000097279,pDazl,2
lENSMUSG00000097279,pIgf2bp3,1
lENSMUSG00000097279,pLIN28A,1
lENSMUSG00000097279,pLIN28B,1
lENSMUSG00000097279,pPum2,1
lENSMUSG00000097280,pAgo2,1
lENSMUSG00000097280,pDazl,2
lENSMUSG00000097280,pSOX2,1
lENSMUSG00000097280,pm6A,1
lENSMUSG00000097281,pAgo2,1
lENSMUSG00000097281,pDazl,2
lENSMUSG00000097281,pIgf2bp3,1
lENSMUSG00000097281,pLIN28A,1
lENSMUSG00000097281,pLIN28B,1
lENSMUSG00000097281,pPum2,1
lENSMUSG00000097281,pSrsf1,1
lENSMUSG00000097283,pLIN28A,1
lENSMUSG00000097285,pAgo2,2
lENSMUSG00000097285,pDazl,2
lENSMUSG00000097285,pYTHDC2,1
lENSMUSG00000097285,phnRNP H,1
lENSMUSG00000097287,pAgo2,3
lENSMUSG00000097287,pDazl,2
lENSMUSG00000097287,pElav1,1
lENSMUSG00000097287,pIgf2bp3,1
lENSMUSG00000097287,pLIN28A,1
lENSMUSG00000097287,pLIN28B,1
lENSMUSG00000097287,pSfpq,1
lENSMUSG00000097287,pSrsf11,1
lENSMUSG00000097287,pm6A,1
lENSMUSG00000097291,pDazl,2
lENSMUSG00000097296,pAgo2,1
lENSMUSG00000097304,pIgf2bp3,1
lENSMUSG00000097308,pDazl,2
lENSMUSG00000097308,pIgf2bp3,1
lENSMUSG00000097308,pLIN28B,1
lENSMUSG00000097308,pPUM2,1
lENSMUSG00000097308,pPum2,1
lENSMUSG00000097311,pAgo2,7
lENSMUSG00000097311,pDazl,2
lENSMUSG00000097311,pElav1,1
lENSMUSG00000097311,pIgf2bp3,1
lENSMUSG00000097311,pLIN28A,1
lENSMUSG00000097311,pLIN28B,1
lENSMUSG00000097311,pPUM2,1
lENSMUSG00000097311,pPum2,1
lENSMUSG00000097311,pRnps1,1
lENSMUSG00000097311,pSfpq,1
lENSMUSG00000097311,pm6A,1
lENSMUSG00000097312,pAgo2,3
lENSMUSG00000097312,pCELF6,1
lENSMUSG00000097312,pDazl,2
lENSMUSG00000097312,pFMRP,1
lENSMUSG00000097312,pMettl3,1
lENSMUSG00000097312,pQK-6,1
lENSMUSG00000097312,pRnps1,1
lENSMUSG00000097312,pSmchd1,1
lENSMUSG00000097312,pSrsf11,1
lENSMUSG00000097312,pTrim71,1
lENSMUSG00000097314,pDazl,1
lENSMUSG00000097314,pIgf2bp3,1
lENSMUSG00000097314,pLIN28B,1
lENSMUSG00000097314,pPum2,1
lENSMUSG00000097315,pAgo2,1
lENSMUSG00000097315,pCELF6,1
lENSMUSG00000097315,pDazl,1
lENSMUSG00000097315,pFMRP,1
lENSMUSG00000097315,pIgf2bp3,1
lENSMUSG00000097315,pLIN28A,1
lENSMUSG00000097315,pLIN28B,1
lENSMUSG00000097315,pPum2,1
lENSMUSG00000097316,pAgo2,1
lENSMUSG00000097316,pIgf2bp3,1
lENSMUSG00000097316,pLIN28A,1
lENSMUSG00000097316,pLIN28B,1
lENSMUSG00000097316,pPUM2,1
lENSMUSG00000097316,phnRNP H,1
lENSMUSG00000097316,pm6A,1
lENSMUSG00000097317,pDazl,2
lENSMUSG00000097317,pLIN28A,1
lENSMUSG00000097317,pSfpq,1
lENSMUSG00000097320,pAgo2,5
lENSMUSG00000097320,pDazl,1
lENSMUSG00000097320,pFMRP,1
lENSMUSG00000097320,pIgf2bp3,1
lENSMUSG00000097320,pLIN28A,1
lENSMUSG00000097320,pLIN28B,1
lENSMUSG00000097320,pTrim71,1
lENSMUSG00000097320,phnRNP H,1
lENSMUSG00000097321,pDazl,1
lENSMUSG00000097322,pAgo2,5
lENSMUSG00000097322,pDazl,2
lENSMUSG00000097322,pElav1,1
lENSMUSG00000097322,pLIN28A,1
lENSMUSG00000097322,pLIN28B,1
lENSMUSG00000097322,pRnps1,1
lENSMUSG00000097322,pSrsf1,1
lENSMUSG00000097322,pSrsf11,1
lENSMUSG00000097322,phnRNP H,1
lENSMUSG00000097325,pAgo2,3
lENSMUSG00000097325,pDazl,1
lENSMUSG00000097325,pElav1,1
lENSMUSG00000097325,pIgf2bp3,1
lENSMUSG00000097325,pLIN28A,1
lENSMUSG00000097325,pLIN28B,1
lENSMUSG00000097325,pPum2,1
lENSMUSG00000097325,pm6A,1
lENSMUSG00000097334,pAgo2,1
lENSMUSG00000097336,pAgo2,1
lENSMUSG00000097336,pDazl,1
lENSMUSG00000097336,pIgf2bp3,1
lENSMUSG00000097336,pLIN28A,1
lENSMUSG00000097336,pLIN28B,1
lENSMUSG00000097336,pTrim71,1
lENSMUSG00000097336,phnRNP H,1
lENSMUSG00000097336,phnRNPL,1
lENSMUSG00000097336,pm6A,1
lENSMUSG00000097337,pAgo2,2
lENSMUSG00000097337,pElav1,1
lENSMUSG00000097337,pLIN28A,1
lENSMUSG00000097337,pLIN28B,1
lENSMUSG00000097338,pElav1,1
lENSMUSG00000097338,pIgf2bp3,1
lENSMUSG00000097339,pAgo2,2
lENSMUSG00000097339,pDazl,2
lENSMUSG00000097339,pIgf2bp3,1
lENSMUSG00000097339,pLIN28A,1
lENSMUSG00000097339,pLIN28B,1
lENSMUSG00000097339,pSOX2,1
lENSMUSG00000097340,pAgo2,3
lENSMUSG00000097340,pElav1,1
lENSMUSG00000097340,pPUM2,1
lENSMUSG00000097340,pm6A,1
lENSMUSG00000097342,pAgo2,3
lENSMUSG00000097342,pDazl,2
lENSMUSG00000097342,pElav1,1
lENSMUSG00000097342,pIgf2bp3,1
lENSMUSG00000097342,pLIN28A,1
lENSMUSG00000097342,pLIN28B,1
lENSMUSG00000097342,pPUM2,1
lENSMUSG00000097342,pm6A,1
lENSMUSG00000097343,pAgo2,2
lENSMUSG00000097343,pDazl,2
lENSMUSG00000097343,pLIN28A,1
lENSMUSG00000097343,phnRNP H,1
lENSMUSG00000097343,pm6A,1
lENSMUSG00000097345,pAgo2,2
lENSMUSG00000097347,pAgo2,2
lENSMUSG00000097347,pDazl,2
lENSMUSG00000097347,pElav1,1
lENSMUSG00000097347,pIgf2bp3,1
lENSMUSG00000097347,pLIN28B,1
lENSMUSG00000097347,pPUM2,1
lENSMUSG00000097347,pPum2,1
lENSMUSG00000097347,pYthdf1,1
lENSMUSG00000097347,phnRNP H,1
lENSMUSG00000097354,pAgo2,4
lENSMUSG00000097354,pDazl,2
lENSMUSG00000097354,pIgf2bp3,1
lENSMUSG00000097354,pLIN28A,1
lENSMUSG00000097354,pLIN28B,1
lENSMUSG00000097354,phnRNPL,1
lENSMUSG00000097355,pElav1,1
lENSMUSG00000097356,pDazl,1
lENSMUSG00000097356,pLIN28B,1
lENSMUSG00000097357,pAgo2,1
lENSMUSG00000097357,pDazl,1
lENSMUSG00000097357,pPum2,1
lENSMUSG00000097357,pm6A,1
lENSMUSG00000097362,pAgo2,2
lENSMUSG00000097362,pDazl,1
lENSMUSG00000097362,pIgf2bp3,1
lENSMUSG00000097362,pLIN28A,1
lENSMUSG00000097362,pLIN28B,1
lENSMUSG00000097364,pAgo2,3
lENSMUSG00000097364,pDazl,2
lENSMUSG00000097364,pElav1,1
lENSMUSG00000097364,pFMRP,1
lENSMUSG00000097364,pIgf2bp3,1
lENSMUSG00000097364,pLIN28A,1
lENSMUSG00000097364,pLIN28B,1
lENSMUSG00000097364,pTrim71,1
lENSMUSG00000097365,pAgo2,13
lENSMUSG00000097365,pCELF6,1
lENSMUSG00000097365,pDazl,2
lENSMUSG00000097365,pElav1,1
lENSMUSG00000097365,pFMRP,1
lENSMUSG00000097365,pIgf2bp3,1
lENSMUSG00000097365,pLIN28A,1
lENSMUSG00000097365,pLIN28B,1
lENSMUSG00000097365,pPUM2,1
lENSMUSG00000097365,pRnps1,1
lENSMUSG00000097365,pSOX2,1
lENSMUSG00000097365,pSfpq,1
lENSMUSG00000097365,pTrim71,1
lENSMUSG00000097365,pYTHDC2,1
lENSMUSG00000097365,pYthdf1,1
lENSMUSG00000097365,pm6A,1
lENSMUSG00000097366,pAgo2,2
lENSMUSG00000097367,pAgo2,5
lENSMUSG00000097367,pDazl,1
lENSMUSG00000097367,pElav1,2
lENSMUSG00000097367,pIgf2bp3,1
lENSMUSG00000097367,pm6A,1
lENSMUSG00000097368,pALKBH1,1
lENSMUSG00000097368,pAgo2,4
lENSMUSG00000097368,pDazl,2
lENSMUSG00000097368,pIDH1,1
lENSMUSG00000097368,pIgf2bp3,1
lENSMUSG00000097368,pLIN28A,1
lENSMUSG00000097368,pLIN28B,1
lENSMUSG00000097368,pPum2,1
lENSMUSG00000097368,phnRNP H,1
lENSMUSG00000097377,pAgo2,2
lENSMUSG00000097380,pAgo2,8
lENSMUSG00000097380,pDazl,2
lENSMUSG00000097380,pElav1,1
lENSMUSG00000097380,pFMRP,1
lENSMUSG00000097380,pIgf2bp3,1
lENSMUSG00000097380,pLIN28A,1
lENSMUSG00000097380,pLIN28B,1
lENSMUSG00000097380,pYthdf1,1
lENSMUSG00000097380,pm6A,1
lENSMUSG00000097384,pAgo2,1
lENSMUSG00000097384,pDazl,1
lENSMUSG00000097384,pFMRP,1
lENSMUSG00000097384,pIgf2bp3,1
lENSMUSG00000097384,pLIN28A,1
lENSMUSG00000097384,pLIN28B,1
lENSMUSG00000097384,pPUM2,1
lENSMUSG00000097384,pPum2,1
lENSMUSG00000097384,pSOX2,1
lENSMUSG00000097384,phnRNPL,1
lENSMUSG00000097392,pAgo2,4
lENSMUSG00000097392,pCELF6,1
lENSMUSG00000097392,pDazl,1
lENSMUSG00000097392,pElav1,2
lENSMUSG00000097392,pIgf2bp3,1
lENSMUSG00000097392,pLIN28A,1
lENSMUSG00000097392,pLIN28B,1
lENSMUSG00000097392,pNova,1
lENSMUSG00000097392,pYTHDC2,1
lENSMUSG00000097392,pm6A,1
lENSMUSG00000097393,pALKBH1,1
lENSMUSG00000097393,pAgo2,5
lENSMUSG00000097393,pCELF6,1
lENSMUSG00000097393,pCSDE1,1
lENSMUSG00000097393,pDazl,4
lENSMUSG00000097393,pEZH2,1
lENSMUSG00000097393,pElav1,1
lENSMUSG00000097393,pIDH1,1
lENSMUSG00000097393,pIgf2bp3,1
lENSMUSG00000097393,pLIN28A,2
lENSMUSG00000097393,pLIN28B,1
lENSMUSG00000097393,pMettl3,1
lENSMUSG00000097393,pPum2,1
lENSMUSG00000097393,pRnps1,1
lENSMUSG00000097393,pSOX2,1
lENSMUSG00000097393,pSUZ12,1
lENSMUSG00000097393,pSmchd1,1
lENSMUSG00000097393,pSpen,1
lENSMUSG00000097393,pSrsf1,1
lENSMUSG00000097393,pTET2,1
lENSMUSG00000097393,pTrim71,1
lENSMUSG00000097393,pm6A,1
lENSMUSG00000097402,pAgo2,2
lENSMUSG00000097402,pIgf2bp3,1
lENSMUSG00000097402,pLIN28A,1
lENSMUSG00000097402,pLIN28B,1
lENSMUSG00000097402,pPum2,1
lENSMUSG00000097403,pAgo2,2
lENSMUSG00000097403,pYTHDC2,1
lENSMUSG00000097403,phnRNPL,1
lENSMUSG00000097406,pAgo2,1
lENSMUSG00000097409,pIgf2bp3,1
lENSMUSG00000097409,pLIN28A,1
lENSMUSG00000097409,pLIN28B,1
lENSMUSG00000097415,pAgo2,8
lENSMUSG00000097415,pDDX5,1
lENSMUSG00000097415,pDazl,1
lENSMUSG00000097415,pElav1,2
lENSMUSG00000097415,pIgf2bp3,1
lENSMUSG00000097415,pLIN28A,1
lENSMUSG00000097415,pLIN28B,1
lENSMUSG00000097415,pPum2,1
lENSMUSG00000097415,phnRNP H,1
lENSMUSG00000097416,pDazl,1
lENSMUSG00000097416,pLIN28A,1
lENSMUSG00000097420,pDazl,2
lENSMUSG00000097420,pIgf2bp3,1
lENSMUSG00000097420,pLIN28A,1
lENSMUSG00000097420,pLIN28B,1
lENSMUSG00000097420,pPum2,1
lENSMUSG00000097420,pRnps1,1
lENSMUSG00000097420,pSrsf1,1
lENSMUSG00000097420,pYTHDC2,1
lENSMUSG00000097420,pYthdf1,1
lENSMUSG00000097420,phnRNPL,1
lENSMUSG00000097423,pAgo2,2
lENSMUSG00000097423,pPTBP3,1
lENSMUSG00000097424,pSfpq,1
lENSMUSG00000097426,pLIN28A,1
lENSMUSG00000097433,pAgo2,9
lENSMUSG00000097433,pDazl,1
lENSMUSG00000097433,pElav1,2
lENSMUSG00000097433,pIgf2bp3,1
lENSMUSG00000097433,pLIN28A,1
lENSMUSG00000097433,pLIN28B,1
lENSMUSG00000097433,pPUM2,1
lENSMUSG00000097433,pYthdf1,1
lENSMUSG00000097433,phnRNP H,1
lENSMUSG00000097433,pm6A,1
lENSMUSG00000097434,pAgo2,1
lENSMUSG00000097434,pDazl,1
lENSMUSG00000097434,pIgf2bp3,1
lENSMUSG00000097434,pLIN28A,1
lENSMUSG00000097434,pLIN28B,1
lENSMUSG00000097434,pPUM2,1
lENSMUSG00000097434,pPum2,1
lENSMUSG00000097435,pDazl,1
lENSMUSG00000097439,pAgo2,5
lENSMUSG00000097439,pCELF6,1
lENSMUSG00000097439,pDazl,2
lENSMUSG00000097439,pElav1,1
lENSMUSG00000097439,pIgf2bp3,1
lENSMUSG00000097439,pLIN28A,1
lENSMUSG00000097439,pLIN28B,1
lENSMUSG00000097439,pRnps1,1
lENSMUSG00000097439,pSrsf1,1
lENSMUSG00000097439,pYthdf1,1
lENSMUSG00000097439,phnRNPL,1
lENSMUSG00000097439,pm6A,1
lENSMUSG00000097441,pAgo2,2
lENSMUSG00000097441,pDazl,1
lENSMUSG00000097441,pIgf2bp3,1
lENSMUSG00000097441,pLIN28A,1
lENSMUSG00000097441,pLIN28B,1
lENSMUSG00000097441,pPum2,1
lENSMUSG00000097442,pAgo2,5
lENSMUSG00000097442,pDazl,1
lENSMUSG00000097442,pIgf2bp3,1
lENSMUSG00000097442,pLIN28A,1
lENSMUSG00000097442,pLIN28B,1
lENSMUSG00000097444,pAgo2,2
lENSMUSG00000097444,pDazl,2
lENSMUSG00000097444,pLIN28B,1
lENSMUSG00000097444,pYTHDC2,1
lENSMUSG00000097445,pAgo2,5
lENSMUSG00000097445,pElav1,1
lENSMUSG00000097445,pIgf2bp3,1
lENSMUSG00000097445,pLIN28A,1
lENSMUSG00000097445,pLIN28B,1
lENSMUSG00000097445,phnRNP H,1
lENSMUSG00000097445,pm6A,1
lENSMUSG00000097448,pAgo2,4
lENSMUSG00000097448,pDazl,2
lENSMUSG00000097448,pFMRP,1
lENSMUSG00000097448,pIgf2bp3,1
lENSMUSG00000097448,pLIN28A,1
lENSMUSG00000097448,pLIN28B,1
lENSMUSG00000097448,phnRNP H,1
lENSMUSG00000097448,phnRNPL,1
lENSMUSG00000097453,pDazl,1
lENSMUSG00000097453,pIgf2bp3,1
lENSMUSG00000097453,pLIN28A,1
lENSMUSG00000097454,pAgo2,3
lENSMUSG00000097454,pDazl,1
lENSMUSG00000097454,pElav1,1
lENSMUSG00000097454,pLIN28A,1
lENSMUSG00000097454,pLIN28B,1
lENSMUSG00000097454,pPum2,1
lENSMUSG00000097454,pYthdf1,1
lENSMUSG00000097454,pm6A,1
lENSMUSG00000097455,pAgo2,2
lENSMUSG00000097455,pLIN28A,1
lENSMUSG00000097456,pAgo2,3
lENSMUSG00000097456,pIgf2bp3,1
lENSMUSG00000097456,pLIN28B,1
lENSMUSG00000097456,pm6A,1
lENSMUSG00000097458,pAgo2,4
lENSMUSG00000097458,pCELF6,1
lENSMUSG00000097458,pDazl,3
lENSMUSG00000097458,pIDH1,1
lENSMUSG00000097458,pIgf2bp3,1
lENSMUSG00000097458,pLIN28A,2
lENSMUSG00000097458,pLIN28B,1
lENSMUSG00000097458,pPUM2,1
lENSMUSG00000097458,pYTHDC2,1
lENSMUSG00000097458,phnRNPL,1
lENSMUSG00000097462,pAgo2,5
lENSMUSG00000097462,pDazl,1
lENSMUSG00000097462,pElav1,1
lENSMUSG00000097462,pFMRP,1
lENSMUSG00000097462,pIgf2bp3,1
lENSMUSG00000097462,pLIN28A,1
lENSMUSG00000097462,pLIN28B,1
lENSMUSG00000097462,pPum2,1
lENSMUSG00000097462,pRnps1,1
lENSMUSG00000097462,pSmchd1,1
lENSMUSG00000097462,pYTHDC2,1
lENSMUSG00000097462,phnRNPF,1
lENSMUSG00000097462,phnRNPL,1
lENSMUSG00000097462,pm6A,1
lENSMUSG00000097463,pLIN28A,1
lENSMUSG00000097466,pAgo2,2
lENSMUSG00000097466,pIgf2bp3,1
lENSMUSG00000097466,pLIN28A,1
lENSMUSG00000097466,pLIN28B,1
lENSMUSG00000097466,pPum2,1
lENSMUSG00000097466,phnRNP H,1
lENSMUSG00000097466,pm6A,1
lENSMUSG00000097467,pAgo2,1
lENSMUSG00000097467,pDazl,2
lENSMUSG00000097467,pIgf2bp3,1
lENSMUSG00000097467,pLIN28A,1
lENSMUSG00000097467,pLIN28B,1
lENSMUSG00000097467,pPum2,1
lENSMUSG00000097467,pYthdf1,1
lENSMUSG00000097467,pm6A,1
lENSMUSG00000097469,pAgo2,13
lENSMUSG00000097469,pCELF6,1
lENSMUSG00000097469,pCSDE1,1
lENSMUSG00000097469,pDazl,3
lENSMUSG00000097469,pElav1,2
lENSMUSG00000097469,pFMRP,1
lENSMUSG00000097469,pIgf2bp3,1
lENSMUSG00000097469,pLIN28A,1
lENSMUSG00000097469,pLIN28B,1
lENSMUSG00000097469,pNova,1
lENSMUSG00000097469,pPUM2,1
lENSMUSG00000097469,pPum2,1
lENSMUSG00000097469,pQK-6,1
lENSMUSG00000097469,pSOX2,1
lENSMUSG00000097469,pSfpq,1
lENSMUSG00000097469,pSrsf1,1
lENSMUSG00000097469,pYthdf1,1
lENSMUSG00000097469,pm6A,1
lENSMUSG00000097471,pAgo2,3
lENSMUSG00000097471,pIgf2bp3,1
lENSMUSG00000097471,pLIN28A,1
lENSMUSG00000097471,pLIN28B,1
lENSMUSG00000097471,pSOX2,1
lENSMUSG00000097472,pAgo2,3
lENSMUSG00000097474,pAgo2,1
lENSMUSG00000097479,pAgo2,13
lENSMUSG00000097479,pCELF6,1
lENSMUSG00000097479,pDazl,3
lENSMUSG00000097479,pElav1,2
lENSMUSG00000097479,pFMRP,1
lENSMUSG00000097479,pIgf2bp3,1
lENSMUSG00000097479,pLIN28A,1
lENSMUSG00000097479,pLIN28B,1
lENSMUSG00000097479,pPUM2,1
lENSMUSG00000097479,pTrim71,1
lENSMUSG00000097479,pYthdf1,1
lENSMUSG00000097479,phnRNP H,1
lENSMUSG00000097479,pm6A,1
lENSMUSG00000097482,pAgo2,2
lENSMUSG00000097484,pAgo2,2
lENSMUSG00000097484,pCELF6,1
lENSMUSG00000097484,pFMRP,1
lENSMUSG00000097484,pLIN28A,1
lENSMUSG00000097484,pNova,1
lENSMUSG00000097486,pAgo2,1
lENSMUSG00000097486,pIgf2bp3,1
lENSMUSG00000097486,pLIN28A,1
lENSMUSG00000097486,pLIN28B,1
lENSMUSG00000097486,pSfpq,1
lENSMUSG00000097491,pAgo2,1
lENSMUSG00000097491,pDazl,1
lENSMUSG00000097491,pLIN28A,1
lENSMUSG00000097491,pLIN28B,1
lENSMUSG00000097491,pPum2,1
lENSMUSG00000097496,phnRNP H,1
lENSMUSG00000097496,pm6A,1
lENSMUSG00000097497,pAgo2,3
lENSMUSG00000097497,pElav1,1
lENSMUSG00000097497,pFMRP,1
lENSMUSG00000097497,pLIN28B,1
lENSMUSG00000097500,pAgo2,1
lENSMUSG00000097500,pIgf2bp3,1
lENSMUSG00000097500,pLIN28A,1
lENSMUSG00000097500,pLIN28B,1
lENSMUSG00000097500,pPUM2,1
lENSMUSG00000097503,pAgo2,3
lENSMUSG00000097503,pIgf2bp3,1
lENSMUSG00000097503,pLIN28B,1
lENSMUSG00000097503,pPum2,1
lENSMUSG00000097504,pAgo2,7
lENSMUSG00000097504,pPUM2,1
lENSMUSG00000097505,pAgo2,3
lENSMUSG00000097505,pDazl,2
lENSMUSG00000097505,pElav1,1
lENSMUSG00000097505,pIgf2bp3,1
lENSMUSG00000097505,pLIN28A,1
lENSMUSG00000097505,pPUM2,1
lENSMUSG00000097505,pYthdf1,1
lENSMUSG00000097509,pAgo2,1
lENSMUSG00000097509,pLIN28A,1
lENSMUSG00000097509,pLIN28B,1
lENSMUSG00000097509,phnRNP H,1
lENSMUSG00000097514,pAgo2,1
lENSMUSG00000097515,pAgo2,1
lENSMUSG00000097515,pDazl,1
lENSMUSG00000097515,pElav1,1
lENSMUSG00000097516,pAgo2,5
lENSMUSG00000097516,pDazl,3
lENSMUSG00000097516,pFMRP,1
lENSMUSG00000097516,pIDH1,1
lENSMUSG00000097516,pIgf2bp3,1
lENSMUSG00000097516,pLIN28A,1
lENSMUSG00000097516,pLIN28B,1
lENSMUSG00000097516,pNova,1
lENSMUSG00000097516,pPTBP3,1
lENSMUSG00000097516,pPUM2,1
lENSMUSG00000097516,pPum2,1
lENSMUSG00000097516,pRnps1,1
lENSMUSG00000097516,pSrsf1,1
lENSMUSG00000097516,phnRNPL,1
lENSMUSG00000097519,pAgo2,1
lENSMUSG00000097519,pIgf2bp3,1
lENSMUSG00000097519,pLIN28A,1
lENSMUSG00000097519,pLIN28B,1
lENSMUSG00000097519,pPum2,1
lENSMUSG00000097520,pAgo2,3
lENSMUSG00000097520,pDazl,2
lENSMUSG00000097520,pElav1,1
lENSMUSG00000097520,pIgf2bp3,1
lENSMUSG00000097520,pLIN28A,1
lENSMUSG00000097520,pLIN28B,1
lENSMUSG00000097520,pPum2,1
lENSMUSG00000097524,pAgo2,3
lENSMUSG00000097524,pIgf2bp3,1
lENSMUSG00000097524,pSrsf1,1
lENSMUSG00000097525,pAgo2,3
lENSMUSG00000097525,pCSDE1,1
lENSMUSG00000097525,pDazl,2
lENSMUSG00000097525,pFMRP,1
lENSMUSG00000097525,pIgf2bp3,1
lENSMUSG00000097525,pLIN28A,1
lENSMUSG00000097525,pLIN28B,1
lENSMUSG00000097525,pPum2,1
lENSMUSG00000097525,pYTHDC2,1
lENSMUSG00000097527,pAgo2,2
lENSMUSG00000097527,pDazl,1
lENSMUSG00000097527,pLIN28A,1
lENSMUSG00000097527,pm6A,1
lENSMUSG00000097529,pDazl,1
lENSMUSG00000097529,pSfpq,1
lENSMUSG00000097530,pAgo2,2
lENSMUSG00000097532,pCELF6,1
lENSMUSG00000097532,pDazl,2
lENSMUSG00000097532,pLIN28A,1
lENSMUSG00000097532,pSrsf1,1
lENSMUSG00000097534,pAgo2,3
lENSMUSG00000097534,pDazl,3
lENSMUSG00000097534,pIgf2bp3,1
lENSMUSG00000097534,pLIN28A,1
lENSMUSG00000097534,pLIN28B,1
lENSMUSG00000097534,pSfpq,1
lENSMUSG00000097534,phnRNPL,1
lENSMUSG00000097535,pAgo2,2
lENSMUSG00000097535,pDazl,1
lENSMUSG00000097535,pLIN28B,1
lENSMUSG00000097535,pRnps1,1
lENSMUSG00000097535,phnRNP H,1
lENSMUSG00000097535,pm6A,1
lENSMUSG00000097538,pAgo2,2
lENSMUSG00000097538,pDazl,2
lENSMUSG00000097538,pIgf2bp3,1
lENSMUSG00000097538,pLIN28A,1
lENSMUSG00000097538,pLIN28B,1
lENSMUSG00000097538,pPum2,1
lENSMUSG00000097538,phnRNP H,1
lENSMUSG00000097539,pIgf2bp3,1
lENSMUSG00000097544,pLIN28A,1
lENSMUSG00000097548,pIgf2bp3,1
lENSMUSG00000097548,pLIN28A,1
lENSMUSG00000097548,pLIN28B,1
lENSMUSG00000097554,pALKBH1,1
lENSMUSG00000097554,pAgo2,8
lENSMUSG00000097554,pCELF6,1
lENSMUSG00000097554,pCSDE1,1
lENSMUSG00000097554,pDDX18,1
lENSMUSG00000097554,pDazl,3
lENSMUSG00000097554,pFMRP,1
lENSMUSG00000097554,pIDH1,1
lENSMUSG00000097554,pIgf2bp3,1
lENSMUSG00000097554,pLIN28,1
lENSMUSG00000097554,pLIN28A,2
lENSMUSG00000097554,pLIN28B,1
lENSMUSG00000097554,pMettl3,1
lENSMUSG00000097554,pNLRP3,1
lENSMUSG00000097554,pNova,1
lENSMUSG00000097554,pPUM2,1
lENSMUSG00000097554,pPum2,1
lENSMUSG00000097554,pSmchd1,1
lENSMUSG00000097554,pSpen,1
lENSMUSG00000097554,pSrsf1,1
lENSMUSG00000097554,pSrsf11,1
lENSMUSG00000097554,pTrim71,1
lENSMUSG00000097554,pYTHDC2,1
lENSMUSG00000097554,pYthdf1,1
lENSMUSG00000097554,phnRNPL,1
lENSMUSG00000097554,pm6A,1
lENSMUSG00000097559,pAgo2,3
lENSMUSG00000097559,pDazl,2
lENSMUSG00000097559,pIgf2bp3,1
lENSMUSG00000097559,pLIN28A,1
lENSMUSG00000097559,pLIN28B,1
lENSMUSG00000097559,phnRNP H,1
lENSMUSG00000097561,pAgo2,2
lENSMUSG00000097561,pRnps1,1
lENSMUSG00000097561,pTrim71,1
lENSMUSG00000097563,pAgo2,3
lENSMUSG00000097563,pElav1,1
lENSMUSG00000097563,pIgf2bp3,1
lENSMUSG00000097563,pLIN28A,1
lENSMUSG00000097563,pPum2,1
lENSMUSG00000097564,pAgo2,5
lENSMUSG00000097564,pDazl,2
lENSMUSG00000097564,pIgf2bp3,1
lENSMUSG00000097564,pLIN28A,1
lENSMUSG00000097564,pLIN28B,1
lENSMUSG00000097564,pYTHDC2,1
lENSMUSG00000097569,pLIN28A,1
lENSMUSG00000097569,pLIN28B,1
lENSMUSG00000097571,pAgo2,6
lENSMUSG00000097571,pElav1,1
lENSMUSG00000097571,pLIN28B,1
lENSMUSG00000097572,pAgo2,1
lENSMUSG00000097572,pDazl,1
