protein,protein_id
Disc1,pDisc1
Sall3,pSall3
Glis1,pGlis1
Hinfp,pHinfp
Zfat,pZfat
Thada,pThada
Gfra2,pGfra2
Ddx47,pDdx47
Prss40,pPrss40
Fra10ac1,pFra10ac1
Smndc1,pSmndc1
Cwc15,pCwc15
Chka,pChka
Zfp830,pZfp830
Vrk1,pVrk1
Tlk2,pTlk2
Grk6,pGrk6
Odf2l,pOdf2l
Nostrin,pNostrin
Dhrs3,pDhrs3
Ino80,pIno80
Nob1,pNob1
Spin1,pSpin1
Mst1r,pMst1r
Ptpn14,pPtpn14
Ptpn3,pPtpn3
Ptprg,pPtprg
Ptprj,pPtprj
Ptprs,pPtprs
Ptpru,pPtpru
2810403A07Rik,p2810403A07Rik
Ranbp6,pRanbp6
Actbl2,pActbl2
Egln1,pEgln1
Mical1,pMical1
Ap1g2,pAp1g2
Fgfr1op2,pFgfr1op2
Gfod1,pGfod1
Stk4,pStk4
Strn3,pStrn3
Gmip,pGmip
Rab11fip4,pRab11fip4
Slc26a8,pSlc26a8
Slc25a37,pSlc25a37
Rap2b,pRap2b
1700021K19Rik,p1700021K19Rik
Top2b,pTop2b
Sos2,pSos2
Sorcs1,pSorcs1
Zfp3,pZfp3
Zfp35,pZfp35
Zfp473,pZfp473
Zfp787,pZfp787
Mkrn2,pMkrn2
Trim65,pTrim65
Gspt2,pGspt2
Skint5,pSkint5
Ninl,pNinl
Cachd1,pCachd1
Rc3h2,pRc3h2
Tnks1bp1,pTnks1bp1
Ntmt1,pNtmt1
Eml6,pEml6
4930404N11Rik,p4930404N11Rik
Asxl1,pAsxl1
Aplf,pAplf
Smarcal1,pSmarcal1
Rnd3,pRnd3
Rgs1,pRgs1
Arhgdib,pArhgdib
Calcoco2,pCalcoco2
Rad54b,pRad54b
Usp48,pUsp48
Abcb6,pAbcb6
Usp38,pUsp38
Ccdc14,pCcdc14
Otulin,pOtulin
Myof,pMyof
2410089E03Rik,p2410089E03Rik
Sobp,pSobp
Islr2,pIslr2
Tcf25,pTcf25
Dnajc2,pDnajc2
Tubgcp4,pTubgcp4
Abcb1b,pAbcb1b
Abcb4,pAbcb4
Abcb5,pAbcb5
Egf,pEgf
Etv1,pEtv1
Nwd2,pNwd2
Leprel1,pLeprel1
Pank4,pPank4
Prpf4,pPrpf4
Scamp1,pScamp1
Zfp804a,pZfp804a
Fgf13,pFgf13
Scn11a,pScn11a
Creld2,pCreld2
Nupl2,pNupl2
Atp13a1,pAtp13a1
Ube2j1,pUbe2j1
Cyp7b1,pCyp7b1
Dnajc14,pDnajc14
Cyb5r4,pCyb5r4
Serpina3c,pSerpina3c
Serpina7,pSerpina7
Spag17,pSpag17
Serpina12,pSerpina12
Spink3,pSpink3
Cbwd1,pCbwd1
Hypk,pHypk
Fzd6,pFzd6
Wnt2,pWnt2
Taf5l,pTaf5l
Taf6l,pTaf6l
Yeats2,pYeats2
4930505A04Rik,p4930505A04Rik
Gapdhs,pGapdhs
Wnt7a,pWnt7a
Sh3pxd2b,pSh3pxd2b
Myo1g,pMyo1g
Xkrx,pXkrx
Kif4,pKif4
Zfp512,pZfp512
Mtcl1,pMtcl1
Slc12a4,pSlc12a4
Dennd1c,pDennd1c
Slc16a9,pSlc16a9
Ago4,pAgo4
Tenm4,pTenm4
Aifm2,pAifm2
Slc4a8,pSlc4a8
Eltd1,pEltd1
Dhx33,pDhx33
Vwa8,pVwa8
Slc44a2,pSlc44a2
Clcn4-2,pClcn4-2
Lims2,pLims2
Gfra1,pGfra1
Robo4,pRobo4
Tbc1d32,pTbc1d32
Cmtr1,pCmtr1
Ddx24,pDdx24
Tll1,pTll1
Satb1,pSatb1
Atp8a2,pAtp8a2
Msh3,pMsh3
Clspn,pClspn
Wapal,pWapal
Gramd1a,pGramd1a
Zfp280d,pZfp280d
Mkl2,pMkl2
Smg5,pSmg5
Smg7,pSmg7
Tert,pTert
Smg1,pSmg1
Plekhm1,pPlekhm1
Cd7,pCd7
Vamp4,pVamp4
Map4k2,pMap4k2
Snrnp48,pSnrnp48
Zmat5,pZmat5
Tbc1d5,pTbc1d5
Aox2,pAox2
Lig1,pLig1
Nktr,pNktr
Tmem87b,pTmem87b
Adamtsl4,pAdamtsl4
Nxpe2,pNxpe2
Vipr1,pVipr1
Tesk1,pTesk1
Egln2,pEgln2
Fam219a,pFam219a
A230050P20Rik,pA230050P20Rik
Bambi,pBambi
Tmem5,pTmem5
Tnpo3,pTnpo3
Tktl2,pTktl2
Dennd2a,pDennd2a
Stmnd1,pStmnd1
Exoc3,pExoc3
Ndufa13,pNdufa13
Kif1c,pKif1c
Ptcd1,pPtcd1
Dnah17,pDnah17
Snrk,pSnrk
Otof,pOtof
Cgnl1,pCgnl1
Jakmip3,pJakmip3
Asic3,pAsic3
Stk10,pStk10
Atg2b,pAtg2b
Zranb1,pZranb1
Snap47,pSnap47
Usp20,pUsp20
Bnip1,pBnip1
Tapt1,pTapt1
Usp17la,pUsp17la
Sulf2,pSulf2
Arsj,pArsj
Nek9,pNek9
A430105I19Rik,pA430105I19Rik
Avil,pAvil
Vil1,pVil1
Iqub,pIqub
Stx19,pStx19
Taf3,pTaf3
Kntc1,pKntc1
Taf9,pTaf9
Col26a1,pCol26a1
Sugp1,pSugp1
Taf2,pTaf2
Gipr,pGipr
Tbc1d8b,pTbc1d8b
Tbc1d9,pTbc1d9
Dtx4,pDtx4
N4bp2l2,pN4bp2l2
Phkg1,pPhkg1
Csrnp1,pCsrnp1
Tnc,pTnc
Ccdc173,pCcdc173
Crygs,pCrygs
Gm4070,pGm4070
Ccdc151,pCcdc151
Ccdc42,pCcdc42
Gpatch1,pGpatch1
Leng1,pLeng1
Rrp7a,pRrp7a
Abcc9,pAbcc9
Wrb,pWrb
Rfwd3,pRfwd3
Cldn4,pCldn4
Iars,pIars
Tlr1,pTlr1
Tlr11,pTlr11
Lpgat1,pLpgat1
Prrxl1,pPrrxl1
Dpy19l3,pDpy19l3
Ncoa5,pNcoa5
Tefm,pTefm
Atp9b,pAtp9b
Lrig2,pLrig2
Hpn,pHpn
Tmtc1,pTmtc1
Gbp3,pGbp3
Spg7,pSpg7
Spred2,pSpred2
Cab39l,pCab39l
Tnfrsf17,pTnfrsf17
Ext1,pExt1
Ogfr,pOgfr
Postn,pPostn
Mrps31,pMrps31
Snapc1,pSnapc1
Aktip,pAktip
Ccdc36,pCcdc36
Fam208b,pFam208b
Rnf166,pRnf166
Alpk2,pAlpk2
Vwa5b1,pVwa5b1
Slc15a3,pSlc15a3
Fam179b,pFam179b
Trpm6,pTrpm6
Trpm2,pTrpm2
Nap1l3,pNap1l3
Nlrp12,pNlrp12
Lysmd1,pLysmd1
Apoa4,pApoa4
Tubgcp5,pTubgcp5
Galnt2,pGalnt2
Cps1,pCps1
Tmem201,pTmem201
Krt9,pKrt9
Fnbp1l,pFnbp1l
Zfyve26,pZfyve26
Nt5dc1,pNt5dc1
Ino80d,pIno80d
Pof1b,pPof1b
Cbx6,pCbx6
Zak,pZak
Papss1,pPapss1
Doc2b,pDoc2b
Unc13c,pUnc13c
Gnptg,pGnptg
Arl6ip5,pArl6ip5
Znfx1,pZnfx1
Tbc1d1,pTbc1d1
Zhx1,pZhx1
Mgat5b,pMgat5b
Bin2,pBin2
Wdr72,pWdr72
Vps52,pVps52
Tsga10,pTsga10
Abcb1a,pAbcb1a
Obscn,pObscn
Pla2g6,pPla2g6
Atp8b1,pAtp8b1
Myom3,pMyom3
Cadps2,pCadps2
Ttc21b,pTtc21b
Bmp8a,pBmp8a
Fer1l4,pFer1l4
Hivep3,pHivep3
Prmt3,pPrmt3
Lig3,pLig3
Bcas3,pBcas3
Xrcc2,pXrcc2
Ccdc85c,pCcdc85c
Slc8a2,pSlc8a2
Morc3,pMorc3
Rbak,pRbak
Spg11,pSpg11
Nutm1,pNutm1
Yy2,pYy2
Lrif1,pLrif1
Lrwd1,pLrwd1
Klf15,pKlf15
Prdm5,pPrdm5
Zbtb20,pZbtb20
Zfp57,pZfp57
Zfp541,pZfp541
Umodl1,pUmodl1
Ebf2,pEbf2
Mphosph8,pMphosph8
Megf10,pMegf10
Sema3e,pSema3e
Cdc25b,pCdc25b
Grn,pGrn
Sorcs2,pSorcs2
Prph,pPrph
Sync,pSync
Grin2d,pGrin2d
Slc9a3,pSlc9a3
Pdzk1ip1,pPdzk1ip1
Sympk,pSympk
Ngdn,pNgdn
Parn,pParn
Gpr37,pGpr37
Slc39a1,pSlc39a1
Tarbp2,pTarbp2
Sntg1,pSntg1
Dtna,pDtna
Sntb1,pSntb1
Sntb2,pSntb2
Dok6,pDok6
Ttc36,pTtc36
Hpd,pHpd
Pou3f3,pPou3f3
Kif17,pKif17
Sall2,pSall2
Map6,pMap6
Cdh23,pCdh23
Pcdh15,pPcdh15
Kcnmb4,pKcnmb4
Nphs1,pNphs1
Senp7,pSenp7
Wbp1l,pWbp1l
Wdr7,pWdr7
Fubp3,pFubp3
Igf2bp1,pIgf2bp1
Boc,pBoc
Arsa,pArsa
AU022751,pAU022751
Mbd2,pMbd2
Dock3,pDock3
2810417H13Rik,p2810417H13Rik
Insm1,pInsm1
Efna5,pEfna5
Epha7,pEpha7
Epha3,pEpha3
Usp22,pUsp22
Brd9,pBrd9
Fndc5,pFndc5
Itgav,pItgav
Rnf219,pRnf219
Tnfaip8l2,pTnfaip8l2
Cyth1,pCyth1
Dgkd,pDgkd
Pja1,pPja1
Uhmk1,pUhmk1
Ngf,pNgf
Wee1,pWee1
Klk8,pKlk8
Ntng2,pNtng2
Mettl21e,pMettl21e
Nup98,pNup98
Pcdha4,pPcdha4
Lats2,pLats2
Clpp,pClpp
Cnr1,pCnr1
Fbxo47,pFbxo47
Terf1,pTerf1
Elk1,pElk1
Cnr2,pCnr2
Pcdha10,pPcdha10
Nlk,pNlk
Parp6,pParp6
Pfkp,pPfkp
Tcap,pTcap
Fbxl21,pFbxl21
Orai1,pOrai1
Pycard,pPycard
Usp35,pUsp35
Chl1,pChl1
Ralgps2,pRalgps2
Psip1,pPsip1
Ppp1r3c,pPpp1r3c
Rfwd2,pRfwd2
Fbxw17,pFbxw17
Rbm38,pRbm38
Tra2b,pTra2b
Eif4h,pEif4h
Zc3h11a,pZc3h11a
Srsf9,pSrsf9
Nufip2,pNufip2
Taf15,pTaf15
Dusp14,pDusp14
Mrpl41,pMrpl41
Nono,pNono
Ilf3,pIlf3
Ythdf2,pYthdf2
Srp54a,pSrp54a
Cpeb4,pCpeb4
Eif1b,pEif1b
Clip2,pClip2
Cnn3,pCnn3
Klc4,pKlc4
Rbm47,pRbm47
Srrm3,pSrrm3
Nudt21,pNudt21
Lsm4,pLsm4
Kif18a,pKif18a
Pard6g,pPard6g
Srsf6,pSrsf6
Utp3,pUtp3
Ddx18,pDdx18
Igf2bp2,pIgf2bp2
Eif1a,pEif1a
Yars,pYars
Lingo1,pLingo1
Nek7,pNek7
Rnasel,pRnasel
Hsf2bp,pHsf2bp
Trim31,pTrim31
Gpx4,pGpx4
Tmem168,pTmem168
Becn2,pBecn2
Cdk10,pCdk10
Atad3a,pAtad3a
Ccl1,pCcl1
Bfar,pBfar
Lgals8,pLgals8
Trpc3,pTrpc3
Zdhhc5,pZdhhc5
Zdhhc23,pZdhhc23
Cdkn2d,pCdkn2d
Wrnip1,pWrnip1
Kcnd2,pKcnd2
Fan1,pFan1
Trim45,pTrim45
Hist1h2bb,pHist1h2bb
Dlk1,pDlk1
1110034G24Rik,p1110034G24Rik
Mb21d1,pMb21d1
Dhx16,pDhx16
Msr1,pMsr1
Rai1,pRai1
Rnf133,pRnf133
Otud1,pOtud1
Tyk2,pTyk2
Eng,pEng
Nos3,pNos3
Trim7,pTrim7
Spink2,pSpink2
Tcte3,pTcte3
Tac1,pTac1
Dazl,pDazl
Usp10,pUsp10
S100a2,pS100a2
Gng13,pGng13
Cnot3,pCnot3
Cpz,pCpz
Dhcr7,pDhcr7
Kctd13,pKctd13
Lnp,pLnp
Nrxn1,pNrxn1
Ppp2r5d,pPpp2r5d
Ptk7,pPtk7
Spast,pSpast
Taok2,pTaok2
Trim50,pTrim50
Atad1,pAtad1
4930447C04Rik,p4930447C04Rik
Syce3,pSyce3
Tnfsf11,pTnfsf11
Adar,pAdar
Pelp1,pPelp1
Senp3,pSenp3
Zfp148,pZfp148
Zfpm2,pZfpm2
Atp1b4,pAtp1b4
Hspb6,pHspb6
Ebi3,pEbi3
Txnip,pTxnip
Erp44,pErp44
Dppa3,pDppa3
Hsf2,pHsf2
Otud7a,pOtud7a
Nt5e,pNt5e
Cd274,pCd274
Rab8a,pRab8a
Nrf1,pNrf1
Esyt1,pEsyt1
Ihh,pIhh
Gpc3,pGpc3
Kcnj6,pKcnj6
Mchr1,pMchr1
Usp13,pUsp13
Sstr3,pSstr3
Herc3,pHerc3
Otud6a,pOtud6a
Rnf138,pRnf138
Uchl3,pUchl3
Tshz1,pTshz1
Nbn,pNbn
Agtrap,pAgtrap
Agtr2,pAgtr2
Mas1,pMas1
Plin2,pPlin2
Rnf125,pRnf125
Trim37,pTrim37
Nfkbib,pNfkbib
Arih2,pArih2
Fbp1,pFbp1
Uhrf2,pUhrf2
Dlx3,pDlx3
Htr1a,pHtr1a
Pdcd1,pPdcd1
Trim38,pTrim38
Piwil1,pPiwil1
Piwil4,pPiwil4
Grid1,pGrid1
Fbxw10,pFbxw10
Gpbar1,pGpbar1
Sigmar1,pSigmar1
Myl3,pMyl3
Myh6,pMyh6
Phb,pPhb
Myl2,pMyl2
Ndufa7,pNdufa7
Cox7a1,pCox7a1
Tnnt2,pTnnt2
Myoz2,pMyoz2
Tnni3,pTnni3
Samm50,pSamm50
Hist2h3b,pHist2h3b
Sucla2,pSucla2
Ndufb11,pNdufb11
Tnnc1,pTnnc1
Ak2,pAk2
Ndufb8,pNdufb8
Cox5b,pCox5b
Rbm27,pRbm27
Acat1,pAcat1
Son,pSon
Vps13b,pVps13b
Ccdc89,pCcdc89
Oxct1,pOxct1
Eno1,pEno1
CYTB,pCYTB
Bod1l,pBod1l
2410015M20Rik,p2410015M20Rik
Coq6,pCoq6
Aldh3a2,pAldh3a2
Pdp2,pPdp2
Timm9,pTimm9
1700071K01Rik,p1700071K01Rik
Mterf1b,pMterf1b
Ogdhl,pOgdhl
Mto1,pMto1
Mtif2,pMtif2
Ncoa4,pNcoa4
Pam16,pPam16
Mrpl24,pMrpl24
Nnt,pNnt
D10Jhu81e,pD10Jhu81e
Aldh4a1,pAldh4a1
Gbas,pGbas
Slc25a3,pSlc25a3
Dut,pDut
Acadsb,pAcadsb
Csl,pCsl
Gstk1,pGstk1
Idh3b,pIdh3b
2010107E04Rik,p2010107E04Rik
Cox7b,pCox7b
Ivd,pIvd
Wbscr16,pWbscr16
Cyb5r3,pCyb5r3
Auh,pAuh
Fastkd2,pFastkd2
Cpt1b,pCpt1b
Nfs1,pNfs1
Gyk,pGyk
Eci2,pEci2
Timm8a1,pTimm8a1
Dnajc11,pDnajc11
Txndc12,pTxndc12
Uqcrq,pUqcrq
Mrpl36,pMrpl36
Pdk3,pPdk3
Ndufs8,pNdufs8
Afg3l1,pAfg3l1
Acad10,pAcad10
Acad12,pAcad12
Lyrm5,pLyrm5
Coq3,pCoq3
Nt5dc3,pNt5dc3
Agxt2,pAgxt2
Hectd3,pHectd3
Usp16,pUsp16
Mcu,pMcu
Minos1,pMinos1
Mtfmt,pMtfmt
Mtx2,pMtx2
Oxct2a,pOxct2a
Rpl34,pRpl34
Gpt2,pGpt2
Nipsnap3b,pNipsnap3b
2810006K23Rik,p2810006K23Rik
Rab24,pRab24
Pts,pPts
Tbrg4,pTbrg4
Acyp2,pAcyp2
Mutyh,pMutyh
Tomm7,pTomm7
Top1mt,pTop1mt
Letm1,pLetm1
Suclg2,pSuclg2
Cbr4,pCbr4
Lyrm7,pLyrm7
March7,pMarch7
Ceacam5,pCeacam5
Brd4,pBrd4
Slc16a7,pSlc16a7
Pax7,pPax7
Asb11,pAsb11
Sox10,pSox10
Recql,pRecql
Fbxo42,pFbxo42
Gtf3c5,pGtf3c5
Gtf3c4,pGtf3c4
Gprasp1,pGprasp1
Gpr4,pGpr4
Herc6,pHerc6
Wdpcp,pWdpcp
Evc,pEvc
Rnf126,pRnf126
Ufl1,pUfl1
Aim2,pAim2
Rnf10,pRnf10
Muc1,pMuc1
Hist1h2ai,pHist1h2ai
Atrnl1,pAtrnl1
Cd200r1,pCd200r1
Aoc1,pAoc1
Naa15,pNaa15
Foxg1,pFoxg1
Chd3,pChd3
Bloc1s5,pBloc1s5
Stk11ip,pStk11ip
Ptbp3,pPtbp3
H60a,pH60a
Rdx,pRdx
Grin2c,pGrin2c
Grb7,pGrb7
Grb14,pGrb14
Id4,pId4
Srsf10,pSrsf10
Akap8,pAkap8
Sgcg,pSgcg
Eif4g3,pEif4g3
F11r,pF11r
Tmpo,pTmpo
Kif1a,pKif1a
Tuba3a,pTuba3a
Hoxc8,pHoxc8
En1,pEn1
Hirip3,pHirip3
H3f3b,pH3f3b
Arih1,pArih1
Rnf144a,pRnf144a
Ucn3,pUcn3
Ucn2,pUcn2
Wt1,pWt1
Acr,pAcr
Ralgds,pRalgds
Stx6,pStx6
Vamp7,pVamp7
Vamp3,pVamp3
Slc4a7,pSlc4a7
Mus81,pMus81
Aebp2,pAebp2
Phf1,pPhf1
Mllt1,pMllt1
Ccnt1,pCcnt1
Snrpb,pSnrpb
Sf3b4,pSf3b4
Smarcd3,pSmarcd3
Ybx3,pYbx3
Nop56,pNop56
Mbd1,pMbd1
Prmt7,pPrmt7
Cenpb,pCenpb
Foxa1,pFoxa1
Prrx1,pPrrx1
Pou3f4,pPou3f4
Rax,pRax
Zfp641,pZfp641
Cnot7,pCnot7
Cnot8,pCnot8
Neurog1,pNeurog1
Zfp82,pZfp82
Zfp277,pZfp277
Atf5,pAtf5
Zfp592,pZfp592
Creb3l1,pCreb3l1
Brpf1,pBrpf1
Hnf4g,pHnf4g
Tox3,pTox3
Ebf4,pEbf4
Nfkbiz,pNfkbiz
Irx6,pIrx6
Med17,pMed17
Dedd,pDedd
Trip4,pTrip4
Ankrd49,pAnkrd49
Med20,pMed20
Xab2,pXab2
Ankra2,pAnkra2
Mms19,pMms19
Ankrd7,pAnkrd7
Nkrf,pNkrf
Abtb1,pAbtb1
Rfxap,pRfxap
Zfp180,pZfp180
Zswim4,pZswim4
Pms1,pPms1
Zbtb24,pZbtb24
Rorb,pRorb
Hmgxb3,pHmgxb3
Zdhhc16,pZdhhc16
Pknox2,pPknox2
Zfp30,pZfp30
Asb1,pAsb1
Taf13,pTaf13
Stat2,pStat2
Batf,pBatf
Batf3,pBatf3
Taf5,pTaf5
Lhx1,pLhx1
Zfp593,pZfp593
Csdc2,pCsdc2
Lmo3,pLmo3
Lmo1,pLmo1
Lmx1a,pLmx1a
Tgif2lx1,pTgif2lx1
Zfp446,pZfp446
Mkl1,pMkl1
Pax1,pPax1
Zbtb3,pZbtb3
Ikzf2,pIkzf2
Gcfc2,pGcfc2
Tbx4,pTbx4
Nfatc4,pNfatc4
Dpf2,pDpf2
Polr2d,pPolr2d
Zfp764,pZfp764
Carf,pCarf
Hif1an,pHif1an
Relb,pRelb
Blzf1,pBlzf1
Pou6f2,pPou6f2
Zmynd11,pZmynd11
Ankrd33,pAnkrd33
Ruvbl1,pRuvbl1
Ppargc1b,pPpargc1b
Papolb,pPapolb
Ascl3,pAscl3
Sowahc,pSowahc
Zfp661,pZfp661
Vsx1,pVsx1
Gtf2h3,pGtf2h3
Tbx19,pTbx19
Zbtb39,pZbtb39
Cic,pCic
Med31,pMed31
Tbx18,pTbx18
Tsc22d4,pTsc22d4
Ankrd6,pAnkrd6
Brip1,pBrip1
Foxb1,pFoxb1
Cers4,pCers4
Zfp236,pZfp236
Ankrd32,pAnkrd32
Pbxip1,pPbxip1
Tbpl1,pTbpl1
Zfp398,pZfp398
E2f6,pE2f6
Mta3,pMta3
Zmym2,pZmym2
Arid3b,pArid3b
Zfp462,pZfp462
Foxp4,pFoxp4
L1td1,pL1td1
2210018M11Rik,p2210018M11Rik
0610010K14Rik,p0610010K14Rik
2810474O19Rik,p2810474O19Rik
Zcchc8,pZcchc8
Actl6a,pActl6a
Bend3,pBend3
Grhl2,pGrhl2
Cxxc5,pCxxc5
Zbtb2,pZbtb2
Vrtn,pVrtn
Yeats4,pYeats4
Vps72,pVps72
Brd8,pBrd8
Ing3,pIng3
Mrgbp,pMrgbp
Smarcd2,pSmarcd2
Pcgf6,pPcgf6
Pogz,pPogz
Wiz,pWiz
Zzz3,pZzz3
Champ1,pChamp1
Elmsan1,pElmsan1
Kansl3,pKansl3
Pnkp,pPnkp
Cabin1,pCabin1
Med14,pMed14
Med12,pMed12
Med24,pMed24
Med15,pMed15
Med27,pMed27
Med25,pMed25
Med4,pMed4
Med8,pMed8
Ccnc,pCcnc
Med7,pMed7
Med29,pMed29
Med18,pMed18
Med19,pMed19
Taf6,pTaf6
Taf4a,pTaf4a
Taf10,pTaf10
Ahctf1,pAhctf1
Pelo,pPelo
Nacc2,pNacc2
Wdr18,pWdr18
Stk38,pStk38
Thrap3,pThrap3
Bclaf1,pBclaf1
Stk38l,pStk38l
Brwd1,pBrwd1
Cad,pCad
Chd1,pChd1
Cubn,pCubn
Hist1h3e,pHist1h3e
Hist1h4b,pHist1h4b
Hist3h2bb-ps,pHist3h2bb-ps
Ifi202b,pIfi202b
Matr3,pMatr3
Kat7,pKat7
Nfrkb,pNfrkb
Nfyc,pNfyc
Ssrp1,pSsrp1
Ubn2,pUbn2
Zbtb10,pZbtb10
Zfp217,pZfp217
Zscan4b,pZscan4b
Ss18l1,pSs18l1
Bcl7a,pBcl7a
Gltscr1,pGltscr1
Arid2,pArid2
Xpo4,pXpo4
Anapc7,pAnapc7
Cbx8,pCbx8
Brms1,pBrms1
Wnt3a,pWnt3a
Tbl1xr1,pTbl1xr1
Irak3,pIrak3
Il1a,pIl1a
Arl1,pArl1
Lrrfip2,pLrrfip2
Flii,pFlii
4732456N10Rik,p4732456N10Rik
Tmod3,pTmod3
Il6,pIl6
Wdr24,pWdr24
Suv39h2,pSuv39h2
Ube2w,pUbe2w
Pcsk4,pPcsk4
Sgk1,pSgk1
Dsg1a,pDsg1a
Wnt3,pWnt3
Wnt4,pWnt4
Wnt5b,pWnt5b
Wnt6,pWnt6
Ftcd,pFtcd
Aldh1l1,pAldh1l1
Pold2,pPold2
Csnk2a1,pCsnk2a1
Hspa1l,pHspa1l
Shmt2,pShmt2
Rab35,pRab35
Ccnd2,pCcnd2
Thoc6,pThoc6
Zfp687,pZfp687
Zbtb33,pZbtb33
Palld,pPalld
Pzp,pPzp
Cdc73,pCdc73
Yaf2,pYaf2
Pcgf3,pPcgf3
Pcgf5,pPcgf5
E2f5,pE2f5
Chaf1b,pChaf1b
Tor1aip1,pTor1aip1
Ddx3y,pDdx3y
Rbm10,pRbm10
Ik,pIk
Lemd3,pLemd3
Anxa3,pAnxa3
Gm5414,pGm5414
Arpc1b,pArpc1b
Sar1a,pSar1a
Pitpnb,pPitpnb
Strap,pStrap
Larp4b,pLarp4b
Glt25d1,pGlt25d1
Esd,pEsd
Egln3,pEgln3
Csn2,pCsn2
Rcor3,pRcor3
Mlc1,pMlc1
Rap2a,pRap2a
Lhb,pLhb
Srcin1,pSrcin1
Atat1,pAtat1
Cep131,pCep131
Inpp5e,pInpp5e
Edc3,pEdc3
Dcp1a,pDcp1a
Actc1,pActc1
Ddx21,pDdx21
Fxr2,pFxr2
Krt78,pKrt78
Hnrnpf,pHnrnpf
Acaca,pAcaca
Ttc3,pTtc3
Brdt,pBrdt
Lancl2,pLancl2
Nuak1,pNuak1
Lrch2,pLrch2
Lmo7,pLmo7
Wdr37,pWdr37
Loh12cr1,pLoh12cr1
Dclk1,pDclk1
Git2,pGit2
Dock7,pDock7
Fam188b,pFam188b
Mark1,pMark1
Gm20899,pGm20899
Msantd4,pMsantd4
Tbc1d7,pTbc1d7
Lrch3,pLrch3
Krt76,pKrt76
Dclk2,pDclk2
Kif21b,pKif21b
Rims3,pRims3
Tbc1d22b,pTbc1d22b
Pank2,pPank2
Dlgap3,pDlgap3
Cacnb1,pCacnb1
Pacs1,pPacs1
Frmd4a,pFrmd4a
Pacs2,pPacs2
Syn3,pSyn3
Gigyf1,pGigyf1
Mprip,pMprip
Gbp4,pGbp4
Gtf2f2,pGtf2f2
Bspry,pBspry
Socs4,pSocs4
Eaf2,pEaf2
Sumo2,pSumo2
Dyx1c1,pDyx1c1
Epha4,pEpha4
Cbfa2t3,pCbfa2t3
Lamc3,pLamc3
Atn1,pAtn1
Klf10,pKlf10
Gjb6,pGjb6
Cd3eap,pCd3eap
Hist2h2bb,pHist2h2bb
Tcf7l1,pTcf7l1
H1f0,pH1f0
Eif2b1,pEif2b1
Hist1h3f,pHist1h3f
Mbtd1,pMbtd1
Epc2,pEpc2
Paxip1,pPaxip1
Pagr1a,pPagr1a
Rfx1,pRfx1
Phf21a,pPhf21a
Pot1a,pPot1a
Rnpc3,pRnpc3
Hmg20b,pHmg20b
Npm2,pNpm2
Cenpv,pCenpv
Kifc1,pKifc1
Arl6ip4,pArl6ip4
Kdm3b,pKdm3b
Hbb-b1,pHbb-b1
Sap130,pSap130
Enoph1,pEnoph1
Gcgr,pGcgr
Rfc3,pRfc3
Eif4a2,pEif4a2
Hist1h4h,pHist1h4h
Hist1h4c,pHist1h4c
Hist2h2ab,pHist2h2ab
Hist3h2a,pHist3h2a
Hist1h4k,pHist1h4k
Ncapg,pNcapg
Hormad1,pHormad1
Rec8,pRec8
Fli1,pFli1
Pold3,pPold3
Zp3r,pZp3r
Ipo9,pIpo9
Ltb,pLtb
Prrc2b,pPrrc2b
Brd3,pBrd3
Cmas,pCmas
Copb1,pCopb1
Cpsf1,pCpsf1
Cpsf6,pCpsf6
Dnaja2,pDnaja2
Dnajc13,pDnajc13
Fen1,pFen1
Flnb,pFlnb
Kif11,pKif11
Mcm5,pMcm5
Mfap1b,pMfap1b
Pak4,pPak4
Phf3,pPhf3
Ppp1r10,pPpp1r10
Scaf8,pScaf8
Rbm17,pRbm17
Rfc4,pRfc4
Rpn1,pRpn1
Rpn2,pRpn2
Sap30bp,pSap30bp
Sf3a2,pSf3a2
Shoc2,pShoc2
Sirt6,pSirt6
Smchd1,pSmchd1
Taok1,pTaok1
Tdh,pTdh
Tox2,pTox2
Tox4,pTox4
Wdr33,pWdr33
Camk2b,pCamk2b
Dusp4,pDusp4
Rap1a,pRap1a
Myl12a,pMyl12a
Stag2,pStag2
Cdca5,pCdca5
Slc4a1,pSlc4a1
Cux1,pCux1
Tekt4,pTekt4
Adcyap1,pAdcyap1
Capn13,pCapn13
Flot1,pFlot1
Rbmxl2,pRbmxl2
Dnttip1,pDnttip1
Gdf3,pGdf3
Stag1,pStag1
Nol6,pNol6
Zfp345,pZfp345
Tbx3,pTbx3
Arid5b,pArid5b
Krt16,pKrt16
Fbxo30,pFbxo30
Tex10,pTex10
Tsr1,pTsr1
Trerf1,pTrerf1
Orc1,pOrc1
Rfc2,pRfc2
Krt6b,pKrt6b
Thoc5,pThoc5
Psg22,pPsg22
Dnttip2,pDnttip2
Tubb2b,pTubb2b
Gnl3l,pGnl3l
Bysl,pBysl
Nip7,pNip7
Mdn1,pMdn1
Ppan,pPpan
Rps29,pRps29
Ahdc1,pAhdc1
Rad50,pRad50
Spink10,pSpink10
1700019N19Rik,p1700019N19Rik
Fam213a,pFam213a
Mrrf,pMrrf
B9d1,pB9d1
Morn2,pMorn2
Atoh8,pAtoh8
Srgn,pSrgn
Penk,pPenk
Insl3,pInsl3
Gsg1,pGsg1
Oaz3,pOaz3
Miip,pMiip
Ccdc181,pCcdc181
Ypel2,pYpel2
