Node_i,Node_j,edge_weight
lENSMUSG00000055833,pIgf2bp3,1
lENSMUSG00000055833,pLin28a,1
lENSMUSG00000055833,pLin28b,1
lENSMUSG00000055833,pPum2,1
lENSMUSG00000055833,pSmchd1,1
lENSMUSG00000055833,pSrsf1,1
lENSMUSG00000055833,pGpm6a,1
lENSMUSG00000055897,pAgo2,5
lENSMUSG00000055897,pCelf6,1
lENSMUSG00000055897,pDazl,2
lENSMUSG00000055897,pElavl1,2
lENSMUSG00000055897,pIgf2bp3,1
lENSMUSG00000055897,pLin28a,1
lENSMUSG00000055897,pLin28a,2
lENSMUSG00000055897,pLin28b,1
lENSMUSG00000055897,pPum2,1
lENSMUSG00000055897,pPum2,1
lENSMUSG00000055897,pSox2,1
lENSMUSG00000055897,pSfpq,1
lENSMUSG00000055897,pSrsf1,1
lENSMUSG00000055897,pGpm6a,1
lENSMUSG00000055944,pIgf2bp3,1
lENSMUSG00000055944,pLin28a,1
lENSMUSG00000055944,pSrsf1,1
lENSMUSG00000055944,pTrim71,1
lENSMUSG00000055961,pDazl,1
lENSMUSG00000055961,pHnrnpk,1
lENSMUSG00000055968,pAgo2,2
lENSMUSG00000056023,pIgf2bp3,1
lENSMUSG00000056023,pLin28a,1
lENSMUSG00000056023,pLin28b,1
lENSMUSG00000056031,pAgo2,3
lENSMUSG00000056031,pIgf2bp3,1
lENSMUSG00000056031,pLin28a,1
lENSMUSG00000056031,pLin28b,1
lENSMUSG00000056031,pHnrnpk,1
lENSMUSG00000056061,pIgf2bp3,1
lENSMUSG00000056061,pLin28a,1
lENSMUSG00000056128,pLin28a,1
lENSMUSG00000056145,pAgo2,6
lENSMUSG00000056145,pElavl1,1
lENSMUSG00000056145,pLin28a,1
lENSMUSG00000056145,pLin28b,1
lENSMUSG00000056145,pPum2,1
lENSMUSG00000056145,pYthdc2,1
lENSMUSG00000056329,pIgf2bp3,1
lENSMUSG00000056329,pLin28a,1
lENSMUSG00000056329,pLin28b,1
lENSMUSG00000056411,pAgo2,2
lENSMUSG00000056411,pCelf6,1
lENSMUSG00000056411,pDazl,2
lENSMUSG00000056411,pIgf2bp3,1
lENSMUSG00000056412,pAgo2,1
lENSMUSG00000056412,pGpm6a,1
lENSMUSG00000056418,pAgo2,1
lENSMUSG00000056418,pIgf2bp3,1
lENSMUSG00000056418,pHnrnpk,1
lENSMUSG00000056418,pGpm6a,1
lENSMUSG00000056445,pAgo2,3
lENSMUSG00000056445,pIgf2bp3,1
lENSMUSG00000056445,pLin28a,1
lENSMUSG00000056445,pLin28b,1
lENSMUSG00000056445,pPum2,1
lENSMUSG00000056445,pSrsf1,1
lENSMUSG00000056735,pAgo2,1
lENSMUSG00000056735,pDazl,1
lENSMUSG00000056735,pElavl1,1
lENSMUSG00000056735,pLin28a,1
lENSMUSG00000056735,pSox2,1
lENSMUSG00000056735,pGpm6a,1
lENSMUSG00000056738,pAgo2,1
lENSMUSG00000056738,pDazl,1
lENSMUSG00000056738,pLin28a,1
lENSMUSG00000056738,pLin28b,1
lENSMUSG00000056738,pPum2,1
lENSMUSG00000056771,pAgo2,3
lENSMUSG00000056771,pDazl,2
lENSMUSG00000056771,pIgf2bp3,1
lENSMUSG00000056771,pLin28a,1
lENSMUSG00000056771,pLin28b,1
lENSMUSG00000056771,pPum2,1
lENSMUSG00000056771,pYthdf1,1
lENSMUSG00000056771,pGpm6a,1
lENSMUSG00000056836,pAgo2,1
lENSMUSG00000056904,pAgo2,1
lENSMUSG00000056904,pIgf2bp3,1
lENSMUSG00000056904,pLin28a,1
lENSMUSG00000056904,pLin28b,1
lENSMUSG00000056904,pPum2,1
lENSMUSG00000056904,pYthdf1,1
lENSMUSG00000056904,pGpm6a,1
lENSMUSG00000057157,pAgo2,1
lENSMUSG00000057215,pAgo2,2
lENSMUSG00000057215,pDazl,2
lENSMUSG00000057215,pIdh1,1
lENSMUSG00000057215,pIgf2bp3,1
lENSMUSG00000057215,pLin28a,1
lENSMUSG00000057215,pLin28b,1
lENSMUSG00000057215,pPum2,1
lENSMUSG00000057215,pPum2,1
lENSMUSG00000057215,pSox2,1
lENSMUSG00000057215,pHnrnpk,1
lENSMUSG00000057215,pHnrnpl,1
lENSMUSG00000057223,pAgo2,1
lENSMUSG00000057223,pDazl,1
lENSMUSG00000057223,pLin28b,1
lENSMUSG00000057244,pAgo2,1
lENSMUSG00000057359,pAgo2,7
lENSMUSG00000057359,pCelf6,1
lENSMUSG00000057359,pDdx5,1
lENSMUSG00000057359,pDazl,2
lENSMUSG00000057359,pElavl1,1
lENSMUSG00000057359,pFmr1,1
lENSMUSG00000057359,pIgf2bp3,1
lENSMUSG00000057359,pLin28a,1
lENSMUSG00000057359,pLin28b,1
lENSMUSG00000057359,pPum2,1
lENSMUSG00000057359,pSox2,1
lENSMUSG00000057359,pSfpq,1
lENSMUSG00000057359,pYthdc2,1
lENSMUSG00000057359,pYthdf1,1
lENSMUSG00000057577,pNova1,1
lENSMUSG00000057626,pLin28a,1
lENSMUSG00000057696,pDazl,1
lENSMUSG00000057802,pAgo2,2
lENSMUSG00000057802,pCsde1,1
lENSMUSG00000057802,pDazl,1
lENSMUSG00000057802,pIgf2bp3,1
lENSMUSG00000057802,pLin28a,1
lENSMUSG00000057802,pLin28b,1
lENSMUSG00000057818,pDazl,1
lENSMUSG00000057818,pIgf2bp3,1
lENSMUSG00000058050,pAgo2,2
lENSMUSG00000058360,pAgo2,1
lENSMUSG00000058360,pDazl,1
lENSMUSG00000058360,pLin28a,1
lENSMUSG00000058360,pLin28b,1
lENSMUSG00000058492,pAgo2,2
lENSMUSG00000058492,pGpm6a,1
lENSMUSG00000058521,pDazl,1
lENSMUSG00000058590,pSox2,1
lENSMUSG00000058603,pAgo2,1
lENSMUSG00000058603,pDdx18,1
lENSMUSG00000058812,pAgo2,4
lENSMUSG00000058838,pGpm6a,1
lENSMUSG00000058873,pIgf2bp3,1
lENSMUSG00000058905,pAgo2,1
lENSMUSG00000058908,pDazl,2
lENSMUSG00000058908,pLin28b,1
lENSMUSG00000058922,pAgo2,2
lENSMUSG00000058922,pDazl,1
lENSMUSG00000058922,pSmchd1,1
lENSMUSG00000058922,pSrsf1,1
lENSMUSG00000058922,pGpm6a,1
lENSMUSG00000059014,pNova1,1
lENSMUSG00000059027,pAgo2,1
lENSMUSG00000059027,pDazl,1
lENSMUSG00000059058,pAgo2,2
lENSMUSG00000059058,pSox2,1
lENSMUSG00000059064,pAgo2,1
lENSMUSG00000059159,pAgo2,2
lENSMUSG00000059179,pIgf2bp3,1
lENSMUSG00000059195,pAgo2,3
lENSMUSG00000059195,pPum2,1
lENSMUSG00000059244,pAgo2,1
lENSMUSG00000059252,pAgo2,1
lENSMUSG00000059277,pAgo2,5
lENSMUSG00000059277,pDazl,1
lENSMUSG00000059277,pIgf2bp3,1
lENSMUSG00000059277,pLin28a,1
lENSMUSG00000059277,pLin28b,1
lENSMUSG00000059277,pPum2,1
lENSMUSG00000059277,pTrim71,1
lENSMUSG00000059277,pYthdc2,1
lENSMUSG00000059277,pHnrnpk,1
lENSMUSG00000059277,pGpm6a,1
lENSMUSG00000059352,pDazl,1
lENSMUSG00000059422,pAgo2,2
lENSMUSG00000059422,pLin28b,1
lENSMUSG00000059571,pAgo2,1
lENSMUSG00000059585,pAgo2,1
lENSMUSG00000059631,pAgo2,3
lENSMUSG00000059631,pDazl,2
lENSMUSG00000059631,pFmr1,1
lENSMUSG00000059631,pLin28a,1
lENSMUSG00000059631,pLin28b,1
lENSMUSG00000059631,pPum2,1
lENSMUSG00000059631,pSfpq,1
lENSMUSG00000059631,pSpen,1
lENSMUSG00000059631,pHnrnpk,1
lENSMUSG00000059631,pHnrnpl,1
lENSMUSG00000059631,pGpm6a,1
lENSMUSG00000059658,pLin28b,1
lENSMUSG00000059658,pGpm6a,1
lENSMUSG00000059659,pAgo2,5
lENSMUSG00000059659,pDazl,2
lENSMUSG00000059659,pIgf2bp3,1
lENSMUSG00000059659,pLin28a,1
lENSMUSG00000059659,pLin28b,1
lENSMUSG00000059659,pPum2,1
lENSMUSG00000059659,pQK-6,1
lENSMUSG00000059659,pSrsf1,1
lENSMUSG00000059659,pTrim71,1
lENSMUSG00000059731,pLin28a,1
lENSMUSG00000059776,pDdx18,1
lENSMUSG00000059972,pIgf2bp3,1
lENSMUSG00000060029,pAgo2,7
lENSMUSG00000060029,pDazl,2
lENSMUSG00000060029,pElavl1,1
lENSMUSG00000060029,pFmr1,1
lENSMUSG00000060029,pLin28a,1
lENSMUSG00000060029,pPum2,1
lENSMUSG00000060029,pRnps1,1
lENSMUSG00000060128,pDazl,1
lENSMUSG00000060183,pAgo2,3
lENSMUSG00000060183,pIgf2bp3,1
lENSMUSG00000060183,pLin28a,1
lENSMUSG00000060380,pAgo2,2
lENSMUSG00000060380,pIgf2bp3,1
lENSMUSG00000060380,pLin28a,1
lENSMUSG00000060380,pLin28b,1
lENSMUSG00000060380,pYthdf1,1
lENSMUSG00000060380,pGpm6a,1
lENSMUSG00000060411,pAgo2,1
lENSMUSG00000060416,pIgf2bp3,1
lENSMUSG00000060416,pLin28a,1
lENSMUSG00000060416,pLin28b,1
lENSMUSG00000060419,pAgo2,5
lENSMUSG00000060419,pDdx18,1
lENSMUSG00000060424,pAgo2,3
lENSMUSG00000060424,pDazl,1
lENSMUSG00000060424,pElavl1,1
lENSMUSG00000060424,pIgf2bp3,1
lENSMUSG00000060424,pLin28a,1
lENSMUSG00000060424,pLin28b,1
lENSMUSG00000060424,pPtbp3,1
lENSMUSG00000060424,pPum2,1
lENSMUSG00000060424,pSox2,1
lENSMUSG00000060424,pTrim71,1
lENSMUSG00000060424,pYthdf1,1
lENSMUSG00000060424,pGpm6a,1
lENSMUSG00000060438,pAgo2,4
lENSMUSG00000060438,pDdx18,1
lENSMUSG00000060438,pDazl,2
lENSMUSG00000060467,pAgo2,1
lENSMUSG00000060467,pGpm6a,1
lENSMUSG00000060579,pRbfox3,1
lENSMUSG00000060730,pAgo2,2
lENSMUSG00000060795,pAgo2,1
lENSMUSG00000060879,pDazl,1
lENSMUSG00000060879,pSfpq,2
lENSMUSG00000060989,pAgo2,1
lENSMUSG00000061115,pAgo2,1
lENSMUSG00000061167,pAgo2,1
lENSMUSG00000061167,pDazl,1
lENSMUSG00000061331,pLin28a,1
lENSMUSG00000061390,pHnrnpk,1
lENSMUSG00000061486,pAgo2,1
lENSMUSG00000061486,pLin28b,1
lENSMUSG00000061852,pAgo2,1
lENSMUSG00000061852,pIgf2bp3,1
lENSMUSG00000061852,pLin28a,1
lENSMUSG00000061852,pLin28b,1
lENSMUSG00000061852,pSrsf1,1
lENSMUSG00000061852,pYthdc2,1
lENSMUSG00000061897,pAgo2,2
lENSMUSG00000061897,pLin28b,1
lENSMUSG00000061969,pDazl,1
lENSMUSG00000061969,pIgf2bp3,1
lENSMUSG00000062038,pCelf6,1
lENSMUSG00000062038,pIgf2bp3,1
lENSMUSG00000062038,pLin28a,1
lENSMUSG00000062038,pLin28b,1
lENSMUSG00000062038,pSrsf1,1
lENSMUSG00000062038,pGpm6a,1
lENSMUSG00000062046,pIgf2bp3,1
lENSMUSG00000062046,pLin28b,1
lENSMUSG00000062073,pGpm6a,1
lENSMUSG00000062132,pAgo2,1
lENSMUSG00000062132,pIgf2bp3,1
lENSMUSG00000062132,pLin28a,1
lENSMUSG00000062132,pLin28b,1
lENSMUSG00000062132,pYthdc2,1
lENSMUSG00000062152,pLin28a,1
lENSMUSG00000062152,pLin28b,1
lENSMUSG00000062235,pAgo2,1
lENSMUSG00000062319,pDazl,1
lENSMUSG00000062353,pAlkbh1,1
lENSMUSG00000062353,pAgo2,4
lENSMUSG00000062353,pCelf6,1
lENSMUSG00000062353,pCsde1,1
lENSMUSG00000062353,pDazl,1
lENSMUSG00000062353,pIdh1,1
lENSMUSG00000062353,pLin28a,2
lENSMUSG00000062353,pLin28b,1
lENSMUSG00000062353,pMettl3,1
lENSMUSG00000062353,pSrsf1,1
lENSMUSG00000062353,pSrsf11,1
lENSMUSG00000062353,pHnrnpl,1
lENSMUSG00000062470,pAgo2,2
lENSMUSG00000062470,pDazl,1
lENSMUSG00000062470,pSox2,1
lENSMUSG00000062470,pSrsf1,1
lENSMUSG00000062496,pLin28a,1
lENSMUSG00000062554,pAgo2,1
lENSMUSG00000062554,pGpm6a,1
lENSMUSG00000062588,pAgo2,1
lENSMUSG00000062846,pAgo2,1
lENSMUSG00000062846,pDazl,2
lENSMUSG00000062846,pIgf2bp3,1
lENSMUSG00000062846,pLin28a,1
lENSMUSG00000062933,pSmchd1,1
lENSMUSG00000062933,pYthdf1,1
lENSMUSG00000063001,pAgo2,1
lENSMUSG00000063018,pAgo2,2
lENSMUSG00000063018,pCelf6,1
lENSMUSG00000063018,pDazl,2
lENSMUSG00000063018,pIgf2bp3,1
lENSMUSG00000063018,pLin28a,1
lENSMUSG00000063018,pLin28b,1
lENSMUSG00000063018,pSmchd1,1
lENSMUSG00000063018,pSrsf1,1
lENSMUSG00000063018,pYthdc2,1
lENSMUSG00000063018,pYthdf1,1
lENSMUSG00000063018,pGpm6a,1
lENSMUSG00000063171,pAgo2,4
lENSMUSG00000063235,pAgo2,7
lENSMUSG00000063235,pDazl,2
lENSMUSG00000063235,pIgf2bp3,1
lENSMUSG00000063235,pLin28a,1
lENSMUSG00000063235,pLin28b,1
lENSMUSG00000063235,pHnrnpk,1
lENSMUSG00000063235,pGpm6a,1
lENSMUSG00000063286,pAgo2,3
lENSMUSG00000063286,pDazl,1
lENSMUSG00000063286,pIgf2bp3,1
lENSMUSG00000063286,pLin28a,1
lENSMUSG00000063286,pLin28b,1
lENSMUSG00000063286,pGpm6a,1
lENSMUSG00000063314,pAgo2,1
lENSMUSG00000063328,pDdx18,1
lENSMUSG00000063412,pAgo2,2
lENSMUSG00000063412,pIgf2bp3,1
lENSMUSG00000063412,pLin28a,1
lENSMUSG00000063412,pLin28b,1
lENSMUSG00000063412,pYthdf1,1
lENSMUSG00000063442,pAgo2,1
lENSMUSG00000063442,pDazl,1
lENSMUSG00000063623,pAlkbh1,1
lENSMUSG00000063623,pAgo2,3
lENSMUSG00000063623,pCelf6,1
lENSMUSG00000063623,pCsde1,1
lENSMUSG00000063623,pDdx18,1
lENSMUSG00000063623,pDazl,2
lENSMUSG00000063623,pFmr1,1
lENSMUSG00000063623,pIgf2bp3,1
lENSMUSG00000063623,pLin28a,2
lENSMUSG00000063623,pLin28b,1
lENSMUSG00000063623,pSox2,1
lENSMUSG00000063623,pSrsf1,1
lENSMUSG00000063623,pYthdc2,1
lENSMUSG00000063623,pYthdf1,1
lENSMUSG00000063623,pGpm6a,1
lENSMUSG00000063684,pAgo2,4
lENSMUSG00000063684,pRnps1,1
lENSMUSG00000063714,pAgo2,7
lENSMUSG00000063714,pDazl,2
lENSMUSG00000063714,pLin28a,1
lENSMUSG00000063714,pPum2,1
lENSMUSG00000063714,pHnrnpk,1
lENSMUSG00000063714,pHnrnpl,1
lENSMUSG00000063714,pGpm6a,1
lENSMUSG00000063751,pAgo2,2
lENSMUSG00000063751,pDazl,1
lENSMUSG00000063751,pIgf2bp3,1
lENSMUSG00000063751,pLin28b,1
lENSMUSG00000063751,pNova1,1
lENSMUSG00000063751,pPum2,1
lENSMUSG00000063830,pAgo2,2
lENSMUSG00000063902,pAgo2,6
lENSMUSG00000064193,pAgo2,2
lENSMUSG00000064193,pDdx18,1
lENSMUSG00000064193,pGpm6a,1
lENSMUSG00000064263,pAgo2,2
lENSMUSG00000064263,pDazl,2
lENSMUSG00000064263,pIdh1,1
lENSMUSG00000064263,pLin28a,1
lENSMUSG00000064263,pLin28b,1
lENSMUSG00000064263,pSrsf1,1
lENSMUSG00000064281,pAgo2,1
lENSMUSG00000066060,pAgo2,2
lENSMUSG00000066060,pDazl,2
lENSMUSG00000066060,pIgf2bp3,1
lENSMUSG00000066060,pLin28a,1
lENSMUSG00000066068,pDazl,1
lENSMUSG00000066116,pDazl,1
lENSMUSG00000066158,pDazl,1
lENSMUSG00000066158,pIgf2bp3,1
lENSMUSG00000066175,pAgo2,1
lENSMUSG00000066175,pHnrnpk,1
lENSMUSG00000066176,pDazl,1
lENSMUSG00000066176,pIgf2bp3,1
lENSMUSG00000066176,pLin28a,1
lENSMUSG00000066176,pLin28b,1
lENSMUSG00000066176,pPum2,1
lENSMUSG00000066176,pPum2,1
lENSMUSG00000066176,pSrsf1,1
lENSMUSG00000066180,pLin28b,1
lENSMUSG00000066245,pDazl,1
lENSMUSG00000066315,pDdx18,1
lENSMUSG00000066362,pAgo2,1
lENSMUSG00000066362,pDazl,1
lENSMUSG00000066443,pAgo2,1
lENSMUSG00000066443,pIgf2bp3,1
lENSMUSG00000066477,pAgo2,1
lENSMUSG00000066477,pCelf6,1
lENSMUSG00000066477,pDazl,2
lENSMUSG00000066477,pFmr1,1
lENSMUSG00000066477,pIgf2bp3,1
lENSMUSG00000066477,pLin28a,1
lENSMUSG00000066477,pLin28b,1
lENSMUSG00000066477,pTrim71,1
lENSMUSG00000066554,pAgo2,6
lENSMUSG00000066554,pYthdc2,1
lENSMUSG00000066554,pGpm6a,1
lENSMUSG00000066592,pAgo2,1
lENSMUSG00000066592,pDazl,1
lENSMUSG00000066626,pDazl,1
lENSMUSG00000066680,pLin28a,1
lENSMUSG00000066693,pCelf6,1
lENSMUSG00000066724,pAgo2,1
lENSMUSG00000066724,pGpm6a,1
lENSMUSG00000066767,pSox2,1
lENSMUSG00000066807,pAgo2,2
lENSMUSG00000066902,pAlkbh1,1
lENSMUSG00000066902,pAgo2,1
lENSMUSG00000066902,pCelf6,1
lENSMUSG00000066902,pCsde1,1
lENSMUSG00000066902,pIdh1,1
lENSMUSG00000066902,pLin28a,1
lENSMUSG00000066902,pLin28a,2
lENSMUSG00000066902,pLin28b,1
lENSMUSG00000066902,pSrsf1,1
lENSMUSG00000066902,pHnrnpl,1
lENSMUSG00000067017,pAgo2,4
lENSMUSG00000067047,pAgo2,1
lENSMUSG00000067058,pAgo2,2
lENSMUSG00000067101,pPum2,1
lENSMUSG00000067106,pAgo2,2
lENSMUSG00000067106,pYthdf1,1
lENSMUSG00000067121,pAgo2,1
lENSMUSG00000067156,pLin28a,1
lENSMUSG00000067156,pLin28b,1
lENSMUSG00000067161,pAgo2,1
lENSMUSG00000067262,pIgf2bp3,1
lENSMUSG00000067262,pLin28a,1
lENSMUSG00000067262,pLin28b,1
lENSMUSG00000067262,pPum2,1
lENSMUSG00000067321,pSmchd1,1
lENSMUSG00000067344,pAgo2,2
lENSMUSG00000067344,pFmr1,1
lENSMUSG00000067344,pPum2,1
lENSMUSG00000067352,pAgo2,1
lENSMUSG00000067352,pDazl,2
lENSMUSG00000067352,pIgf2bp3,1
lENSMUSG00000067352,pLin28a,1
lENSMUSG00000067352,pLin28b,1
lENSMUSG00000067352,pYthdc2,1
lENSMUSG00000067736,pAgo2,1
lENSMUSG00000067736,pPum2,1
lENSMUSG00000067736,pSmchd1,1
lENSMUSG00000067736,pYthdf1,1
lENSMUSG00000067736,pGpm6a,1
lENSMUSG00000067745,pAgo2,1
lENSMUSG00000067745,pDazl,1
lENSMUSG00000067745,pIgf2bp3,1
lENSMUSG00000067745,pLin28a,1
lENSMUSG00000067745,pLin28b,1
lENSMUSG00000067745,pPum2,1
lENSMUSG00000067745,pSox2,1
lENSMUSG00000067745,pSfpq,1
lENSMUSG00000067835,pAgo2,7
lENSMUSG00000067835,pDdx18,1
lENSMUSG00000067835,pDazl,2
lENSMUSG00000067835,pElavl1,1
lENSMUSG00000067835,pFmr1,1
lENSMUSG00000067835,pIgf2bp3,1
lENSMUSG00000067835,pLin28a,1
lENSMUSG00000067835,pLin28b,1
lENSMUSG00000067835,pPum2,1
lENSMUSG00000067835,pSmchd1,1
lENSMUSG00000067835,pTrim71,1
lENSMUSG00000067835,pYthdc2,1
lENSMUSG00000067835,pGpm6a,1
lENSMUSG00000068062,pAgo2,2
lENSMUSG00000068062,pElavl1,1
lENSMUSG00000068062,pIgf2bp3,1
lENSMUSG00000068062,pLin28a,1
lENSMUSG00000068062,pLin28b,1
lENSMUSG00000068062,pPum2,1
lENSMUSG00000068062,pRnps1,1
lENSMUSG00000068062,pYthdf1,1
lENSMUSG00000068062,pHnrnpk,1
lENSMUSG00000068062,pGpm6a,1
lENSMUSG00000068151,pAgo2,4
lENSMUSG00000068151,pDazl,2
lENSMUSG00000068151,pElavl1,2
lENSMUSG00000068151,pIgf2bp3,1
lENSMUSG00000068151,pLin28a,1
lENSMUSG00000068151,pLin28b,1
lENSMUSG00000068151,pPum2,1
lENSMUSG00000068151,pPum2,1
lENSMUSG00000068151,pSrsf1,1
lENSMUSG00000068151,pYthdc2,1
lENSMUSG00000068151,pGpm6a,1
lENSMUSG00000068180,pAgo2,1
lENSMUSG00000068180,pDazl,1
lENSMUSG00000068180,pFmr1,1
lENSMUSG00000068180,pIgf2bp3,1
lENSMUSG00000068180,pLin28a,1
lENSMUSG00000068180,pLin28b,1
lENSMUSG00000068180,pPum2,1
lENSMUSG00000068200,pAgo2,1
lENSMUSG00000068262,pAgo2,1
lENSMUSG00000068262,pDazl,2
lENSMUSG00000068262,pIgf2bp3,1
lENSMUSG00000068262,pLin28a,1
lENSMUSG00000068262,pGpm6a,1
lENSMUSG00000068303,pAgo2,1
lENSMUSG00000068303,pLin28b,1
lENSMUSG00000068303,pSfpq,1
lENSMUSG00000068303,pYthdc2,1
lENSMUSG00000068396,pAgo2,2
lENSMUSG00000068601,pAgo2,2
lENSMUSG00000068601,pIgf2bp3,1
lENSMUSG00000068601,pLin28a,1
lENSMUSG00000068601,pLin28b,1
lENSMUSG00000068601,pPum2,1
lENSMUSG00000068601,pHnrnpk,1
lENSMUSG00000068824,pDazl,1
lENSMUSG00000069008,pYthdf1,1
lENSMUSG00000069008,pGpm6a,1
lENSMUSG00000069011,pAgo2,2
lENSMUSG00000069014,pIgf2bp3,1
lENSMUSG00000069014,pPum2,1
lENSMUSG00000069125,pAlkbh1,1
lENSMUSG00000069125,pAgo2,2
lENSMUSG00000069125,pCsde1,1
lENSMUSG00000069125,pDazl,1
lENSMUSG00000069125,pIdh1,1
lENSMUSG00000069125,pIgf2bp3,1
lENSMUSG00000069125,pLin28a,2
lENSMUSG00000069125,pLin28b,1
lENSMUSG00000069125,pPum2,1
lENSMUSG00000069136,pAgo2,1
lENSMUSG00000069136,pCelf6,1
lENSMUSG00000069136,pDazl,1
lENSMUSG00000069136,pRnps1,1
lENSMUSG00000069136,pSrsf1,1
lENSMUSG00000069196,pLin28b,1
lENSMUSG00000069620,pTrim71,1
lENSMUSG00000069862,pAgo2,2
lENSMUSG00000069925,pAgo2,1
lENSMUSG00000069925,pIgf2bp3,1
lENSMUSG00000069962,pYthdf1,1
lENSMUSG00000069972,pAgo2,2
lENSMUSG00000070025,pAgo2,2
lENSMUSG00000070111,pDazl,1
lENSMUSG00000070111,pIgf2bp3,1
lENSMUSG00000070111,pLin28a,1
lENSMUSG00000070111,pSox2,1
lENSMUSG00000070282,pAgo2,2
lENSMUSG00000070282,pLin28b,1
lENSMUSG00000070282,pGpm6a,1
lENSMUSG00000070315,pAgo2,4
lENSMUSG00000070315,pIgf2bp3,1
lENSMUSG00000070315,pLin28a,1
lENSMUSG00000070315,pLin28b,1
lENSMUSG00000070315,pHnrnpk,1
lENSMUSG00000070342,pIgf2bp3,1
lENSMUSG00000070343,pAgo2,4
lENSMUSG00000070343,pLin28b,1
lENSMUSG00000070392,pAgo2,4
lENSMUSG00000070392,pDdx18,1
lENSMUSG00000070392,pElavl1,1
lENSMUSG00000070392,pLin28a,1
lENSMUSG00000070392,pGpm6a,1
lENSMUSG00000070411,pIgf2bp3,1
lENSMUSG00000070411,pLin28a,1
lENSMUSG00000070411,pLin28b,1
lENSMUSG00000070461,pAgo2,3
lENSMUSG00000070461,pDazl,3
lENSMUSG00000070461,pLin28a,1
lENSMUSG00000070461,pPum2,1
lENSMUSG00000070465,pAgo2,1
lENSMUSG00000070465,pIgf2bp3,1
lENSMUSG00000070465,pLin28a,1
lENSMUSG00000070465,pSmchd1,1
lENSMUSG00000070490,pAgo2,2
lENSMUSG00000070522,pGpm6a,1
lENSMUSG00000070572,pAgo2,1
lENSMUSG00000070574,pAgo2,2
lENSMUSG00000070574,pSox2,1
lENSMUSG00000070610,pAgo2,1
lENSMUSG00000070692,pAgo2,1
lENSMUSG00000070729,pAgo2,3
lENSMUSG00000070729,pLin28a,1
lENSMUSG00000070778,pDazl,1
lENSMUSG00000070778,pIgf2bp3,1
lENSMUSG00000070778,pLin28a,1
lENSMUSG00000070794,pAgo2,1
lENSMUSG00000070794,pSox2,1
lENSMUSG00000070834,pAgo2,3
lENSMUSG00000070960,pAgo2,1
lENSMUSG00000070977,pAgo2,1
lENSMUSG00000070977,pDazl,2
lENSMUSG00000070977,pIgf2bp3,1
lENSMUSG00000070977,pLin28b,1
lENSMUSG00000070977,pPum2,1
lENSMUSG00000070984,pAgo2,3
lENSMUSG00000070984,pDazl,2
lENSMUSG00000070984,pHnrnpk,1
lENSMUSG00000070984,pGpm6a,1
lENSMUSG00000070995,pAgo2,1
lENSMUSG00000070995,pDazl,1
lENSMUSG00000070995,pLin28a,1
lENSMUSG00000070997,pAgo2,2
lENSMUSG00000070997,pDazl,1
lENSMUSG00000070997,pIgf2bp3,1
lENSMUSG00000070997,pLin28a,1
lENSMUSG00000070997,pLin28b,1
lENSMUSG00000070997,pHnrnpk,1
lENSMUSG00000071041,pAgo2,3
lENSMUSG00000071141,pAgo2,1
lENSMUSG00000071141,pGpm6a,1
lENSMUSG00000071204,pAgo2,1
lENSMUSG00000071204,pDazl,1
lENSMUSG00000071204,pIgf2bp3,1
lENSMUSG00000071204,pLin28a,1
lENSMUSG00000071204,pLin28b,1
lENSMUSG00000071204,pSrsf1,1
lENSMUSG00000071332,pAgo2,3
lENSMUSG00000071332,pPum2,1
lENSMUSG00000071419,pAgo2,3
lENSMUSG00000071419,pDdx18,1
lENSMUSG00000071568,pAgo2,2
lENSMUSG00000071568,pDazl,1
lENSMUSG00000071753,pAgo2,5
lENSMUSG00000071753,pElavl1,1
lENSMUSG00000071753,pIgf2bp3,1
lENSMUSG00000071753,pLin28a,1
lENSMUSG00000071753,pLin28b,1
lENSMUSG00000071753,pPum2,1
lENSMUSG00000071753,pPum2,1
lENSMUSG00000071753,pYthdf1,1
lENSMUSG00000071753,pHnrnpk,1
lENSMUSG00000071753,pGpm6a,1
lENSMUSG00000071763,pDazl,1
lENSMUSG00000071763,pLin28a,1
lENSMUSG00000071763,pSox2,1
lENSMUSG00000071793,pAgo2,4
lENSMUSG00000071793,pPum2,1
lENSMUSG00000071793,pSmchd1,1
lENSMUSG00000071793,pGpm6a,1
lENSMUSG00000071796,pAgo2,2
lENSMUSG00000071796,pPum2,1
lENSMUSG00000071796,pSmchd1,1
lENSMUSG00000071796,pGpm6a,1
lENSMUSG00000072109,pLin28a,1
lENSMUSG00000072109,pRnps1,1
lENSMUSG00000072109,pSox2,1
lENSMUSG00000072381,pAgo2,1
lENSMUSG00000072387,pLin28a,1
lENSMUSG00000072387,pLin28b,1
lENSMUSG00000072387,pGpm6a,1
lENSMUSG00000072432,pHnrnpl,1
lENSMUSG00000072573,pAgo2,1
lENSMUSG00000072573,pLin28a,1
lENSMUSG00000072573,pSox2,1
lENSMUSG00000072591,pIgf2bp3,1
lENSMUSG00000072591,pLin28b,1
lENSMUSG00000072591,pPum2,1
lENSMUSG00000072591,pGpm6a,1
lENSMUSG00000072653,pAgo2,4
lENSMUSG00000072653,pElavl1,1
lENSMUSG00000072653,pIgf2bp3,1
lENSMUSG00000072653,pLin28a,1
lENSMUSG00000072653,pLin28b,1
