C,Precision,Recall,Specificity,F1,Accuracy,MCC,roc_auc,pr_auc
10,0.9534883720930233,0.9318181818181818,0.9545454545454546,0.942528735632184,0.9431818181818182,0.8865926413116156,0.9860537190082646,0.9855042661781702
100,0.9302325581395349,0.9090909090909091,0.9318181818181818,0.9195402298850575,0.9204545454545454,0.841126352013584,0.9839876033057852,0.9853734266512477
1,0.9111111111111111,0.9318181818181818,0.9090909090909091,0.9213483146067416,0.9204545454545454,0.841126352013584,0.9788223140495868,0.9785631386457261
