Model,Tissue,Sensitivity(Recall),Specificity,PPV(Precision),F1_Score,Accuracy,MCC,ROC_AUC,PR_AUC
SVM,heart,0.9318181818181818,0.9545454545454546,0.9534883720930233,0.942528735632184,0.9431818181818182,0.8865926413116156,0.9860537190082646,0.9855042661781702
