FPR,TPR
0.0,0.0
0.0,0.0006191950464396285
0.0,0.04829721362229102
0.0006191950464396285,0.04829721362229102
0.0006191950464396285,0.0693498452012384
0.001238390092879257,0.0693498452012384
0.001238390092879257,0.07492260061919505
0.0018575851393188853,0.07492260061919505
0.0018575851393188853,0.10526315789473684
0.002476780185758514,0.10526315789473684
0.002476780185758514,0.13560371517027864
0.0030959752321981426,0.13560371517027864
0.0030959752321981426,0.1411764705882353
0.0037151702786377707,0.1411764705882353
0.0037151702786377707,0.14551083591331268
0.0043343653250774,0.14551083591331268
0.0043343653250774,0.16408668730650156
0.004953560371517028,0.16408668730650156
0.004953560371517028,0.17089783281733747
0.005572755417956657,0.17089783281733747
0.005572755417956657,0.19009287925696594
0.006191950464396285,0.19009287925696594
0.006191950464396285,0.20804953560371517
0.006811145510835914,0.20804953560371517
0.006811145510835914,0.2452012383900929
0.007430340557275541,0.2452012383900929
0.007430340557275541,0.25696594427244585
0.00804953560371517,0.25696594427244585
0.00804953560371517,0.27801857585139317
0.0086687306501548,0.27801857585139317
0.0086687306501548,0.28792569659442724
0.009287925696594427,0.28792569659442724
0.009287925696594427,0.291640866873065
0.009907120743034056,0.291640866873065
0.009907120743034056,0.29721362229102166
0.010526315789473684,0.29721362229102166
0.010526315789473684,0.30092879256965943
0.011145510835913313,0.30092879256965943
0.011145510835913313,0.3151702786377709
0.011764705882352941,0.3151702786377709
0.011764705882352941,0.32321981424148605
0.01238390092879257,0.32321981424148605
0.01238390092879257,0.3492260061919505
0.013003095975232198,0.3492260061919505
0.013003095975232198,0.3504643962848297
0.013622291021671827,0.3504643962848297
0.013622291021671827,0.356656346749226
0.014241486068111455,0.356656346749226
0.014241486068111455,0.36780185758513934
0.014860681114551083,0.36780185758513934
0.014860681114551083,0.3690402476780186
0.015479876160990712,0.3690402476780186
0.015479876160990712,0.3721362229102167
0.01671826625386997,0.3721362229102167
0.01671826625386997,0.37585139318885447
0.0173374613003096,0.37585139318885447
0.0173374613003096,0.37956656346749224
0.017956656346749224,0.37956656346749224
0.017956656346749224,0.38823529411764707
0.018575851393188854,0.38823529411764707
0.018575851393188854,0.39009287925696595
0.019195046439628483,0.39009287925696595
0.019195046439628483,0.39442724458204337
0.019814241486068113,0.39442724458204337
0.019814241486068113,0.39690402476780184
0.02043343653250774,0.39690402476780184
0.02043343653250774,0.4173374613003096
0.021052631578947368,0.4173374613003096
0.021052631578947368,0.41919504643962846
0.021671826625386997,0.41919504643962846
0.021671826625386997,0.4198142414860681
0.022910216718266253,0.4198142414860681
0.022910216718266253,0.421671826625387
0.023529411764705882,0.421671826625387
0.023529411764705882,0.4260061919504644
0.02414860681114551,0.4260061919504644
0.02414860681114551,0.4278637770897833
0.025386996904024767,0.4278637770897833
0.025386996904024767,0.4340557275541796
0.026006191950464396,0.4340557275541796
0.026006191950464396,0.4346749226006192
0.026625386996904025,0.4346749226006192
0.026625386996904025,0.43777089783281736
0.027244582043343655,0.43777089783281736
0.027244582043343655,0.4390092879256966
0.02786377708978328,0.4390092879256966
0.02786377708978328,0.4476780185758514
0.02848297213622291,0.4476780185758514
0.02848297213622291,0.44891640866873067
0.02910216718266254,0.44891640866873067
0.02910216718266254,0.4569659442724458
0.029721362229102165,0.4569659442724458
0.029721362229102165,0.45758513931888545
0.030340557275541795,0.45758513931888545
0.030340557275541795,0.46687306501547987
0.031578947368421054,0.46687306501547987
0.031578947368421054,0.4674922600619195
0.03219814241486068,0.4674922600619195
0.03219814241486068,0.47492260061919506
0.03281733746130031,0.47492260061919506
0.03281733746130031,0.47987616099071206
0.03343653250773994,0.47987616099071206
