Recall,Precision
1.0,0.5
1.0,0.5001548467017652
0.9993808049535604,0.5
0.9993808049535604,0.5001549426712116
0.9993808049535604,0.5003099814011159
0.9993808049535604,0.5004651162790698
0.9993808049535604,0.500620347394541
0.9993808049535604,0.5007756748371083
0.9993808049535604,0.5009310986964618
0.9993808049535604,0.5010866190624029
0.9993808049535604,0.5012422360248447
0.9993808049535604,0.5013979496738118
0.9993808049535604,0.5015537600994406
0.9993808049535604,0.5017096673919801
0.9993808049535604,0.5018656716417911
0.9987616099071207,0.501710730948678
0.9987616099071207,0.5018668326073429
0.9987616099071207,0.5020230314347961
0.9987616099071207,0.5021793275217933
0.9987616099071207,0.5023357209592028
0.9987616099071207,0.5024922118380062
0.9987616099071207,0.5026488002492988
0.9987616099071207,0.5028054862842892
0.9981424148606811,0.5026504521359526
0.9981424148606811,0.5028072364316906
0.9981424148606811,0.5029641185647425
0.9981424148606811,0.5031210986267166
0.9981424148606811,0.503278176709335
0.9981424148606811,0.5034353529044348
0.9975232198142415,0.5032802249297095
0.9975232198142415,0.5034375
0.9975232198142415,0.5035948733979368
0.9975232198142415,0.5037523452157598
0.9975232198142415,0.5039099155458242
0.9975232198142415,0.5040675844806007
0.9975232198142415,0.504225352112676
0.9975232198142415,0.5043832185347527
0.9975232198142415,0.5045411838396492
0.9975232198142415,0.5046992481203008
0.9975232198142415,0.5048574114697587
0.9975232198142415,0.5050156739811912
0.9975232198142415,0.5051740357478833
0.9975232198142415,0.5053324968632371
0.9975232198142415,0.5054910574207719
0.9975232198142415,0.5056497175141242
0.9975232198142415,0.5058084772370487
0.9975232198142415,0.5059673366834171
0.9975232198142415,0.5061262959472196
0.9975232198142415,0.5062853551225645
0.9975232198142415,0.5064445143036781
0.9975232198142415,0.5066037735849057
0.9975232198142415,0.506763133060711
0.9975232198142415,0.5069225928256765
0.9975232198142415,0.5070821529745042
0.9969040247678018,0.506926952141058
0.9969040247678018,0.5070866141732283
0.9969040247678018,0.5072463768115942
0.9969040247678018,0.5074062401512764
0.9962848297213622,0.507250945775536
0.9962848297213622,0.5074109113844213
0.9962848297213622,0.5075709779179811
0.9962848297213622,0.5077311454717577
0.9962848297213622,0.5078914141414141
0.9962848297213622,0.5080517840227344
0.9962848297213622,0.5082122552116235
0.9962848297213622,0.5083728278041074
0.9962848297213622,0.5085335018963337
0.9962848297213622,0.5086942775845716
0.9962848297213622,0.5088551549652119
0.9962848297213622,0.5090161341347674
0.9962848297213622,0.5091772151898735
0.9962848297213622,0.5093383982272871
0.9962848297213622,0.5094996833438885
0.9962848297213622,0.5096610706366804
0.9962848297213622,0.5098225602027884
0.9962848297213622,0.5099841521394611
0.9962848297213622,0.510145846544071
0.9962848297213622,0.5103076435141135
0.9962848297213622,0.5104695431472082
0.9962848297213622,0.510631545541098
0.9962848297213622,0.5107936507936508
0.9962848297213622,0.510955859002858
0.9962848297213622,0.511118170266836
0.9962848297213622,0.5112805846838259
0.9962848297213622,0.5114431023521933
0.9962848297213622,0.5116057233704292
0.9962848297213622,0.5117684478371501
0.9962848297213622,0.5119312758510977
0.9962848297213622,0.5120942075111394
0.9962848297213622,0.5122572429162687
0.9962848297213622,0.5124203821656051
0.9962848297213622,0.5125836253583944
0.9962848297213622,0.5127469725940089
0.9962848297213622,0.5129104239719477
0.9962848297213622,0.5130739795918368
0.9962848297213622,0.513237639553429
0.9962848297213622,0.5134014039566049
