lncRNA,score
lNONHSAG006988,1.4986783722355307e-06
lNONHSAG036325,1.4983502467888073e-06
lNONHSAG040722,1.498294971570563e-06
lENSG00000230773,1.498288044625191e-06
lNONHSAG006275,1.4975111945023564e-06
lNONHSAG031590,1.4974300864076045e-06
lSPTAN1,1.4973167802255716e-06
lNONHSAG006254,1.4970611291501276e-06
lNONHSAG054149,1.4964052449767522e-06
lNONHSAG010488,1.4963183982204073e-06
lNONHSAG023242,1.4955148961815905e-06
lACSF2,1.4944486380278624e-06
lNONHSAG060614,1.4940166275445836e-06
lENSG00000270207,1.493601439464867e-06
lNONHSAG002219,1.493508214440281e-06
lENSG00000253722,1.4934950077212096e-06
lNONHSAG004259,1.4933894046893887e-06
lNONHSAG016831,1.4928021210207886e-06
lNONHSAG047544,1.4921957787337785e-06
lNONHSAG066995,1.4916412477892073e-06
lNONHSAG042043,1.4907035590045908e-06
lNONHSAG018224,1.4897023079106044e-06
lENSG00000289308,1.4893597616790984e-06
lENSG00000225233,1.4893189390585305e-06
lNONHSAG022982,1.4893053509308265e-06
lNONHSAG020238,1.4890377243103468e-06
lNONHSAG051805,1.4889910608345172e-06
lNONHSAG005629,1.4888809394059167e-06
lNONHSAG035435,1.4888809394059167e-06
lNONHSAG039940,1.4888809394059167e-06
lNONHSAG048270,1.4888136231703976e-06
lNONHSAG041341,1.4884881059947923e-06
lZNF638,1.4884696868802512e-06
lNONHSAG005483,1.4884555205390222e-06
lNONHSAG051521,1.4882717380054206e-06
lNONHSAG021251,1.4875065794424762e-06
lNONHSAG047455,1.487151500191437e-06
lNONHSAG042877,1.4866402537819032e-06
lENSG00000235016,1.4860586583045757e-06
lENSG00000254604,1.4855545755579312e-06
lLINC00174,1.4851920528641428e-06
lENSG00000230262,1.48518430592627e-06
lCTBP2,1.4848905192917363e-06
lTNRC6A,1.4846631966113014e-06
lNONHSAG015400,1.4846188071997292e-06
lNONHSAG054260,1.4845872472688397e-06
lNONHSAG034179,1.4842796488023242e-06
lNONHSAG024408,1.4841993833741206e-06
lNONHSAG036299,1.4839149459282035e-06
lNONHSAG030594,1.4834678280497876e-06
lNONHSAG010681,1.483221464093574e-06
lSNORD87,1.4831483995768444e-06
lNONHSAG030643,1.4830980574921758e-06
lNONHSAG103770,1.4830365419031988e-06
lNONHSAG008266,1.4826598849024314e-06
lNONHSAG040370,1.4818701088812069e-06
lNONHSAG003833,1.481812246247258e-06
lNONHSAG043429,1.481606591587154e-06
lENSG00000226764,1.4809690978132665e-06
lNONHSAG004358,1.4804019097427694e-06
lENSG00000288071,1.4801273047932495e-06
lNONHSAG007715,1.4799267004455983e-06
lNONHSAG013196,1.4794653926345533e-06
lNONHSAG015837,1.4793858289242519e-06
lENSG00000259407,1.4791128742383897e-06
lNUPL1,1.4788724078768325e-06
lNONHSAG011885,1.4782593436332134e-06
lENSG00000205890,1.4777379481170291e-06
lNONHSAG018250,1.4765908485108486e-06
lNONHSAG052184,1.4758162500106694e-06
lNONHSAG047018,1.4754001365544974e-06
lNONHSAG052724,1.475248950713417e-06
lNONHSAG020240,1.4752331285422495e-06
lNONHSAG026036,1.4751700840176943e-06
lENSG00000227838,1.4749836839073068e-06
lNONHSAG049626,1.4735898910841125e-06
lENSG00000258782,1.4733748462253431e-06
lNONHSAG033209,1.4733064134868464e-06
lGMDS,1.4731266108911906e-06
lNONHSAG020307,1.4730263837562715e-06
lNONHSAG014380,1.4729765778412036e-06
lNONHSAG022862,1.4727646209106437e-06
lNONHSAG042116,1.4727646209106437e-06
lNONHSAG012802,1.4725963178094124e-06
lNONHSAG038782,1.47246251601079e-06
lNONHSAG051259,1.4724172151822274e-06
lNONHSAG030387,1.4722876883063941e-06
lARIH1,1.472273191835999e-06
lNONHSAG040444,1.4721480217909525e-06
lNONHSAG040298,1.4721258816549157e-06
lESRRG,1.4717071079413398e-06
lENSG00000255036,1.4715961563675389e-06
lMED13L,1.4713041458304085e-06
lNONHSAG034172,1.4712892545933739e-06
lNONHSAG027260,1.470906233467517e-06
lNONHSAG001792,1.470720329305408e-06
lNONHSAG012632,1.4705096656349295e-06
lENSG00000258137,1.4698844993702433e-06
lNONHSAG051006,1.469439447465401e-06
lNONHSAG039313,1.4691263314001445e-06
lNONHSAG027443,1.4689816678778484e-06
lSNORD91A,1.468704866164003e-06
lNONHSAG010918,1.467368458963214e-06
lNONHSAG034349,1.467368458963214e-06
lNONHSAG029476,1.4671458565487952e-06
lCACNA2D1,1.4665881495179388e-06
lCADM4,1.4665881495179388e-06
lCOG3,1.4665881495179388e-06
lDYRK2,1.4665881495179388e-06
lHSPB7,1.4665881495179388e-06
lNONHSAG031378,1.4665881495179388e-06
lSLC44A2,1.4665881495179388e-06
lNONHSAG047237,1.4662533335077925e-06
lNONHSAG004374,1.4658303567279679e-06
lNONHSAG038530,1.4655008371773494e-06
lNONHSAG003377,1.4652705433932483e-06
lENSG00000243797,1.4640961356847225e-06
lNONHSAG026868,1.4638306820591843e-06
lAC009229.5,1.4635659641284443e-06
lNONHSAG011117,1.4630034421437178e-06
lNONHSAG017529,1.462981884605691e-06
lNONHSAG011555,1.4627438501954076e-06
lNONHSAG082891,1.4621325731553592e-06
lNONHSAG019972,1.4617668041533015e-06
lNONHSAG009743,1.4611287549192173e-06
lNONHSAG049801,1.4604693493895758e-06
lNONHSAG040851,1.4602723883842605e-06
lNONHSAG003930,1.4602574420470027e-06
lNONHSAG005885,1.4601647468310613e-06
lNONHSAG005375,1.460025435638464e-06
lRP4-584D14.7,1.460025435638464e-06
lNONHSAG047200,1.4596232794178778e-06
lENSG00000234185,1.4586263453794948e-06
lNONHSAG003427,1.4583600472127013e-06
lENSG00000246477,1.458122529002478e-06
lNONHSAG031579,1.4578922554687974e-06
lNONHSAG053907,1.4577170706175869e-06
lNONHSAG007561,1.4576819338043398e-06
lENSG00000260167,1.457625503577183e-06
lRP11-60L3.1,1.457525073000025e-06
lNONHSAG044816,1.4574133147610894e-06
lNONHSAG030324,1.457349761529754e-06
lNONHSAG021986,1.4573328127392563e-06
lRP11-977G19.11,1.455856259052271e-06
lNONHSAG007647,1.4554912939538927e-06
lNONHSAG032463,1.455363090590641e-06
lENSG00000230782,1.454991976310409e-06
lAC015849.19,1.4548899877446326e-06
lNONHSAG041070,1.4537807694907488e-06
lRPL7,1.4531712089004111e-06
lENSG00000257303,1.4527855841043535e-06
lNONHSAG032600,1.4523178285610458e-06
lNONHSAG016455,1.451762002396478e-06
lENSG00000215304,1.4515740791406823e-06
lRP11-6N17.9,1.4513888368108817e-06
lNONHSAG005165,1.451303185960411e-06
lNONHSAG010126,1.451303185960411e-06
lNONHSAG049666,1.451303185960411e-06
lNONHSAG043735,1.4509676673853495e-06
lNONHSAG025639,1.4509504058684527e-06
lENSG00000263624,1.4508041610760745e-06
lENSG00000259124,1.4507254072236007e-06
lENSG00000232347,1.4503660954181286e-06
lNONHSAG014748,1.4502148692454633e-06
lNONHSAG014284,1.449915495281712e-06
lNONHSAG025312,1.449915495281712e-06
lENSG00000263272,1.4493599545724188e-06
lNONHSAG027186,1.4489216313106386e-06
lNONHSAG037635,1.4486401423284158e-06
lNONHSAG039491,1.4485724125749675e-06
lNONHSAG023560,1.4485395543537653e-06
lENSG00000257083,1.4485159666039954e-06
lNONHSAG029029,1.4472632049728906e-06
lNONHSAG012437,1.4462236123426298e-06
lNONHSAG037108,1.4460012885014857e-06
lNONHSAG015982,1.4451405845164097e-06
lNONHSAG017358,1.4449775334868945e-06
lNONHSAG044131,1.4448652301638945e-06
lNONHSAG036762,1.4441724198439344e-06
lNONHSAG013009,1.4434016362169002e-06
lNONHSAG038217,1.4434016362169002e-06
lCTD-2139B15.4,1.4432217139031835e-06
lNONHSAG030637,1.4431142520845888e-06
lNONHSAG101835,1.4429454309915675e-06
lNONHSAG011624,1.4426066324934633e-06
lNONHSAG023877,1.4422711624203119e-06
lNONHSAG048117,1.4422077617825153e-06
lNONHSAG019788,1.4416848793805685e-06
lNONHSAG009374,1.4416148308245966e-06
lENSG00000259952,1.4409621535908352e-06
lENSG00000224738,1.440409983876426e-06
lNONHSAG090822,1.4403688951845398e-06
lENSG00000226571,1.4402588658412407e-06
lNONHSAG029894,1.4402437072615844e-06
lNONHSAG036913,1.439909671223051e-06
lNONHSAG038902,1.439756769995411e-06
lNONHSAG008705,1.4395698362463271e-06
lNONHSAG055523,1.4395316366095534e-06
lNONHSAG019408,1.4391584805274917e-06
lNONHSAG049855,1.4385925517393777e-06
lNONHSAG001661,1.4384202382567363e-06
lNONHSAG028782,1.4383998105678035e-06
lENSG00000253408,1.4374161450819267e-06
lNONHSAG037352,1.4372339206700242e-06
lNONHSAG023963,1.4370470045929415e-06
lRP3-418C23.2,1.4368343787557884e-06
lNONHSAG041997,1.4366487252770032e-06
lENSG00000253901,1.4358150107734058e-06
lNONHSAG000053,1.4357586737334359e-06
lAC007163.6,1.4354878433376675e-06
lNONHSAG026384,1.4354878433376675e-06
lENSG00000287045,1.434862923952287e-06
lNONHSAG010755,1.4344904127467834e-06
lNONHSAG011768,1.4341726388571482e-06
lNONHSAG016370,1.4341184455946909e-06
lNONHSAG004615,1.4340807216053728e-06
lNONHSAG004583,1.4339155280557699e-06
lENSG00000224614,1.4321325607740458e-06
lNONHSAG049119,1.4320577640879806e-06
lNONHSAG010846,1.4315905934522352e-06
lNONHSAG016326,1.4302840420830948e-06
lNONHSAG007249,1.4296331940034455e-06
lENSG00000224865,1.429195476468786e-06
lNONHSAG020223,1.42870936347731e-06
lNONHSAG012466,1.4284666953546287e-06
lNONHSAG018201,1.4278847853546104e-06
lNONHSAG032934,1.4275727926651253e-06
lNONHSAG042933,1.4271817289748888e-06
lNONHSAG052593,1.4252661944942026e-06
lNONHSAG037499,1.424462229501108e-06
lENSG00000267519,1.424033387886247e-06
lNONHSAG048971,1.4239855750162598e-06
lNONHSAG002534,1.423579607106996e-06
lNONHSAG032537,1.422978452773514e-06
lNONHSAG050762,1.4227821463990419e-06
lENSG00000289699,1.4221623663750113e-06
lNONHSAG034494,1.4219133248626596e-06
lNONHSAG015108,1.4209871308143683e-06
lNONHSAG054038,1.420428238886748e-06
lNONHSAG033214,1.4203762541853133e-06
lNONHSAG015430,1.4203349960164162e-06
lNONHSAG022823,1.4198778138416465e-06
lNONHSAG012447,1.4196912600401214e-06
lNONHSAG049587,1.4195053079141953e-06
lNONHSAG036372,1.4193079069830876e-06
lNONHSAG031831,1.4191691929619823e-06
lNONHSAG009244,1.4186618374806855e-06
lNONHSAG026890,1.4186349244804768e-06
lNONHSAG005769,1.4185517836220034e-06
lNONHSAG050302,1.4183740372698128e-06
lNONHSAG020315,1.4182877185090953e-06
lNONHSAG055759,1.4181627959079876e-06
lENSG00000230185,1.4177872584813232e-06
lNONHSAG028653,1.4175704144533424e-06
lNONHSAG051674,1.4175006239577122e-06
lENSG00000227751,1.4170712420403487e-06
lNONHSAG022624,1.4159499340691631e-06
lNONHSAG032143,1.4159144498742368e-06
lNONHSAG032019,1.415244859572407e-06
lENSG00000259240,1.4149301511685295e-06
lENSG00000246250,1.4145439514096216e-06
lENSG00000287923,1.4141901929740889e-06
lNONHSAG009979,1.4141570523997553e-06
lENSG00000278932,1.414138397050535e-06
lENSG00000251026,1.4136808113370406e-06
lNNT,1.4136270169890472e-06
lNONHSAG006794,1.413450774656889e-06
lNONHSAG049515,1.413317819232118e-06
lENSG00000285579,1.4130662581103716e-06
lNONHSAG040302,1.412811771599556e-06
lDENND5B-AS1,1.412598002192002e-06
lNONHSAG024393,1.4118225756899543e-06
lNONHSAG024993,1.4117902134890567e-06
lNONHSAG053451,1.411350630618129e-06
lNONHSAG018594,1.4112827199884477e-06
lENSG00000260927,1.4109125830296378e-06
lNONHSAG051786,1.4104203031422288e-06
lNONHSAG041966,1.410263262008804e-06
lNONHSAG021385,1.4101419169736627e-06
lENSG00000259080,1.4098381766000782e-06
lNONHSAG036395,1.409475374459489e-06
lKDELR2,1.409062507851819e-06
lNONHSAG014490,1.4087875463725627e-06
lNONHSAG023002,1.4075068255384865e-06
lNONHSAG016891,1.4071313328505191e-06
lNONHSAG006832,1.4068222322186918e-06
lNONHSAG004531,1.4064884629997262e-06
lNONHSAG049970,1.4058629421694386e-06
lNONHSAG038675,1.405360880893171e-06
lNONHSAG042836,1.4049320869064407e-06
lNONHSAG016429,1.4047077958218245e-06
lNONHSAG023654,1.4043517695226063e-06
lNONHSAG036177,1.4042700277668181e-06
lENSG00000257239,1.4042154901318357e-06
lNONHSAG051895,1.4041962333812758e-06
lENSG00000239268,1.4039848118376638e-06
lNONHSAG048375,1.403893496125394e-06
lNONHSAG004539,1.403436377484069e-06
lRP11-96L14.7,1.4029181359846252e-06
lNONHSAG039387,1.4024546860808862e-06
lNONHSAG047317,1.402115890627787e-06
lLINC00662,1.401584733766046e-06
lNONHSAG024232,1.4012116023959629e-06
lNONHSAG047891,1.4004509586591697e-06
lNONHSAG042430,1.4004224083340117e-06
lNONHSAG012302,1.3992793018573505e-06
lENSG00000261002,1.3987956107718901e-06
lNONHSAG042947,1.397823878090983e-06
lNONHSAG020551,1.3977888967983223e-06
lPDE4D,1.3976786800840114e-06
lNONHSAG026794,1.3974863221329968e-06
lNONHSAG034414,1.3969471490737094e-06
lNONHSAG014564,1.396617090252473e-06
lNONHSAG019437,1.395903155788218e-06
lENSG00000285544,1.3953455865655533e-06
lNONHSAG028005,1.3949931415997535e-06
lNONHSAG020252,1.3946603344769927e-06
lENSG00000286364,1.393477509166627e-06
lNONHSAG019541,1.3932388453622017e-06
lNONHSAG054169,1.393090839732126e-06
lNONHSAG053514,1.392846250135133e-06
lNONHSAG016797,1.3925175239180534e-06
lNONHSAG038503,1.3914596502067212e-06
lNONHSAG036074,1.3911661218606064e-06
lNONHSAG023221,1.390874786750545e-06
lC7orf55,1.3905671568433557e-06
lNONHSAG001416,1.389901436035307e-06
lENSG00000257683,1.3894192278202684e-06
lNONHSAG008879,1.3891101405434279e-06
lNONHSAG048114,1.3888511492669599e-06
lENSG00000258086,1.3884132526544053e-06
lNONHSAG032426,1.3882397664015717e-06
lENSG00000285851,1.3879164422367057e-06
lNONHSAG015824,1.3878239589684e-06
lNONHSAG037827,1.3874437987795402e-06
lNONHSAG030070,1.3871278031660585e-06
lNONHSAG033569,1.386837418259964e-06
lNONHSAG051556,1.3867112851845134e-06
lNONHSAG001852,1.3866727365625978e-06
lENSG00000254662,1.386533289757075e-06
lNONHSAG050177,1.386268065819838e-06
lNONHSAG000473,1.3861001673280347e-06
lNONHSAG014824,1.3860956663057102e-06
lNONHSAG017063,1.3860956663057102e-06
lNONHSAG019602,1.3847778100902302e-06
lNONHSAG017038,1.3844605713596742e-06
lNONHSAG010777,1.3843943248029415e-06
lNONHSAG012530,1.3840074675845125e-06
lNONHSAG013931,1.3837682588008051e-06
lNONHSAG040073,1.3836631300403133e-06
lNONHSAG038890,1.3834275324373709e-06
lNONHSAG004055,1.3833914941601477e-06
lNONHSAG022198,1.3832505480462987e-06
lNONHSAG012405,1.383094620198311e-06
lNONHSAG015624,1.3828685592522222e-06
lNONHSAG008101,1.3825063189219167e-06
lRAP1B,1.382492553228758e-06
lNONHSAG047515,1.381091743923304e-06
lENSG00000280064,1.3806840621858775e-06
lENSG00000251600,1.3806574349954242e-06
lNONHSAG029957,1.3806196877283023e-06
lNONHSAG026976,1.3803218365697147e-06
lENSG00000240571,1.380117954785006e-06
lNONHSAG051348,1.3791524394587977e-06
lNONHSAG000849,1.3788419617063561e-06
lVTRNA2-1,1.3787567472057536e-06
lNONHSAG016280,1.378366347107117e-06
lNONHSAG033985,1.3777673693430876e-06
lNONHSAG009185,1.3777605487479587e-06
lNONHSAG021063,1.3773055629333227e-06
lENSG00000246889,1.376931454080728e-06
lNONHSAG069721,1.37685094450004e-06
lNONHSAG005583,1.3767105904470887e-06
lNONHSAG032844,1.376508042868714e-06
lNONHSAG002430,1.3760463616303174e-06
lNONHSAG003799,1.3757574781147028e-06
lNONHSAG053167,1.3752034959289114e-06
lNONHSAG040067,1.3751668166779392e-06
lNONHSAG026242,1.37492066485437e-06
lNONHSAG053229,1.3741269321343322e-06
lNONHSAG022065,1.373932127637424e-06
lNONHSAG006566,1.373799040853472e-06
lNONHSAG050281,1.373426001814332e-06
lNONHSAG006632,1.3733865546569753e-06
lENTPD1-AS1,1.3733765792912547e-06
lPARP16,1.3732026562807204e-06
lNONHSAG002212,1.372516588535186e-06
lENSG00000230817,1.372309001979345e-06
lNONHSAG025605,1.3722398179491505e-06
lNONHSAG029984,1.3717766561386273e-06
lENSG00000257180,1.3716253775326103e-06
lNONHSAG010021,1.3713382840052377e-06
lENSG00000226440,1.3701694881244794e-06
lNONHSAG052896,1.3699071615065393e-06
lNONHSAG035804,1.3697868921960272e-06
lNONHSAG000499,1.3696584496520844e-06
lNONHSAG025710,1.3696584496520844e-06
lNONHSAG034351,1.3696584496520844e-06
lUGGT1,1.3695827801835431e-06
lNONHSAG009388,1.3692171531619633e-06
lENSG00000285741,1.3688981261839746e-06
lENSG00000187904,1.3678293626073835e-06
lNONHSAG015591,1.3674588411123756e-06
lNONHSAG009250,1.3663203976137748e-06
lNONHSAG012480,1.365008363798398e-06
lNONHSAG030574,1.364411415545195e-06
lNONHSAG036611,1.363380183929928e-06
lNONHSAG012123,1.3633680232165525e-06
lNONHSAG008166,1.3630854927921175e-06
lENSG00000254768,1.362931347479378e-06
lENSG00000197536,1.361942300828351e-06
lNONHSAG000831,1.3608839855201278e-06
lRP11-77K12.8,1.3608329326044366e-06
lNONHSAG019504,1.3599691744553921e-06
lRP13-36G14.4,1.359706056444462e-06
lENSG00000238198,1.3596777259995284e-06
lENSG00000265980,1.3594148407187175e-06
lNONHSAG010232,1.3594124064817578e-06
lNONHSAG037948,1.3593602823120935e-06
lENSG00000260017,1.3590580017035526e-06
lPCBD2,1.358178079875677e-06
lENSG00000247903,1.357205094077197e-06
lNONHSAG007440,1.357120744679058e-06
lNONHSAG020674,1.3569167125525017e-06
lNONHSAG032416,1.3567714486313848e-06
lNONHSAG026287,1.356309655767621e-06
lNONHSAG024881,1.3561184453890193e-06
lNONHSAG001642,1.3559435423286911e-06
lNONHSAG055681,1.3551138035144187e-06
lNONHSAG026289,1.3541896897626037e-06
lNONHSAG030188,1.3540914915225677e-06
lNONHSAG036330,1.3540502365605605e-06
lNONHSAG040592,1.3534677724776372e-06
lNONHSAG022687,1.3526655191815011e-06
lNONHSAG041361,1.3526314623350847e-06
lNONHSAG050671,1.3520587199911374e-06
lNONHSAG050822,1.3520587199911374e-06
lNONHSAG039229,1.350960976725854e-06
lNONHSAG039833,1.3504914450389792e-06
lRORA,1.3503643829902575e-06
lENSG00000257759,1.3502662918939698e-06
lNONHSAG037701,1.3488746926878731e-06
lNONHSAG034998,1.3485397691704066e-06
lNONHSAG027381,1.3474522490423562e-06
lNONHSAG016014,1.3462406205048438e-06
lENSG00000248489,1.3456866880286486e-06
lENSG00000286889,1.3455469746079577e-06
lENSG00000254420,1.3450343333984688e-06
lENSG00000281344,1.3443909031484511e-06
lENSG00000229642,1.3441575847051414e-06
lENSG00000274461,1.3441575847051414e-06
lRPS12,1.3441492705696074e-06
lNONHSAG049517,1.343812150544708e-06
lNONHSAG017994,1.3436203044566775e-06
lNONHSAG036613,1.343601052874279e-06
lENSG00000240240,1.3429871535788502e-06
lNONHSAG049524,1.3426264568809322e-06
lNONHSAG029850,1.3423280189274173e-06
lENSG00000237037,1.3419629041551294e-06
lNONHSAG036329,1.3417619840104246e-06
lENSG00000272742,1.3415731159044874e-06
lNONHSAG009285,1.341514842352582e-06
lNONHSAG039390,1.3415044171101192e-06
lENSG00000248605,1.3412808092628243e-06
lNONHSAG004961,1.3412781364291563e-06
lENSG00000224356,1.3412159618746557e-06
lNONHSAG019383,1.3411282927042106e-06
lNONHSAG025485,1.3410730896826182e-06
lNONHSAG024365,1.3409833524872874e-06
lNONHSAG031282,1.3405592357240717e-06
lNONHSAG019969,1.3403072818569152e-06
lWDR11,1.3402233894157574e-06
lSGK1,1.3399881852299215e-06
lNONHSAG006971,1.3384869819499854e-06
lNONHSAG009613,1.3382067234177953e-06
lNONHSAG009155,1.338077720819996e-06
lNONHSAG017942,1.3372503829615695e-06
lNONHSAG015341,1.3372346622029898e-06
lENSG00000283480,1.3369576664808293e-06
lAC007381.2,1.3349740821298105e-06
lNONHSAG040151,1.3344456611208208e-06
lENSG00000269749,1.333847514131067e-06
lENSG00000251556,1.3335021266403083e-06
lRP11-258C19.7,1.3327085328901315e-06
lNONHSAG045250,1.3314587028571001e-06
lNONHSAG052263,1.3312366355008886e-06
lCTC-232P5.3,1.3307204223979835e-06
lNONHSAG034872,1.330720062318682e-06
lENSG00000286803,1.3305142474715368e-06
lNONHSAG004453,1.330320510575764e-06
lNONHSAG017232,1.330320510575764e-06
lNONHSAG047454,1.329953283258011e-06
lENSG00000254277,1.3296799834925972e-06
lNONHSAG015511,1.3294413028087469e-06
lANKRD11,1.329354751082831e-06
lNONHSAG020480,1.3292441699460472e-06
lNONHSAG050540,1.328663417098102e-06
lNONHSAG041946,1.327091139315165e-06
lENSG00000260400,1.3266832491330418e-06
lNONHSAG041602,1.3259854851563609e-06
lNONHSAG023169,1.325809523478367e-06
lNONHSAG014943,1.325759701946232e-06
lNONHSAG022851,1.3255978961189614e-06
lNONHSAG001600,1.3252291863963932e-06
lNONHSAG043728,1.3248255494180845e-06
lNONHSAG027204,1.3241031901123804e-06
lNONHSAG053461,1.3235151534755562e-06
lNONHSAG024156,1.3232874073058791e-06
lNONHSAG015646,1.3230504214375757e-06
lAC026904.1,1.3225525686163951e-06
lNONHSAG014666,1.3223395408139037e-06
lNONHSAG051613,1.3221298581670507e-06
lENSG00000279423,1.32175990797157e-06
lSLC35F5,1.3215254016658868e-06
lNONHSAG038368,1.3211003825894975e-06
lENSG00000287907,1.3199174160510205e-06
lNONHSAG022224,1.3197370053296565e-06
lNONHSAG032956,1.3188399110890969e-06
lNONHSAG014400,1.3180200863781781e-06
lNONHSAG034650,1.317666817241448e-06
lLINC00449,1.3168182712352146e-06
lNONHSAG041135,1.3166010792311477e-06
lENSG00000258969,1.3164187693624024e-06
lNONHSAG004132,1.3163618936305817e-06
lNONHSAG020129,1.3163490541623005e-06
lNONHSAG034645,1.3152124210835752e-06
lNONHSAG044072,1.31501268182345e-06
lNONHSAG016257,1.3148832007810041e-06
lNONHSAG031744,1.3146289263588245e-06
lNONHSAG038518,1.314551182785098e-06
lENSG00000259185,1.3141514292323224e-06
lNONHSAG039214,1.3139982500151558e-06
lNONHSAG022258,1.3138644142991522e-06
lNONHSAG024951,1.3137450307990694e-06
lNONHSAG041511,1.3134396699846375e-06
lNONHSAG012540,1.3133660942202297e-06
lNONHSAG042870,1.3133400456112305e-06
lNONHSAG034150,1.3127304071274099e-06
lENSG00000254422,1.3126925111973767e-06
lNONHSAG015155,1.3126236351916948e-06
lNONHSAG053755,1.3117811556809146e-06
lNONHSAG053860,1.311651858431494e-06
lNONHSAG007578,1.311490500813364e-06
lNONHSAG052686,1.311490500813364e-06
lNONHSAG020043,1.311474211177146e-06
lNONHSAG039113,1.3107658215787495e-06
lNONHSAG001660,1.309583632281594e-06
lNONHSAG001091,1.3088944596978167e-06
lNONHSAG031247,1.3086971682349421e-06
lNONHSAG021976,1.308594959232511e-06
lNONHSAG029738,1.3085093434459806e-06
lNONHSAG016914,1.3083532908167202e-06
lNONHSAG014363,1.3079112071436298e-06
lENSG00000267047,1.307556268628929e-06
lNONHSAG039300,1.3065022549063066e-06
lNONHSAG031453,1.3062525299533648e-06
lNONHSAG037222,1.3060527856688746e-06
lRP11-25K21.6,1.3059008994430667e-06
lNONHSAG021021,1.3058239037836637e-06
lNONHSAG072286,1.305270457549587e-06
lNONHSAG035256,1.3052323008678321e-06
lNONHSAG011459,1.3052055620220102e-06
lNONHSAG051041,1.305135904628142e-06
lNONHSAG003476,1.3050738564380707e-06
lNONHSAG019501,1.3046519725839714e-06
lNONHSAG019817,1.3045268751467465e-06
lNONHSAG013072,1.3044642728483793e-06
lNONHSAG024952,1.3044642728483793e-06
lAC007559.1,1.3030811414937935e-06
lNONHSAG048621,1.3028449309788505e-06
lNONHSAG026662,1.3020418603929075e-06
lNONHSAG011978,1.3019869426501722e-06
lNONHSAG013917,1.3009929993015842e-06
lENSG00000287523,1.3008371883892046e-06
lNONHSAG041501,1.300497306273118e-06
lRSRC1,1.3002203983413021e-06
lNONHSAG035484,1.2992473637638314e-06
lNONHSAG053287,1.2991301235657738e-06
lENSG00000286945,1.2988746242178361e-06
lNONHSAG016543,1.298574067670387e-06
lNONHSAG007504,1.2982803160899353e-06
lNONHSAG017931,1.2971614657888087e-06
lENSG00000251138,1.2966117998762155e-06
lNONHSAG045093,1.296601505633987e-06
lNONHSAG048111,1.296601505633987e-06
lENSG00000279569,1.2959649629182611e-06
lNONHSAG051379,1.2959353587351487e-06
lNONHSAG055258,1.2958706707406633e-06
lNONHSAG011257,1.2956119247118363e-06
lNONHSAG031993,1.2944287033035623e-06
lENSG00000242375,1.2939456134202397e-06
lENSG00000285042,1.2938997234365366e-06
lENSG00000273637,1.293782378946308e-06
lNONHSAG053419,1.293479778355548e-06
lNONHSAG031473,1.2934647733354128e-06
lNONHSAG023576,1.2934642574033931e-06
lNONHSAG009653,1.2931883373851792e-06
lENSG00000256448,1.292887087957574e-06
lNONHSAG040363,1.292487822175692e-06
lNONHSAG050154,1.2920421026756364e-06
lNONHSAG026134,1.2919256166929564e-06
lNONHSAG006674,1.2918330391988685e-06
lNONHSAG025049,1.2917647596860512e-06
lANKRD10,1.2900269945248375e-06
lENSG00000236332,1.2898687923071676e-06
lENSG00000272865,1.2898687923071676e-06
lNONHSAG019409,1.2890795683557025e-06
lNONHSAG011391,1.2890547910140176e-06
lNONHSAG049356,1.288411994639166e-06
lNONHSAG065112,1.2876050886410654e-06
lRP13-216E22.4,1.2873495732917424e-06
lENSG00000223653,1.2871716768116565e-06
lNONHSAG020410,1.2866585888032788e-06
lNONHSAG053583,1.2866567741753623e-06
lMICU2,1.2851423782370557e-06
lNONHSAG022059,1.2850352428127528e-06
lENSG00000263756,1.284616969497243e-06
lNONHSAG031575,1.2835203473358417e-06
lNONHSAG030812,1.2834819212582684e-06
lNONHSAG029404,1.2822941106018652e-06
lENSG00000248685,1.2820635836103562e-06
lNONHSAG017783,1.2819671568692718e-06
lNONHSAG041523,1.2818672540801973e-06
lNONHSAG018296,1.2817498724775252e-06
lNONHSAG030396,1.2813977475392175e-06
lENSG00000271850,1.281372157419472e-06
lNONHSAG009652,1.2812456469977261e-06
lNONHSAG039004,1.280965581013103e-06
lENSG00000225855,1.280874197134003e-06
lNONHSAG037342,1.280471925164751e-06
lNONHSAG025696,1.2800389181619141e-06
lAVL9,1.2795599819243749e-06
lNONHSAG020260,1.2790422361297829e-06
lENSG00000272298,1.278601741163706e-06
lNONHSAG052125,1.2784521961201094e-06
lNONHSAG007939,1.2775542616424654e-06
lNONHSAG004534,1.2763889317807695e-06
lNONHSAG022235,1.27605880855869e-06
lDLX6-AS1,1.2751703165403477e-06
lARHGEF3,1.274987100542534e-06
lENSG00000287555,1.2746610793459738e-06
lNONHSAG044316,1.2741647001941875e-06
lENSG00000259438,1.2735873167754977e-06
lSH3D19,1.2733906800982059e-06
lSNHG15,1.272710173026749e-06
lPUM1,1.2724259260493576e-06
lNONHSAG023725,1.2722930477623317e-06
lNONHSAG038876,1.2721709639020152e-06
lNONHSAG043140,1.2714335632173572e-06
lENSG00000237126,1.2710407311539038e-06
lNONHSAG020350,1.2701332616619187e-06
lNONHSAG029117,1.2695259329840476e-06
lNONHSAG028392,1.2690649284200793e-06
lENSG00000237525,1.268466428559926e-06
