lncRNA,score
lNONMMUG039903,0.00017685430482777668
lNONMMUG034679,0.00017682144381372182
lNONMMUG020761,0.00017673999285577443
lNONMMUG021882,0.00017641693619380798
lENSMUSG00000106407,0.00017590120518183843
lNONMMUG026141,0.00017556325572503829
lNONMMUG034272,0.00017459177150731513
lNONMMUG044189,0.00017428550134130415
lNONMMUG031419,0.0001740809273312312
lNONMMUG035402,0.00017405365254479852
lNONMMUG024108,0.00017398997764546205
lNONMMUG019764,0.00017334741676613218
lNONMMUG002557,0.00017296548511688044
lNONMMUG038594,0.00017290994745248402
lNONMMUG030805,0.0001728484810424484
lNONMMUG038220,0.00017219394986340149
lNONMMUG043413,0.00017208032058889023
lNONMMUG044353,0.00017208032058889023
lNONMMUG044354,0.00017208032058889023
lNONMMUG040092,0.0001718565005297929
lNONMMUG007500,0.00017177497380311974
lNONMMUG005268,0.00017154324677689744
lNONMMUG029983,0.000171479828465952
lNONMMUG018153,0.0001712300756306599
lNONMMUG035107,0.00017032111178125274
lNONMMUG012790,0.00016875660409917029
lNONMMUG014744,0.0001680865798169164
lNONMMUG039105,0.00016796679380400576
lNONMMUG029302,0.00016788132839314117
lNONMMUG018239,0.00016762295499082598
lNONMMUG005100,0.0001675574393409095
lNONMMUG007279,0.00016733991939100863
lNONMMUG007388,0.00016710473579316075
lNONMMUG045662,0.00016664994437840273
lNONMMUG023717,0.00016651152208475444
lNONMMUG025574,0.0001662579541841831
lNONMMUG023914,0.00016602113784525062
lNONMMUG024695,0.0001659845283505211
l4632427E13Rik,0.00016543528503909396
lGm13558,0.00016482355352569712
lNONMMUG024804,0.00016475937430614944
lNONMMUG023243,0.00016475920865591828
lNONMMUG025564,0.00016442891927164214
lNONMMUG015670,0.00016429678749397265
lNONMMUG025915,0.00016403399706120186
lNONMMUG019422,0.00016399775475359345
lNONMMUG024261,0.00016396468240410857
lNONMMUG033747,0.00016391328204214017
lNONMMUG038737,0.00016381270325666844
lNONMMUG017464,0.00016360991817082797
lNONMMUG000668,0.0001631106346177705
lNONMMUG002409,0.00016288636674761302
lNONMMUG018843,0.0001624265377181676
lENSMUSG00000086273,0.00016204611000415008
lNONMMUG008216,0.00016190977253165812
lNONMMUG035401,0.00016153966296477386
lNONMMUG018330,0.00016113480905403046
lNONMMUG006746,0.0001604982532225868
lNONMMUG017517,0.00016045884225507516
lNONMMUG012454,0.00016031594844358768
lNONMMUG019903,0.00015993399337133445
lNONMMUG006346,0.00015906682411950986
lNONMMUG018400,0.0001587792314130599
lNONMMUG035002,0.00015843320225344558
lNONMMUG017419,0.00015793792494215884
lNONMMUG039586,0.00015792694065628932
lNONMMUG044920,0.0001577878797773805
lNONMMUG005595,0.00015731608637113424
lNONMMUG002399,0.00015574224839754182
lNONMMUG033764,0.00015559227090149652
l4930552N02Rik,0.0001553485092603672
lNONMMUG025301,0.00015509595942321853
lNONMMUG020860,0.0001550751083218814
lNONMMUG028536,0.0001549460292679681
lNONMMUG042555,0.0001549058473438161
lNONMMUG007478,0.0001546177942578196
lNONMMUG020786,0.00015458072450702225
lNONMMUG034393,0.00015452565803309405
lNONMMUG005253,0.00015430058136519102
lNONMMUG003231,0.00015413601721699815
lNONMMUG013901,0.000154014259952833
lNONMMUG045528,0.0001537266911445282
lNONMMUG024382,0.00015283599335762962
lNONMMUG005112,0.00015277846986568147
lNONMMUG000162,0.00015259475285510205
lNONMMUG015518,0.0001522516790970418
lNONMMUG031445,0.00015216633899551362
lNONMMUG015898,0.0001520840492559631
lNONMMUG042664,0.0001520037969727797
lNONMMUG022538,0.00015038179238524376
lNONMMUG031369,0.00014855655741281812
lNONMMUG044327,0.00014834139690331308
lNONMMUG042170,0.00014728430750770904
lNONMMUG040754,0.00014701652028872443
lNONMMUG041375,0.000146757963313432
lNONMMUG039682,0.00014633246110783913
lNONMMUG038110,0.00014474652587960344
lNONMMUG043672,0.00014468701093276758
lNONMMUG041490,0.00014461823861194883
lNONMMUG025434,0.00014411150458047686
lNONMMUG013211,0.00014400929793975374
lNONMMUG007234,0.00014390468669988436
lNONMMUG024197,0.00014387381206519036
lNONMMUG023513,0.00014372429234926095
lNONMMUG012992,0.0001421649808544494
lNONMMUG025715,0.0001421045112611358
lNONMMUG033757,0.0001419974699828719
lNONMMUG037454,0.0001419974699828719
lNONMMUG044995,0.0001418290478222425
lNONMMUG015815,0.00014169800294744112
lNONMMUG037943,0.00014158310826912032
lNONMMUG030186,0.00014109716994773126
lNONMMUG033134,0.00014105791263548952
lNONMMUG006735,0.00014085187286685057
lNONMMUG018156,0.00014082495645322037
lNONMMUG001708,0.00014067048404852942
lNONMMUG018225,0.00014018664816695177
lNONMMUG008000,0.00014018172791993195
lNONMMUG045410,0.0001397388863193095
lNONMMUG013396,0.00013963522837324058
lNONMMUG040119,0.00013944724204320927
lNONMMUG019271,0.00013936347991176044
lNONMMUG038371,0.00013886230780290172
lNONMMUG027498,0.00013847784265569392
lNONMMUG002971,0.0001383125746058068
lNONMMUG016539,0.00013824204210667005
lNONMMUG007094,0.0001381061435350199
lNONMMUG042519,0.00013778684081349943
lNONMMUG039070,0.00013772436302028575
lNONMMUG001354,0.0001371508792449511
lNONMMUG042297,0.00013699676921230934
lNONMMUG032094,0.00013695311172054654
lNONMMUG005041,0.000135934749256686
lNONMMUG007896,0.0001358463825356478
lNONMMUG006658,0.00013573927982305184
lNONMMUG030168,0.00013566827381710726
lNONMMUG024760,0.00013550626386161173
lNONMMUG021393,0.00013544871982688005
lNONMMUG004223,0.0001348397846203234
lNONMMUG034953,0.0001346980913938666
lNONMMUG013669,0.0001346655698429363
lNONMMUG039863,0.00013441267114801546
lNONMMUG004338,0.00013431983261368005
lNONMMUG010479,0.00013429402616802277
lNONMMUG022357,0.00013422332929786173
lNONMMUG036324,0.0001340709978390075
lNONMMUG043152,0.00013398101273782238
lNONMMUG031280,0.00013396654770188573
lNONMMUG024971,0.00013320338385497705
lNONMMUG042447,0.00013310281462543394
lNONMMUG010528,0.00013305489627686424
lNONMMUG025747,0.00013299924759345338
lNONMMUG041473,0.00013281960276771438
lNONMMUG017155,0.0001327426260907967
lNONMMUG041688,0.0001322332543590393
lNONMMUG018700,0.00013183459127359
lNONMMUG033687,0.000131675489157462
lNONMMUG021554,0.00013114736801382565
lNONMMUG012828,0.00013106949676487025
lNONMMUG024178,0.00013091408353204132
lNONMMUG010427,0.00013089870231119724
lNONMMUG021920,0.00013087462199132022
lNONMMUG017170,0.00013079373820558532
lNONMMUG015954,0.0001307483952110912
lNONMMUG010414,0.0001307172244917053
lNONMMUG043688,0.00013067817832364511
lNONMMUG040430,0.00013066492942157668
lNONMMUG033346,0.00013064447317254955
lNONMMUG002626,0.00013059394293306196
lNONMMUG019363,0.0001305720245935844
lNONMMUG008775,0.00013052061049688546
lNONMMUG018629,0.0001302225251470636
lNONMMUG026050,0.000129987969428609
lNONMMUG028594,0.0001299860279375809
lNONMMUG016402,0.00012991451767548087
lNONMMUG008776,0.00012989074845049198
lNONMMUG018674,0.0001297566548534817
lNONMMUG033458,0.00012970547947979108
lNONMMUG010591,0.00012964471209621744
lNONMMUG046240,0.00012962269095892885
lNONMMUG035109,0.0001295407593545778
lNONMMUG023879,0.00012908853365444683
lNONMMUG000186,0.0001290381489474353
lNONMMUG009821,0.0001289076682160965
lNONMMUG025265,0.0001288612165426408
lNONMMUG023866,0.00012878820972011407
lNONMMUG004880,0.00012860604251478314
lNONMMUG017463,0.00012833199186920586
lNONMMUG025421,0.00012833068024300246
lNONMMUG045933,0.00012795734791813768
lNONMMUG017278,0.0001279246511292865
lNONMMUG006144,0.00012748450501216864
lNONMMUG023862,0.00012745814839007123
lNONMMUG024950,0.00012743721993298425
lNONMMUG036291,0.00012741845170438184
lNONMMUG044458,0.00012737967744555462
lNONMMUG023616,0.000126949617016088
lNONMMUG024186,0.00012690036544233137
lNONMMUG008865,0.00012688784696949528
lNONMMUG038235,0.00012652965030372657
lNONMMUG029673,0.00012645407427374145
lNONMMUG023250,0.0001263668914328181
lNONMMUG033756,0.00012628128382070672
lNONMMUG042817,0.00012625952323366333
lNONMMUG040000,0.00012613320406458568
lNONMMUG031526,0.00012605404148710567
lNONMMUG027622,0.0001260096483135734
lNONMMUG008147,0.00012588785793175863
lNONMMUG034900,0.00012573927569345568
lNONMMUG011170,0.0001255644161322661
lNONMMUG006279,0.00012530746019444566
lNONMMUG044096,0.00012517826455066437
lNONMMUG030207,0.0001247621365700268
lNONMMUG015903,0.00012472062268136804
lNONMMUG022345,0.00012449446887977334
lNONMMUG021895,0.00012437535602876813
lNONMMUG030588,0.0001242842844564708
lNONMMUG016620,0.00012414663700660166
lNONMMUG023833,0.00012391985974674223
lNONMMUG041909,0.00012387756088713474
lNONMMUG042069,0.00012380548158880754
lNONMMUG022329,0.00012350363685592695
lNONMMUG040161,0.00012337395057820933
lNONMMUG000852,0.00012336756962797853
lNONMMUG007042,0.0001228438645262367
lNONMMUG031987,0.0001227204685512639
lNONMMUG024801,0.00012214387672527106
lNONMMUG036756,0.00012212338991660676
lNONMMUG033252,0.00012195474698617755
lNONMMUG038556,0.00012187303384120136
lNONMMUG029360,0.0001218338466300966
lNONMMUG028542,0.00012169897091708157
lNONMMUG005507,0.00012167512532274104
lNONMMUG030706,0.00012156082355739448
lNONMMUG025591,0.00012150801420595719
lNONMMUG023417,0.00012150322279520933
lNONMMUG034159,0.00012144272502538903
lNONMMUG004715,0.00012141782483851485
lNONMMUG034951,0.00012141782483851485
lNONMMUG022570,0.00012134043290086685
lGm9725,0.00012108703382615267
lNONMMUG011474,0.0001209114656947587
lNONMMUG004099,0.0001207048625455608
lNONMMUG043451,0.0001206476592853839
lNONMMUG044585,0.00012057121706167332
lNONMMUG017864,0.00012049628242865388
lENSMUSG00000086417,0.00012038300829326202
lNONMMUG025147,0.0001203367387610715
lNONMMUG022558,0.0001202425423291252
lNONMMUG024739,0.00012018446868733193
lNONMMUG000698,0.00012017846644048102
lNONMMUG005554,0.00011996803884873987
lNONMMUG026405,0.0001199010288175961
lNONMMUG007736,0.0001197803068507237
lNONMMUG008915,0.00011956135268801263
lNONMMUG016137,0.00011955943618231794
lNONMMUG010798,0.00011951918431855293
lNONMMUG033077,0.00011951918431855293
lNONMMUG025501,0.00011940312225195827
lNONMMUG023848,0.00011939429844946083
lNONMMUG023249,0.00011924357839549648
lNONMMUG034577,0.00011918536005374907
lNONMMUG017180,0.00011917420664171126
lNONMMUG023109,0.00011917420664171126
lNONMMUG032728,0.00011917420664171126
lNONMMUG033108,0.00011917420664171126
lNONMMUG041324,0.00011901629067322838
lNONMMUG035502,0.00011899619997869219
lNONMMUG034887,0.00011868447649866994
lNONMMUG011847,0.0001186036987158974
lNONMMUG016542,0.0001186036987158974
lNONMMUG025266,0.0001186036987158974
lNONMMUG029424,0.0001186036987158974
lNONMMUG038027,0.0001186036987158974
lNONMMUG006266,0.00011852957562505504
lNONMMUG012770,0.00011837941294170501
lNONMMUG020400,0.00011820292324169524
lNONMMUG039901,0.00011819195342987806
lNONMMUG024637,0.00011811843104306411
lNONMMUG029370,0.00011811843104306411
lNONMMUG017132,0.00011781565686537573
lNONMMUG013725,0.00011758742113318472
lNONMMUG041092,0.00011755339438480558
lNONMMUG007894,0.00011750364982468835
lNONMMUG030440,0.00011750364982468835
lNONMMUG025186,0.00011726780206414104
lNONMMUG035783,0.00011702034438179432
lNONMMUG020667,0.00011648344672620109
lNONMMUG029162,0.00011619095034517484
lNONMMUG030091,0.00011599632075539844
lNONMMUG006750,0.00011584747182653535
lNONMMUG013192,0.0001157751007463146
lNONMMUG021016,0.0001157751007463146
lNONMMUG041908,0.00011557886003875711
lNONMMUG024628,0.00011517380054331692
lNONMMUG012175,0.00011434054227846128
lNONMMUG030879,0.00011431899594421101
lNONMMUG006609,0.00011415334267247334
lNONMMUG015857,0.00011406278824021147
lGm17018,0.00011367450423508218
lNONMMUG011788,0.00011356359418037492
lNONMMUG038924,0.00011356359418037492
lNONMMUG026534,0.00011345821290566433
lNONMMUG014469,0.00011299679124213492
lNONMMUG000040,0.00011251514848251226
lNONMMUG012096,0.00011238125846983758
lNONMMUG000417,0.00011224995634047201
lNONMMUG011623,0.00011224995634047201
lNONMMUG015647,0.00011224995634047201
lNONMMUG005006,0.00011183464147517812
lNONMMUG006466,0.00011183464147517812
lNONMMUG009541,0.00011183464147517812
lNONMMUG015612,0.00011183464147517812
lNONMMUG027862,0.00011183464147517812
lNONMMUG029561,0.00011183464147517812
lNONMMUG030809,0.00011183464147517812
lGm16741,0.0001114116578223207
lNONMMUG007431,0.00011021830316225812
lENSMUSG00000102923,0.0001101867371161001
lENSMUSG00000082063,0.00011003148322497822
lENSMUSG00000086368,0.00010965073370018003
lNONMMUG025948,0.00010725200055916052
lNONMMUG034000,0.0001067059293053365
lNONMMUG030039,0.00010658135830921735
lENSMUSG00000087142,0.00010372672709618341
lNONMMUG023536,0.00010349211095681217
lNONMMUG021875,0.00010331838191584166
lNONMMUG039394,0.00010233355547067617
lNONMMUG035877,0.00010165062534344402
lNONMMUG030546,0.00010084325474135054
lNONMMUG033102,9.902356022207316e-05
lENSMUSG00000098768,9.900173261097305e-05
lNONMMUG016527,9.869505763220328e-05
lNONMMUG030953,9.829015506020805e-05
lENSMUSG00000085543,9.648157611882276e-05
lNONMMUG007028,9.555774059390258e-05
lNONMMUG022238,9.531307199433648e-05
lPisd-ps2,9.458309976987034e-05
lNONMMUG007465,9.268737080892209e-05
lNONMMUG009968,9.260639551829078e-05
lNONMMUG011683,9.240037447419372e-05
lNONMMUG010472,8.814523358690144e-05
lNONMMUG025090,8.813058123560024e-05
lNONMMUG014644,8.45158104088135e-05
lNONMMUG024238,8.355128398673552e-05
lENSMUSG00000096958,8.285046644426072e-05
lNONMMUG031630,8.270773833089868e-05
lNONMMUG025524,8.223298283900768e-05
lNONMMUG029089,8.159553192515564e-05
lNONMMUG037855,7.670667331741102e-05
lENSMUSG00000079011,7.666399630339281e-05
lENSMUSG00000097554,7.646933974658723e-05
lENSMUSG00000086220,7.614688769259825e-05
lENSMUSG00000086441,7.573119460464274e-05
lNONMMUG043900,7.537970803403183e-05
lNONMMUG041226,7.337632754187052e-05
lNONMMUG021835,7.305960575884323e-05
lNONMMUG006453,7.275320274840234e-05
lNONMMUG020673,7.26968604432269e-05
lNONMMUG005716,7.13097071507863e-05
lNONMMUG017262,7.086523705431045e-05
lNONMMUG029553,7.048065395501475e-05
lNONMMUG024182,7.012420086758317e-05
lNONMMUG034572,7.011931321513423e-05
lENSMUSG00000097122,6.948754263551177e-05
lNONMMUG004097,6.944256200852182e-05
lNONMMUG008106,6.899083935284404e-05
lNONMMUG016792,6.839235452217935e-05
lENSMUSG00000097393,6.81472374817122e-05
lNONMMUG022957,6.774668256717444e-05
lNONMMUG037006,6.702566131568281e-05
lNONMMUG007446,6.683507032062567e-05
lENSMUSG00000085667,6.620993307380246e-05
lNONMMUG029869,6.591338125458525e-05
lNONMMUG006413,6.584556121663321e-05
lNONMMUG043223,6.524292349668586e-05
lNONMMUG017856,6.521147163888478e-05
lNONMMUG010492,6.506809473867e-05
lENSMUSG00000087402,6.49408090584838e-05
lNONMMUG037367,6.451229161002193e-05
lNONMMUG000086,6.428296385919892e-05
lENSMUSG00000097213,6.428259420145793e-05
lSox2ot,6.41688553923546e-05
lNONMMUG002482,6.401911107637782e-05
lENSMUSG00000096972,6.387645707375467e-05
lNONMMUG030080,6.354229413232595e-05
lENSMUSG00000078684,6.331373440566766e-05
lNONMMUG032805,6.282984365695925e-05
lNONMMUG027311,6.243268800290458e-05
lNONMMUG028907,6.176594798624784e-05
lNONMMUG021534,6.164001159931569e-05
lENSMUSG00000086353,6.123091396563018e-05
lNONMMUG007485,6.1030081757683004e-05
l4933404O12Rik,6.102688962103008e-05
lENSMUSG00000072929,6.0915665301763424e-05
lENSMUSG00000107799,6.0778301677074075e-05
lNONMMUG005396,6.057165843427022e-05
lNONMMUG005995,6.041889391415082e-05
lNONMMUG020515,6.041889391415082e-05
lNONMMUG030849,6.041889391415082e-05
lNONMMUG028069,6.039243049051926e-05
lNONMMUG006199,6.0003579048858424e-05
lNONMMUG038160,5.994406200180299e-05
lNONMMUG018004,5.9881424148924673e-05
lNONMMUG013171,5.9816577758721295e-05
lNONMMUG009962,5.9644088738416395e-05
lNONMMUG028530,5.940693564375646e-05
lNONMMUG006319,5.933686111140214e-05
lENSMUSG00000047935,5.9195499748683535e-05
lNONMMUG012772,5.9113371222474237e-05
lENSMUSG00000097207,5.898903358783351e-05
lENSMUSG00000074149,5.872553258018609e-05
lENSMUSG00000097469,5.8138180040123114e-05
lNONMMUG023834,5.804857065059589e-05
lENSMUSG00000085891,5.795038980842891e-05
lNONMMUG030867,5.7930224717874235e-05
lSnhg1,5.752564104228084e-05
lENSMUSG00000106218,5.745561001403294e-05
lNONMMUG039122,5.7375114182013805e-05
lNONMMUG020176,5.7273700896770146e-05
lNONMMUG025344,5.713960819883149e-05
lENSMUSG00000074555,5.6915622541945606e-05
lNONMMUG024500,5.639484156562863e-05
lNONMMUG036952,5.6184296942558144e-05
lENSMUSG00000095348,5.613166516838138e-05
lENSMUSG00000097661,5.6063392821587245e-05
lENSMUSG00000108782,5.5992170123917885e-05
lGm11634,5.515260629043723e-05
lNONMMUG005256,5.492217266763757e-05
lENSMUSG00000086166,5.4813808265308705e-05
lNeat1,5.442535552496762e-05
lENSMUSG00000097168,5.403712350178555e-05
lENSMUSG00000087028,5.3550668076020924e-05
lNONMMUG037542,5.298581192614153e-05
lSnhg3,5.2946932455253863e-05
lENSMUSG00000097911,5.293107451864256e-05
lNONMMUG035745,5.283638273115043e-05
lENSMUSG00000099519,5.281840272324261e-05
lENSMUSG00000102009,5.277257222342304e-05
lENSMUSG00000104887,5.270134732418721e-05
lENSMUSG00000103428,5.2585209696766386e-05
lENSMUSG00000097631,5.241328739070597e-05
lNONMMUG008198,5.239594133630228e-05
lNONMMUG012457,5.2256105191401104e-05
lENSMUSG00000097365,5.1907932362844546e-05
lENSMUSG00000109532,5.110689119873728e-05
lNONMMUG038993,5.106693104652406e-05
lENSMUSG00000032443,5.102451373188076e-05
lNONMMUG007453,5.0774840635382775e-05
lENSMUSG00000107318,5.052168684300184e-05
lENSMUSG00000074465,5.045151064289292e-05
lENSMUSG00000063623,5.0119168149513274e-05
lENSMUSG00000057359,5.0045178149780876e-05
lNONMMUG034859,4.999143806269944e-05
lENSMUSG00000104302,4.9542601638349465e-05
lENSMUSG00000093436,4.9280799092818644e-05
lNONMMUG026480,4.91819393646902e-05
lENSMUSG00000086219,4.8821995848993924e-05
lNONMMUG040702,4.87475114347973e-05
lENSMUSG00000031736,4.871767302191257e-05
lENSMUSG00000097191,4.8606360626338445e-05
lENSMUSG00000090063,4.8001560608296815e-05
lENSMUSG00000085237,4.7924027452943196e-05
lENSMUSG00000087640,4.770006700502267e-05
lENSMUSG00000101233,4.7498854166281025e-05
lENSMUSG00000084757,4.745791584366792e-05
lNONMMUG006660,4.722000601185283e-05
lENSMUSG00000084799,4.704012677385079e-05
lNONMMUG041781,4.684235357544832e-05
lENSMUSG00000087461,4.663004874025217e-05
lENSMUSG00000107214,4.652890803887989e-05
lENSMUSG00000085385,4.6394303893551216e-05
lENSMUSG00000067835,4.633636562195644e-05
lNONMMUG029241,4.609372524452099e-05
lENSMUSG00000086157,4.5793162506960166e-05
lENSMUSG00000086354,4.555452337061195e-05
lENSMUSG00000105068,4.5362821890316706e-05
lENSMUSG00000098684,4.5108746274735675e-05
lENSMUSG00000097726,4.50181672358769e-05
lENSMUSG00000093378,4.500532834842575e-05
lENSMUSG00000098257,4.499984258781453e-05
lNONMMUG027325,4.4832812869562114e-05
lENSMUSG00000087022,4.470943929274091e-05
lENSMUSG00000097682,4.462082022777176e-05
lENSMUSG00000108071,4.461000442379261e-05
lENSMUSG00000074235,4.453985761177781e-05
lENSMUSG00000100484,4.452505502067249e-05
lENSMUSG00000107422,4.44779892789852e-05
lENSMUSG00000097462,4.438806037847542e-05
lENSMUSG00000085284,4.436777893379288e-05
lENSMUSG00000086805,4.432439820030418e-05
lENSMUSG00000086451,4.377003144313039e-05
lENSMUSG00000087349,4.3753614613152845e-05
lENSMUSG00000085720,4.3724719694314584e-05
lENSMUSG00000098685,4.3712399296555995e-05
lENSMUSG00000084833,4.368283071406529e-05
lENSMUSG00000073821,4.3564342549893776e-05
lENSMUSG00000098233,4.331207936105648e-05
lENSMUSG00000097031,4.321348344020341e-05
lENSMUSG00000029092,4.313541742430204e-05
lENSMUSG00000108441,4.298121553569653e-05
lENSMUSG00000074804,4.2876730876033246e-05
lENSMUSG00000086080,4.284082963552417e-05
lENSMUSG00000086236,4.28216871354251e-05
lENSMUSG00000108905,4.262985423987152e-05
lENSMUSG00000085547,4.249817594230115e-05
lENSMUSG00000085303,4.248673361250621e-05
lENSMUSG00000101348,4.2473573816671965e-05
lENSMUSG00000087495,4.246277090778505e-05
lENSMUSG00000104021,4.238603935274065e-05
lENSMUSG00000074388,4.224239509040077e-05
lENSMUSG00000087203,4.2182244873282584e-05
lENSMUSG00000097816,4.214371226310883e-05
lENSMUSG00000105020,4.206195612904881e-05
lENSMUSG00000108811,4.19468578968669e-05
lENSMUSG00000085438,4.1798395307520166e-05
lENSMUSG00000097516,4.174909233055081e-05
lENSMUSG00000103383,4.1528725313543194e-05
lENSMUSG00000101397,4.1502558229246055e-05
lENSMUSG00000097976,4.1360189933996086e-05
lENSMUSG00000101640,4.115860759817875e-05
lENSMUSG00000000031,4.113807889089631e-05
lENSMUSG00000108060,4.112945921019971e-05
lENSMUSG00000086539,4.052512163276838e-05
lENSMUSG00000097216,4.046949758208166e-05
lENSMUSG00000101674,4.043944478293579e-05
lENSMUSG00000101288,4.0385047269987567e-05
lENSMUSG00000107246,4.024555574766407e-05
lENSMUSG00000054622,4.0147396475675255e-05
lENSMUSG00000094365,4.0055964612961144e-05
lENSMUSG00000085247,3.995563675379732e-05
lENSMUSG00000108481,3.98300623721332e-05
lENSMUSG00000097479,3.978673751398554e-05
lENSMUSG00000074783,3.9744980761626586e-05
lENSMUSG00000074981,3.971331240645563e-05
lENSMUSG00000074343,3.966594709039292e-05
lENSMUSG00000097725,3.9485474147166515e-05
lENSMUSG00000107253,3.8939833508152595e-05
lENSMUSG00000090773,3.884310238856556e-05
