lncRNA_id,identifier,gene_name,gene_id
l0610008F07Rik,0610008F07Rik,0610008F07Rik,
l0610009B14Rik,0610009B14Rik,0610009B14Rik,
l0610025J13Rik,0610025J13Rik,0610025J13Rik,
l0610038F07Rik,0610038F07Rik,0610038F07Rik,
l0610038L08Rik,0610038L08Rik,0610038L08Rik,
l0610038P03Rik,0610038P03Rik,0610038P03Rik,
l0610040B09Rik,0610040B09Rik,0610040B09Rik,
l0910001A06Rik,0910001A06Rik,0910001A06Rik,
l1010001B22Rik,1010001B22Rik,1010001B22Rik,
l1110002J07Rik,1110002J07Rik,1110002J07Rik,
l1110008F13Rik,1110008F13Rik,1110008F13Rik,NONMMUG025281
l1110008J03Rik,1110008J03Rik,1110008J03Rik,NONMMUG033647;NONMMUG033645
l1110008P14Rik,1110008P14Rik,1110008P14Rik,NONMMUG022589
l1110017D15Rik,1110017D15Rik,1110017D15Rik,NONMMUG028966
l1110019D14Rik,1110019D14Rik,1110019D14Rik,
l1110020A21Rik,1110020A21Rik,1110020A21Rik,
l1110020P15Rik,1110020P15Rik,1110020P15Rik,
l1110028F11Rik,1110028F11Rik,1110028F11Rik,
l1110032A03Rik,1110032A03Rik,1110032A03Rik,NONMMUG042761
l1110035M17Rik,1110035M17Rik,1110035M17Rik,
l1110050K14Rik,1110050K14Rik,1110050K14Rik,
l1110058L19Rik,1110058L19Rik,1110058L19Rik,NONMMUG000256
l1110059E24Rik,1110059E24Rik,1110059E24Rik,NONMMUG020984
l1110065P20Rik,1110065P20Rik,1110065P20Rik,NONMMUG030583
l1190002F15Rik,1190002F15Rik,1190002F15Rik,NONMMUG036778
l1200002N14Rik,1200002N14Rik,1200002N14Rik,
l1300002E11Rik,1300002E11Rik,1300002E11Rik,
l1300002K09Rik,1300002K09Rik,1300002K09Rik,NONMMUG029136
l1300015D01Rik,1300015D01Rik,1300015D01Rik,
l1500001A10Rik,1500001A10Rik,1500001A10Rik,
l1500002F19Rik,1500002F19Rik,1500002F19Rik,
l1500002O10Rik,1500002O10Rik,1500002O10Rik,
l1500011K16Rik,1500011K16Rik,1500011K16Rik,
l1500012F01Rik,1500012F01Rik,1500012F01Rik,NONMMUG025548
l1500012K07Rik,1500012K07Rik,1500012K07Rik,
l1500016L03Rik,1500016L03Rik,1500016L03Rik,
l1500026H17Rik,1500026H17Rik,1500026H17Rik,
l1520401A03Rik,1520401A03Rik,1520401A03Rik,NONMMUG017698
l1600002H07Rik,1600002H07Rik,1600002H07Rik,NONMMUG017719
l1600010F14Rik,1600010F14Rik,1600010F14Rik,
l1600020E01Rik,1600020E01Rik,1600020E01Rik,
l1600025M17Rik,1600025M17Rik,1600025M17Rik,
l1700001C19Rik,1700001C19Rik,1700001C19Rik,NONMMUG018462
l1700001J04Rik,1700001J04Rik,1700001J04Rik,
l1700001O22Rik,1700001O22Rik,1700001O22Rik,NONMMUG022525
l1700003F12Rik,1700003F12Rik,1700003F12Rik,NONMMUG025178
l1700003F17Rik,1700003F17Rik,1700003F17Rik,
l1700006D18Rik,1700006D18Rik,1700006D18Rik,
l1700006P19Rik,1700006P19Rik,1700006P19Rik,
l1700007K13Rik,1700007K13Rik,1700007K13Rik,NONMMUG022424
l1700007L15Rik,1700007L15Rik,1700007L15Rik,
l1700007M16Rik,1700007M16Rik,1700007M16Rik,
l1700008O03Rik,1700008O03Rik,1700008O03Rik,NONMMUG037906
l1700009P17Rik,1700009P17Rik,1700009P17Rik,NONMMUG002415
l1700011J10Rik,1700011J10Rik,1700011J10Rik,
l1700012C08Rik,1700012C08Rik,1700012C08Rik,
l1700012G19Rik,1700012G19Rik,1700012G19Rik,
l1700013F07Rik,1700013F07Rik,1700013F07Rik,NONMMUG027652
l1700013G23Rik,1700013G23Rik,1700013G23Rik,
l1700015O11Rik,1700015O11Rik,1700015O11Rik,
l1700016G14Rik,1700016G14Rik,1700016G14Rik,NONMMUG010522
l1700019B21Rik,1700019B21Rik,1700019B21Rik,
l1700019E08Rik,1700019E08Rik,1700019E08Rik,
l1700019G24Rik,1700019G24Rik,1700019G24Rik,NONMMUG034528
l1700021F05Rik,1700021F05Rik,1700021F05Rik,NONMMUG003522
l1700021K19Rik,1700021K19Rik,1700021K19Rik,NONMMUG016287
l1700021L23Rik,1700021L23Rik,1700021L23Rik,
l1700022A21Rik,1700022A21Rik,1700022A21Rik,
l1700022K14Rik,1700022K14Rik,1700022K14Rik,
l1700022N22Rik,1700022N22Rik,1700022N22Rik,
l1700023I07Rik,1700023I07Rik,1700023I07Rik,
l1700024P03Rik,1700024P03Rik,1700024P03Rik,
l1700025G04Rik,1700025G04Rik,1700025G04Rik,NONMMUG002036
l1700025O08Rik,1700025O08Rik,1700025O08Rik,
l1700026J12Rik,1700026J12Rik,1700026J12Rik,
l1700026J14Rik,1700026J14Rik,1700026J14Rik,
l1700027A07Rik,1700027A07Rik,1700027A07Rik,
l1700028E10Rik,1700028E10Rik,1700028E10Rik,
l1700028K03Rik,1700028K03Rik,1700028K03Rik,NONMMUG033255
l1700028P15Rik,1700028P15Rik,1700028P15Rik,
l1700029M20Rik,1700029M20Rik,1700029M20Rik,
l1700030C12Rik,1700030C12Rik,1700030C12Rik,
l1700030G06Rik,1700030G06Rik,1700030G06Rik,
l1700030K09Rik,1700030K09Rik,1700030K09Rik,NONMMUG040928
l1700034P13Rik,1700034P13Rik,1700034P13Rik,
l1700037C18Rik,1700037C18Rik,1700037C18Rik,NONMMUG015606
l1700037H04Rik,1700037H04Rik,1700037H04Rik,NONMMUG024713
l1700040D17Rik,1700040D17Rik,1700040D17Rik,
l1700040E09Rik,1700040E09Rik,1700040E09Rik,
l1700040N02Rik,1700040N02Rik,1700040N02Rik,
l1700045I19Rik,1700045I19Rik,1700045I19Rik,
l1700046C09Rik,1700046C09Rik,1700046C09Rik,
l1700049G17Rik,1700049G17Rik,1700049G17Rik,NONMMUG037548
l1700057G04Rik,1700057G04Rik,1700057G04Rik,NONMMUG043596
l1700058G18Rik,1700058G18Rik,1700058G18Rik,
l1700060C16Rik,1700060C16Rik,1700060C16Rik,
l1700061E18Rik,1700061E18Rik,1700061E18Rik,
l1700061F12Rik,1700061F12Rik,1700061F12Rik,
l1700061H18Rik,1700061H18Rik,1700061H18Rik,
l1700064E03Rik,1700064E03Rik,1700064E03Rik,
l1700066J03Rik,1700066J03Rik,1700066J03Rik,
l1700066J24Rik,1700066J24Rik,1700066J24Rik,
l1700066O22Rik,1700066O22Rik,1700066O22Rik,
l1700069L16Rik,1700069L16Rik,1700069L16Rik,NONMMUG033446
l1700081H22Rik,1700081H22Rik,1700081H22Rik,
l1700085B03Rik,1700085B03Rik,1700085B03Rik,
l1700085D07Rik,1700085D07Rik,1700085D07Rik,
l1700086O06Rik,1700086O06Rik,1700086O06Rik,
l1700091E21Rik,1700091E21Rik,1700091E21Rik,
l1700092C02Rik,1700092C02Rik,1700092C02Rik,
l1700092C10Rik,1700092C10Rik,1700092C10Rik,
l1700092C17Rik,1700092C17Rik,1700092C17Rik,
l1700092E19Rik,1700092E19Rik,1700092E19Rik,
l1700094C10Rik,1700094C10Rik,1700094C10Rik,
l1700099I09Rik,1700099I09Rik,1700099I09Rik,
l1700102J08Rik,1700102J08Rik,1700102J08Rik,
l1700104A03Rik,1700104A03Rik,1700104A03Rik,
l1700109F18Rik,1700109F18Rik,1700109F18Rik,
l1700109K24Rik,1700109K24Rik,1700109K24Rik,
l1700112D23Rik,1700112D23Rik,1700112D23Rik,NONMMUG026246
l1700112E06Rik,1700112E06Rik,1700112E06Rik,NONMMUG012375
l1700112J16Rik,1700112J16Rik,1700112J16Rik,
l1700112M01Rik,1700112M01Rik,1700112M01Rik,
l1700113A16Rik,1700113A16Rik,1700113A16Rik,
l1700121F15Rik,1700121F15Rik,1700121F15Rik,
l1700122E12Rik,1700122E12Rik,1700122E12Rik,
l1700125G22Rik,1700125G22Rik,1700125G22Rik,
l1700128E19Rik,1700128E19Rik,1700128E19Rik,
l1810009N23Rik,1810009N23Rik,1810009N23Rik,
l1810010H24Rik,1810010H24Rik,1810010H24Rik,
l1810010K12Rik,1810010K12Rik,1810010K12Rik,
l1810014B01Rik,1810014B01Rik,1810014B01Rik,
l1810015C04Rik,1810015C04Rik,1810015C04Rik,
l1810019D21Rik,1810019D21Rik,1810019D21Rik,
l1810019N24Rik,1810019N24Rik,1810019N24Rik,
l1810020O05Rik,1810020O05Rik,1810020O05Rik,
l1810024B03Rik,1810024B03Rik,1810024B03Rik,NONMMUG024552
l1810032O08Rik,1810032O08Rik,1810032O08Rik,NONMMUG008158
l1810034E14Rik,1810034E14Rik,1810034E14Rik,
l1810035I16Rik,1810035I16Rik,1810035I16Rik,
l1810043G02Rik,1810043G02Rik,1810043G02Rik,NONMMUG004061
l1810058N05Rik,1810058N05Rik,1810058N05Rik,
l1810063I02Rik,1810063I02Rik,1810063I02Rik,
l2010003O02Rik,2010003O02Rik,2010003O02Rik,NONMMUG028920
l2010012P19Rik,2010012P19Rik,2010012P19Rik,NONMMUG006558
l2010015L04Rik,2010015L04Rik,2010015L04Rik,NONMMUG031580
l2010015M23Rik,2010015M23Rik,2010015M23Rik,
l2010107G23Rik,2010107G23Rik,2010107G23Rik,NONMMUG003770
l2010110K18Rik,2010110K18Rik,2010110K18Rik,
l2010300F17Rik,2010300F17Rik,2010300F17Rik,
l2200002D01Rik,2200002D01Rik,2200002D01Rik,NONMMUG037605
l2210016L21Rik,2210016L21Rik,2210016L21Rik,NONMMUG033486
l2210416O15Rik,2210416O15Rik,2210416O15Rik,
l2210417A02Rik,2210417A02Rik,2210417A02Rik,
l2210417K05Rik,2210417K05Rik,2210417K05Rik,
l2310001H17Rik,2310001H17Rik,2310001H17Rik,
l2310002F09Rik,2310002F09Rik,2310002F09Rik,
l2310002L09Rik,2310002L09Rik,2310002L09Rik,NONMMUG029569
l2310003H01Rik,2310003H01Rik,2310003H01Rik,NONMMUG008293
l2310010G23Rik,2310010G23Rik,2310010G23Rik,
l2310010J17Rik,2310010J17Rik,2310010J17Rik,
l2310014G06Rik,2310014G06Rik,2310014G06Rik,
l2310015A10Rik,2310015A10Rik,2310015A10Rik,
l2310022M17Rik,2310022M17Rik,2310022M17Rik,
l2310026I22Rik,2310026I22Rik,2310026I22Rik,
l2310031A07Rik,2310031A07Rik,2310031A07Rik,
l2310039E09Rik,2310039E09Rik,2310039E09Rik,
l2310043D23Rik,2310043D23Rik,2310043D23Rik,
l2310043M15Rik,2310043M15Rik,2310043M15Rik,
l2310045A20Rik,2310045A20Rik,2310045A20Rik,
l2310050B05Rik,2310050B05Rik,2310050B05Rik,
l2310061I04Rik,2310061I04Rik,2310061I04Rik,NONMMUG018224
l2310067B10Rik,2310067B10Rik,2310067B10Rik,NONMMUG008099
l2310069G16Rik,2310069G16Rik,2310069G16Rik,
l2310076L09Rik,2310076L09Rik,2310076L09Rik,
l2310081O03Rik,2310081O03Rik,2310081O03Rik,
l2410014A08Rik,2410014A08Rik,2410014A08Rik,
l2410017P07Rik,2410017P07Rik,2410017P07Rik,
l2410018C17Rik,2410018C17Rik,2410018C17Rik,
l2410057H14Rik,2410057H14Rik,2410057H14Rik,
l2410076I21Rik,2410076I21Rik,2410076I21Rik,NONMMUG042944
l2410089E03Rik,2410089E03Rik,2410089E03Rik,NONMMUG014011;NONMMUG014009
l2410127E18Rik,2410127E18Rik,2410127E18Rik,
l2410133F24Rik,2410133F24Rik,2410133F24Rik,
l2410137F16Rik,2410137F16Rik,2410137F16Rik,
l2410166I05Rik,2410166I05Rik,2410166I05Rik,
l2410187C16Rik,2410187C16Rik,2410187C16Rik,
l2500002B13Rik,2500002B13Rik,2500002B13Rik,
l2510002D24Rik,2510002D24Rik,2510002D24Rik,NONMMUG015968
l2510003D18Rik,2510003D18Rik,2510003D18Rik,NONMMUG028304
l2610005L07Rik,2610005L07Rik,2610005L07Rik,
l2610015P09Rik,2610015P09Rik,2610015P09Rik,NONMMUG016563
l2610019A05Rik,2610019A05Rik,2610019A05Rik,
l2610019N06Rik,2610019N06Rik,2610019N06Rik,
l2610020C07Rik,2610020C07Rik,2610020C07Rik,
l2610020H08Rik,2610020H08Rik,2610020H08Rik,NONMMUG039178;NONMMUG039179
l2610037D02Rik,2610037D02Rik,2610037D02Rik,
l2610203C20Rik,2610203C20Rik,2610203C20Rik,NONMMUG042544
l2610204G22Rik,2610204G22Rik,2610204G22Rik,
l2610207I05Rik,2610207I05Rik,2610207I05Rik,
l2610209M04Rik,2610209M04Rik,2610209M04Rik,
l2610301B20Rik,2610301B20Rik,2610301B20Rik,NONMMUG028498
l2610305D13Rik,2610305D13Rik,2610305D13Rik,NONMMUG031330
l2610316D01Rik,2610316D01Rik,2610316D01Rik,
l2610507B11Rik,2610507B11Rik,2610507B11Rik,NONMMUG006874
l2610528B01Rik,2610528B01Rik,2610528B01Rik,
l2700016F22Rik,2700016F22Rik,2700016F22Rik,
l2700023E23Rik,2700023E23Rik,2700023E23Rik,
l2700038G22Rik,2700038G22Rik,2700038G22Rik,
l2700046G09Rik,2700046G09Rik,2700046G09Rik,
l2700050L05Rik,2700050L05Rik,2700050L05Rik,NONMMUG039501;NONMMUG039502
l2700081L22Rik,2700081L22Rik,2700081L22Rik,
l2700086A05Rik,2700086A05Rik,2700086A05Rik,
l2700094K13Rik,2700094K13Rik,2700094K13Rik,NONMMUG023639
l2700099C18Rik,2700099C18Rik,2700099C18Rik,
l2810002O09Rik,2810002O09Rik,2810002O09Rik,
l2810011L19Rik,2810011L19Rik,2810011L19Rik,
l2810012G03Rik,2810012G03Rik,2810012G03Rik,
l2810417H13Rik,2810417H13Rik,2810417H13Rik,NONMMUG043127
l2810425M01Rik,2810425M01Rik,2810425M01Rik,
l2810428I15Rik,2810428I15Rik,2810428I15Rik,NONMMUG040842
l2810429I04Rik,2810429I04Rik,2810429I04Rik,
l2810442I21Rik,2810442I21Rik,2810442I21Rik,
l2810474O19Rik,2810474O19Rik,2810474O19Rik,NONMMUG037061
l2810485I05Rik,2810485I05Rik,2810485I05Rik,
l2900002K06Rik,2900002K06Rik,2900002K06Rik,
l2900008C10Rik,2900008C10Rik,2900008C10Rik,
l2900024C23Rik,2900024C23Rik,2900024C23Rik,
l2900053A13Rik,2900053A13Rik,2900053A13Rik,
l2900053O20Rik,2900053O20Rik,2900053O20Rik,
l2900056M20Rik,2900056M20Rik,2900056M20Rik,
l2900073G15Rik,2900073G15Rik,2900073G15Rik,
l2900076A07Rik,2900076A07Rik,2900076A07Rik,
l2900093L17Rik,2900093L17Rik,2900093L17Rik,
l3000002C10Rik,3000002C10Rik,3000002C10Rik,
l3010003L10Rik,3010003L10Rik,3010003L10Rik,
l3010003L21Rik,3010003L21Rik,3010003L21Rik,
l3010027C24Rik,3010027C24Rik,3010027C24Rik,
l3110009E18Rik,3110009E18Rik,3110009E18Rik,NONMMUG001598
l3110040N11Rik,3110040N11Rik,3110040N11Rik,NONMMUG038534
l3110043O21Rik,3110043O21Rik,3110043O21Rik,NONMMUG028879;NONMMUG028880
l3110045C21Rik,3110045C21Rik,3110045C21Rik,
l3110047P20Rik,3110047P20Rik,3110047P20Rik,NONMMUG032537
l3110050N22Rik,3110050N22Rik,3110050N22Rik,
l3110053B16Rik,3110053B16Rik,3110053B16Rik,
l3110062M04Rik,3110062M04Rik,3110062M04Rik,NONMMUG034984
l3110083C13Rik,3110083C13Rik,3110083C13Rik,
l3230401D17Rik,3230401D17Rik,3230401D17Rik,NONMMUG025409
l3300001P08Rik,3300001P08Rik,3300001P08Rik,
l3300002I08Rik,3300002I08Rik,3300002I08Rik,NONMMUG025035
l3632451O06Rik,3632451O06Rik,3632451O06Rik,NONMMUG012888
l3930401K13Rik,3930401K13Rik,3930401K13Rik,
l42064,42064,42064,NONMMUG040728
l42065,42065,42065,NONMMUG002710
l42070,42070,42070,NONMMUG023113
l42071,42071,42071,NONMMUG036378
l42073,42073,42073,NONMMUG007800
l42251,42251,42251,NONMMUG007176
l42262,42262,42262,NONMMUG028163
l4631405K08Rik,4631405K08Rik,4631405K08Rik,
l4631426J05Rik,4631426J05Rik,4631426J05Rik,
l4632411P08Rik,4632411P08Rik,4632411P08Rik,
l4632419I22Rik,4632419I22Rik,4632419I22Rik,
l4632427E13Rik,4632427E13Rik,4632427E13Rik,NONMMUG038716
l4632428C04Rik,4632428C04Rik,4632428C04Rik,
l4731419I09Rik,4731419I09Rik,4731419I09Rik,
l4732418A04Rik,4732418A04Rik,4732418A04Rik,
l4732419C18Rik,4732419C18Rik,4732419C18Rik,
l4732447D17Rik,4732447D17Rik,4732447D17Rik,
l4732463B04Rik,4732463B04Rik,4732463B04Rik,
l4732487G21Rik,4732487G21Rik,4732487G21Rik,
l4732490B19Rik,4732490B19Rik,4732490B19Rik,
l4732491K20Rik,4732491K20Rik,4732491K20Rik,
l4831440D22Rik,4831440D22Rik,4831440D22Rik,
l4831440E17Rik,4831440E17Rik,4831440E17Rik,
l4833407H14Rik,4833407H14Rik,4833407H14Rik,
l4833412C05Rik,4833412C05Rik,4833412C05Rik,
l4833413E03Rik,4833413E03Rik,4833413E03Rik,
l4833422M21Rik,4833422M21Rik,4833422M21Rik,
l4833428L15Rik,4833428L15Rik,4833428L15Rik,
l4921504A21Rik,4921504A21Rik,4921504A21Rik,
l4921505C17Rik,4921505C17Rik,4921505C17Rik,
l4921507G05Rik,4921507G05Rik,4921507G05Rik,
l4921508A21Rik,4921508A21Rik,4921508A21Rik,
l4921509A06Rik,4921509A06Rik,4921509A06Rik,
l4921514A10Rik,4921514A10Rik,4921514A10Rik,
l4921518J05Rik,4921518J05Rik,4921518J05Rik,
l4921518K17Rik,4921518K17Rik,4921518K17Rik,NONMMUG009083
l4921522H14Rik,4921522H14Rik,4921522H14Rik,
l4921525B02Rik,4921525B02Rik,4921525B02Rik,
l4921530L18Rik,4921530L18Rik,4921530L18Rik,
l4930401G09Rik,4930401G09Rik,4930401G09Rik,
l4930401O12Rik,4930401O12Rik,4930401O12Rik,
l4930402H24Rik,4930402H24Rik,4930402H24Rik,NONMMUG024691
l4930403D09Rik,4930403D09Rik,4930403D09Rik,
l4930403L05Rik,4930403L05Rik,4930403L05Rik,
l4930404N11Rik,4930404N11Rik,4930404N11Rik,NONMMUG004173
l4930405P13Rik,4930405P13Rik,4930405P13Rik,
l4930406D18Rik,4930406D18Rik,4930406D18Rik,
l4930407G08Rik,4930407G08Rik,4930407G08Rik,
l4930414F18Rik,4930414F18Rik,4930414F18Rik,
l4930415F15Rik,4930415F15Rik,4930415F15Rik,NONMMUG005311
l4930417O22Rik,4930417O22Rik,4930417O22Rik,
l4930418C01Rik,4930418C01Rik,4930418C01Rik,
l4930423M02Rik,4930423M02Rik,4930423M02Rik,
l4930426D05Rik,4930426D05Rik,4930426D05Rik,
l4930426I24Rik,4930426I24Rik,4930426I24Rik,
l4930428N03Rik,4930428N03Rik,4930428N03Rik,
l4930430E12Rik,4930430E12Rik,4930430E12Rik,
l4930430J20Rik,4930430J20Rik,4930430J20Rik,
l4930431P03Rik,4930431P03Rik,4930431P03Rik,
l4930432B10Rik,4930432B10Rik,4930432B10Rik,
l4930441J16Rik,4930441J16Rik,4930441J16Rik,
l4930443B20Rik,4930443B20Rik,4930443B20Rik,
l4930444M15Rik,4930444M15Rik,4930444M15Rik,
l4930448D08Rik,4930448D08Rik,4930448D08Rik,
l4930448E22Rik,4930448E22Rik,4930448E22Rik,
l4930448H16Rik,4930448H16Rik,4930448H16Rik,
l4930448K12Rik,4930448K12Rik,4930448K12Rik,
l4930448N21Rik,4930448N21Rik,4930448N21Rik,
l4930452L02Rik,4930452L02Rik,4930452L02Rik,
l4930453H23Rik,4930453H23Rik,4930453H23Rik,
l4930453N24Rik,4930453N24Rik,4930453N24Rik,NONMMUG016815
l4930455D15Rik,4930455D15Rik,4930455D15Rik,
l4930458A03Rik,4930458A03Rik,4930458A03Rik,
l4930461G14Rik,4930461G14Rik,4930461G14Rik,
l4930463O16Rik,4930463O16Rik,4930463O16Rik,
l4930465A12Rik,4930465A12Rik,4930465A12Rik,
l4930465M20Rik,4930465M20Rik,4930465M20Rik,
l4930467D21Rik,4930467D21Rik,4930467D21Rik,
l4930467K11Rik,4930467K11Rik,4930467K11Rik,
l4930469G21Rik,4930469G21Rik,4930469G21Rik,
l4930471I20Rik,4930471I20Rik,4930471I20Rik,
l4930471M09Rik,4930471M09Rik,4930471M09Rik,
l4930478K11Rik,4930478K11Rik,4930478K11Rik,
l4930480K23Rik,4930480K23Rik,4930480K23Rik,
l4930483C13Rik,4930483C13Rik,4930483C13Rik,
l4930500O05Rik,4930500O05Rik,4930500O05Rik,
l4930505H01Rik,4930505H01Rik,4930505H01Rik,
l4930505K14Rik,4930505K14Rik,4930505K14Rik,
l4930505N22Rik,4930505N22Rik,4930505N22Rik,
l4930507D10Rik,4930507D10Rik,4930507D10Rik,
l4930509E16Rik,4930509E16Rik,4930509E16Rik,
l4930509G22Rik,4930509G22Rik,4930509G22Rik,
l4930509K18Rik,4930509K18Rik,4930509K18Rik,
l4930511O05Rik,4930511O05Rik,4930511O05Rik,
l4930515L19Rik,4930515L19Rik,4930515L19Rik,
l4930516K23Rik,4930516K23Rik,4930516K23Rik,
l4930518C09Rik,4930518C09Rik,4930518C09Rik,NONMMUG032388
l4930519A11Rik,4930519A11Rik,4930519A11Rik,
l4930519D14Rik,4930519D14Rik,4930519D14Rik,
l4930519F09Rik,4930519F09Rik,4930519F09Rik,
l4930520K10Rik,4930520K10Rik,4930520K10Rik,
l4930522O17Rik,4930522O17Rik,4930522O17Rik,
l4930524L23Rik,4930524L23Rik,4930524L23Rik,
l4930525G20Rik,4930525G20Rik,4930525G20Rik,
l4930526A20Rik,4930526A20Rik,4930526A20Rik,
l4930526L06Rik,4930526L06Rik,4930526L06Rik,
l4930528A17Rik,4930528A17Rik,4930528A17Rik,
l4930528D03Rik,4930528D03Rik,4930528D03Rik,
l4930528P14Rik,4930528P14Rik,4930528P14Rik,
l4930533I22Rik,4930533I22Rik,4930533I22Rik,NONMMUG035461
l4930534D22Rik,4930534D22Rik,4930534D22Rik,
l4930539J05Rik,4930539J05Rik,4930539J05Rik,
l4930540M05Rik,4930540M05Rik,4930540M05Rik,
l4930542C16Rik,4930542C16Rik,4930542C16Rik,
l4930542H20Rik,4930542H20Rik,4930542H20Rik,
l4930543N07Rik,4930543N07Rik,4930543N07Rik,
l4930544I03Rik,4930544I03Rik,4930544I03Rik,
l4930547M16Rik,4930547M16Rik,4930547M16Rik,
l4930550C17Rik,4930550C17Rik,4930550C17Rik,
l4930552N02Rik,4930552N02Rik,4930552N02Rik,NONMMUG029252
l4930552P12Rik,4930552P12Rik,4930552P12Rik,
l4930553C11Rik,4930553C11Rik,4930553C11Rik,
l4930554H23Rik,4930554H23Rik,4930554H23Rik,
l4930555F03Rik,4930555F03Rik,4930555F03Rik,NONMMUG040573
l4930555J06Rik,4930555J06Rik,4930555J06Rik,
l4930556L07Rik,4930556L07Rik,4930556L07Rik,
l4930556M19Rik,4930556M19Rik,4930556M19Rik,
l4930556N08Rik,4930556N08Rik,4930556N08Rik,
l4930557C09Rik,4930557C09Rik,4930557C09Rik,
l4930558J18Rik,4930558J18Rik,4930558J18Rik,
l4930562A09Rik,4930562A09Rik,4930562A09Rik,
l4930562C15Rik,4930562C15Rik,4930562C15Rik,NONMMUG015650
l4930563E18Rik,4930563E18Rik,4930563E18Rik,
l4930564G21Rik,4930564G21Rik,4930564G21Rik,
l4930564K09Rik,4930564K09Rik,4930564K09Rik,
l4930566F21Rik,4930566F21Rik,4930566F21Rik,
l4930567K12Rik,4930567K12Rik,4930567K12Rik,
l4930568K20Rik,4930568K20Rik,4930568K20Rik,
l4930578M01Rik,4930578M01Rik,4930578M01Rik,
l4930587A21Rik,4930587A21Rik,4930587A21Rik,
l4930593A02Rik,4930593A02Rik,4930593A02Rik,
l4930596I21Rik,4930596I21Rik,4930596I21Rik,
l4930596M17Rik,4930596M17Rik,4930596M17Rik,
l4930598A11Rik,4930598A11Rik,4930598A11Rik,
l4931403G20Rik,4931403G20Rik,4931403G20Rik,
l4931406P16Rik,4931406P16Rik,4931406P16Rik,NONMMUG037718
l4931407E12Rik,4931407E12Rik,4931407E12Rik,
l4931415C17Rik,4931415C17Rik,4931415C17Rik,
l4931422A03Rik,4931422A03Rik,4931422A03Rik,NONMMUG024016
l4931440J10Rik,4931440J10Rik,4931440J10Rik,
l4932414J04Rik,4932414J04Rik,4932414J04Rik,
l4932415G12Rik,4932415G12Rik,4932415G12Rik,
l4932417H02Rik,4932417H02Rik,4932417H02Rik,
l4932430I15Rik,4932430I15Rik,4932430I15Rik,
l4932438A13Rik,4932438A13Rik,4932438A13Rik,NONMMUG026403;NONMMUG026402
l4932441J04Rik,4932441J04Rik,4932441J04Rik,
l4933401P06Rik,4933401P06Rik,4933401P06Rik,
l4933404O12Rik,4933404O12Rik,4933404O12Rik,
l4933405D12Rik,4933405D12Rik,4933405D12Rik,
l4933406C10Rik,4933406C10Rik,4933406C10Rik,
l4933407N01Rik,4933407N01Rik,4933407N01Rik,
l4933408J17Rik,4933408J17Rik,4933408J17Rik,
l4933416E03Rik,4933416E03Rik,4933416E03Rik,
l4933416E14Rik,4933416E14Rik,4933416E14Rik,
l4933416M07Rik,4933416M07Rik,4933416M07Rik,
l4933417D19Rik,4933417D19Rik,4933417D19Rik,
l4933421A08Rik,4933421A08Rik,4933421A08Rik,
l4933425H06Rik,4933425H06Rik,4933425H06Rik,
l4933426D04Rik,4933426D04Rik,4933426D04Rik,
l4933427D14Rik,4933427D14Rik,4933427D14Rik,NONMMUG006655;NONMMUG006654
l4933427E13Rik,4933427E13Rik,4933427E13Rik,
l4933427G23Rik,4933427G23Rik,4933427G23Rik,
l4933433C11Rik,4933433C11Rik,4933433C11Rik,NONMMUG022272
l4933433G15Rik,4933433G15Rik,4933433G15Rik,
l4933433P16Rik,4933433P16Rik,4933433P16Rik,
l4933434E20Rik,4933434E20Rik,4933434E20Rik,NONMMUG027158
l4933437N03Rik,4933437N03Rik,4933437N03Rik,
l4933438A12Rik,4933438A12Rik,4933438A12Rik,
l4933440J02Rik,4933440J02Rik,4933440J02Rik,
l5031434O11Rik,5031434O11Rik,5031434O11Rik,
l5033414K04Rik,5033414K04Rik,5033414K04Rik,
l5033417F24Rik,5033417F24Rik,5033417F24Rik,
l5033428I22Rik,5033428I22Rik,5033428I22Rik,
l5330411J11Rik,5330411J11Rik,5330411J11Rik,
l5330417C22Rik,5330417C22Rik,5330417C22Rik,NONMMUG027650;NONMMUG027649
l5330430P22Rik,5330430P22Rik,5330430P22Rik,
l5330439K02Rik,5330439K02Rik,5330439K02Rik,
l5430400D12Rik,5430400D12Rik,5430400D12Rik,
l5430416N02Rik,5430416N02Rik,5430416N02Rik,ENSMUSG00000084877
l5430417L22Rik,5430417L22Rik,5430417L22Rik,
l5430425J12Rik,5430425J12Rik,5430425J12Rik,
l5530401A14Rik,5530401A14Rik,5530401A14Rik,NONMMUG006976
l5530401N12Rik,5530401N12Rik,5530401N12Rik,
l5730412P04Rik,5730412P04Rik,5730412P04Rik,
l5730420D15Rik,5730420D15Rik,5730420D15Rik,
l5730422E09Rik,5730422E09Rik,5730422E09Rik,
l5730446D14Rik,5730446D14Rik,5730446D14Rik,
l5730577I03Rik,5730577I03Rik,5730577I03Rik,
l5730588L14Rik,5730588L14Rik,5730588L14Rik,
l5730596K20Rik,5730596K20Rik,5730596K20Rik,
l5830403M04Rik,5830403M04Rik,5830403M04Rik,
l5830404H04Rik,5830404H04Rik,5830404H04Rik,
l5830416P10Rik,5830416P10Rik,5830416P10Rik,
l5830417C01Rik,5830417C01Rik,5830417C01Rik,
l5830417I10Rik,5830417I10Rik,5830417I10Rik,
