lncRNA_id,identifier,gene_name,gene_id
lENSMUSG00000086171,ENSMUSG00000086171,Pcsk2os1,ENSMUSG00000086171
lENSMUSG00000086173,ENSMUSG00000086173,Kis2,ENSMUSG00000086173
lENSMUSG00000086176,ENSMUSG00000086176,Gm15534,ENSMUSG00000086176
lENSMUSG00000086177,ENSMUSG00000086177,Gm14616,ENSMUSG00000086177
lENSMUSG00000086179,ENSMUSG00000086179,Gm14317,ENSMUSG00000086179
lENSMUSG00000086181,ENSMUSG00000086181,C230034O21Rik,ENSMUSG00000086181
lENSMUSG00000086184,ENSMUSG00000086184,Gm12764,ENSMUSG00000086184
lENSMUSG00000086186,ENSMUSG00000086186,Ccdc34os,ENSMUSG00000086186
lENSMUSG00000086187,ENSMUSG00000086187,Gm12860,ENSMUSG00000086187
lENSMUSG00000086188,ENSMUSG00000086188,Gm15169,ENSMUSG00000086188
lENSMUSG00000086189,ENSMUSG00000086189,Gm15462,ENSMUSG00000086189
lENSMUSG00000086190,ENSMUSG00000086190,4930579M01Rik,ENSMUSG00000086190
lENSMUSG00000086192,ENSMUSG00000086192,Gm13609,ENSMUSG00000086192
lENSMUSG00000086194,ENSMUSG00000086194,Gm16329,ENSMUSG00000086194
lENSMUSG00000086196,ENSMUSG00000086196,Gm13571,ENSMUSG00000086196
lENSMUSG00000086203,ENSMUSG00000086203,Gm13985,ENSMUSG00000086203
lENSMUSG00000086204,ENSMUSG00000086204,Gm15668;ENSMUSG00000086204,ENSMUSG00000086204
lENSMUSG00000086205,ENSMUSG00000086205,Gm12679,ENSMUSG00000086205
lENSMUSG00000086206,ENSMUSG00000086206,Gm13783,ENSMUSG00000086206
lENSMUSG00000086207,ENSMUSG00000086207,Gm14717,ENSMUSG00000086207
lENSMUSG00000086211,ENSMUSG00000086211,Gm12462,ENSMUSG00000086211
lENSMUSG00000086212,ENSMUSG00000086212,Mkln1os,ENSMUSG00000086212
lENSMUSG00000086214,ENSMUSG00000086214,Gm14062,ENSMUSG00000086214
lENSMUSG00000086216,ENSMUSG00000086216,Gm13610,ENSMUSG00000086216
lENSMUSG00000086219,ENSMUSG00000086219,Srrm4os,ENSMUSG00000086219
lENSMUSG00000086220,ENSMUSG00000086220,Gm16599,ENSMUSG00000086220
lENSMUSG00000086221,ENSMUSG00000086221,4930412B13Rik,ENSMUSG00000086221
lENSMUSG00000086224,ENSMUSG00000086224,2700069I18Rik,ENSMUSG00000086224
lENSMUSG00000086225,ENSMUSG00000086225,Gm8661,ENSMUSG00000086225
lENSMUSG00000086227,ENSMUSG00000086227,Gm11820,ENSMUSG00000086227
lENSMUSG00000086229,ENSMUSG00000086229,Gm4887,ENSMUSG00000086229
lENSMUSG00000086231,ENSMUSG00000086231,Rapgef4os3,ENSMUSG00000086231
lENSMUSG00000086232,ENSMUSG00000086232,Gm7546,ENSMUSG00000086232
lENSMUSG00000086233,ENSMUSG00000086233,Gm11816,ENSMUSG00000086233
lENSMUSG00000086234,ENSMUSG00000086234,Usp46os2,ENSMUSG00000086234
lENSMUSG00000086235,ENSMUSG00000086235,Gm16284,ENSMUSG00000086235
lENSMUSG00000086236,ENSMUSG00000086236,5830418P13Rik,ENSMUSG00000086236
lENSMUSG00000086238,ENSMUSG00000086238,Gm14258,ENSMUSG00000086238
lENSMUSG00000086239,ENSMUSG00000086239,Gm14329,ENSMUSG00000086239
lENSMUSG00000086240,ENSMUSG00000086240,Gm7846,ENSMUSG00000086240
lENSMUSG00000086244,ENSMUSG00000086244,4930558G05Rik,ENSMUSG00000086244
lENSMUSG00000086247,ENSMUSG00000086247,Gm15787,ENSMUSG00000086247
lENSMUSG00000086248,ENSMUSG00000086248,Gm16127,ENSMUSG00000086248
lENSMUSG00000086249,ENSMUSG00000086249,Gm12724,ENSMUSG00000086249
lENSMUSG00000086250,ENSMUSG00000086250,Gm14095,ENSMUSG00000086250
lENSMUSG00000086251,ENSMUSG00000086251,Gm12694,ENSMUSG00000086251
lENSMUSG00000086253,ENSMUSG00000086253,Gm13773,ENSMUSG00000086253
lENSMUSG00000086254,ENSMUSG00000086254,3100003L05Rik,ENSMUSG00000086254
lENSMUSG00000086257,ENSMUSG00000086257,4930548K13Rik,ENSMUSG00000086257
lENSMUSG00000086259,ENSMUSG00000086259,Tmem150cos,ENSMUSG00000086259
lENSMUSG00000086261,ENSMUSG00000086261,Gm3765,ENSMUSG00000086261
lENSMUSG00000086262,ENSMUSG00000086262,A930031H19Rik,ENSMUSG00000086262
lENSMUSG00000086264,ENSMUSG00000086264,Gm15850,ENSMUSG00000086264
lENSMUSG00000086266,ENSMUSG00000086266,Igf2os,ENSMUSG00000086266
lENSMUSG00000086267,ENSMUSG00000086267,Gm12496,ENSMUSG00000086267
lENSMUSG00000086273,ENSMUSG00000086273,Rbm46os,ENSMUSG00000086273
lENSMUSG00000086275,ENSMUSG00000086275,1700121C08Rik,ENSMUSG00000086275
lENSMUSG00000086279,ENSMUSG00000086279,Gm15634,ENSMUSG00000086279
lENSMUSG00000086282,ENSMUSG00000086282,Sox5os4,ENSMUSG00000086282
lENSMUSG00000086284,ENSMUSG00000086284,Frmpd1os,ENSMUSG00000086284
lENSMUSG00000086286,ENSMUSG00000086286,Gm15138,ENSMUSG00000086286
lENSMUSG00000086288,ENSMUSG00000086288,Gm15265,ENSMUSG00000086288
lENSMUSG00000086289,ENSMUSG00000086289,Gm16933,ENSMUSG00000086289
lENSMUSG00000086290,ENSMUSG00000086290,Snhg12;SNHG12,ENSMUSG00000086290
lENSMUSG00000086291,ENSMUSG00000086291,Gm15513,ENSMUSG00000086291
lENSMUSG00000086296,ENSMUSG00000086296,D030055H07Rik,ENSMUSG00000086296
lENSMUSG00000086302,ENSMUSG00000086302,Gm13790,ENSMUSG00000086302
lENSMUSG00000086308,ENSMUSG00000086308,G630016G05Rik,ENSMUSG00000086308
lENSMUSG00000086321,ENSMUSG00000086321,Gm11413,ENSMUSG00000086321
lENSMUSG00000086324,ENSMUSG00000086324,ENSMUSG00000086324,
lENSMUSG00000086326,ENSMUSG00000086326,Gm13200,ENSMUSG00000086326
lENSMUSG00000086329,ENSMUSG00000086329,Gm14233,ENSMUSG00000086329
lENSMUSG00000086332,ENSMUSG00000086332,4930480G23Rik,ENSMUSG00000086332
lENSMUSG00000086336,ENSMUSG00000086336,Gm12979,ENSMUSG00000086336
lENSMUSG00000086340,ENSMUSG00000086340,1810059C17Rik,ENSMUSG00000086340
lENSMUSG00000086342,ENSMUSG00000086342,Gm12932,ENSMUSG00000086342
lENSMUSG00000086346,ENSMUSG00000086346,Gm12510,ENSMUSG00000086346
lENSMUSG00000086349,ENSMUSG00000086349,Gm13497,ENSMUSG00000086349
lENSMUSG00000086350,ENSMUSG00000086350,B230369F24Rik,ENSMUSG00000086350
lENSMUSG00000086353,ENSMUSG00000086353,Gm13481;ENSMUSG00000086353,ENSMUSG00000086353
lENSMUSG00000086354,ENSMUSG00000086354,Gm13938;ENSMUSG00000086354,ENSMUSG00000086354
lENSMUSG00000086355,ENSMUSG00000086355,4933428C19Rik,ENSMUSG00000086355
lENSMUSG00000086356,ENSMUSG00000086356,Gm13441,ENSMUSG00000086356
lENSMUSG00000086358,ENSMUSG00000086358,Gm13270,ENSMUSG00000086358
lENSMUSG00000086360,ENSMUSG00000086360,Gm16214,ENSMUSG00000086360
lENSMUSG00000086364,ENSMUSG00000086364,Gm11751,ENSMUSG00000086364
lENSMUSG00000086365,ENSMUSG00000086365,4930593C16Rik,ENSMUSG00000086365
lENSMUSG00000086368,ENSMUSG00000086368,Gm13830,ENSMUSG00000086368
lENSMUSG00000086369,ENSMUSG00000086369,E330017L17Rik,ENSMUSG00000086369
lENSMUSG00000086370,ENSMUSG00000086370,Ftx,ENSMUSG00000086370
lENSMUSG00000086371,ENSMUSG00000086371,Gm12478,ENSMUSG00000086371
lENSMUSG00000086377,ENSMUSG00000086377,4930529C04Rik,ENSMUSG00000086377
lENSMUSG00000086378,ENSMUSG00000086378,Gm13753,ENSMUSG00000086378
lENSMUSG00000086379,ENSMUSG00000086379,1700026D11Rik,ENSMUSG00000086379
lENSMUSG00000086381,ENSMUSG00000086381,AV064505,ENSMUSG00000086381
lENSMUSG00000086382,ENSMUSG00000086382,Chrna1os,ENSMUSG00000086382
lENSMUSG00000086384,ENSMUSG00000086384,Banf2os,ENSMUSG00000086384
lENSMUSG00000086385,ENSMUSG00000086385,Gm12701,ENSMUSG00000086385
lENSMUSG00000086387,ENSMUSG00000086387,Gm15563,ENSMUSG00000086387
lENSMUSG00000086389,ENSMUSG00000086389,Gm15998,ENSMUSG00000086389
lENSMUSG00000086390,ENSMUSG00000086390,1810019D21Rik,ENSMUSG00000086390
lENSMUSG00000086392,ENSMUSG00000086392,Mccc1os,ENSMUSG00000086392
lENSMUSG00000086396,ENSMUSG00000086396,4930555B11Rik,ENSMUSG00000086396
lENSMUSG00000086399,ENSMUSG00000086399,Gm16144,ENSMUSG00000086399
lENSMUSG00000086401,ENSMUSG00000086401,Gm15559,ENSMUSG00000086401
lENSMUSG00000086404,ENSMUSG00000086404,Gm6787,ENSMUSG00000086404
lENSMUSG00000086405,ENSMUSG00000086405,9330198N18Rik,ENSMUSG00000086405
lENSMUSG00000086407,ENSMUSG00000086407,Gm14123,ENSMUSG00000086407
lENSMUSG00000086408,ENSMUSG00000086408,Gm11588,ENSMUSG00000086408
lENSMUSG00000086409,ENSMUSG00000086409,Gm13898,ENSMUSG00000086409
lENSMUSG00000086410,ENSMUSG00000086410,Gm16158,ENSMUSG00000086410
lENSMUSG00000086411,ENSMUSG00000086411,Gm14236,ENSMUSG00000086411
lENSMUSG00000086414,ENSMUSG00000086414,Gm15645,ENSMUSG00000086414
lENSMUSG00000086416,ENSMUSG00000086416,Gm14002,ENSMUSG00000086416
lENSMUSG00000086417,ENSMUSG00000086417,Gm12996,ENSMUSG00000086417
lENSMUSG00000086418,ENSMUSG00000086418,Gm13362,ENSMUSG00000086418
lENSMUSG00000086421,ENSMUSG00000086421,Gm14091,ENSMUSG00000086421
lENSMUSG00000086422,ENSMUSG00000086422,4930421P07Rik,ENSMUSG00000086422
lENSMUSG00000086425,ENSMUSG00000086425,F730016J06Rik,ENSMUSG00000086425
lENSMUSG00000086426,ENSMUSG00000086426,Gm15295,ENSMUSG00000086426
lENSMUSG00000086427,ENSMUSG00000086427,Hoxa11os,ENSMUSG00000086427
lENSMUSG00000086429,ENSMUSG00000086429,Gt(ROSA)26Sor,ENSMUSG00000086429
lENSMUSG00000086430,ENSMUSG00000086430,4930551O13Rik,ENSMUSG00000086430
lENSMUSG00000086431,ENSMUSG00000086431,Gm14929,ENSMUSG00000086431
lENSMUSG00000086433,ENSMUSG00000086433,Rsf1os1,ENSMUSG00000086433
lENSMUSG00000086437,ENSMUSG00000086437,Gm13021,ENSMUSG00000086437
lENSMUSG00000086438,ENSMUSG00000086438,Asb17os,ENSMUSG00000086438
lENSMUSG00000086441,ENSMUSG00000086441,Gm15046;ENSMUSG00000086441,ENSMUSG00000086441
lENSMUSG00000086443,ENSMUSG00000086443,4933421A08Rik,ENSMUSG00000086443
lENSMUSG00000086445,ENSMUSG00000086445,Gm13191,ENSMUSG00000086445
lENSMUSG00000086446,ENSMUSG00000086446,Prkag2os1,ENSMUSG00000086446
lENSMUSG00000086447,ENSMUSG00000086447,Gm13522,ENSMUSG00000086447
lENSMUSG00000086449,ENSMUSG00000086449,9030204H09Rik,ENSMUSG00000086449
lENSMUSG00000086450,ENSMUSG00000086450,Macrod2os1,ENSMUSG00000086450
lENSMUSG00000086451,ENSMUSG00000086451,4933431K23Rik,ENSMUSG00000086451
lENSMUSG00000086453,ENSMUSG00000086453,Gm11457,ENSMUSG00000086453
lENSMUSG00000086454,ENSMUSG00000086454,Platr14,ENSMUSG00000086454
lENSMUSG00000086462,ENSMUSG00000086462,Gm13990,ENSMUSG00000086462
lENSMUSG00000086470,ENSMUSG00000086470,Gm12580,ENSMUSG00000086470
lENSMUSG00000086473,ENSMUSG00000086473,Gm16265,ENSMUSG00000086473
lENSMUSG00000086477,ENSMUSG00000086477,Gm15506,ENSMUSG00000086477
lENSMUSG00000086478,ENSMUSG00000086478,Gm14102,ENSMUSG00000086478
lENSMUSG00000086479,ENSMUSG00000086479,Gm16014,ENSMUSG00000086479
lENSMUSG00000086482,ENSMUSG00000086482,1700012C08Rik,ENSMUSG00000086482
lENSMUSG00000086483,ENSMUSG00000086483,8030443G20Rik,ENSMUSG00000086483
lENSMUSG00000086484,ENSMUSG00000086484,Nron,ENSMUSG00000086484
lENSMUSG00000086495,ENSMUSG00000086495,Gm13778,ENSMUSG00000086495
lENSMUSG00000086496,ENSMUSG00000086496,Gm14204,ENSMUSG00000086496
lENSMUSG00000086498,ENSMUSG00000086498,Gm12681,ENSMUSG00000086498
lENSMUSG00000086502,ENSMUSG00000086502,B130055M24Rik,ENSMUSG00000086502
lENSMUSG00000086503,ENSMUSG00000086503,XIST,ENSMUSG00000086503
lENSMUSG00000086504,ENSMUSG00000086504,Kif16bos,ENSMUSG00000086504
lENSMUSG00000086509,ENSMUSG00000086509,Nkx2-2os,ENSMUSG00000086509
lENSMUSG00000086512,ENSMUSG00000086512,Gm12600,ENSMUSG00000086512
lENSMUSG00000086515,ENSMUSG00000086515,Erich2os,ENSMUSG00000086515
lENSMUSG00000086517,ENSMUSG00000086517,Gm12534,ENSMUSG00000086517
lENSMUSG00000086518,ENSMUSG00000086518,Gm14503,ENSMUSG00000086518
lENSMUSG00000086519,ENSMUSG00000086519,Gm13393,ENSMUSG00000086519
lENSMUSG00000086523,ENSMUSG00000086523,Gm13499,ENSMUSG00000086523
lENSMUSG00000086524,ENSMUSG00000086524,Pabpc1l2a-ps,ENSMUSG00000086524
lENSMUSG00000086525,ENSMUSG00000086525,Gm15281,ENSMUSG00000086525
lENSMUSG00000086526,ENSMUSG00000086526,Gm12762,ENSMUSG00000086526
lENSMUSG00000086527,ENSMUSG00000086527,Gm15856,ENSMUSG00000086527
lENSMUSG00000086528,ENSMUSG00000086528,Gm15731;ENSMUSG00000086528,ENSMUSG00000086528
lENSMUSG00000086529,ENSMUSG00000086529,Acss2os,ENSMUSG00000086529
lENSMUSG00000086530,ENSMUSG00000086530,Gm12910,ENSMUSG00000086530
lENSMUSG00000086533,ENSMUSG00000086533,Mypopos,ENSMUSG00000086533
lENSMUSG00000086539,ENSMUSG00000086539,Gm16759,ENSMUSG00000086539
lENSMUSG00000086542,ENSMUSG00000086542,Gm13782,ENSMUSG00000086542
lENSMUSG00000086544,ENSMUSG00000086544,Chn1os3,ENSMUSG00000086544
lENSMUSG00000086546,ENSMUSG00000086546,Gm13709,ENSMUSG00000086546
lENSMUSG00000086548,ENSMUSG00000086548,Gm12972,ENSMUSG00000086548
lENSMUSG00000086549,ENSMUSG00000086549,ENSMUSG00000086549;Gm13648,ENSMUSG00000086549
lENSMUSG00000086554,ENSMUSG00000086554,9530034E10Rik,ENSMUSG00000086554
lENSMUSG00000086555,ENSMUSG00000086555,Gm13446,ENSMUSG00000086555
lENSMUSG00000086556,ENSMUSG00000086556,Gm15444,ENSMUSG00000086556
lENSMUSG00000086557,ENSMUSG00000086557,Gm15999,ENSMUSG00000086557
lENSMUSG00000086558,ENSMUSG00000086558,Gm14223,ENSMUSG00000086558
lENSMUSG00000086560,ENSMUSG00000086560,Gm13372,ENSMUSG00000086560
lENSMUSG00000086561,ENSMUSG00000086561,Gm15540,ENSMUSG00000086561
lENSMUSG00000086563,ENSMUSG00000086563,Platr15,ENSMUSG00000086563
lENSMUSG00000086565,ENSMUSG00000086565,Gm13133,ENSMUSG00000086565
lENSMUSG00000086575,ENSMUSG00000086575,Gm14104,ENSMUSG00000086575
lENSMUSG00000086576,ENSMUSG00000086576,Gm13660,ENSMUSG00000086576
lENSMUSG00000086578,ENSMUSG00000086578,Gm13583,ENSMUSG00000086578
lENSMUSG00000086582,ENSMUSG00000086582,Gm16272,ENSMUSG00000086582
lENSMUSG00000086583,ENSMUSG00000086583,Gm15500,ENSMUSG00000086583
lENSMUSG00000086585,ENSMUSG00000086585,Gm16126,ENSMUSG00000086585
lENSMUSG00000086587,ENSMUSG00000086587,Gm11837,ENSMUSG00000086587
lENSMUSG00000086589,ENSMUSG00000086589,Gm12915,ENSMUSG00000086589
lENSMUSG00000086592,ENSMUSG00000086592,Gm12682,ENSMUSG00000086592
lENSMUSG00000086593,ENSMUSG00000086593,Gm16548,ENSMUSG00000086593
lENSMUSG00000086603,ENSMUSG00000086603,Gm13620,ENSMUSG00000086603
lENSMUSG00000086604,ENSMUSG00000086604,Gm15510,ENSMUSG00000086604
lENSMUSG00000086606,ENSMUSG00000086606,Gm13205,ENSMUSG00000086606
lENSMUSG00000086608,ENSMUSG00000086608,4930562D21Rik,ENSMUSG00000086608
lENSMUSG00000086614,ENSMUSG00000086614,Gm14330,ENSMUSG00000086614
lENSMUSG00000086618,ENSMUSG00000086618,Gm13256,ENSMUSG00000086618
lENSMUSG00000086621,ENSMUSG00000086621,Gm13348,ENSMUSG00000086621
lENSMUSG00000086624,ENSMUSG00000086624,Gm16130,ENSMUSG00000086624
lENSMUSG00000086625,ENSMUSG00000086625,Gm11831,ENSMUSG00000086625
lENSMUSG00000086628,ENSMUSG00000086628,Gm16157,ENSMUSG00000086628
lENSMUSG00000086629,ENSMUSG00000086629,2810403D21Rik,ENSMUSG00000086629
lENSMUSG00000086630,ENSMUSG00000086630,Gm14397,ENSMUSG00000086630
lENSMUSG00000086631,ENSMUSG00000086631,Gm12784,ENSMUSG00000086631
lENSMUSG00000086632,ENSMUSG00000086632,1700112J05Rik,ENSMUSG00000086632
lENSMUSG00000086633,ENSMUSG00000086633,Gm16081,ENSMUSG00000086633
lENSMUSG00000086637,ENSMUSG00000086637,Gm14040,ENSMUSG00000086637
lENSMUSG00000086638,ENSMUSG00000086638,4930405A21Rik,ENSMUSG00000086638
lENSMUSG00000086643,ENSMUSG00000086643,Gm15687,ENSMUSG00000086643
lENSMUSG00000086644,ENSMUSG00000086644,Gm13470,ENSMUSG00000086644
lENSMUSG00000086648,ENSMUSG00000086648,Gm15511,ENSMUSG00000086648
lENSMUSG00000086650,ENSMUSG00000086650,A430048G15Rik,ENSMUSG00000086650
lENSMUSG00000086652,ENSMUSG00000086652,Gm14029,ENSMUSG00000086652
lENSMUSG00000086653,ENSMUSG00000086653,9130015L21Rik,ENSMUSG00000086653
lENSMUSG00000086654,ENSMUSG00000086654,Gm13165,ENSMUSG00000086654
lENSMUSG00000086655,ENSMUSG00000086655,C330018A13Rik,ENSMUSG00000086655
lENSMUSG00000086656,ENSMUSG00000086656,Gm15701,ENSMUSG00000086656
lENSMUSG00000086657,ENSMUSG00000086657,Stamos,ENSMUSG00000086657
lENSMUSG00000086659,ENSMUSG00000086659,Gm14146,ENSMUSG00000086659
lENSMUSG00000086660,ENSMUSG00000086660,Gm12594,ENSMUSG00000086660
lENSMUSG00000086665,ENSMUSG00000086665,Gm13067,ENSMUSG00000086665
lENSMUSG00000086669,ENSMUSG00000086669,AA645442,ENSMUSG00000086669
lENSMUSG00000086670,ENSMUSG00000086670,Gm13194,ENSMUSG00000086670
lENSMUSG00000086671,ENSMUSG00000086671,Gm13618,ENSMUSG00000086671
lENSMUSG00000086675,ENSMUSG00000086675,Plxna4os2,ENSMUSG00000086675
lENSMUSG00000086676,ENSMUSG00000086676,Gm14705,ENSMUSG00000086676
lENSMUSG00000086679,ENSMUSG00000086679,Gm15551,ENSMUSG00000086679
lENSMUSG00000086681,ENSMUSG00000086681,Gm16178,ENSMUSG00000086681
lENSMUSG00000086682,ENSMUSG00000086682,Gm16023,ENSMUSG00000086682
lENSMUSG00000086685,ENSMUSG00000086685,Gm15015,ENSMUSG00000086685
lENSMUSG00000086687,ENSMUSG00000086687,4930547E08Rik,ENSMUSG00000086687
lENSMUSG00000086690,ENSMUSG00000086690,4933406J10Rik,ENSMUSG00000086690
lENSMUSG00000086691,ENSMUSG00000086691,Gm15432,ENSMUSG00000086691
lENSMUSG00000086694,ENSMUSG00000086694,Gm16237,ENSMUSG00000086694
lENSMUSG00000086695,ENSMUSG00000086695,Gm15247,ENSMUSG00000086695
lENSMUSG00000086696,ENSMUSG00000086696,Gm11234,ENSMUSG00000086696
lENSMUSG00000086697,ENSMUSG00000086697,4933427G23Rik,ENSMUSG00000086697
lENSMUSG00000086699,ENSMUSG00000086699,Gm16510,ENSMUSG00000086699
lENSMUSG00000086700,ENSMUSG00000086700,Gm15747,ENSMUSG00000086700
lENSMUSG00000086701,ENSMUSG00000086701,Gm13595,ENSMUSG00000086701
lENSMUSG00000086704,ENSMUSG00000086704,Gm14582,ENSMUSG00000086704
lENSMUSG00000086706,ENSMUSG00000086706,Gm15848,ENSMUSG00000086706
lENSMUSG00000086708,ENSMUSG00000086708,Gm15577,ENSMUSG00000086708
lENSMUSG00000086710,ENSMUSG00000086710,Gm13465,ENSMUSG00000086710
lENSMUSG00000086711,ENSMUSG00000086711,Gm15482,ENSMUSG00000086711
lENSMUSG00000086712,ENSMUSG00000086712,AI427809,ENSMUSG00000086712
lENSMUSG00000086713,ENSMUSG00000086713,4930407G08Rik,ENSMUSG00000086713
lENSMUSG00000086714,ENSMUSG00000086714,0610009E02Rik,ENSMUSG00000086714
lENSMUSG00000086715,ENSMUSG00000086715,B230112J18Rik,ENSMUSG00000086715
lENSMUSG00000086717,ENSMUSG00000086717,Gm15655,ENSMUSG00000086717
lENSMUSG00000086718,ENSMUSG00000086718,Gm16069,ENSMUSG00000086718
lENSMUSG00000086720,ENSMUSG00000086720,Plxna4os3,ENSMUSG00000086720
lENSMUSG00000086721,ENSMUSG00000086721,Gm13750,ENSMUSG00000086721
lENSMUSG00000086722,ENSMUSG00000086722,Gm15499,ENSMUSG00000086722
lENSMUSG00000086728,ENSMUSG00000086728,Man2c1os,ENSMUSG00000086728
lENSMUSG00000086729,ENSMUSG00000086729,Gm15589,ENSMUSG00000086729
lENSMUSG00000086730,ENSMUSG00000086730,Platr12,ENSMUSG00000086730
lENSMUSG00000086732,ENSMUSG00000086732,Gm6117,ENSMUSG00000086732
lENSMUSG00000086735,ENSMUSG00000086735,Gm13977,ENSMUSG00000086735
lENSMUSG00000086736,ENSMUSG00000086736,Gm14902,ENSMUSG00000086736
lENSMUSG00000086737,ENSMUSG00000086737,Gm13763,ENSMUSG00000086737
lENSMUSG00000086739,ENSMUSG00000086739,Gm4409,ENSMUSG00000086739
lENSMUSG00000086740,ENSMUSG00000086740,Gm17029,ENSMUSG00000086740
lENSMUSG00000086741,ENSMUSG00000086741,Gm15816;ENSMUSG00000086741,ENSMUSG00000086741
lENSMUSG00000086742,ENSMUSG00000086742,Gm16201,ENSMUSG00000086742
lENSMUSG00000086745,ENSMUSG00000086745,Tspan2os,ENSMUSG00000086745
lENSMUSG00000086748,ENSMUSG00000086748,Gm13261,ENSMUSG00000086748
lENSMUSG00000086753,ENSMUSG00000086753,Gm15751,ENSMUSG00000086753
lENSMUSG00000086754,ENSMUSG00000086754,Gm16098,ENSMUSG00000086754
lENSMUSG00000086756,ENSMUSG00000086756,Gm14051,ENSMUSG00000086756
lENSMUSG00000086757,ENSMUSG00000086757,Gm2309,ENSMUSG00000086757
lENSMUSG00000086758,ENSMUSG00000086758,Gm13912,ENSMUSG00000086758
lENSMUSG00000086762,ENSMUSG00000086762,Gm14546,ENSMUSG00000086762
lENSMUSG00000086763,ENSMUSG00000086763,Plxna4os1,ENSMUSG00000086763
lENSMUSG00000086764,ENSMUSG00000086764,4930527A07Rik,ENSMUSG00000086764
lENSMUSG00000086765,ENSMUSG00000086765,Gm11827,ENSMUSG00000086765
lENSMUSG00000086766,ENSMUSG00000086766,Gm15969,ENSMUSG00000086766
lENSMUSG00000086767,ENSMUSG00000086767,Gm13070,ENSMUSG00000086767
lENSMUSG00000086769,ENSMUSG00000086769,Gm15587,ENSMUSG00000086769
lENSMUSG00000086770,ENSMUSG00000086770,Gm15351,ENSMUSG00000086770
lENSMUSG00000086771,ENSMUSG00000086771,1700080G11Rik,ENSMUSG00000086771
lENSMUSG00000086773,ENSMUSG00000086773,Gm16192,ENSMUSG00000086773
lENSMUSG00000086774,ENSMUSG00000086774,Gm11915,ENSMUSG00000086774
lENSMUSG00000086775,ENSMUSG00000086775,Snhg7os,ENSMUSG00000086775
lENSMUSG00000086777,ENSMUSG00000086777,Far2os2,ENSMUSG00000086777
lENSMUSG00000086779,ENSMUSG00000086779,Gm13562,ENSMUSG00000086779
lENSMUSG00000086782,ENSMUSG00000086782,E130102H24Rik,ENSMUSG00000086782
lENSMUSG00000086783,ENSMUSG00000086783,Gm14262,ENSMUSG00000086783
lENSMUSG00000086788,ENSMUSG00000086788,1700029M20Rik,ENSMUSG00000086788
lENSMUSG00000086790,ENSMUSG00000086790,Gm12911,ENSMUSG00000086790
lENSMUSG00000086792,ENSMUSG00000086792,Gm12364,ENSMUSG00000086792
lENSMUSG00000086793,ENSMUSG00000086793,Gm13764,ENSMUSG00000086793
lENSMUSG00000086800,ENSMUSG00000086800,4930556L07Rik,ENSMUSG00000086800
lENSMUSG00000086804,ENSMUSG00000086804,Gm43154,ENSMUSG00000086804
lENSMUSG00000086805,ENSMUSG00000086805,4932443L11Rik,ENSMUSG00000086805
lENSMUSG00000086806,ENSMUSG00000086806,Gm13054,ENSMUSG00000086806
lENSMUSG00000086807,ENSMUSG00000086807,Platr21,ENSMUSG00000086807
lENSMUSG00000086810,ENSMUSG00000086810,Gm13110,ENSMUSG00000086810
lENSMUSG00000086813,ENSMUSG00000086813,Gm13657,ENSMUSG00000086813
lENSMUSG00000086814,ENSMUSG00000086814,Gm15677,ENSMUSG00000086814
lENSMUSG00000086817,ENSMUSG00000086817,Gm11482,ENSMUSG00000086817
lENSMUSG00000086818,ENSMUSG00000086818,Ctrcos,ENSMUSG00000086818
lENSMUSG00000086819,ENSMUSG00000086819,Gm13613,ENSMUSG00000086819
lENSMUSG00000086820,ENSMUSG00000086820,Gm11465,ENSMUSG00000086820
lENSMUSG00000086821,ENSMUSG00000086821,Gm13377;ENSMUSG00000086821,ENSMUSG00000086821
lENSMUSG00000086822,ENSMUSG00000086822,5330413P13Rik,ENSMUSG00000086822
lENSMUSG00000086823,ENSMUSG00000086823,1700028P15Rik,ENSMUSG00000086823
lENSMUSG00000086825,ENSMUSG00000086825,Gm15675,ENSMUSG00000086825
lENSMUSG00000086831,ENSMUSG00000086831,Gm14280,ENSMUSG00000086831
lENSMUSG00000086833,ENSMUSG00000086833,Gm12440,ENSMUSG00000086833
lENSMUSG00000086834,ENSMUSG00000086834,Gm14547,ENSMUSG00000086834
lENSMUSG00000086836,ENSMUSG00000086836,Gm13748,ENSMUSG00000086836
lENSMUSG00000086840,ENSMUSG00000086840,Gm14250,ENSMUSG00000086840
lENSMUSG00000086842,ENSMUSG00000086842,Gm15681,ENSMUSG00000086842
lENSMUSG00000086843,ENSMUSG00000086843,E030013I19Rik,ENSMUSG00000086843
lENSMUSG00000086844,ENSMUSG00000086844,B230206H07Rik,ENSMUSG00000086844
lENSMUSG00000086845,ENSMUSG00000086845,Gm13010,ENSMUSG00000086845
lENSMUSG00000086847,ENSMUSG00000086847,Tbx3os2,ENSMUSG00000086847
lENSMUSG00000086849,ENSMUSG00000086849,Gm13840,ENSMUSG00000086849
lENSMUSG00000086850,ENSMUSG00000086850,Gm13257,ENSMUSG00000086850
lENSMUSG00000086854,ENSMUSG00000086854,Gm13781,ENSMUSG00000086854
lENSMUSG00000086856,ENSMUSG00000086856,Gm16080,ENSMUSG00000086856
lENSMUSG00000086862,ENSMUSG00000086862,Gm13546,ENSMUSG00000086862
lENSMUSG00000086863,ENSMUSG00000086863,Gm15543,ENSMUSG00000086863
