lncRNA_id,protein,edge_weight
lNONMMUG042065,Fus,1
lNONMMUG042065,Upf1,1
lNONMMUG042069,AGO2,1
lNONMMUG042069,Fus,2
lNONMMUG042069,PSPC1,1
lNONMMUG042069,Pou5f1,1
lNONMMUG042069,RFOX2,1
lNONMMUG042069,TIA1,1
lNONMMUG042069,Tdp43,1
lNONMMUG042072,Fus,1
lNONMMUG042072,Tdp43,1
lNONMMUG042073,Fus,2
lNONMMUG042073,Tdp43,1
lNONMMUG042073,Upf1,1
lNONMMUG042074,Fus,2
lNONMMUG042074,JARID2,1
lNONMMUG042074,Tdp43,1
lNONMMUG042075,Ezh2,1
lNONMMUG042075,Fus,2
lNONMMUG042075,Tdp43,1
lNONMMUG042075,Upf1,1
lNONMMUG042076,Fus,1
lNONMMUG042077,Fus,1
lNONMMUG042081,Fus,2
lNONMMUG042081,Tdp43,1
lNONMMUG042082,Tdp43,1
lNONMMUG042084,Fus,1
lNONMMUG042084,Tdp43,1
lNONMMUG042086,Fus,1
lNONMMUG042087,Fus,1
lNONMMUG042087,Tdp43,1
lNONMMUG042088,Fus,1
lNONMMUG042088,Tdp43,1
lNONMMUG042088,Upf1,1
lNONMMUG042089,Tdp43,1
lNONMMUG042090,Fus,1
lNONMMUG042090,Tdp43,1
lNONMMUG042091,Fus,1
lNONMMUG042091,Tdp43,1
lNONMMUG042092,Fus,1
lNONMMUG042092,Tardbp,1
lNONMMUG042092,Tdp43,1
lNONMMUG042093,Fus,1
lNONMMUG042093,Upf1,1
lNONMMUG042094,Tdp43,1
lNONMMUG042094,Upf1,1
lNONMMUG042095,FMRP,1
lNONMMUG042095,Fus,1
lNONMMUG042096,Fus,2
lNONMMUG042096,Tdp43,1
lNONMMUG042097,Fus,1
lNONMMUG042097,Tdp43,1
lNONMMUG042098,Fus,2
lNONMMUG042098,Tdp43,1
lNONMMUG042099,Fus,2
lNONMMUG042099,Tdp43,1
lNONMMUG042099,Upf1,1
lNONMMUG042100,Fus,2
lNONMMUG042100,Tdp43,1
lNONMMUG042102,Fus,2
lNONMMUG042102,Tdp43,1
lNONMMUG042103,Fus,2
lNONMMUG042103,Tdp43,1
lNONMMUG042104,FMRP,1
lNONMMUG042104,Fus,2
lNONMMUG042104,Rbfox3,1
lNONMMUG042104,Tdp43,1
lNONMMUG042104,Upf1,1
lNONMMUG042105,Fus,2
lNONMMUG042105,Tdp43,1
lNONMMUG042106,Fus,2
lNONMMUG042106,Tdp43,1
lNONMMUG042107,Fus,2
lNONMMUG042108,Fus,1
lNONMMUG042108,Tdp43,1
lNONMMUG042109,Fus,2
lNONMMUG042110,Fus,2
lNONMMUG042110,Tdp43,1
lNONMMUG042111,Fus,2
lNONMMUG042111,Tdp43,1
lNONMMUG042112,Fus,2
lNONMMUG042112,Tdp43,1
lNONMMUG042113,Fus,1
lNONMMUG042118,Fus,2
lNONMMUG042118,Tdp43,1
lNONMMUG042119,Fus,2
lNONMMUG042119,Tdp43,1
lNONMMUG042120,Fus,2
lNONMMUG042120,Tdp43,1
lNONMMUG042121,Fus,2
lNONMMUG042121,Tdp43,1
lNONMMUG042121,Upf1,1
lNONMMUG042122,Upf1,1
lNONMMUG042123,Fus,1
lNONMMUG042123,Tdp43,1
lNONMMUG042124,Fus,1
lNONMMUG042124,Tdp43,1
lNONMMUG042125,Fus,1
lNONMMUG042126,Fus,2
lNONMMUG042127,Fus,1
lNONMMUG042127,Tdp43,1
lNONMMUG042127,Upf1,1
lNONMMUG042128,Fus,1
lNONMMUG042132,FMRP,1
lNONMMUG042132,Fus,2
lNONMMUG042132,JARID2,1
lNONMMUG042132,PABPC1,1
lNONMMUG042132,Tdp43,1
lNONMMUG042132,Upf1,1
lNONMMUG042133,Fus,2
lNONMMUG042133,Tdp43,1
lNONMMUG042134,Tdp43,1
lNONMMUG042135,Fus,1
lNONMMUG042136,FMRP,1
lNONMMUG042136,Tdp43,1
lNONMMUG042137,FMRP,1
lNONMMUG042137,Fus,2
lNONMMUG042137,Tardbp,1
lNONMMUG042137,Tdp43,1
lNONMMUG042137,Upf1,1
lNONMMUG042138,Fus,2
lNONMMUG042138,Tdp43,1
lNONMMUG042139,Fus,1
lNONMMUG042140,FMRP,1
lNONMMUG042140,Fus,2
lNONMMUG042140,Tdp43,1
lNONMMUG042140,Upf1,1
lNONMMUG042142,Fus,1
lNONMMUG042143,Celf1,2
lNONMMUG042143,Fus,1
lNONMMUG042143,Tdp43,1
lNONMMUG042144,Celf1,2
lNONMMUG042144,Fus,2
lNONMMUG042144,Tdp43,1
lNONMMUG042144,Upf1,1
lNONMMUG042145,Celf1,2
lNONMMUG042145,FMRP,1
lNONMMUG042145,Fus,1
lNONMMUG042145,JARID2,1
lNONMMUG042145,Tdp43,1
lNONMMUG042145,Upf1,1
lNONMMUG042147,Ezh2,1
lNONMMUG042147,Fus,2
lNONMMUG042147,Tdp43,1
lNONMMUG042148,Tdp43,1
lNONMMUG042151,Fus,1
lNONMMUG042151,RFOX2,1
lNONMMUG042151,Tdp43,1
lNONMMUG042151,Upf1,1
lNONMMUG042153,Fus,1
lNONMMUG042153,Tdp43,1
lNONMMUG042154,Fus,1
lNONMMUG042157,FMRP,1
lNONMMUG042158,FMRP,1
lNONMMUG042158,Upf1,1
lNONMMUG042159,Fus,1
lNONMMUG042159,Tdp43,1
lNONMMUG042160,Fus,1
lNONMMUG042160,JARID2,1
lNONMMUG042160,Tdp43,1
lNONMMUG042160,Upf1,1
lNONMMUG042161,Ezh2,1
lNONMMUG042161,Fus,1
lNONMMUG042161,JARID2,1
lNONMMUG042161,Upf1,1
lNONMMUG042162,Ezh2,1
lNONMMUG042162,Fus,1
lNONMMUG042162,JARID2,1
lNONMMUG042162,Mbnl1,1
lNONMMUG042162,Tdp43,1
lNONMMUG042162,Upf1,1
lNONMMUG042163,FMRP,1
lNONMMUG042163,Fus,2
lNONMMUG042163,Tdp43,1
lNONMMUG042164,AGO1,1
lNONMMUG042164,AGO2,1
lNONMMUG042164,AGO4,1
lNONMMUG042164,DAZL,1
lNONMMUG042164,FMRP,1
lNONMMUG042164,Fus,2
lNONMMUG042164,KPYM,1
lNONMMUG042164,Nova1,1
lNONMMUG042164,PABP1,1
lNONMMUG042164,RBM10,1
lNONMMUG042164,RFOX2,1
lNONMMUG042164,SFPQ,1
lNONMMUG042164,TIA1,1
lNONMMUG042164,Tdp43,1
lNONMMUG042170,AGO2,1
lNONMMUG042170,FMRP,1
lNONMMUG042170,Fus,2
lNONMMUG042170,Nova1,1
lNONMMUG042170,Tdp43,1
lNONMMUG042170,Upf1,1
lNONMMUG042173,FMRP,1
lNONMMUG042173,Fus,2
lNONMMUG042173,Tdp43,1
lNONMMUG042174,Fus,2
lNONMMUG042174,Tdp43,1
lNONMMUG042175,Fus,2
lNONMMUG042175,Tdp43,1
lNONMMUG042176,Fus,2
lNONMMUG042176,Tdp43,1
lNONMMUG042177,Fus,2
lNONMMUG042177,Tdp43,1
lNONMMUG042178,Fus,2
lNONMMUG042178,Tdp43,1
lNONMMUG042179,Fus,2
lNONMMUG042179,Tdp43,1
lNONMMUG042180,Fus,2
lNONMMUG042180,Rbfox3,1
lNONMMUG042180,Tdp43,1
lNONMMUG042180,Upf1,1
lNONMMUG042187,Fus,1
lNONMMUG042189,Upf1,1
lNONMMUG042190,FMRP,1
lNONMMUG042193,FMRP,1
lNONMMUG042195,Fus,2
lNONMMUG042195,Tdp43,1
lNONMMUG042195,Upf1,1
lNONMMUG042196,Celf1,1
lNONMMUG042196,FMRP,1
lNONMMUG042196,Fus,1
lNONMMUG042196,Tdp43,1
lNONMMUG042196,Upf1,1
lNONMMUG042197,FMRP,1
lNONMMUG042197,Fus,1
lNONMMUG042200,Fus,1
lNONMMUG042202,Celf1,1
lNONMMUG042202,Fus,1
lNONMMUG042202,Tdp43,1
lNONMMUG042202,Upf1,1
lNONMMUG042203,Celf1,2
lNONMMUG042203,Ezh2,1
lNONMMUG042203,FMRP,1
lNONMMUG042203,Fus,2
lNONMMUG042203,PABPC1,1
lNONMMUG042203,Tdp43,1
lNONMMUG042205,Adenomatous polyposis coli (APC),1
lNONMMUG042205,Celf1,2
lNONMMUG042205,FMRP,1
lNONMMUG042205,Mbnl1,2
lNONMMUG042205,Upf1,1
lNONMMUG042206,Fus,1
lNONMMUG042206,Upf1,1
lNONMMUG042207,Fus,2
lNONMMUG042207,Tdp43,1
lNONMMUG042209,Fus,2
lNONMMUG042209,Tdp43,1
lNONMMUG042210,Fus,2
lNONMMUG042210,JARID2,1
lNONMMUG042210,Tdp43,1
lNONMMUG042211,Ezh2,1
lNONMMUG042211,FMRP,1
lNONMMUG042211,Fus,2
lNONMMUG042211,JARID2,1
lNONMMUG042211,PABPC1,1
lNONMMUG042211,Tdp43,1
lNONMMUG042211,Upf1,1
lNONMMUG042212,FMRP,1
lNONMMUG042212,Fus,2
lNONMMUG042212,PABPC1,1
lNONMMUG042212,Tdp43,1
lNONMMUG042213,FMRP,1
lNONMMUG042213,Fus,2
lNONMMUG042213,JARID2,1
lNONMMUG042213,Tdp43,1
lNONMMUG042213,Upf1,1
lNONMMUG042214,Fus,2
lNONMMUG042214,JARID2,1
lNONMMUG042214,Tdp43,1
lNONMMUG042214,Upf1,1
lNONMMUG042215,Fus,2
lNONMMUG042215,Tdp43,1
lNONMMUG042215,Upf1,1
lNONMMUG042216,Tdp43,1
lNONMMUG042216,Upf1,1
lNONMMUG042217,Fus,1
lNONMMUG042217,Tdp43,1
lNONMMUG042218,FMRP,1
lNONMMUG042218,Fus,2
lNONMMUG042218,PABPC1,1
lNONMMUG042218,Tdp43,1
lNONMMUG042219,Fus,2
lNONMMUG042219,Nova1,1
lNONMMUG042219,Tdp43,1
lNONMMUG042220,Fus,2
lNONMMUG042220,Tdp43,1
lNONMMUG042221,Fus,1
lNONMMUG042221,Tdp43,1
lNONMMUG042222,Fus,2
lNONMMUG042222,Tdp43,1
lNONMMUG042223,Fus,2
lNONMMUG042223,Tdp43,1
lNONMMUG042223,Upf1,1
lNONMMUG042224,Cpsf6,1
lNONMMUG042224,FMRP,1
lNONMMUG042224,Fus,2
lNONMMUG042224,JARID2,1
lNONMMUG042224,Mbnl1,1
lNONMMUG042224,PABPC1,1
lNONMMUG042224,Tdp43,1
lNONMMUG042224,Upf1,1
lNONMMUG042225,Fus,1
lNONMMUG042225,Tdp43,1
lNONMMUG042228,Fus,1
lNONMMUG042232,Celf1,1
lNONMMUG042232,Upf1,1
lNONMMUG042234,Tdp43,1
lNONMMUG042235,FMRP,1
lNONMMUG042235,Fus,2
lNONMMUG042235,Tdp43,1
lNONMMUG042236,AGO1,1
lNONMMUG042236,AGO2,3
lNONMMUG042236,AGO4,1
lNONMMUG042236,Celf1,2
lNONMMUG042236,Elavl1,1
lNONMMUG042236,FMRP,1
lNONMMUG042236,Fus,2
lNONMMUG042236,JARID2,1
lNONMMUG042236,KPYM,1
lNONMMUG042236,PABP1,1
lNONMMUG042236,Pou5f1,1
lNONMMUG042236,Ptbp2,1
lNONMMUG042236,QKI,1
lNONMMUG042236,RFOX2,1
lNONMMUG042236,SFPQ,1
lNONMMUG042236,TIA1,1
lNONMMUG042236,TTP,1
lNONMMUG042236,TYY1,1
lNONMMUG042236,Tdp43,1
lNONMMUG042236,Upf1,1
lNONMMUG042236,VIGLN,1
lNONMMUG042237,Fus,2
lNONMMUG042237,Tdp43,1
lNONMMUG042238,FMRP,1
lNONMMUG042238,Upf1,1
lNONMMUG042239,Fus,2
lNONMMUG042239,Tdp43,1
lNONMMUG042241,FMRP,1
lNONMMUG042241,Fus,2
lNONMMUG042241,PABPC1,1
lNONMMUG042241,Tdp43,1
lNONMMUG042241,Upf1,1
lNONMMUG042242,Celf1,1
lNONMMUG042242,Fus,1
lNONMMUG042242,Tdp43,1
lNONMMUG042242,Upf1,1
lNONMMUG042243,FMRP,1
lNONMMUG042243,Fus,2
lNONMMUG042246,Celf1,1
lNONMMUG042246,Fus,2
lNONMMUG042247,FMRP,1
lNONMMUG042247,Fus,1
lNONMMUG042247,Tdp43,1
lNONMMUG042248,Fus,2
lNONMMUG042248,JARID2,1
lNONMMUG042248,Tdp43,1
lNONMMUG042248,Upf1,1
lNONMMUG042249,Fus,2
lNONMMUG042249,Tdp43,1
lNONMMUG042249,Upf1,1
lNONMMUG042250,Fus,2
lNONMMUG042250,PABPC1,1
lNONMMUG042250,Tdp43,1
lNONMMUG042251,Fus,2
lNONMMUG042251,Tardbp,1
lNONMMUG042251,Tdp43,1
lNONMMUG042254,Tdp43,1
lNONMMUG042256,Tdp43,1
lNONMMUG042257,Fus,2
lNONMMUG042257,Tdp43,1
lNONMMUG042257,Upf1,1
lNONMMUG042258,Fus,2
lNONMMUG042258,Tdp43,1
lNONMMUG042263,FMRP,1
lNONMMUG042263,Fus,2
lNONMMUG042263,PABPC1,1
lNONMMUG042263,Tdp43,1
lNONMMUG042263,Upf1,1
lNONMMUG042264,FMRP,1
lNONMMUG042264,Fus,2
lNONMMUG042264,Tdp43,1
lNONMMUG042264,Upf1,1
lNONMMUG042265,Fus,2
lNONMMUG042265,Tdp43,1
lNONMMUG042266,Fus,2
lNONMMUG042266,Tardbp,1
lNONMMUG042266,Tdp43,1
lNONMMUG042267,Fus,1
lNONMMUG042267,Upf1,1
lNONMMUG042268,Celf1,1
lNONMMUG042268,FMRP,1
lNONMMUG042268,Fus,2
lNONMMUG042268,PABPC1,1
lNONMMUG042268,Tdp43,1
lNONMMUG042268,Upf1,1
lNONMMUG042269,Tdp43,1
lNONMMUG042270,Fus,1
lNONMMUG042270,JARID2,1
lNONMMUG042270,Tdp43,1
lNONMMUG042272,Tdp43,1
lNONMMUG042272,Upf1,1
lNONMMUG042274,Fus,2
lNONMMUG042274,Tdp43,1
lNONMMUG042275,Celf1,1
lNONMMUG042275,FMRP,1
lNONMMUG042275,Fus,2
lNONMMUG042275,Tdp43,1
lNONMMUG042275,Upf1,1
lNONMMUG042278,Upf1,1
lNONMMUG042279,Celf1,2
lNONMMUG042279,FMRP,1
lNONMMUG042279,Fus,1
lNONMMUG042279,PABPC1,1
lNONMMUG042279,Tdp43,1
lNONMMUG042280,Celf1,1
lNONMMUG042280,FMRP,1
lNONMMUG042280,Fus,1
lNONMMUG042280,JARID2,1
lNONMMUG042280,Upf1,1
lNONMMUG042281,Fus,1
lNONMMUG042282,Fus,1
lNONMMUG042282,Tdp43,1
lNONMMUG042283,FMRP,1
lNONMMUG042283,Tdp43,1
lNONMMUG042284,Fus,1
lNONMMUG042285,Fus,2
lNONMMUG042285,Tdp43,1
lNONMMUG042286,Fus,1
lNONMMUG042287,Tdp43,1
lNONMMUG042288,Fus,1
lNONMMUG042288,Upf1,1
lNONMMUG042290,Fus,1
lNONMMUG042290,Tdp43,1
lNONMMUG042295,Fus,1
lNONMMUG042297,Celf1,2
lNONMMUG042297,DAZL,1
lNONMMUG042297,Elavl1,1
lNONMMUG042297,FMRP,1
lNONMMUG042297,Fus,2
lNONMMUG042297,KPYM,1
lNONMMUG042297,PABP1,1
lNONMMUG042297,PSPC1,1
lNONMMUG042297,Pou5f1,1
lNONMMUG042297,RBM10,1
lNONMMUG042297,RFOX2,1
lNONMMUG042297,SFPQ,1
lNONMMUG042297,TIA1,1
lNONMMUG042297,Tdp43,1
lNONMMUG042298,Celf1,1
lNONMMUG042298,FMRP,1
lNONMMUG042298,Fus,2
lNONMMUG042298,Tdp43,1
lNONMMUG042298,Upf1,1
lNONMMUG042300,Fus,1
lNONMMUG042300,Tdp43,1
lNONMMUG042302,Fus,1
lNONMMUG042302,Upf1,1
lNONMMUG042305,Upf1,1
lNONMMUG042306,Tdp43,1
lNONMMUG042307,Fus,2
lNONMMUG042307,Tdp43,1
lNONMMUG042308,Celf1,1
lNONMMUG042308,Fus,1
lNONMMUG042309,Celf1,1
lNONMMUG042309,Fus,2
lNONMMUG042309,Tdp43,1
lNONMMUG042310,Celf1,3
lNONMMUG042310,FMRP,1
lNONMMUG042310,Fus,1
lNONMMUG042310,Tdp43,1
lNONMMUG042310,Upf1,1
lNONMMUG042311,Fus,1
lNONMMUG042312,Fus,1
lNONMMUG042312,Tdp43,1
lNONMMUG042314,Fus,1
lNONMMUG042314,Tdp43,1
lNONMMUG042315,Fus,1
lNONMMUG042315,Tdp43,1
lNONMMUG042316,Fus,2
lNONMMUG042316,Tdp43,1
lNONMMUG042317,Fus,2
lNONMMUG042317,Tdp43,1
lNONMMUG042318,FMRP,1
lNONMMUG042318,Fus,2
lNONMMUG042318,Tdp43,1
lNONMMUG042319,Fus,2
lNONMMUG042319,Tdp43,1
lNONMMUG042319,Upf1,1
lNONMMUG042320,Fus,2
lNONMMUG042321,Celf1,1
lNONMMUG042321,Fus,2
lNONMMUG042321,Tdp43,1
lNONMMUG042322,Fus,2
lNONMMUG042323,Fus,2
lNONMMUG042326,Fus,2
lNONMMUG042326,Tdp43,1
lNONMMUG042327,Fus,1
lNONMMUG042329,Fus,1
lNONMMUG042332,Fus,2
lNONMMUG042332,Tdp43,1
lNONMMUG042333,Celf1,2
lNONMMUG042333,FMRP,1
lNONMMUG042333,Fus,2
lNONMMUG042333,PABPC1,1
lNONMMUG042333,Tdp43,1
lNONMMUG042333,Upf1,1
lNONMMUG042334,Fus,2
lNONMMUG042335,Fus,1
lNONMMUG042336,Fus,2
lNONMMUG042336,Tdp43,1
lNONMMUG042337,Celf1,2
lNONMMUG042337,Fus,2
lNONMMUG042337,Tdp43,1
lNONMMUG042338,Tdp43,1
lNONMMUG042340,FMRP,1
lNONMMUG042340,Fus,2
lNONMMUG042340,JARID2,1
lNONMMUG042340,Tdp43,1
lNONMMUG042340,Upf1,1
lNONMMUG042343,Fus,2
lNONMMUG042343,Tdp43,1
lNONMMUG042344,Fus,2
lNONMMUG042344,Tdp43,1
lNONMMUG042345,Fus,2
lNONMMUG042345,Pou5f1,1
lNONMMUG042345,SFPQ,1
lNONMMUG042346,Fus,2
lNONMMUG042346,Tdp43,1
lNONMMUG042347,FMRP,1
lNONMMUG042347,Fus,1
lNONMMUG042349,Fus,2
lNONMMUG042349,Tdp43,1
lNONMMUG042350,Fus,2
lNONMMUG042350,Tardbp,1
lNONMMUG042350,Tdp43,1
lNONMMUG042351,Fus,2
lNONMMUG042351,Tardbp,1
lNONMMUG042351,Tdp43,1
lNONMMUG042353,FMRP,1
lNONMMUG042353,Fus,2
lNONMMUG042353,Tdp43,1
lNONMMUG042353,Upf1,1
lNONMMUG042354,Fus,1
lNONMMUG042355,FMRP,1
lNONMMUG042355,Fus,2
lNONMMUG042355,Nova1,1
lNONMMUG042355,Tardbp,1
lNONMMUG042355,Tdp43,1
lNONMMUG042357,Fus,2
lNONMMUG042357,Tdp43,1
lNONMMUG042358,Fus,2
lNONMMUG042358,Pou5f1,1
lNONMMUG042358,RFOX2,1
lNONMMUG042358,Tdp43,1
lNONMMUG042359,Fus,2
lNONMMUG042359,Tdp43,1
lNONMMUG042360,Fus,2
lNONMMUG042360,Tdp43,1
lNONMMUG042361,Fus,2
lNONMMUG042361,Tdp43,1
lNONMMUG042362,Fus,2
lNONMMUG042362,Tardbp,1
lNONMMUG042362,Tdp43,1
lNONMMUG042363,Fus,2
lNONMMUG042363,Nova1,1
lNONMMUG042363,Tardbp,1
lNONMMUG042363,Tdp43,1
lNONMMUG042364,Fus,2
lNONMMUG042364,Tdp43,1
lNONMMUG042364,Upf1,1
lNONMMUG042365,Cpsf6,1
lNONMMUG042365,FMRP,1
lNONMMUG042365,Fus,2
lNONMMUG042365,Mbnl1,1
lNONMMUG042365,Rbfox3,1
lNONMMUG042365,Tdp43,1
lNONMMUG042365,Upf1,1
lNONMMUG042366,Fus,2
lNONMMUG042366,Tdp43,1
lNONMMUG042367,Fus,2
lNONMMUG042367,RFOX2,1
lNONMMUG042367,Tdp43,1
lNONMMUG042368,Fus,2
lNONMMUG042368,Tdp43,1
lNONMMUG042369,Fus,2
lNONMMUG042369,Tdp43,1
lNONMMUG042370,Fus,2
lNONMMUG042370,Tdp43,1
lNONMMUG042371,Fus,2
lNONMMUG042371,Tardbp,1
lNONMMUG042371,Tdp43,1
lNONMMUG042376,Fus,2
lNONMMUG042376,Tdp43,1
lNONMMUG042377,Fus,2
lNONMMUG042377,Tdp43,1
lNONMMUG042378,Fus,1
lNONMMUG042378,Tdp43,1
lNONMMUG042379,Fus,2
lNONMMUG042379,Tdp43,1
lNONMMUG042379,Upf1,1
lNONMMUG042380,Celf1,2
lNONMMUG042380,Fus,1
lNONMMUG042380,JARID2,1
lNONMMUG042380,PABPC1,1
lNONMMUG042380,Tdp43,1
lNONMMUG042380,Upf1,1
lNONMMUG042384,Fus,1
lNONMMUG042384,Tdp43,1
lNONMMUG042394,Tdp43,1
lNONMMUG042396,Tdp43,1
lNONMMUG042397,Fus,2
lNONMMUG042397,Tdp43,1
lNONMMUG042397,Upf1,1
lNONMMUG042398,Fus,2
lNONMMUG042398,Tdp43,1
lNONMMUG042400,Fus,2
lNONMMUG042400,Tdp43,1
lNONMMUG042403,Celf1,1
lNONMMUG042403,Tdp43,1
lNONMMUG042405,Fus,2
lNONMMUG042406,Fus,2
lNONMMUG042407,Fus,1
lNONMMUG042408,Celf1,2
lNONMMUG042408,FMRP,1
lNONMMUG042408,Fus,1
lNONMMUG042408,Tdp43,1
lNONMMUG042414,Tdp43,1
lNONMMUG042418,FMRP,1
lNONMMUG042418,Tdp43,1
lNONMMUG042420,Tdp43,1
lNONMMUG042424,Upf1,1
lNONMMUG042425,Upf1,1
lNONMMUG042427,Upf1,1
lNONMMUG042428,Fus,2
lNONMMUG042428,Tdp43,1
lNONMMUG042428,Upf1,1
lNONMMUG042429,Fus,2
lNONMMUG042429,Mbnl1,1
lNONMMUG042429,Tardbp,1
lNONMMUG042429,Tdp43,1
lNONMMUG042429,Upf1,1
lNONMMUG042430,Fus,2
lNONMMUG042430,Tdp43,1
lNONMMUG042430,Upf1,1
lNONMMUG042431,Fus,2
lNONMMUG042431,Tdp43,1
lNONMMUG042431,Upf1,1
lNONMMUG042432,Celf1,1
lNONMMUG042432,FMRP,1
lNONMMUG042432,Fus,2
lNONMMUG042432,Tdp43,1
lNONMMUG042432,Upf1,1
lNONMMUG042433,Fus,2
lNONMMUG042433,Tdp43,1
lNONMMUG042433,Upf1,1
lNONMMUG042434,Fus,2
lNONMMUG042434,Tdp43,1
lNONMMUG042434,Upf1,1
lNONMMUG042435,Fus,2
lNONMMUG042435,Upf1,1
lNONMMUG042436,Fus,2
lNONMMUG042436,Mbnl1,1
lNONMMUG042436,Tdp43,1
lNONMMUG042436,Upf1,1
lNONMMUG042437,Celf1,1
lNONMMUG042437,Fus,2
lNONMMUG042437,Tdp43,1
lNONMMUG042437,Upf1,1
lNONMMUG042438,Fus,2
lNONMMUG042438,Tdp43,1
lNONMMUG042438,Upf1,1
lNONMMUG042439,Fus,2
lNONMMUG042439,Tdp43,1
lNONMMUG042439,Upf1,1
lNONMMUG042440,Fus,2
lNONMMUG042440,Tardbp,1
lNONMMUG042440,Tdp43,1
lNONMMUG042440,Upf1,1
lNONMMUG042441,Fus,2
lNONMMUG042441,Tdp43,1
lNONMMUG042442,Fus,2
lNONMMUG042443,Fus,1
lNONMMUG042443,Tdp43,1
lNONMMUG042446,Fus,2
lNONMMUG042447,AGO1,1
lNONMMUG042447,AGO2,1
lNONMMUG042447,AGO4,1
lNONMMUG042447,FMRP,1
lNONMMUG042447,Fus,2
lNONMMUG042447,PABP1,1
lNONMMUG042447,PABPC1,1
lNONMMUG042447,Pou5f1,1
lNONMMUG042447,Ptbp2,1
lNONMMUG042447,RFOX2,1
lNONMMUG042447,SFPQ,1
lNONMMUG042447,TIA1,1
lNONMMUG042447,TTP,1
lNONMMUG042447,TYY1,1
lNONMMUG042447,Tdp43,1
lNONMMUG042448,Upf1,1
lNONMMUG042450,Fus,1
lNONMMUG042450,Upf1,1
lNONMMUG042451,Fus,2
lNONMMUG042451,Nova1,1
lNONMMUG042451,Tdp43,1
lNONMMUG042451,Upf1,1
lNONMMUG042459,Fus,1
lNONMMUG042459,Tdp43,1
lNONMMUG042460,Fus,1
lNONMMUG042460,Tdp43,1
lNONMMUG042461,Fus,1
lNONMMUG042461,Tdp43,1
lNONMMUG042466,Tdp43,1
lNONMMUG042468,Tdp43,1
lNONMMUG042473,Fus,1
lNONMMUG042473,Upf1,1
lNONMMUG042476,Ezh2,1
lNONMMUG042476,JARID2,1
lNONMMUG042476,Upf1,1
lNONMMUG042477,Fus,1
lNONMMUG042477,Tdp43,1
lNONMMUG042480,Celf1,2
lNONMMUG042480,FMRP,1
lNONMMUG042480,Fus,2
lNONMMUG042480,Tdp43,1
lNONMMUG042481,Fus,2
lNONMMUG042481,Tdp43,1
lNONMMUG042483,Celf1,1
lNONMMUG042483,Fus,2
lNONMMUG042483,Tdp43,1
lNONMMUG042484,Fus,2
lNONMMUG042484,Tdp43,1
lNONMMUG042485,Fus,2
lNONMMUG042486,Fus,2
lNONMMUG042486,Tdp43,1
lNONMMUG042487,Fus,2
lNONMMUG042487,Tardbp,1
lNONMMUG042487,Tdp43,1
lNONMMUG042489,Fus,1
lNONMMUG042492,Fus,1
lNONMMUG042492,Tdp43,1
lNONMMUG042493,Fus,1
lNONMMUG042493,Tdp43,1
lNONMMUG042494,Fus,1
lNONMMUG042494,Tdp43,1
lNONMMUG042495,Celf1,1
lNONMMUG042495,Fus,2
lNONMMUG042495,Tdp43,1
lNONMMUG042496,Fus,1
lNONMMUG042497,FMRP,1
lNONMMUG042497,Fus,1
lNONMMUG042499,FMRP,1
lNONMMUG042499,Upf1,1
lNONMMUG042500,Celf1,2
lNONMMUG042500,Ezh2,1
lNONMMUG042500,FMRP,1
lNONMMUG042500,Fus,2
lNONMMUG042500,JARID2,1
lNONMMUG042500,Tdp43,1
lNONMMUG042500,Upf1,1
lNONMMUG042501,Fus,2
lNONMMUG042501,JARID2,1
lNONMMUG042501,Tardbp,1
lNONMMUG042501,Tdp43,1
lNONMMUG042501,Upf1,1
lNONMMUG042508,Tdp43,1
lNONMMUG042508,Upf1,1
lNONMMUG042513,Ezh2,1
lNONMMUG042513,Fus,2
lNONMMUG042513,JARID2,1
lNONMMUG042513,Tdp43,1
lNONMMUG042513,Upf1,1
lNONMMUG042516,Fus,2
lNONMMUG042516,Tdp43,1
lNONMMUG042517,FMRP,1
lNONMMUG042517,Fus,2
lNONMMUG042517,Tdp43,1
lNONMMUG042519,-,1
lNONMMUG042519,AGO1,1
lNONMMUG042519,AGO2,1
lNONMMUG042519,AGO4,1
lNONMMUG042519,Celf1,1
lNONMMUG042519,FMRP,1
lNONMMUG042519,Fus,2
lNONMMUG042519,Pou5f1,1
lNONMMUG042519,Ptbp2,1
lNONMMUG042519,RFOX2,1
lNONMMUG042519,SFPQ,1
lNONMMUG042519,Tdp43,1
lNONMMUG042520,Celf1,1
lNONMMUG042520,Fus,2
lNONMMUG042520,Tdp43,1
lNONMMUG042521,Celf1,1
lNONMMUG042521,Fus,2
lNONMMUG042521,Tdp43,1
lNONMMUG042522,Fus,2
lNONMMUG042522,JARID2,1
lNONMMUG042522,Nova1,1
lNONMMUG042522,Tdp43,1
lNONMMUG042522,Upf1,1
lNONMMUG042523,Fus,1
lNONMMUG042523,Tdp43,1
lNONMMUG042524,Fus,1
lNONMMUG042528,Fus,2
lNONMMUG042528,TTP,1
lNONMMUG042529,FMRP,1
lNONMMUG042529,Fus,1
lNONMMUG042529,JARID2,1
lNONMMUG042529,RFOX2,1
lNONMMUG042529,Tdp43,1
lNONMMUG042529,Upf1,1
lNONMMUG042531,Ezh2,1
lNONMMUG042531,Fus,2
lNONMMUG042531,JARID2,1
lNONMMUG042531,Tdp43,1
lNONMMUG042531,Upf1,1
