Recall,Precision
1.0,0.5
1.0,0.5001548467017652
1.0,0.5003097893432465
1.0,0.500464828013635
0.9993808049535604,0.5003099814011159
0.9993808049535604,0.5004651162790698
0.9993808049535604,0.500620347394541
0.9993808049535604,0.5007756748371083
0.9993808049535604,0.5009310986964618
0.9993808049535604,0.5010866190624029
0.9993808049535604,0.5012422360248447
0.9993808049535604,0.5013979496738118
0.9993808049535604,0.5015537600994406
0.9993808049535604,0.5017096673919801
0.9993808049535604,0.5018656716417911
0.9993808049535604,0.5020217729393468
0.9993808049535604,0.5021779713752333
0.9993808049535604,0.5023342670401494
0.9993808049535604,0.5024906600249066
0.9993808049535604,0.5026471504204297
0.9993808049535604,0.502803738317757
0.9993808049535604,0.5029604238080398
0.9993808049535604,0.5031172069825436
0.9993808049535604,0.5032740879326474
0.9993808049535604,0.5034310667498441
0.9993808049535604,0.503588143525741
0.9993808049535604,0.5037453183520599
0.9993808049535604,0.5039025913206369
0.9993808049535604,0.5040599625234229
0.9993808049535604,0.5042174320524836
0.9993808049535604,0.504375
0.9993808049535604,0.5045326664582682
0.9993808049535604,0.5046904315196998
0.9993808049535604,0.5048482952768221
0.9993808049535604,0.5050062578222778
0.9993808049535604,0.5051643192488263
0.9993808049535604,0.5053224796493425
0.9993808049535604,0.505480739116818
0.9993808049535604,0.5056390977443609
0.9993808049535604,0.5057975556251959
0.9993808049535604,0.5059561128526646
0.9993808049535604,0.5061147695202258
0.9993808049535604,0.5062735257214555
0.9993808049535604,0.5064323815500471
0.9987616099071207,0.5062774639045825
0.9987616099071207,0.506436420722135
0.9987616099071207,0.5065954773869347
0.9981424148606811,0.5064404649701539
0.9981424148606811,0.5065996228786926
0.9981424148606811,0.506758880855077
0.9981424148606811,0.5069182389937107
0.9981424148606811,0.5070776973891161
0.9981424148606811,0.5072372561359345
0.9981424148606811,0.5073969153289266
0.9981424148606811,0.5075566750629723
0.9981424148606811,0.5077165354330708
0.9981424148606811,0.5078764965343415
0.9981424148606811,0.5080365584620233
0.9981424148606811,0.5081967213114754
0.9981424148606811,0.5083569851781772
0.9981424148606811,0.5085173501577287
0.9981424148606811,0.5086778163458504
0.9981424148606811,0.5088383838383839
0.9981424148606811,0.5089990527312914
0.9981424148606811,0.509159823120657
0.9981424148606811,0.5093206951026856
0.9981424148606811,0.5094816687737042
0.9981424148606811,0.5096427442301612
0.9981424148606811,0.5098039215686274
0.9981424148606811,0.5099652008857957
0.9981424148606811,0.5101265822784811
0.9981424148606811,0.5102880658436214
0.9981424148606811,0.5104496516782774
0.9981424148606811,0.5106113398796326
0.9981424148606811,0.5107731305449936
0.9981424148606811,0.5109350237717908
0.9981424148606811,0.5110970196575777
0.9981424148606811,0.5112591183000317
0.9981424148606811,0.5114213197969543
0.9981424148606811,0.511583624246271
0.9981424148606811,0.5117460317460317
0.9981424148606811,0.511908542394411
0.9981424148606811,0.5120711562897078
0.9981424148606811,0.5122338735303463
0.9981424148606811,0.512396694214876
0.9981424148606811,0.5125596184419714
0.9981424148606811,0.5127226463104325
0.9981424148606811,0.5128857779191854
0.9981424148606811,0.513049013367282
0.9981424148606811,0.5132123527539
0.9981424148606811,0.513375796178344
0.9981424148606811,0.5135393437400446
0.9981424148606811,0.5137029955385596
0.9981424148606811,0.5138667516735734
0.9981424148606811,0.514030612244898
0.9981424148606811,0.5141945773524721
0.9981424148606811,0.5143586470963625
0.9981424148606811,0.5145228215767634
