lncRNA_id,Score,Pre_Label
lNONHSAG022651,1.2986117973637277,1
lNONHSAG024903,1.306167425660087,1
lENSG00000259053,-0.6974856672641605,0
lNONHSAG017683,1.4258801317959944,1
lNONHSAG021359,1.4738656343081527,1
lNONHSAG026743,1.5744313609307459,1
lNONHSAG026091,1.1796252790154274,1
lNONHSAG075131,0.7251208306125666,1
lNONHSAG020390,0.8740684312027788,1
lNONHSAG044346,1.506501101746343,1
lNONHSAG030057,1.4324802991163437,1
lNONHSAG047182,1.440021050705556,1
lNONHSAG015969,1.3411040184455647,1
lNONHSAG000930,1.2055915566926694,1
lNONHSAG021404,1.7744942231533543,1
lNONHSAG018766,1.348376200131367,1
lNONHSAG047966,1.3320502239467462,1
lNONHSAG029628,1.3345257706843698,1
lNONHSAG027323,1.6223762637140213,1
lNONHSAG009222,1.44667102013172,1
lNONHSAG032803,1.002153130705706,1
lNONHSAG005237,1.3934637356801738,1
lNONHSAG017679,1.3919564290813349,1
lNONHSAG043770,2.1057655675131763,1
lNONHSAG018536,1.2795362979558838,1
lNONHSAG006173,1.2984875507456826,1
lENSG00000224078,0.1474249628378822,1
lNONHSAG025379,1.0731286501453838,1
lNONHSAG024913,1.1928425954171087,1
lNONHSAG002576,1.321432862420075,1
lNONHSAG025319,1.3984094636204958,1
lNONHSAG011125,1.2361196033934787,1
lNONHSAG030522,1.3030552261195076,1
lNONHSAG050514,1.2041522654835437,1
lRP11-106M3.2,1.4681386020332399,1
lNONHSAG073786,1.4131238117686937,1
lNONHSAG091452,0.6404078968219177,1
lNONHSAG037420,1.6935084363643882,1
lNONHSAG017827,1.5669731219955634,1
lNONHSAG036547,0.6455260354659532,1
lNONHSAG093517,0.9828179598044319,1
lENSG00000285646,-0.3540847155005104,0
lRP11-793H13.8,1.1603548260647139,1
lNONHSAG034326,1.306742310629549,1
lNONHSAG011785,1.3453005244536635,1
lNONHSAG032682,1.1972713674864455,1
lNONHSAG013808,0.8460797511818267,1
lNONHSAG026274,1.0945216821713961,1
lNONHSAG025992,1.3543185627302803,1
lNONHSAG009768,1.3545353227028665,1
lNONHSAG010986,1.3935122176465362,1
lNONHSAG012022,0.4707106154851738,1
lNONHSAG047097,1.245205112048469,1
lNONHSAG005019,1.055111117113479,1
lNONHSAG008914,1.3684937305514762,1
lNONHSAG034348,0.9586779423657935,1
lNONHSAG006227,1.161560514991705,1
lNONHSAG007631,2.001283971044871,1
lNONHSAG033216,1.4061104641897098,1
lNONHSAG005689,1.2669060440606734,1
lNONHSAG002701,1.3312462448888351,1
lSENP3-EIF4A1,1.415224960303437,1
lNONHSAG011291,1.64543409271504,1
lNONHSAG010319,1.4799514349207126,1
lENSG00000258017,-0.6946508058248765,0
lNONHSAG019106,1.3110423548550196,1
lNONHSAG020341,1.4223580674915675,1
lNONHSAG052943,1.0026087717107863,1
lNONHSAG033589,1.2169909304605433,1
lNONHSAG031060,1.1922346142339535,1
lNONHSAG041529,1.027670123755446,1
lNONHSAG047466,1.3480888346616275,1
lNONHSAG011446,1.3232972629654416,1
lNONHSAG018387,1.3520683396966584,1
lNONHSAG005114,1.5686061898005321,1
lNONHSAG024431,1.2876864980098435,1
lNONHSAG033657,1.2840038334532706,1
lNONHSAG084937,1.0093759423189863,1
lNONHSAG003068,1.2048765331597777,1
lNONHSAG045045,1.3498277420323817,1
lNONHSAG010313,1.2365106599942255,1
lNONHSAG048695,1.0041449194503067,1
lNONHSAG006678,1.2252141911064354,1
lNONHSAG047830,1.37315040966923,1
lNONHSAG026122,1.0825713680353415,1
lNONHSAG005499,1.5537680339234976,1
lNONHSAG051248,1.0683432189350022,1
lENSG00000270103,-0.4789660341034478,0
lNONHSAG048057,1.1244042294702985,1
lNONHSAG019861,1.2824875135263967,1
lNONHSAG033495,0.9957931704683683,1
lNONHSAG003074,1.2614805142682513,1
lNONHSAG055855,1.1037780241102517,1
lNONHSAG036415,1.3226932704483136,1
lNONHSAG003658,1.440870420776835,1
lNONHSAG007695,1.3271899781783452,1
lNONHSAG048172,1.2190280406839529,1
lNONHSAG050078,1.2615617601933167,1
lNONHSAG032053,1.378954599998838,1
lNONHSAG103285,1.3917377348917355,1
lNONHSAG029596,1.0334606592237057,1
lRP1-167A14.2,1.5007271554486494,1
lNONHSAG014875,1.9528939821364881,1
lNONHSAG040320,1.0303116999301931,1
lNONHSAG037765,1.555576244954949,1
lNONHSAG021678,1.2650225132763082,1
lNONHSAG021911,1.4814082638387633,1
lNONHSAG012529,1.0577555410941168,1
lNONHSAG014470,1.0229260475651993,1
lNONHSAG027686,1.7307136615004497,1
lNONHSAG026661,1.2468712925145944,1
lNONHSAG044875,0.919829690761789,1
lNONHSAG055124,1.456576188820363,1
lNONHSAG043479,1.4769604086046768,1
lNONHSAG034916,1.6385943077959642,1
lNONHSAG023418,1.1601140963175296,1
lNONHSAG011627,0.9282390104344541,1
lNONHSAG001278,1.4013061446031467,1
lNONHSAG049129,1.5005275497070225,1
lNONHSAG020372,1.2745277995851936,1
lNONHSAG025649,1.883122030087863,1
lNONHSAG083289,0.9168149692981021,1
lNONHSAG041899,1.5445344373407148,1
lNONHSAG022315,1.1782567023435382,1
lNONHSAG029377,1.463601888789452,1
lNONHSAG022030,1.3135003647283838,1
lNONHSAG019942,1.7375034189635938,1
lNONHSAG033937,1.3423800673802946,1
lNONHSAG000069,1.3569007422710637,1
lENSG00000279168,-0.3468679908960898,0
lAP000320.7,1.5376327354800807,1
lNONHSAG030227,1.497118998347128,1
lENSG00000258344,-0.4286079428843973,0
lENSG00000259001,-0.07233257088794154,0
lNONHSAG007119,1.4873210020728558,1
lNONHSAG072221,1.206495176113311,1
lNONHSAG016100,1.3769873468158553,1
lNONHSAG018057,1.364701129023607,1
lNONHSAG015904,1.3543378279577283,1
lRP11-216L13.18,1.1268069583015836,1
lNONHSAG014330,1.5540982397032836,1
lNONHSAG025051,1.3715014320891012,1
lNONHSAG025160,1.292027960937454,1
lNONHSAG014616,1.4523531106139518,1
lNONHSAG030193,1.6240104667398563,1
lNONHSAG036736,1.8059598236392174,1
lNONHSAG017686,1.5564661261911268,1
lNONHSAG023258,1.3236840500836262,1
lNONHSAG003633,1.4286279924911693,1
lNONHSAG034973,1.612148587593857,1
lNONHSAG048639,1.5553198404072646,1
lNONHSAG022595,1.4285036991604416,1
lHNRNPU-AS1,1.3056522871601337,1
lNONHSAG023028,1.4061666808546023,1
lNONHSAG020635,1.4994570212944929,1
lNONHSAG008113,1.452838113571974,1
lNONHSAG052055,1.159670132849111,1
lRP11-21J18.1,1.3570151281060414,1
lNONHSAG045099,1.490393268410732,1
lENSG00000283907,-0.700417583706346,0
lNONHSAG029906,1.9486711518477757,1
lENSG00000285565,-0.6190507720799233,0
lRNU11,1.5285268092807014,1
lSCARNA2,1.3302909715434827,1
lNONHSAG019852,1.309586430740127,1
lNONHSAG048201,1.3881408830150708,1
lNONHSAG034410,1.3437904439719763,1
lCTD-2184D3.5,1.4157668864068453,1
lNONHSAG040081,1.5303893729352374,1
lENSG00000258232,-0.7980772362019384,0
lNONHSAG004680,1.4099437183147074,1
lNONHSAG024778,1.4596244518450625,1
lNONHSAG047319,1.3728483545546566,1
lNONHSAG017344,1.2151542935542943,1
lNONHSAG043303,1.36969586067704,1
lNONHSAG031666,1.4894496843191343,1
lNONHSAG024483,1.2753129766106217,1
lNONHSAG026550,1.4366465973741147,1
lNONHSAG075003,0.9732402012426956,1
lNONHSAG039542,1.2569512530896576,1
lNONHSAG015215,1.5114762300840376,1
lNONHSAG026461,1.594080089082234,1
lNONHSAG070960,1.3178428761861953,1
lNONHSAG029503,1.586709343297115,1
lNONHSAG042138,1.0000823824875957,1
lNONHSAG016769,1.8215226559261262,1
lNONHSAG000386,1.4598481649086135,1
lNONHSAG087351,0.8770730441334299,1
lNONHSAG009182,1.6205034272482184,1
lNONHSAG037940,0.6000664642810655,1
lNONHSAG040784,1.232715759616628,1
lNONHSAG011071,1.2075518150644684,1
lNONHSAG029873,1.5062446829572922,1
lENSG00000275016,-0.410795436236082,0
lNONHSAG047260,1.5694441769877905,1
lNONHSAG024462,1.3780960068364418,1
lENSG00000175061,-0.5624602003711159,0
lNONHSAG101142,1.240519855509541,1
lNONHSAG020294,1.653894025015909,1
lNONHSAG039927,1.5716425252108164,1
lNONHSAG009415,1.459825568458351,1
lNONHSAG002881,1.3618145324582498,1
lNONHSAG019839,1.2380045682708185,1
lNONHSAG049421,1.5063294086129848,1
lNONHSAG017672,1.1829060770859008,1
lNONHSAG081451,1.1046502082619898,1
lNONHSAG015112,1.4329328829685948,1
lNONHSAG026523,1.4933889130368208,1
lNONHSAG029191,1.4707318490452872,1
lNONHSAG047847,1.47472583066827,1
lNONHSAG026712,1.4622370938243696,1
lNONHSAG035677,1.220185264956445,1
lNONHSAG063700,1.0003019813925276,1
lNONHSAG016894,1.408133382205655,1
lNONHSAG007353,1.5513492676984004,1
lNONHSAG029723,1.1898309591244818,1
lENSG00000214783,-0.3517653122229935,0
lNONHSAG014852,1.1164324456243446,1
lNONHSAG020996,1.518080557356067,1
lNONHSAG013786,1.3122175371800107,1
lNONHSAG016884,1.596948246982286,1
lNONHSAG034027,1.38007401987652,1
lNONHSAG053716,1.1956137054037952,1
lNONHSAG005734,0.6148397725324374,1
lNONHSAG001999,1.5147232773595856,1
lNONHSAG008921,1.4918321309676714,1
lENSG00000257322,-0.5464076427801894,0
lNONHSAG039631,1.1845926854271482,1
lNONHSAG035319,1.0755441909233037,1
lNONHSAG006204,1.2525477676112726,1
lNONHSAG048603,1.5590838861971066,1
lNONHSAG014473,1.6473824585077175,1
lNONHSAG052688,1.1510391213704927,1
lRP11-216L13.19,1.212199833936479,1
lNONHSAG048302,1.025388554983989,1
lRP11-478C19.2,1.3715256872239414,1
lNONHSAG009822,1.2785775827547554,1
lENSG00000273432,-0.32808126835861084,0
lNONHSAG099126,2.170527999473555,1
lNONHSAG027840,1.5098863359868524,1
lNONHSAG023032,1.4682578712302972,1
lNONHSAG047851,1.3457427228279166,1
lNONHSAG012604,1.3770263340547162,1
lNONHSAG040308,1.2909979509620335,1
lNONHSAG022287,1.27889277321195,1
lNONHSAG024863,1.4267652737592398,1
lCTD-2410N18.4,1.3767793150696623,1
lJRK,1.3409605668353146,1
lNONHSAG052891,1.5084556022039899,1
lNONHSAG047604,1.2885665821729613,1
lNONHSAG015119,0.7685495135421115,1
lNONHSAG038380,1.4510320768429938,1
lNONHSAG010543,1.2713742296284893,1
lNONHSAG025369,1.4524612202184115,1
lNONHSAG007282,0.6923117758204488,1
lNONHSAG026359,1.3790795192459426,1
lNONHSAG026053,1.5356758052639847,1
lNONHSAG042643,1.6583949377456877,1
lNONHSAG009706,1.3024116415914375,1
lNONHSAG052523,1.1849550963030953,1
lNONHSAG029003,1.6112487733176692,1
lNONHSAG025137,1.377807818940402,1
lNONHSAG002048,1.5266706184168992,1
lNONHSAG041178,1.5769631039188439,1
lNONHSAG031025,1.3002857395339031,1
lNONHSAG033692,0.9938812788211692,1
lNONHSAG046839,0.7009162755739772,1
lNONHSAG019011,1.2328265940324106,1
lNONHSAG025632,1.2049309396644028,1
lNONHSAG002978,1.3159474384515977,1
lNONHSAG004855,1.3918378642656632,1
lNONHSAG030588,1.3161122395414355,1
lNONHSAG053081,0.7723875428034276,1
lNONHSAG034527,1.1172152523462024,1
lNONHSAG005571,1.91969065663868,1
lNONHSAG048616,0.7599095652654685,1
lNONHSAG002027,1.2982477499436054,1
lNONHSAG007409,1.0695030172706872,1
lNONHSAG032383,1.6131348363256137,1
lNONHSAG017417,1.2016096037618307,1
lNONHSAG053515,1.4303112130572648,1
lNONHSAG094269,1.2655196897099397,1
lNONHSAG008727,1.1676378232048923,1
lNONHSAG019123,1.3698943915015729,1
lNONHSAG002731,0.6009489566092282,1
lNONHSAG019350,1.2995281339406866,1
lRP11-158I13.2,1.3638975010983385,1
lNONHSAG014904,0.5699194003907816,1
lENSG00000289474,-0.7030758095699821,0
lNONHSAG029952,1.5102138095192763,1
lNONHSAG008130,1.4853744594559952,1
lENSG00000257337,-0.70640632146309,0
lENSG00000273112,-0.6540263121002758,0
lNONHSAG008404,1.1968065204920095,1
lNONHSAG001968,1.5049641510575085,1
lNONHSAG030876,1.5352649141312842,1
lNONHSAG027679,1.0716064096937674,1
lNONHSAG021361,1.6851473288881378,1
lNONHSAG039865,1.3734945515514778,1
lAC015849.19,1.0638451242085947,1
lENSG00000231079,-0.7352906050109445,0
lNONHSAG011264,1.430716196401062,1
lNONHSAG047244,1.4070475545848815,1
lNONHSAG008349,1.1172578828808089,1
lNONHSAG087418,1.2743870955670586,1
lNONHSAG043427,1.1373682365762803,1
lNONHSAG015106,1.2264091837747038,1
lNONHSAG066995,1.236248161406042,1
lENSG00000235979,-0.44962904905665957,0
lNONHSAG050405,1.4747701397054818,1
lNONHSAG020304,1.5142356440949474,1
lNONHSAG009797,1.555029137149183,1
lNONHSAG013183,1.2603792485507554,1
lNONHSAG025026,1.2133440381546805,1
lNONHSAG026404,1.3134667292190456,1
lNONHSAG004746,1.2553843712116284,1
lNONHSAG037408,1.4700945356253063,1
lNONHSAG004457,1.483572009509441,1
lNONHSAG053763,1.5217054357353041,1
lNONHSAG037411,1.588314889799534,1
lNONHSAG013431,1.4016830823633204,1
lNONHSAG020951,1.638841628695407,1
lNONHSAG048617,1.5981203899900769,1
lNONHSAG017838,1.6451407249353456,1
lNONHSAG005891,1.3471776211854847,1
lNONHSAG077122,1.1823517157880632,1
lNONHSAG016603,1.5304141299177783,1
lNONHSAG002859,1.3042203550569162,1
lNONHSAG054937,1.2599220942083038,1
lNONHSAG024364,1.0674307584304015,1
lNONHSAG037137,1.5919003362498727,1
lNONHSAG053338,1.4903194440123562,1
lNONHSAG014189,1.48630904628088,1
lNONHSAG020474,1.5339079821748807,1
lNONHSAG042288,1.2330123630683185,1
lNONHSAG023049,1.000057871232198,1
lNONHSAG035049,1.3216739566155815,1
lENSG00000283696,-0.5823893903710633,0
lNONHSAG035023,1.3801478814886523,1
lNONHSAG026716,1.2038737912826436,1
lSNHG16,0.9582906597222997,1
lNONHSAG042245,1.5572389205089965,1
lNONHSAG026272,1.0964442597039499,1
lNONHSAG101507,1.2394852019830034,1
lNONHSAG054432,1.14125593070106,1
lNONHSAG041519,1.6774402185362471,1
lNONHSAG021329,1.4428844820181066,1
lNONHSAG014289,1.5296625813555016,1
lNONHSAG056029,0.2181776015953827,1
lRP11-6N17.9,1.271951951564931,1
lNONHSAG018463,1.4670721766632764,1
lNONHSAG034336,1.6680369817141445,1
lNONHSAG049031,1.4081423246514762,1
lNONHSAG016741,1.239311996541098,1
lNONHSAG048224,1.3765927695009705,1
lNONHSAG027247,1.2902720209335983,1
lNONHSAG018293,1.161165073875646,1
lENSG00000288700,-0.47052099751334236,0
lNONHSAG044916,1.6654299570424298,1
lNONHSAG048795,1.5261507809374995,1
lNONHSAG023018,1.0575301753021251,1
lNONHSAG031248,1.4592577956316708,1
lNONHSAG027675,0.05684171443954,1
lNONHSAG033298,1.3367317450303329,1
lNONHSAG038551,0.9637591049626163,1
lSNORD91A,1.376547697529626,1
lNONHSAG028424,1.4106126394260867,1
lRP11-517H2.6,1.2118536966738094,1
lNONHSAG022347,1.2108531529317124,1
lNONHSAG002883,1.3112030293403096,1
lNONHSAG011503,1.3367451343524284,1
lNONHSAG001344,1.0238802914327856,1
lRP11-618G20.1,1.436644876867974,1
lDYX1C1-CCPG1,1.4625614956799216,1
lNONHSAG025700,1.2390285971163437,1
lNONHSAG000443,1.3178225729312576,1
lNONHSAG084497,1.0211773505961088,1
lNONHSAG024350,1.2835355901693775,1
lNONHSAG030236,1.2315200203273982,1
lNONHSAG004902,1.1535306932501554,1
lSNORD87,1.1681276767857285,1
lNONHSAG030937,1.3052616258391576,1
lNONHSAG041670,1.465993646490519,1
lENSG00000286644,-0.664035518016332,0
lNONHSAG002408,1.2238289349094509,1
lNONHSAG018333,1.3866370189175603,1
lNONHSAG000195,1.5000342596415566,1
lRP1-283E3.8,1.1625510831658326,1
lNONHSAG055187,1.377508789305125,1
lENSG00000233421,-0.7141590054347376,0
lNONHSAG048159,1.1705281266655905,1
lNONHSAG026198,1.5146334529177308,1
lNONHSAG029042,1.2534661700460386,1
lNONHSAG036523,1.3374025984597182,1
lNONHSAG010366,1.3820501222931485,1
lNONHSAG032772,1.5001767676456814,1
lNONHSAG035164,1.0504936228942299,1
lRP11-77K12.8,1.4213337266588968,1
lNONHSAG037536,1.5491314497332733,1
lNONHSAG090333,1.079625501219212,1
lNONHSAG015692,1.211228355198314,1
lNONHSAG053503,1.2078827622699118,1
lNONHSAG054151,0.24674966223142547,1
lNONHSAG018244,1.6498954507844052,1
lNONHSAG035347,1.5467208634861036,1
lNONHSAG048826,1.1293403423446962,1
lNONHSAG052590,1.2444198341539456,1
lNONHSAG040843,1.3094516100548073,1
lNONHSAG028595,0.988856292167504,1
lNONHSAG013569,1.4259147961708134,1
lNONHSAG052155,0.627604107394594,1
lNONHSAG074661,0.48175296509912846,1
lNONHSAG021315,1.1733652394073215,1
lNONHSAG021557,1.510153426184881,1
lNONHSAG013825,1.421566708270512,1
lNONHSAG012313,1.3070842244723955,1
lNONHSAG053508,1.1744068218597494,1
lNONHSAG002393,1.5749370647037235,1
lNONHSAG004197,1.083430558250579,1
lNONHSAG000981,1.2859780984547848,1
lENSG00000265496,-0.812387868305402,0
lNONHSAG027451,0.04006629266483264,1
lNONHSAG021347,1.490819127569254,1
lNONHSAG001375,2.0118184300575486,1
lNONHSAG018904,1.2206001890478273,1
lNONHSAG017139,1.4992758674226776,1
lNONHSAG046847,1.2700538853907952,1
lNONHSAG034421,1.6078451573624757,1
