protein_a,protein_b,edge_weight
0610007P14Rik,Cfd,1
0610007P14Rik,Fndc5,1
0610010F05Rik,Cdkl5,1
0610010K14Rik,Atxn1,1
0610010K14Rik,Nanog,1
0610010K14Rik,Pou5f1,1
0610037L13Rik,Tmem173,1
1110001J03Rik,Cfd,1
1110001J03Rik,Fndc5,1
1110001J03Rik,Hnrnpd,1
1110004E09Rik,Lyn,1
1110004F10Rik,Aasdhppt,1
1110004F10Rik,Brsk2,1
1110004F10Rik,Cmtr1,1
1110004F10Rik,Cntnap2,1
1110004F10Rik,Ddx24,1
1110004F10Rik,Dmwd,1
1110004F10Rik,Hdac4,1
1110004F10Rik,Mbtps1,1
1110004F10Rik,Rbm5,1
1110004F10Rik,Tmem173,1
1110004F10Rik,Usp7,1
1110007C09Rik,Hnrnpd,1
1110008F13Rik,Tmem173,1
1110008L16Rik,Aldh6a1,1
1110008L16Rik,Atp5k,1
1110008L16Rik,Cars2,1
1110008L16Rik,Clpb,1
1110008L16Rik,Rars2,1
1110008L16Rik,Sars2,1
1110008L16Rik,Trmt10c,1
1110008L16Rik,Tufm,1
1110008P14Rik,Arhgef2,1
1110008P14Rik,Atp6v1d,1
1110012L19Rik,Usp7,1
1110034G24Rik,Fam35a,1
1110034G24Rik,Mad2l2,1
1110037F02Rik,Bcas2,1
1110037F02Rik,Cactin,1
1110037F02Rik,Cdk12,1
1110037F02Rik,Cenpi,1
1110037F02Rik,Cenpk,1
1110037F02Rik,Cenpu,1
1110037F02Rik,Cobll1,1
1110037F02Rik,Cwc22,1
1110037F02Rik,Eed,1
1110037F02Rik,Fmr1,1
1110037F02Rik,Foxp3,1
1110037F02Rik,Htatsf1,1
1110037F02Rik,Kctd13,1
1110037F02Rik,Kif23,1
1110037F02Rik,Mov10,1
1110037F02Rik,Nanog,1
1110037F02Rik,Nup93,1
1110037F02Rik,Prpf4b,1
1110037F02Rik,Rbm25,1
1110037F02Rik,Smu1,1
1110037F02Rik,Snrnp40,1
1110037F02Rik,Snrnp70,1
1110037F02Rik,Snrpc,1
1110037F02Rik,Srsf3,1
1110037F02Rik,Srsf7,1
1110037F02Rik,Thoc2,1
1110037F02Rik,Zfyve1,1
1110057K04Rik,Wdtc1,1
1110058L19Rik,Cox4i1,1
1110059E24Rik,Hnrnpd,1
1200014J11Rik,Foxp3,1
1200014J11Rik,Hmgn3,1
1200014J11Rik,Ippk,1
1200014J11Rik,Mapkapk5,1
1200014J11Rik,Msl3,1
1200014J11Rik,Prr15,1
1600002H07Rik,4930427A07Rik,2
1600002H07Rik,4933427D06Rik,1
1600002H07Rik,9330182L06Rik,1
1600002H07Rik,Actb,1
1600002H07Rik,Actg1,1
1600002H07Rik,Afap1l2,1
1600002H07Rik,Ahnak,1
1600002H07Rik,Alb,1
1600002H07Rik,Alg3,1
1600002H07Rik,Alyref,1
1600002H07Rik,Amz2,1
1600002H07Rik,Anxa2,1
1600002H07Rik,Arfip1,1
1600002H07Rik,Arg1,1
1600002H07Rik,Arhgef12,1
1600002H07Rik,Arhgef5,1
1600002H07Rik,Asap2,1
1600002H07Rik,Asb5,1
1600002H07Rik,Atp4a,1
1600002H07Rik,Atp5a1,1
1600002H07Rik,Atp5b,1
1600002H07Rik,Bag2,1
1600002H07Rik,Bag6,1
1600002H07Rik,Bclaf1,1
1600002H07Rik,Bend6,1
1600002H07Rik,Btbd3,1
1600002H07Rik,Btc,1
1600002H07Rik,Cad,1
1600002H07Rik,Camk2d,1
1600002H07Rik,Ccdc114,1
1600002H07Rik,Chd8,1
1600002H07Rik,Chtf18,1
1600002H07Rik,Cltc,1
1600002H07Rik,Cryab,1
1600002H07Rik,Cstl1,1
1600002H07Rik,Cul5,1
1600002H07Rik,Cwc22,1
1600002H07Rik,Dab2ip,1
1600002H07Rik,Dlgap2,1
1600002H07Rik,Dlk1,1
1600002H07Rik,Dnaja1,1
1600002H07Rik,Dnaja2,1
1600002H07Rik,Dnaja3,1
1600002H07Rik,Dnajb11,1
1600002H07Rik,Dsp,1
1600002H07Rik,Dst,1
1600002H07Rik,Dync1h1,1
1600002H07Rik,Dync1i2,1
1600002H07Rik,Dync1li2,1
1600002H07Rik,Eef1a1,1
1600002H07Rik,Egfr,1
1600002H07Rik,Ephx1,1
1600002H07Rik,Eps15,1
1600002H07Rik,Erh,1
1600002H07Rik,Esco1,1
1600002H07Rik,Ewsr1,1
1600002H07Rik,Flii,1
1600002H07Rik,Fmr1nb,1
1600002H07Rik,Fus,1
1600002H07Rik,Gcn1l1,1
1600002H07Rik,Git1,1
1600002H07Rik,Hadha,1
1600002H07Rik,Hadhb,1
1600002H07Rik,Hdac2,1
1600002H07Rik,Hid1,1
1600002H07Rik,Hip1r,1
1600002H07Rik,Hnrnpf,1
1600002H07Rik,Hnrnpm,1
1600002H07Rik,Hnrnpu,1
1600002H07Rik,Hsd17b4,1
1600002H07Rik,Hsp90aa1,1
1600002H07Rik,Hsp90ab1,1
1600002H07Rik,Hspa1b,1
1600002H07Rik,Hspa5,1
1600002H07Rik,Hspa8,1
1600002H07Rik,Hspa9,1
1600002H07Rik,Hspb1,1
1600002H07Rik,Hspd1,1
1600002H07Rik,Hspe1,1
1600002H07Rik,Ice1,1
1600002H07Rik,Il1rapl1,1
1600002H07Rik,Ipo13,1
1600002H07Rik,Jup,1
1600002H07Rik,Kif11,1
1600002H07Rik,Kif4,1
1600002H07Rik,Kpna4,1
1600002H07Rik,Krt10,1
1600002H07Rik,Krt13,1
1600002H07Rik,Krt14,1
1600002H07Rik,Krt16,1
1600002H07Rik,Krt17,1
1600002H07Rik,Krt42,1
1600002H07Rik,Krt5,1
1600002H07Rik,Krt6a,1
1600002H07Rik,Krt73,1
1600002H07Rik,Krt75,1
1600002H07Rik,Krt76,1
1600002H07Rik,Krt77,1
1600002H07Rik,Krt85,1
1600002H07Rik,Lad1,1
1600002H07Rik,Lamb1,1
1600002H07Rik,Lsm14a,1
1600002H07Rik,Ltbp1,1
1600002H07Rik,Lyz1,1
1600002H07Rik,Map4k4,1
1600002H07Rik,Meaf6,1
1600002H07Rik,Micall2,1
1600002H07Rik,Mios,1
1600002H07Rik,Mki67,1
1600002H07Rik,Mllt4,1
1600002H07Rik,Myh9,1
1600002H07Rik,Neurl1b,1
1600002H07Rik,Nono,1
1600002H07Rik,Numa1,1
1600002H07Rik,Osbpl3,1
1600002H07Rik,Pcmt1,1
1600002H07Rik,Pcmtd1,1
1600002H07Rik,Pcmtd2,1
1600002H07Rik,Pcnt,1
1600002H07Rik,Peg3,1
1600002H07Rik,Phf14,1
1600002H07Rik,Phgdh,1
1600002H07Rik,Plec,1
1600002H07Rik,Pola1,1
1600002H07Rik,Pola2,1
1600002H07Rik,Poldip3,1
1600002H07Rik,Prim2,1
1600002H07Rik,Prl5a1,1
1600002H07Rik,Ptpn13,1
1600002H07Rik,Rad50,1
1600002H07Rik,Rbbp4,1
1600002H07Rik,Rfc2,1
1600002H07Rik,Rfc3,1
1600002H07Rik,Rfc4,1
1600002H07Rik,Rpap1,1
1600002H07Rik,Rps27a,1
1600002H07Rik,Rreb1,1
1600002H07Rik,Rufy3,1
1600002H07Rik,Sarm1,1
1600002H07Rik,Sdcbp,1
1600002H07Rik,Sep15,1
1600002H07Rik,Sf3a1,1
1600002H07Rik,Sf3b1,1
1600002H07Rik,Sfpq,1
1600002H07Rik,Sgsm2,1
1600002H07Rik,Shb,1
1600002H07Rik,Shc1,1
1600002H07Rik,Slc25a31,1
1600002H07Rik,Slc39a14,1
1600002H07Rik,Slc3a1,1
1600002H07Rik,Smc2,1
1600002H07Rik,Snrpa,1
1600002H07Rik,Snrpb,1
1600002H07Rik,Snrpd1,1
1600002H07Rik,Snrpe,1
1600002H07Rik,Sptan1,1
1600002H07Rik,Sptbn1,1
1600002H07Rik,Sqstm1,1
1600002H07Rik,Srsf2,1
1600002H07Rik,Srsf3,1
1600002H07Rik,Stk10,1
1600002H07Rik,Sugt1,1
1600002H07Rik,Tceb1,1
1600002H07Rik,Tdrd6,1
1600002H07Rik,Tdrd9,1
1600002H07Rik,Tfb2m,1
1600002H07Rik,Tfrc,1
1600002H07Rik,Trap1,1
1600002H07Rik,Trim27,1
1600002H07Rik,Trim28,1
1600002H07Rik,Trio,1
1600002H07Rik,Tuba1a,1
1600002H07Rik,Tuba1b,1
1600002H07Rik,Tuba4a,1
1600002H07Rik,Tubb2a,1
1600002H07Rik,Tubb2b,1
1600002H07Rik,Tubb3,1
1600002H07Rik,Tubb4b,1
1600002H07Rik,Tubb5,1
1600002H07Rik,Tubb6,1
1600002H07Rik,Tubd1,2
1600002H07Rik,Tube1,2
1600002H07Rik,U2surp,1
1600002H07Rik,Uba52,1
1600002H07Rik,Ubap2l,1
1600002H07Rik,Ubb,1
1600002H07Rik,Ubc,1
1600002H07Rik,Ube2k,1
1600002H07Rik,Ube4a,1
1600002H07Rik,Uggt1,1
1600002H07Rik,Vcpip1,1
1600002H07Rik,Vps33a,1
1600002H07Rik,Ywhaz,1
1600002H07Rik,Zbtb10,1
1600002H07Rik,Zfp1,1
1600002H07Rik,Zfp65,1
1600012H06Rik,Hnrnpd,1
1700001K19Rik,Fam92a,1
1700006A11Rik,Ccnb1ip1,1
1700007B14Rik,Nphp4,1
1700013H16Rik,Usp7,1
1700016D06Rik,Spag6,1
1700016D06Rik,Usp7,1
1700017N19Rik,Kctd13,1
1700018B08Rik,Usp7,1
1700019N19Rik,Ccnb1ip1,1
1700021F05Rik,Ict1,1
1700021F05Rik,Mettl21e,1
1700021F05Rik,Strap,1
1700021F07Rik,Ccnb1ip1,1
1700021K19Rik,Ptpra,1
1700021K19Rik,Ranbp2,1
1700021K19Rik,Tgfbrap1,1
1700021K19Rik,Top2b,1
1700021K19Rik,Uvrag,2
1700023E05Rik,Med1,1
1700025G04Rik,Tmem173,1
1700029P11Rik,Usp7,1
1700034O15Rik,Bai2,1
1700037H04Rik,Cfd,1
1700037H04Rik,Fndc5,1
1700037H04Rik,Itga2b,1
1700037H04Rik,Pfdn6,1
1700037H04Rik,Ppp1r11,1
1700037H04Rik,Ppp1r13b,1
1700037H04Rik,Ppp1r2,1
1700037H04Rik,Ppp1r7,1
1700037H04Rik,Ppp1r8,1
1700037H04Rik,Ppp1r9b,1
1700037H04Rik,Ppp3cb,1
1700037H04Rik,Rpap3,1
1700037H04Rik,Wdr82,1
1700037H04Rik,Wdr92,1
1700061G19Rik,Usp7,1
1700071K01Rik,Phb2,2
1700074P13Rik,Fancd2,1
1700080O16Rik,Usp7,1
1700112E06Rik,Tmem173,1
1810009A15Rik,Atxn1,1
1810009J06Rik,Fancd2,1
1810009J06Rik,Nphp3,1
1810011O10Rik,Hnrnpd,1
1810030O07Rik,Hnrnpd,1
1810037I17Rik,Wdtc1,1
2010107E04Rik,Atp5j2,2
2010107E04Rik,Atp5k,2
2010107E04Rik,Cfd,1
2010107E04Rik,Fndc5,1
2010107E04Rik,Nucb2,1
2010107E04Rik,Tmem173,1
2010107E04Rik,Ubc,1
2010107E04Rik,Usmg5,1
2010300C02Rik,Cfd,1
2010300C02Rik,Fndc5,1
2010300C02Rik,Kctd13,1
2010300C02Rik,Rgs14,1
2210010C04Rik,Cep290,1
2210010C04Rik,Cfd,1
2210010C04Rik,Fancd2,1
2210010C04Rik,Fndc5,1
2210010C04Rik,Kctd13,1
2210010C04Rik,Nphp3,1
2210010C04Rik,Nphp4,1
2210011C24Rik,Ubc,1
2210016L21Rik,Scn2a1,1
2210018M11Rik,Elf5,1
2210018M11Rik,Fmr1,1
2210018M11Rik,Nanog,2
2210018M11Rik,Pou5f1,1
2210018M11Rik,Rnf2,1
2210018M11Rik,Tfcp2l1,1
2310003H01Rik,Foxf1,1
2310009B15Rik,Hnrnpd,1
2310011J03Rik,Baiap2,1
2310022A10Rik,Foxp3,1
2310022B05Rik,Kcnq2,1
2310022B05Rik,Rgs14,1
2310022B05Rik,Sstr3,1
2310030G06Rik,Hnrnpd,1
2310033P09Rik,Atg16l1,1
2310033P09Rik,Atxn1,1
2310035C23Rik,Appl1,1
2310035C23Rik,Cnot3,1
2310035C23Rik,Hsp90b1,1
2310035C23Rik,Ppp1r9b,1
2310035C23Rik,Vcp,1
2310036O22Rik,Cdc5l,1
2310036O22Rik,Cwc15,1
2310036O22Rik,Cwc22,1
2310036O22Rik,Ddx17,1
2310036O22Rik,Ddx5,1
2310036O22Rik,Htatsf1,1
2310036O22Rik,Ncbp2,1
2310036O22Rik,Ppwd1,1
2310036O22Rik,Prpf3,1
2310036O22Rik,Prpf40a,1
2310036O22Rik,Prpf8,1
2310036O22Rik,Sf3a3,1
2310036O22Rik,Smu1,1
2310036O22Rik,Snrnp200,1
2310036O22Rik,Snrnp27,1
2310036O22Rik,Snrpa,1
2310036O22Rik,Tfip11,1
2310036O22Rik,Thoc1,1
2310067B10Rik,Hdac4,1
2310067B10Rik,Sstr3,1
2310067B10Rik,Tmem173,1
2410015M20Rik,Immt,2
2410015M20Rik,Shank3,1
2410016O06Rik,Eed,1
2410016O06Rik,Fancd2,1
2410089E03Rik,Drc1,1
2410089E03Rik,Ndufs1,1
2410089E03Rik,Nphp4,1
2410089E03Rik,Rpgrip1l,2
2410127L17Rik,Ctsa,1
2410127L17Rik,Gabarapl1,1
2410127L17Rik,Gda,1
2410127L17Rik,Gga3,1
2410127L17Rik,Snrpd1,1
2410127L17Rik,Tbc1d17,1
2410137M14Rik,Usp7,1
2410141K09Rik,Cbx1,1
2410141K09Rik,Cbx3,1
2410141K09Rik,Cbx5,1
2510003E04Rik,Anp32b,1
2510003E04Rik,Calu,1
2510003E04Rik,Nif3l1,1
2510003E04Rik,Nsun2,1
2510003E04Rik,Osgep,1
2510003E04Rik,Pde4dip,1
2510003E04Rik,Tprkb,1
2510003E04Rik,Ufm1,1
2510009E07Rik,Hnrnpd,1
2610002J02Rik,Foxf1,1
2610002M06Rik,Chmp2a,1
2610002M06Rik,Chmp2b,1
2610002M06Rik,Chmp4b,1
2610002M06Rik,Chmp5,1
2610002M06Rik,Ist1,1
2610002M06Rik,Spast,1
2610002M06Rik,Usp8,1
2610020H08Rik,Nphp4,1
2610034B18Rik,Atxn1,1
2610034B18Rik,Tmem173,1
2610301B20Rik,Ndn,1
2610507B11Rik,Fam92a,1
2610507B11Rik,Tmem173,1
2700029M09Rik,Dhx36,1
2700029M09Rik,Psmc3,1
2700029M09Rik,Tmem173,1
2700060E02Rik,Abt1,1
2700060E02Rik,Cdkl5,1
2700060E02Rik,Cfd,1
2700060E02Rik,Cul2,1
2700060E02Rik,Cul4b,1
2700060E02Rik,D2Wsu81e,1
2700060E02Rik,Dcun1d1,1
2700060E02Rik,Ddx1,1
2700060E02Rik,Fam98a,1
2700060E02Rik,Fam98b,1
2700060E02Rik,Fez2,1
2700060E02Rik,Fkbp3,1
2700060E02Rik,Fndc5,1
2700060E02Rik,Hdac4,1
2700060E02Rik,Hnrnpk,1
2700060E02Rik,Hnrnpu,1
2700060E02Rik,Ilf2,1
2700060E02Rik,Kctd13,1
2700060E02Rik,Krt18,1
2700060E02Rik,Mrpl13,1
2700060E02Rik,Nmt1,1
2700060E02Rik,Otx2,1
2700060E02Rik,Psap,1
2700060E02Rik,Rpa1,1
2700060E02Rik,Rtcb,1
2700060E02Rik,Snrpg,1
2700060E02Rik,Syncrip,1
2700060E02Rik,Tmem173,1
2700060E02Rik,Usp48,1
2700060E02Rik,Wdtc1,1
2700060E02Rik,Zbtb7b,1
2700094K13Rik,Arhgef2,1
2700094K13Rik,Atg16l1,1
2810004N23Rik,Wdtc1,1
2810006K23Rik,Tfam,1
2810403A07Rik,Puf60,1
2810403A07Rik,Tmem173,1
2810403A07Rik,U2af2,1
2810417H13Rik,Dnmt1,3
2810417H13Rik,Tmem173,1
2810417H13Rik,Usp7,1
2810474O19Rik,Pou5f1,1
3110001I22Rik,Bfar,1
3110002H16Rik,AI314180,1
3110002H16Rik,Ccz1,1
3110002H16Rik,Foxk1,1
3110002H16Rik,Fyco1,1
3110002H16Rik,Kif5b,1
3110002H16Rik,Mon1b,1
3110002H16Rik,Psmc3,1
3110002H16Rik,Rpa1,1
3110002H16Rik,Rpa3,1
3110002H16Rik,Tecpr1,1
3110040N11Rik,Tmem173,1
3110043O21Rik,Smcr8,1
3110043O21Rik,Trp53,1
3110082I17Rik,Aatf,1
3110082I17Rik,Bccip,1
3110082I17Rik,Cebpz,1
3110082I17Rik,Ddx10,1
3110082I17Rik,Dhx15,1
3110082I17Rik,Dis3,1
3110082I17Rik,Dnajc21,1
3110082I17Rik,Drg1,1
3110082I17Rik,Esf1,1
3110082I17Rik,Fzr1,1
3110082I17Rik,Gnl2,1
3110082I17Rik,Gnl3,1
3110082I17Rik,Gtpbp4,1
3110082I17Rik,Mettl1,1
3110082I17Rik,Noc3l,1
3110082I17Rik,Pak1ip1,1
3110082I17Rik,Pdcd11,1
3110082I17Rik,Polr3b,1
3110082I17Rik,Ppp6r3,1
3110082I17Rik,Pwp1,1
3110082I17Rik,Pwp2,1
3110082I17Rik,Rbm28,1
3110082I17Rik,Rbm8a,1
3110082I17Rik,Rpia,1
3110082I17Rik,Rsl1d1,1
3110082I17Rik,Scn2a1,2
3110082I17Rik,Sdad1,1
3110082I17Rik,Ssb,1
3110082I17Rik,Trmt11,1
3110082I17Rik,Trmt6,1
3110082I17Rik,Tsr2,1
3110082I17Rik,Wdr12,1
3110082I17Rik,Zc3h15,1
3425401B19Rik,Usp7,1
4732456N10Rik,Fam92a,1
4732456N10Rik,Fbxo32,1
4732456N10Rik,Grb2,1
4732456N10Rik,Myd88,1
4732456N10Rik,Ttc23,1
4833420G17Rik,Spag6,1
4833439L19Rik,Gsk3b,1
4833439L19Rik,Prnp,1
4833439L19Rik,Snca,1
4930404N11Rik,Rcsd1,1
4930432K21Rik,Tmem173,1
4930444G20Rik,Usp7,1
4930447C04Rik,Prdm4,1
4930447C04Rik,Rnd3,1
4930447C04Rik,Syce1,1
4930447C04Rik,Syce3,1
4930447C04Rik,Tex12,1
4930486L24Rik,Gata3,1
4930502E18Rik,Brca2,1
4930502E18Rik,Usp7,1
4930503B20Rik,Ccnb1ip1,1
4930505A04Rik,Sh3bp4,1
4930506M07Rik,Cap1,1
4930506M07Rik,Fasn,1
4930506M07Rik,Herc2,1
4930506M07Rik,Itch,3
4930506M07Rik,Mycbp2,1
4930506M07Rik,Tmem173,1
4930506M07Rik,Trmt6,1
4930519F16Rik,Usp7,1
4930524B15Rik,Usp7,1
4930548H24Rik,Spag6,1
4930550L24Rik,Fancd2,1
4930550L24Rik,Usp7,1
4930562C15Rik,Usp7,1
4930563D23Rik,Ildr2,1
4930563D23Rik,Utp20,1
4930591A17Rik,Usp7,1
4931406C07Rik,Bckdhb,1
4931406C07Rik,Decr1,1
4931406C07Rik,S100a11,1
4931428F04Rik,Apc2,1
4931429I11Rik,Fam92a,1
4932418E24Rik,Dyrk1b,1
4932438A13Rik,Birc6,1
4932438A13Rik,Chd9,1
4932438A13Rik,Kif7,1
4932438A13Rik,Phf20l1,1
4932438A13Rik,Son,1
4932438A13Rik,Tmem173,1
4932438A13Rik,Vps13b,1
4933427D06Rik,Ttc23,1
4933427D06Rik,Usp7,1
4933434E20Rik,Tmem173,1
5031439G07Rik,Tmem173,1
5430421N21Rik,Fam92a,1
5430427O19Rik,Tmem173,1
5430435G22Rik,Park7,1
5730409E04Rik,Dpysl2,1
5730455P16Rik,Atg5,1
6030419C18Rik,Usp7,1
6330403A02Rik,Kctd13,1
6330416G13Rik,Hnrnpd,1
6430548M08Rik,App,1
6430548M08Rik,Ints4,1
6430548M08Rik,Prkar1b,1
6430548M08Rik,Tmem173,1
6430548M08Rik,Wwc1,1
6820408C15Rik,Spag6,1
8030462N17Rik,Ccdc59,1
8030462N17Rik,Csnk2a2,1
8030462N17Rik,Eif3j1,1
8030462N17Rik,Haghl,1
8030462N17Rik,Hdgfrp2,1
8030462N17Rik,Kmt2a,1
8030462N17Rik,Shmt1,1
8030462N17Rik,Srpk2,1
8030462N17Rik,Zranb2,1
8430408G22Rik,Immt,1
9030617O03Rik,Cfd,1
9030617O03Rik,Fndc5,1
9030617O03Rik,Usp7,1
9030624J02Rik,Eed,1
9130011E15Rik,Fbxo32,1
9330159F19Rik,Usp7,1
9330182L06Rik,Fam92a,1
9330182L06Rik,Ttc23,1
9430016H08Rik,Cfd,1
9430016H08Rik,Fndc5,1
9430020K01Rik,Coro1a,1
9430020K01Rik,Exosc9,1
9430020K01Rik,Lmnb2,1
9430020K01Rik,Mios,1
9430020K01Rik,Ttc7,1
9530053A07Rik,Spop,1
9530068E07Rik,Fancd2,1
9530068E07Rik,Tmem173,1
9530068E07Rik,Wdtc1,1
9530077C05Rik,Prss12,1
A230046K03Rik,Ankfy1,1
A230046K03Rik,Eed,1
A230046K03Rik,Nup50,1
A230046K03Rik,Usp34,1
A230050P20Rik,Cadps,1
A230050P20Rik,Krt40,1
A230050P20Rik,Spry2,1
A2m,Arl8b,1
A2m,Atp6v1a,1
A2m,Fancd2,1
A2m,Glb1,1
A2m,Hdac5,1
A2m,Prdx2,1
A430105I19Rik,Suz12,1
A830010M20Rik,Ap2a1,3
A830010M20Rik,Ap2b1,1
A830010M20Rik,Dnm1,1
A830010M20Rik,Kcnma1,1
A830010M20Rik,Syt1,1
A830010M20Rik,Ube2d3,1
A830018L16Rik,Mcm7,1
A830080D01Rik,Usp7,2
AB124611,Fancd2,1
AB124611,Tmem173,1
AF067061,Fancd2,1
AF067063,Usp7,1
AF251705,Fcer1g,1
AF251705,Hcst,1
AF251705,Tyrobp,1
AF366264,Mdm2,6
AF366264,Trp53,6
AF529169,Dlg4,1
AI314180,Atp9a,1
AI314180,Braf,1
AI314180,Dhx29,1
AI314180,Dnajb9,1
AI314180,Dock11,1
AI314180,Fancd2,1
AI314180,Gareml,1
AI314180,Kif5b,1
AI314180,Lars,1
AI314180,Lipt2,1
AI314180,Lrrc59,1
AI314180,March5,1
AI314180,Myh10,1
AI314180,Myo1b,1
AI314180,Psma2,1
AI314180,Psma6,1
AI314180,Psmc4,1
AI314180,Psmc5,1
AI314180,Psmc6,1
AI314180,Psmd1,1
AI314180,Psmd11,1
AI314180,Psmd12,1
AI314180,Psmd13,1
AI314180,Psmd14,1
AI314180,Psmd3,1
AI314180,Ptchd2,1
AI314180,Rpl15,1
AI314180,Rpl35a,1
AI314180,Rpl6,1
AI314180,Rps14,1
AI314180,Rps2,1
AI314180,Rps3a1,1
AI314180,Rps4x,1
AI314180,Top1,1
AI314180,Txnl1,1
AI314180,Ubr4,1
AI314180,Vps26a,1
AI314180,Vps36,1
AI429214,Spag6,1
AI464131,Fbxo6,1
AI464131,Igf2,1
AI481877,Tex11,2
AI837181,Eif4h,1
AI837181,Nono,1
AK010878,Alad,1
AK010878,Lage3,1
AK010878,Osgep,1
AK129341,Fam118b,1
AK129341,Get4,1
AK129341,Odf2l,1
ATP6,Shank3,1
ATP8,Atp5a1,3
ATP8,Atp5b,2
ATP8,Atp5c1,1
ATP8,Atp5d,3
ATP8,Atp5e,3
ATP8,Atp5f1,4
ATP8,Atp5h,6
ATP8,Atp5j,4
ATP8,Atp5j2,1
ATP8,Atp5k,1
ATP8,Atp5l,1
ATP8,Atp5o,1
ATP8,Atpif1,1
ATP8,Cfd,1
ATP8,Eed,1
ATP8,Fastkd2,1
ATP8,Fndc5,1
ATP8,Hadha,6
ATP8,Hadhb,1
ATP8,Mdh2,1
ATP8,Rgs14,1
ATP8,Sdha,2
AU022252,Epm2aip1,1
AU022252,Tmem173,1
AU022751,Aebp2,1
AU022751,Ezh1,1
AU022751,Ezh2,1
AU022751,Jarid2,1
AU022751,Suz12,1
AU022751,Usp7,1
AU040320,Tmem173,1
AW209491,Crym,1
AW209491,Mtor,1
AW551984,Fancd2,1
AW554918,Spag6,1
Aaas,Cfd,1
Aaas,Fancd2,1
Aaas,Fndc5,1
Aaas,Nup214,1
Aaas,Nupl2,1
Aaas,Sec13,1
Aaas,Seh1l,1
Aaas,Senp2,1
Aaas,Tmem173,1
Aacs,Fasn,1
Aacs,Fdps,1
Aacs,Mvd,1
Aaed1,Fancd2,1
Aagab,Med21,1
Aagab,Tmem173,1
Aak1,Adam10,1
Aak1,Ap2m1,1
Aak1,Atg5,1
Aak1,Cyfip1,1
Aak1,Elavl2,1
Aak1,Eps15l1,1
Aak1,Foxp3,1
Aak1,Fxr1,1
Aak1,Kctd13,1
Aak1,Mapt,1
Aak1,Mea1,1
Aak1,Necap1,1
Aak1,Numb,1
Aak1,Reps1,1
Aak1,Shank3,1
Aak1,Syngap1,2
Aak1,Tmem173,1
Aak1,Traf3,1
Aamdc,Acy3,1
Aamdc,Gorasp2,1
Aard,Usp7,1
Aars,Adam10,1
Aars,Arpc1b,1
Aars,Cacybp,1
Aars,Calu,1
Aars,Cfd,1
Aars,Dpp8,1
Aars,Dpp9,1
Aars,Eed,1
Aars,Eef1b2,1
Aars,Eif4a3,1
Aars,Fancd2,1
Aars,Fndc5,1
Aars,Hsp90aa1,1
Aars,Isg15,1
Aars,Itgb3,1
Aars,Nif3l1,1
Aars,Ppp2r5e,1
Aars,Rgs14,1
Aars,Rnasel,1
Aars,Sae1,1
Aars,Spop,1
Aars,Srp9,1
Aars,Tfe3,1
Aars,Tpd52,1
Aars,Tpd52l2,1
Aars,Usp48,1
Aars,Wars,1
Aars2,Atp5b,1
Aars2,Cfd,1
Aars2,Eif6,1
Aars2,Fndc5,1
Aars2,Guk1,1
Aars2,Mat2a,1
Aars2,Nars,1
Aars2,Ywhaq,1
Aarsd1,Arpc1a,1
Aarsd1,Arpc5,1
Aarsd1,Crat,1
Aarsd1,Dnm3,1
Aarsd1,Gna13,1
Aarsd1,Gnb5,1
Aarsd1,Hars,1
Aarsd1,Lap3,1
Aarsd1,Nif3l1,1
Aarsd1,Pfdn5,1
Aarsd1,Rprd1b,1
Aarsd1,Rpusd2,1
Aarsd1,Sh3glb2,1
Aarsd1,Thg1l,1
Aarsd1,Tssc1,1
Aarsd1,Ubqln2,1
Aarsd1,Wsb2,1
Aasdh,Cyp2u1,1
Aasdhppt,Ankrd17,1
Aasdhppt,Ddx24,1
Aasdhppt,Dmwd,1
Aasdhppt,Fto,1
Aasdhppt,Gphn,1
Aasdhppt,Pdcd2l,1
Aatf,Abt1,1
Aatf,Cebpz,1
Aatf,Ctps,1
Aatf,D2Wsu81e,1
Aatf,Dcaf13,1
Aatf,Ddx17,1
Aatf,Ddx27,1
Aatf,Diexf,1
Aatf,Elp3,1
Aatf,Esf1,1
Aatf,Foxp3,1
Aatf,Ftsj3,1
Aatf,Gar1,1
Aatf,Gnl2,1
Aatf,Gnl3,1
Aatf,Gtpbp4,1
Aatf,Hgh1,1
Aatf,Imp3,1
Aatf,Isg20l2,1
Aatf,Lsg1,1
Aatf,Maged1,1
Aatf,Mrto4,1
Aatf,Mybbp1a,1
Aatf,Nfx1,1
Aatf,Noc3l,1
Aatf,Nop14,1
Aatf,Nop58,1
Aatf,Nsun2,1
Aatf,Nvl,1
Aatf,Pdcd11,1
Aatf,Pinx1,1
Aatf,Polr1a,1
Aatf,Polr1e,1
Aatf,Polr2e,1
Aatf,Polr3b,1
Aatf,Polr3f,1
Aatf,Polr3k,1
Aatf,Pus3,1
Aatf,Pwp2,1
Aatf,Rbm28,1
Aatf,Rcl1,1
Aatf,Riok1,1
Aatf,Rpp30,1
Aatf,Rrp1,1
Aatf,Rrp12,1
Aatf,Sdad1,1
Aatf,Surf6,1
Aatf,Trmt1,1
Aatf,Ttc4,1
Aatf,Uck1,1
Aatf,Uckl1,1
Aatf,Utp11l,1
Aatf,Utp14b,1
Aatf,Utp18,1
Aatf,Wdr43,1
Aatf,Wdr6,1
Aatf,Zcchc7,1
