lncRNA_id,protein_id
lNONMMUG027814,pPou5f1
lNONMMUG027814,pPtbp2
lNONMMUG027814,pRbm10
lNONMMUG027814,pRbfox2
lNONMMUG027814,pSfpq
lNONMMUG027814,pSuz12
lNONMMUG027814,pTia1
lNONMMUG027814,pZfp36
lNONMMUG027814,pYy1
lNONMMUG027814,pTardbp
lNONMMUG027814,pHdlbp
lNONMMUG027815,pFus
lNONMMUG027815,pTardbp
lNONMMUG027815,pUpf1
lNONMMUG027816,pFmr1
lNONMMUG027816,pTardbp
lNONMMUG027816,pUpf1
lNONMMUG027817,pFus
lNONMMUG027817,pTardbp
lNONMMUG027817,pUpf1
lNONMMUG027818,pFus
lNONMMUG027818,pTardbp
lNONMMUG027818,pTardbp
lNONMMUG027818,pUpf1
lNONMMUG027819,pFus
lNONMMUG027819,pJarid2
lNONMMUG027819,pTardbp
lNONMMUG027821,pTardbp
lNONMMUG027821,pUpf1
lNONMMUG027822,pFmr1
lNONMMUG027822,pFus
lNONMMUG027822,pTardbp
lNONMMUG027823,pTardbp
lNONMMUG027825,pFmr1
lNONMMUG027825,pFus
lNONMMUG027825,pTardbp
lNONMMUG027825,pUpf1
lNONMMUG027827,pFus
lNONMMUG027827,pTardbp
lNONMMUG027829,pTardbp
lNONMMUG027831,pFus
lNONMMUG027832,pFus
lNONMMUG027832,pTardbp
lNONMMUG027833,pFmr1
lNONMMUG027834,pFmr1
lNONMMUG027834,pFus
lNONMMUG027834,pJarid2
lNONMMUG027834,pMbnl3
lNONMMUG027834,pTardbp
lNONMMUG027834,pUpf1
lNONMMUG027835,pFus
lNONMMUG027838,pFmr1
lNONMMUG027838,pFus
lNONMMUG027838,pNova1
lNONMMUG027838,pTardbp
lNONMMUG027848,pFus
lNONMMUG027849,pFus
lNONMMUG027849,pNova1
lNONMMUG027849,pTardbp
lNONMMUG027854,pYy1
lNONMMUG027854,pTardbp
lNONMMUG027857,pCelf1
lNONMMUG027857,pFus
lNONMMUG027857,pTardbp
lNONMMUG027857,pUpf1
lNONMMUG027858,pCelf1
lNONMMUG027858,pFus
lNONMMUG027858,pTardbp
lNONMMUG027859,pCelf1
lNONMMUG027859,pFus
lNONMMUG027859,pMbnl1
lNONMMUG027859,pTardbp
lNONMMUG027860,pFus
lNONMMUG027860,pTardbp
lNONMMUG027861,pFus
lNONMMUG027861,pTardbp
lNONMMUG027862,pAgo1
lNONMMUG027862,pAgo2
lNONMMUG027862,pAgo4
lNONMMUG027862,pFus
lNONMMUG027862,pTardbp
lNONMMUG027863,pCelf1
lNONMMUG027863,pJarid2
lNONMMUG027863,pTardbp
lNONMMUG027864,pFus
lNONMMUG027864,pTardbp
lNONMMUG027866,pCelf1
lNONMMUG027866,pFmr1
lNONMMUG027866,pFus
lNONMMUG027866,pNova1
lNONMMUG027866,pTardbp
lNONMMUG027866,pUpf1
lNONMMUG027870,pFus
lNONMMUG027870,pTardbp
lNONMMUG027871,pFus
lNONMMUG027871,pTardbp
lNONMMUG027871,pUpf1
lNONMMUG027872,pFus
lNONMMUG027872,pTardbp
lNONMMUG027874,pFmr1
lNONMMUG027874,pFus
lNONMMUG027874,pTardbp
lNONMMUG027875,pFus
lNONMMUG027875,pTardbp
lNONMMUG027875,pUpf1
lNONMMUG027877,pFmr1
lNONMMUG027877,pFus
lNONMMUG027877,pTardbp
lNONMMUG027878,pFmr1
lNONMMUG027878,pFus
lNONMMUG027878,pTardbp
lNONMMUG027879,pFus
lNONMMUG027879,pTardbp
lNONMMUG027880,pFmr1
lNONMMUG027880,pFus
lNONMMUG027880,pNova1
lNONMMUG027880,pTardbp
lNONMMUG027880,pTardbp
lNONMMUG027880,pUpf1
lNONMMUG027881,pFus
lNONMMUG027881,pTardbp
lNONMMUG027882,pFmr1
lNONMMUG027882,pFus
lNONMMUG027882,pTardbp
lNONMMUG027882,pTardbp
lNONMMUG027883,pJarid2
lNONMMUG027883,pMbnl1
lNONMMUG027883,pRbfox3
lNONMMUG027883,pUpf1
lNONMMUG027884,pFus
lNONMMUG027884,pTardbp
lNONMMUG027886,pUpf1
lNONMMUG027891,pFus
lNONMMUG027891,pTardbp
lNONMMUG027891,pUpf1
lNONMMUG027893,pFmr1
lNONMMUG027893,pFus
lNONMMUG027896,pFmr1
lNONMMUG027896,pUpf1
lNONMMUG027898,pFmr1
lNONMMUG027898,pFus
lNONMMUG027898,pTardbp
lNONMMUG027898,pUpf1
lNONMMUG027899,pEzh2
lNONMMUG027899,pFmr1
lNONMMUG027899,pFus
lNONMMUG027899,pTardbp
lNONMMUG027899,pUpf1
lNONMMUG027901,pFus
lNONMMUG027901,pTardbp
lNONMMUG027905,pFus
lNONMMUG027912,pTardbp
lNONMMUG027912,pUpf1
lNONMMUG027913,pFus
lNONMMUG027913,pTardbp
lNONMMUG027914,pFus
lNONMMUG027914,pUpf1
lNONMMUG027915,pFus
lNONMMUG027915,pTardbp
lNONMMUG027918,pCelf1
lNONMMUG027918,pTardbp
lNONMMUG027920,pFus
lNONMMUG027920,pTardbp
lNONMMUG027925,pCpsf6
lNONMMUG027925,pFmr1
lNONMMUG027925,pFus
lNONMMUG027925,pJarid2
lNONMMUG027925,pMbnl1
lNONMMUG027925,pMbnl3
lNONMMUG027925,pTardbp
lNONMMUG027925,pUpf1
lNONMMUG027926,pFus
lNONMMUG027926,pTardbp
lNONMMUG027927,pFmr1
lNONMMUG027927,pFus
lNONMMUG027927,pTardbp
lNONMMUG027929,pEzh2
lNONMMUG027929,pFus
lNONMMUG027929,pJarid2
lNONMMUG027929,pTardbp
lNONMMUG027929,pUpf1
lNONMMUG027930,pFus
lNONMMUG027930,pTardbp
lNONMMUG027930,pUpf1
lNONMMUG027931,pFus
lNONMMUG027931,pNova1
lNONMMUG027931,pTardbp
lNONMMUG027932,pFmr1
lNONMMUG027932,pFus
lNONMMUG027932,pJarid2
lNONMMUG027932,pMbnl2
lNONMMUG027932,pTardbp
lNONMMUG027932,pUpf1
lNONMMUG027933,pUpf1
lNONMMUG027934,pFus
lNONMMUG027934,pUpf1
lNONMMUG027936,pFus
lNONMMUG027936,pTardbp
lNONMMUG027936,pUpf1
lNONMMUG027950,pTardbp
lNONMMUG027952,pFus
lNONMMUG027952,pTardbp
lNONMMUG027953,pFus
lNONMMUG027953,pTardbp
lNONMMUG027953,pTardbp
lNONMMUG027953,pUpf1
lNONMMUG027954,pFus
lNONMMUG027954,pTardbp
lNONMMUG027955,pFus
lNONMMUG027955,pUpf1
lNONMMUG027956,pFus
lNONMMUG027958,pFus
lNONMMUG027958,pTardbp
lNONMMUG027960,pCelf1
lNONMMUG027960,pTardbp
lNONMMUG027961,pTardbp
lNONMMUG027964,pFus
lNONMMUG027965,pFus
lNONMMUG027965,pTardbp
lNONMMUG027966,pFmr1
lNONMMUG027966,pFus
lNONMMUG027966,pTardbp
lNONMMUG027966,pUpf1
lNONMMUG027968,pFus
lNONMMUG027970,pFmr1
lNONMMUG027971,pFus
lNONMMUG027971,pTardbp
lNONMMUG027971,pUpf1
lNONMMUG027972,pFus
lNONMMUG027972,pTardbp
lNONMMUG027973,pFus
lNONMMUG027973,pTardbp
lNONMMUG027974,pFus
lNONMMUG027974,pUpf1
lNONMMUG027975,pFmr1
lNONMMUG027975,pFus
lNONMMUG027975,pTardbp
lNONMMUG027975,pUpf1
lNONMMUG027976,pFus
lNONMMUG027976,pTardbp
lNONMMUG027979,pFus
lNONMMUG027979,pTardbp
lNONMMUG027979,pTardbp
lNONMMUG027980,pFus
lNONMMUG027980,pTardbp
lNONMMUG027981,pFmr1
lNONMMUG027981,pFus
lNONMMUG027981,pTardbp
lNONMMUG027981,pUpf1
lNONMMUG027983,pFus
lNONMMUG027983,pTardbp
lNONMMUG027987,pFus
lNONMMUG027987,pTardbp
lNONMMUG027990,pCelf1
lNONMMUG027990,pFus
lNONMMUG027990,pJarid2
lNONMMUG027990,pTardbp
lNONMMUG027990,pUpf1
lNONMMUG027993,pFmr1
lNONMMUG027993,pFus
lNONMMUG027993,pTardbp
lNONMMUG027994,pFus
lNONMMUG027994,pTardbp
lNONMMUG027997,pFus
lNONMMUG027997,pTardbp
lNONMMUG027998,pFus
lNONMMUG027998,pTardbp
lNONMMUG027999,pFus
lNONMMUG027999,pTardbp
lNONMMUG028000,pFus
lNONMMUG028001,pCelf1
lNONMMUG028001,pFmr1
lNONMMUG028001,pFus
lNONMMUG028001,pTardbp
lNONMMUG028002,pTardbp
lNONMMUG028004,pFus
lNONMMUG028006,pFus
lNONMMUG028007,pCelf1
lNONMMUG028007,pFus
lNONMMUG028007,pTardbp
lNONMMUG028008,pFus
lNONMMUG028008,pTardbp
lNONMMUG028009,pFus
lNONMMUG028009,pTardbp
lNONMMUG028010,pFus
lNONMMUG028010,pTardbp
lNONMMUG028010,pUpf1
lNONMMUG028011,pFus
lNONMMUG028011,pTardbp
lNONMMUG028012,pFus
lNONMMUG028012,pTardbp
lNONMMUG028013,pCelf1
lNONMMUG028013,pEzh2
lNONMMUG028013,pFmr1
lNONMMUG028013,pFus
lNONMMUG028013,pJarid2
lNONMMUG028013,pPabpc1
lNONMMUG028013,pTardbp
lNONMMUG028013,pUpf1
lNONMMUG028014,pCelf1
lNONMMUG028014,pFus
lNONMMUG028014,pNova1
lNONMMUG028014,pTardbp
lNONMMUG028014,pUpf1
lNONMMUG028015,pFmr1
lNONMMUG028015,pFus
lNONMMUG028015,pTardbp
lNONMMUG028015,pUpf1
lNONMMUG028016,pFus
lNONMMUG028016,pTardbp
lNONMMUG028016,pTardbp
lNONMMUG028018,pFus
lNONMMUG028018,pTardbp
lNONMMUG028019,pFus
lNONMMUG028019,pUpf1
lNONMMUG028020,pFus
lNONMMUG028020,pTardbp
lNONMMUG028021,pCelf1
lNONMMUG028021,pFus
lNONMMUG028021,pTardbp
lNONMMUG028021,pUpf1
lNONMMUG028022,pCelf1
lNONMMUG028022,pFus
lNONMMUG028022,pMbnl1
lNONMMUG028022,pTardbp
lNONMMUG028024,pTardbp
lNONMMUG028029,pFus
lNONMMUG028031,pEzh2
lNONMMUG028031,pFmr1
lNONMMUG028031,pFus
lNONMMUG028031,pTardbp
lNONMMUG028031,pTardbp
lNONMMUG028032,pFus
lNONMMUG028032,pTardbp
lNONMMUG028033,pCelf1
lNONMMUG028033,pFus
lNONMMUG028033,pMbnl1
lNONMMUG028033,pNova1
lNONMMUG028033,pTardbp
lNONMMUG028033,pTardbp
lNONMMUG028034,pFus
lNONMMUG028034,pTardbp
lNONMMUG028035,pCelf1
lNONMMUG028035,pFus
lNONMMUG028035,pNova1
lNONMMUG028035,pTardbp
lNONMMUG028036,pFus
lNONMMUG028036,pTardbp
lNONMMUG028037,pFus
lNONMMUG028037,pTardbp
lNONMMUG028045,pFmr1
lNONMMUG028045,pTardbp
lNONMMUG028051,pFus
lNONMMUG028051,pTardbp
lNONMMUG028052,pFus
lNONMMUG028054,pFmr1
lNONMMUG028054,pFus
lNONMMUG028054,pTardbp
lNONMMUG028054,pUpf1
lNONMMUG028055,pFus
lNONMMUG028055,pTardbp
lNONMMUG028056,pFus
lNONMMUG028056,pNova1
lNONMMUG028056,pTardbp
lNONMMUG028058,pPabpc1
lNONMMUG028058,pUpf1
lNONMMUG028062,pTardbp
lNONMMUG028064,pTardbp
lNONMMUG028064,pUpf1
lNONMMUG028065,pFus
lNONMMUG028065,pTardbp
lNONMMUG028068,pTardbp
lNONMMUG028069,pAgo2
lNONMMUG028069,pPou5f1
lNONMMUG028069,pRbfox2
lNONMMUG028069,pYy1
lNONMMUG028069,pTardbp
lNONMMUG028074,pFus
lNONMMUG028074,pTardbp
lNONMMUG028074,pTardbp
lNONMMUG028074,pUpf1
lNONMMUG028075,pFmr1
lNONMMUG028075,pFus
lNONMMUG028075,pTardbp
lNONMMUG028076,pFus
lNONMMUG028076,pNova1
lNONMMUG028077,pFus
lNONMMUG028077,pTardbp
lNONMMUG028077,pUpf1
lNONMMUG028078,pFmr1
lNONMMUG028078,pFus
lNONMMUG028078,pTardbp
lNONMMUG028079,pTardbp
lNONMMUG028080,pFus
lNONMMUG028080,pTardbp
lNONMMUG028080,pUpf1
lNONMMUG028081,pFus
lNONMMUG028081,pJarid2
lNONMMUG028081,pMbnl1
lNONMMUG028081,pTardbp
lNONMMUG028081,pTardbp
lNONMMUG028081,pUpf1
lNONMMUG028082,pFus
lNONMMUG028082,pJarid2
lNONMMUG028082,pTardbp
lNONMMUG028083,pCelf1
lNONMMUG028083,pFus
lNONMMUG028083,pTardbp
lNONMMUG028083,pUpf1
lNONMMUG028084,pFus
lNONMMUG028084,pTardbp
lNONMMUG028085,pFus
lNONMMUG028085,pTardbp
lNONMMUG028086,pFus
lNONMMUG028086,pTardbp
lNONMMUG028087,pFus
lNONMMUG028087,pTardbp
lNONMMUG028089,pTardbp
lNONMMUG028090,pTardbp
lNONMMUG028095,pElavl1
lNONMMUG028095,pPou5f1
lNONMMUG028095,pQki
lNONMMUG028095,pRbfox2
lNONMMUG028095,pSuz12
lNONMMUG028095,pTardbp
lNONMMUG028096,pCelf1
lNONMMUG028096,pCpsf6
lNONMMUG028096,pFmr1
lNONMMUG028096,pFus
lNONMMUG028096,pMbnl1
lNONMMUG028096,pMbnl3
lNONMMUG028096,pRbfox3
lNONMMUG028096,pTardbp
lNONMMUG028096,pTardbp
lNONMMUG028096,pUpf1
lNONMMUG028097,pFus
lNONMMUG028097,pTardbp
lNONMMUG028098,pFus
lNONMMUG028098,pNova1
lNONMMUG028098,pTardbp
lNONMMUG028098,pTardbp
lNONMMUG028099,pFus
lNONMMUG028099,pTardbp
lNONMMUG028100,pFus
lNONMMUG028100,pMbnl1
lNONMMUG028100,pTardbp
lNONMMUG028101,pFmr1
lNONMMUG028101,pFus
lNONMMUG028101,pTardbp
lNONMMUG028102,pFus
lNONMMUG028102,pTardbp
lNONMMUG028102,pTardbp
lNONMMUG028103,pFus
lNONMMUG028103,pTardbp
lNONMMUG028103,pTardbp
lNONMMUG028104,pFus
lNONMMUG028104,pTardbp
lNONMMUG028105,pFus
lNONMMUG028105,pRbfox2
lNONMMUG028105,pSfpq
lNONMMUG028105,pTardbp
lNONMMUG028106,pFus
lNONMMUG028106,pTardbp
lNONMMUG028107,pFus
lNONMMUG028107,pTardbp
lNONMMUG028108,pFus
lNONMMUG028108,pTardbp
lNONMMUG028109,pFus
lNONMMUG028109,pTardbp
lNONMMUG028111,pFus
lNONMMUG028111,pTardbp
lNONMMUG028112,pCelf1
lNONMMUG028112,pFus
lNONMMUG028113,pTardbp
lNONMMUG028115,pCelf1
lNONMMUG028115,pFus
lNONMMUG028115,pTardbp
lNONMMUG028115,pUpf1
lNONMMUG028116,pCelf1
lNONMMUG028116,pFus
lNONMMUG028116,pUpf1
lNONMMUG028117,pCelf1
lNONMMUG028117,pFus
lNONMMUG028117,pTardbp
lNONMMUG028117,pUpf1
lNONMMUG028119,pCelf1
lNONMMUG028119,pFus
lNONMMUG028119,pPabpc1
lNONMMUG028119,pTardbp
lNONMMUG028123,pFus
lNONMMUG028123,pPabpc1
lNONMMUG028123,pRbfox2
lNONMMUG028124,pFmr1
lNONMMUG028124,pFus
lNONMMUG028124,pPabpc1
lNONMMUG028124,pTardbp
lNONMMUG028125,pFmr1
lNONMMUG028125,pFus
lNONMMUG028125,pJarid2
lNONMMUG028125,pPabpc1
lNONMMUG028125,pTardbp
lNONMMUG028125,pUpf1
lNONMMUG028129,pCelf1
lNONMMUG028129,pFus
lNONMMUG028129,pTardbp
lNONMMUG028129,pUpf1
lNONMMUG028130,pFus
lNONMMUG028130,pTardbp
lNONMMUG028131,pFus
lNONMMUG028131,pTardbp
lNONMMUG028132,pTardbp
lNONMMUG028133,pFus
lNONMMUG028133,pTardbp
lNONMMUG028134,pFmr1
lNONMMUG028134,pFus
lNONMMUG028134,pTardbp
lNONMMUG028134,pUpf1
lNONMMUG028135,pUpf1
lNONMMUG028136,pFus
lNONMMUG028136,pTardbp
lNONMMUG028137,pTardbp
lNONMMUG028138,pTardbp
lNONMMUG028141,pFus
lNONMMUG028141,pTardbp
lNONMMUG028143,pFus
lNONMMUG028143,pTardbp
lNONMMUG028144,pFus
lNONMMUG028144,pTardbp
lNONMMUG028144,pUpf1
lNONMMUG028146,pTardbp
lNONMMUG028148,pFus
lNONMMUG028150,pTardbp
lNONMMUG028151,pFmr1
lNONMMUG028155,pFus
lNONMMUG028155,pTardbp
lNONMMUG028157,pTardbp
lNONMMUG028160,pFus
lNONMMUG028160,pTardbp
lNONMMUG028161,pFus
lNONMMUG028161,pTardbp
lNONMMUG028162,pFus
lNONMMUG028164,pFus
lNONMMUG028164,pTardbp
lNONMMUG028166,pCelf1
lNONMMUG028166,pFmr1
lNONMMUG028166,pFus
lNONMMUG028166,pTardbp
lNONMMUG028166,pUpf1
lNONMMUG028167,pCelf1
lNONMMUG028167,pFus
lNONMMUG028167,pTardbp
lNONMMUG028170,pRbfox2
lNONMMUG028170,pYy1
lNONMMUG028170,pUpf1
lNONMMUG028171,pUpf1
lNONMMUG028174,pTardbp
lNONMMUG028175,pTardbp
lNONMMUG028178,pTardbp
lNONMMUG028179,pFus
lNONMMUG028179,pTardbp
lNONMMUG028179,pUpf1
lNONMMUG028180,pFus
lNONMMUG028181,pFus
lNONMMUG028182,pFmr1
lNONMMUG028182,pFus
lNONMMUG028182,pTardbp
lNONMMUG028182,pUpf1
lNONMMUG028184,pFmr1
lNONMMUG028186,pCelf1
lNONMMUG028186,pFus
lNONMMUG028186,pTardbp
lNONMMUG028186,pUpf1
lNONMMUG028195,pFus
lNONMMUG028199,pPabpc1
lNONMMUG028199,pPou5f1
lNONMMUG028199,pRbfox2
lNONMMUG028199,pSfpq
lNONMMUG028199,pYy1
lNONMMUG028199,pTardbp
lNONMMUG028202,pCelf1
lNONMMUG028202,pFus
lNONMMUG028202,pTardbp
lNONMMUG028203,pFus
lNONMMUG028206,pFus
lNONMMUG028206,pTardbp
lNONMMUG028207,pFmr1
lNONMMUG028207,pTardbp
lNONMMUG028219,pFmr1
lNONMMUG028219,pFus
lNONMMUG028219,pTardbp
lNONMMUG028220,pFus
lNONMMUG028220,pTardbp
lNONMMUG028220,pUpf1
lNONMMUG028221,pFus
lNONMMUG028221,pTardbp
lNONMMUG028221,pUpf1
lNONMMUG028222,pCelf1
lNONMMUG028222,pFus
lNONMMUG028222,pTardbp
lNONMMUG028222,pUpf1
lNONMMUG028223,pFus
lNONMMUG028223,pTardbp
lNONMMUG028224,pFus
lNONMMUG028224,pTardbp
lNONMMUG028226,pFmr1
lNONMMUG028226,pFus
lNONMMUG028226,pTardbp
lNONMMUG028227,pFus
lNONMMUG028227,pTardbp
lNONMMUG028228,pFus
lNONMMUG028228,pTardbp
lNONMMUG028229,pFus
lNONMMUG028229,pTardbp
lNONMMUG028230,pFus
lNONMMUG028230,pTardbp
lNONMMUG028231,pFmr1
lNONMMUG028231,pFus
lNONMMUG028231,pTardbp
lNONMMUG028231,pUpf1
lNONMMUG028232,pFus
lNONMMUG028232,pTardbp
lNONMMUG028233,pFus
lNONMMUG028233,pTardbp
lNONMMUG028234,pFus
lNONMMUG028234,pTardbp
lNONMMUG028235,pTardbp
lNONMMUG028238,pFus
lNONMMUG028238,pUpf1
lNONMMUG028242,pFus
lNONMMUG028246,pFus
lNONMMUG028249,pCelf1
lNONMMUG028254,pFus
lNONMMUG028255,pCelf1
lNONMMUG028255,pFmr1
lNONMMUG028255,pFus
lNONMMUG028255,pMbnl1
lNONMMUG028255,pTardbp
lNONMMUG028255,pUpf1
lNONMMUG028256,pCelf1
lNONMMUG028256,pFmr1
lNONMMUG028256,pFus
lNONMMUG028256,pTardbp
lNONMMUG028257,pFus
lNONMMUG028257,pJarid2
lNONMMUG028257,pTardbp
lNONMMUG028257,pUpf1
lNONMMUG028258,pCelf1
lNONMMUG028258,pEzh2
lNONMMUG028258,pFus
lNONMMUG028258,pJarid2
lNONMMUG028258,pTardbp
lNONMMUG028258,pTardbp
lNONMMUG028258,pUpf1
lNONMMUG028259,pCelf1
lNONMMUG028259,pFmr1
lNONMMUG028259,pFus
lNONMMUG028259,pJarid2
lNONMMUG028259,pTardbp
lNONMMUG028259,pUpf1
lNONMMUG028260,pFus
lNONMMUG028260,pTardbp
lNONMMUG028262,pCelf1
lNONMMUG028262,pFmr1
lNONMMUG028262,pFus
lNONMMUG028262,pTardbp
lNONMMUG028262,pUpf1
lNONMMUG028263,pFus
lNONMMUG028263,pTardbp
lNONMMUG028263,pUpf1
lNONMMUG028264,pFus
lNONMMUG028267,pFus
lNONMMUG028267,pTardbp
lNONMMUG028268,pFus
lNONMMUG028268,pTardbp
lNONMMUG028268,pTardbp
lNONMMUG028268,pUpf1
lNONMMUG028269,pFus
lNONMMUG028269,pTardbp
lNONMMUG028273,pCelf1
lNONMMUG028273,pFus
lNONMMUG028273,pPabpc1
lNONMMUG028273,pTardbp
lNONMMUG028273,pUpf1
lNONMMUG028274,pCelf1
lNONMMUG028274,pEzh2
lNONMMUG028274,pFmr1
lNONMMUG028274,pFus
lNONMMUG028274,pPabpc1
lNONMMUG028274,pTardbp
lNONMMUG028274,pUpf1
lNONMMUG028275,pFus
lNONMMUG028275,pTardbp
lNONMMUG028276,pFus
lNONMMUG028276,pTardbp
lNONMMUG028277,pTardbp
lNONMMUG028281,pUpf1
lNONMMUG028282,pFus
lNONMMUG028282,pNova1
lNONMMUG028282,pTardbp
lNONMMUG028282,pTardbp
lNONMMUG028282,pUpf1
lNONMMUG028283,pFus
lNONMMUG028283,pSfpq
lNONMMUG028283,pTardbp
lNONMMUG028284,pFus
lNONMMUG028284,pTardbp
lNONMMUG028285,pFus
lNONMMUG028287,pTardbp
lNONMMUG028289,pTardbp
lNONMMUG028290,pFus
lNONMMUG028291,pFus
lNONMMUG028291,pTardbp
lNONMMUG028291,pUpf1
lNONMMUG028292,pFus
lNONMMUG028292,pTardbp
lNONMMUG028293,pFmr1
lNONMMUG028293,pFus
lNONMMUG028294,pFus
lNONMMUG028294,pTardbp
lNONMMUG028295,pFus
lNONMMUG028295,pJarid2
lNONMMUG028295,pTardbp
lNONMMUG028295,pUpf1
lNONMMUG028296,pFus
lNONMMUG028296,pTardbp
lNONMMUG028297,pFus
lNONMMUG028297,pTardbp
lNONMMUG028297,pUpf1
lNONMMUG028298,pFus
lNONMMUG028298,pTardbp
lNONMMUG028299,pCelf1
lNONMMUG028299,pFus
lNONMMUG028299,pTardbp
lNONMMUG028300,pFus
lNONMMUG028302,pFus
lNONMMUG028308,pFus
lNONMMUG028310,pFus
lNONMMUG028310,pTardbp
lNONMMUG028311,pFus
lNONMMUG028311,pTardbp
lNONMMUG028314,pFus
lNONMMUG028314,pTardbp
lNONMMUG028315,pCelf1
lNONMMUG028315,pFus
lNONMMUG028315,pMbnl1
lNONMMUG028315,pTardbp
lNONMMUG028315,pUpf1
lNONMMUG028316,pFmr1
lNONMMUG028316,pFus
lNONMMUG028316,pTardbp
lNONMMUG028317,pFus
lNONMMUG028317,pRbfox2
lNONMMUG028318,pFmr1
lNONMMUG028318,pFus
lNONMMUG028318,pTardbp
lNONMMUG028320,pFus
lNONMMUG028320,pTardbp
lNONMMUG028325,pUpf1
lNONMMUG028326,pTardbp
lNONMMUG028327,pFus
lNONMMUG028327,pTardbp
lNONMMUG028329,pFus
lNONMMUG028329,pTardbp
lNONMMUG028330,pFus
lNONMMUG028330,pTardbp
lNONMMUG028330,pTardbp
lNONMMUG028330,pUpf1
lNONMMUG028331,pFus
lNONMMUG028331,pTardbp
lNONMMUG028331,pUpf1
lNONMMUG028332,pFus
lNONMMUG028332,pTardbp
lNONMMUG028332,pUpf1
lNONMMUG028333,pFmr1
lNONMMUG028333,pFus
lNONMMUG028333,pTardbp
lNONMMUG028333,pUpf1
lNONMMUG028334,pFus
lNONMMUG028334,pTardbp
lNONMMUG028334,pTardbp
lNONMMUG028334,pUpf1
lNONMMUG028337,pFus
lNONMMUG028337,pPabpc1
lNONMMUG028337,pTardbp
lNONMMUG028338,pFus
lNONMMUG028338,pTardbp
lNONMMUG028339,pFus
lNONMMUG028339,pTardbp
lNONMMUG028340,pFmr1
lNONMMUG028340,pFus
lNONMMUG028340,pTardbp
lNONMMUG028341,pTardbp
lNONMMUG028344,pUpf1
lNONMMUG028349,pFus
lNONMMUG028349,pTardbp
lNONMMUG028350,pFmr1
lNONMMUG028350,pFus
lNONMMUG028350,pNova1
lNONMMUG028350,pTardbp
lNONMMUG028351,pFmr1
lNONMMUG028351,pFus
lNONMMUG028351,pTardbp
lNONMMUG028353,pFmr1
lNONMMUG028353,pFus
lNONMMUG028353,pTardbp
lNONMMUG028354,pFus
lNONMMUG028354,pTardbp
lNONMMUG028354,pTardbp
lNONMMUG028355,pFus
lNONMMUG028355,pTardbp
lNONMMUG028357,pFus
lNONMMUG028357,pTardbp
lNONMMUG028358,pFus
lNONMMUG028358,pTardbp
lNONMMUG028360,pFmr1
lNONMMUG028360,pFus
lNONMMUG028360,pTardbp
lNONMMUG028361,pJarid2
lNONMMUG028363,pFus
lNONMMUG028373,pFus
lNONMMUG028373,pNova1
lNONMMUG028373,pUpf1
lNONMMUG028375,pFus
lNONMMUG028375,pTardbp
lNONMMUG028376,pCelf1
lNONMMUG028376,pFmr1
lNONMMUG028376,pFus
lNONMMUG028376,pMbnl1
lNONMMUG028376,pTardbp
lNONMMUG028376,pUpf1
lNONMMUG028377,pTardbp
lNONMMUG028377,pUpf1
lNONMMUG028379,pCelf1
lNONMMUG028379,pFus
lNONMMUG028379,pTardbp
lNONMMUG028380,pCelf1
lNONMMUG028380,pEzh2
lNONMMUG028380,pFus
lNONMMUG028380,pTardbp
lNONMMUG028380,pUpf1
lNONMMUG028381,pFus
lNONMMUG028381,pTardbp
lNONMMUG028382,pFus
lNONMMUG028382,pTardbp
lNONMMUG028384,pFus
lNONMMUG028384,pTardbp
lNONMMUG028384,pUpf1
lNONMMUG028387,pJarid2
lNONMMUG028389,pFus
lNONMMUG028392,pPabpc1
lNONMMUG028395,pFus
lNONMMUG028395,pTardbp
lNONMMUG028396,pFus
lNONMMUG028396,pPou5f1
lNONMMUG028396,pPtbp2
lNONMMUG028396,pRbfox2
lNONMMUG028396,pYy1
lNONMMUG028396,pTardbp
lNONMMUG028396,pUpf1
lNONMMUG028397,pFus
lNONMMUG028397,pTardbp
lNONMMUG028399,pFus
lNONMMUG028403,pCelf1
lNONMMUG028403,pFmr1
lNONMMUG028403,pFus
lNONMMUG028403,pJarid2
lNONMMUG028403,pNova1
lNONMMUG028403,pPabpc1
lNONMMUG028403,pTardbp
lNONMMUG028403,pUpf1
lNONMMUG028404,pFus
lNONMMUG028404,pUpf1
lNONMMUG028405,pFus
lNONMMUG028408,pCelf1
lNONMMUG028408,pEzh2
lNONMMUG028408,pFmr1
lNONMMUG028408,pFus
lNONMMUG028408,pJarid2
lNONMMUG028408,pTardbp
lNONMMUG028412,pCelf1
lNONMMUG028412,pEzh2
lNONMMUG028412,pFmr1
lNONMMUG028412,pFus
lNONMMUG028412,pJarid2
lNONMMUG028412,pRbfox3
lNONMMUG028412,pTardbp
lNONMMUG028412,pUpf1
lNONMMUG028413,pFus
lNONMMUG028413,pTardbp
lNONMMUG028413,pTardbp
lNONMMUG028414,pFus
lNONMMUG028414,pTardbp
lNONMMUG028414,pUpf1
lNONMMUG028415,pFmr1
lNONMMUG028415,pFus
lNONMMUG028415,pTardbp
lNONMMUG028424,pCelf1
lNONMMUG028424,pFus
lNONMMUG028424,pTardbp
lNONMMUG028427,pFus
lNONMMUG028427,pTardbp
lNONMMUG028428,pUpf1
lNONMMUG028431,pFus
lNONMMUG028431,pTardbp
lNONMMUG028432,pFus
lNONMMUG028432,pPkm
lNONMMUG028432,pRbfox2
