lncRNA_id,protein_id
lENSMUSG00000081991,pSox2
lENSMUSG00000081992,pIgf2bp3
lENSMUSG00000081999,pAgo2
lENSMUSG00000081999,pSmchd1
lENSMUSG00000082000,pLin28a
lENSMUSG00000082001,pAgo2
lENSMUSG00000082001,pDazl
lENSMUSG00000082001,pIgf2bp3
lENSMUSG00000082001,pLin28a
lENSMUSG00000082002,pAgo2
lENSMUSG00000082007,pIgf2bp3
lENSMUSG00000082007,pLin28b
lENSMUSG00000082009,pAgo2
lENSMUSG00000082009,pIgf2bp3
lENSMUSG00000082010,pIgf2bp3
lENSMUSG00000082010,pLin28a
lENSMUSG00000082010,pLin28b
lENSMUSG00000082011,pDazl
lENSMUSG00000082016,pAgo2
lENSMUSG00000082016,pYthdf1
lENSMUSG00000082016,pHnrnpk
lENSMUSG00000082016,pGpm6a
lENSMUSG00000082017,pAgo2
lENSMUSG00000082018,pLin28b
lENSMUSG00000082025,pLin28a
lENSMUSG00000082025,pLin28b
lENSMUSG00000082025,pTrim71
lENSMUSG00000082028,pAgo2
lENSMUSG00000082029,pDazl
lENSMUSG00000082030,pIgf2bp3
lENSMUSG00000082030,pLin28a
lENSMUSG00000082030,pLin28b
lENSMUSG00000082031,pAgo2
lENSMUSG00000082043,pAgo2
lENSMUSG00000082044,pAgo2
lENSMUSG00000082052,pDazl
lENSMUSG00000082053,pLin28a
lENSMUSG00000082053,pLin28b
lENSMUSG00000082057,pAgo2
lENSMUSG00000082057,pDazl
lENSMUSG00000082057,pElavl1
lENSMUSG00000082061,pAgo2
lENSMUSG00000082062,pDdx18
lENSMUSG00000082063,pAicda
lENSMUSG00000082063,pAlkbh1
lENSMUSG00000082063,pAgo2
lENSMUSG00000082063,pCelf6
lENSMUSG00000082063,pCsde1
lENSMUSG00000082063,pDazl
lENSMUSG00000082063,pEzh2
lENSMUSG00000082063,pIgf2bp3
lENSMUSG00000082063,pLin28a
lENSMUSG00000082063,pLin28b
lENSMUSG00000082063,pMettl3
lENSMUSG00000082063,pNpm1
lENSMUSG00000082063,pNova1
lENSMUSG00000082063,pPtbp3
lENSMUSG00000082063,pPum2
lENSMUSG00000082063,pSuz12
lENSMUSG00000082063,pSrsf1
lENSMUSG00000082063,pTrim71
lENSMUSG00000082063,pYthdc2
lENSMUSG00000082063,pHnrnpl
lENSMUSG00000082063,pEp300
lENSMUSG00000082064,pCsde1
lENSMUSG00000082064,pDazl
lENSMUSG00000082065,pIgf2bp3
lENSMUSG00000082066,pAgo2
lENSMUSG00000082069,pAgo2
lENSMUSG00000082069,pDazl
lENSMUSG00000082069,pIgf2bp3
lENSMUSG00000082069,pLin28a
lENSMUSG00000082071,pAgo2
lENSMUSG00000082071,pIgf2bp3
lENSMUSG00000082071,pLin28b
lENSMUSG00000082072,pDazl
lENSMUSG00000082072,pIgf2bp3
lENSMUSG00000082076,pAgo2
lENSMUSG00000082076,pDazl
lENSMUSG00000082079,pDazl
lENSMUSG00000082079,pIgf2bp3
lENSMUSG00000082079,pLin28a
lENSMUSG00000082080,pAgo2
lENSMUSG00000082082,pAgo2
lENSMUSG00000082082,pIgf2bp3
lENSMUSG00000082084,pDazl
lENSMUSG00000082084,pSox2
lENSMUSG00000082090,pLin28a
lENSMUSG00000082090,pLin28b
lENSMUSG00000082092,pAgo2
lENSMUSG00000082104,pLin28b
lENSMUSG00000082104,pSox2
lENSMUSG00000082106,pLin28b
lENSMUSG00000082108,pIgf2bp3
lENSMUSG00000082108,pLin28a
lENSMUSG00000082108,pLin28b
lENSMUSG00000082111,pLin28a
lENSMUSG00000082112,pAgo2
lENSMUSG00000082114,pDazl
lENSMUSG00000082117,pAgo2
lENSMUSG00000082118,pDazl
lENSMUSG00000082119,pAgo2
lENSMUSG00000082119,pIgf2bp3
lENSMUSG00000082119,pLin28a
lENSMUSG00000082119,pLin28b
lENSMUSG00000082120,pAgo2
lENSMUSG00000082122,pAgo2
lENSMUSG00000082122,pSmchd1
lENSMUSG00000082127,pIgf2bp3
lENSMUSG00000082127,pLin28b
lENSMUSG00000082136,pAgo2
lENSMUSG00000082136,pDazl
lENSMUSG00000082141,pLin28b
lENSMUSG00000082144,pAgo2
lENSMUSG00000082151,pAgo2
lENSMUSG00000082151,pLin28b
lENSMUSG00000082154,pAgo2
lENSMUSG00000082159,pAgo2
lENSMUSG00000082160,pAgo2
lENSMUSG00000082163,pAgo2
lENSMUSG00000082163,pDazl
lENSMUSG00000082163,pLin28a
lENSMUSG00000082163,pLin28b
lENSMUSG00000082163,pGpm6a
lENSMUSG00000082164,pAgo2
lENSMUSG00000082165,pLin28b
lENSMUSG00000082169,pAgo2
lENSMUSG00000082170,pAgo2
lENSMUSG00000082170,pDazl
lENSMUSG00000082179,pAgo2
lENSMUSG00000082179,pPum2
lENSMUSG00000082179,pYthdf1
lENSMUSG00000082179,pGpm6a
lENSMUSG00000082183,pAicda
lENSMUSG00000082183,pAgo2
lENSMUSG00000082183,pElavl1
lENSMUSG00000082185,pDazl
lENSMUSG00000082185,pYthdf1
lENSMUSG00000082186,pAgo2
lENSMUSG00000082187,pAgo2
lENSMUSG00000082189,pAgo2
lENSMUSG00000082193,pDdx18
lENSMUSG00000082194,pAgo2
lENSMUSG00000082195,pIgf2bp3
lENSMUSG00000082195,pLin28b
lENSMUSG00000082196,pLin28b
lENSMUSG00000082197,pAgo2
lENSMUSG00000082197,pSox2
lENSMUSG00000082200,pDazl
lENSMUSG00000082207,pLin28a
lENSMUSG00000082207,pLin28b
lENSMUSG00000082215,pIgf2bp3
lENSMUSG00000082217,pAgo2
lENSMUSG00000082218,pAgo2
lENSMUSG00000082223,pAgo2
lENSMUSG00000082226,pAgo2
lENSMUSG00000082228,pDazl
lENSMUSG00000082235,pAgo2
lENSMUSG00000082239,pLin28b
lENSMUSG00000082239,pPum2
lENSMUSG00000082246,pDazl
lENSMUSG00000082248,pDazl
lENSMUSG00000082248,pLin28a
lENSMUSG00000082253,pAgo2
lENSMUSG00000082259,pIgf2bp3
lENSMUSG00000082259,pLin28a
lENSMUSG00000082259,pLin28b
lENSMUSG00000082261,pDazl
lENSMUSG00000082261,pLin28a
lENSMUSG00000082262,pDazl
lENSMUSG00000082262,pIgf2bp3
lENSMUSG00000082262,pLin28a
lENSMUSG00000082264,pAgo2
lENSMUSG00000082264,pIgf2bp3
lENSMUSG00000082264,pLin28b
lENSMUSG00000082265,pAgo2
lENSMUSG00000082270,pIgf2bp3
lENSMUSG00000082274,pAgo2
lENSMUSG00000082274,pDazl
lENSMUSG00000082274,pGpm6a
lENSMUSG00000082276,pIgf2bp3
lENSMUSG00000082276,pLin28a
lENSMUSG00000082276,pLin28b
lENSMUSG00000082276,pPum2
lENSMUSG00000082279,pAgo2
lENSMUSG00000082281,pAgo2
lENSMUSG00000082301,pAgo2
lENSMUSG00000082301,pIgf2bp3
lENSMUSG00000082301,pLin28b
lENSMUSG00000082301,pGpm6a
lENSMUSG00000082305,pAgo2
lENSMUSG00000082305,pDazl
lENSMUSG00000082305,pIgf2bp3
lENSMUSG00000082305,pLin28a
lENSMUSG00000082305,pLin28b
lENSMUSG00000082305,pSox2
lENSMUSG00000082305,pGpm6a
lENSMUSG00000082307,pCelf6
lENSMUSG00000082308,pAgo2
lENSMUSG00000082308,pGpm6a
lENSMUSG00000082310,pAgo2
lENSMUSG00000082313,pAgo2
lENSMUSG00000082313,pDazl
lENSMUSG00000082313,pIgf2bp3
lENSMUSG00000082313,pLin28a
lENSMUSG00000082313,pLin28b
lENSMUSG00000082315,pAgo2
lENSMUSG00000082315,pElavl1
lENSMUSG00000082315,pIgf2bp3
lENSMUSG00000082315,pLin28a
lENSMUSG00000082315,pLin28b
lENSMUSG00000082315,pPum2
lENSMUSG00000082317,pIgf2bp3
lENSMUSG00000082317,pLin28a
lENSMUSG00000082319,pAgo2
lENSMUSG00000082319,pPum2
lENSMUSG00000082319,pSmchd1
lENSMUSG00000082319,pYthdf1
lENSMUSG00000082319,pGpm6a
lENSMUSG00000082321,pAgo2
lENSMUSG00000082322,pAgo2
lENSMUSG00000082325,pLin28b
lENSMUSG00000082327,pAgo2
lENSMUSG00000082328,pDazl
lENSMUSG00000082330,pAgo2
lENSMUSG00000082330,pIgf2bp3
lENSMUSG00000082330,pLin28b
lENSMUSG00000082334,pAgo2
lENSMUSG00000082334,pLin28b
lENSMUSG00000082336,pSox2
lENSMUSG00000082339,pIgf2bp3
lENSMUSG00000082341,pAgo2
lENSMUSG00000082345,pAgo2
lENSMUSG00000082356,pIgf2bp3
lENSMUSG00000082356,pLin28a
lENSMUSG00000082357,pDazl
lENSMUSG00000082357,pIgf2bp3
lENSMUSG00000082360,pAgo2
lENSMUSG00000082363,pAgo2
lENSMUSG00000082363,pDazl
lENSMUSG00000082363,pYthdc2
lENSMUSG00000082365,pAgo2
lENSMUSG00000082365,pDazl
lENSMUSG00000082365,pIgf2bp3
lENSMUSG00000082365,pLin28a
lENSMUSG00000082365,pLin28b
lENSMUSG00000082365,pPum2
lENSMUSG00000082365,pSfpq
lENSMUSG00000082367,pAgo2
lENSMUSG00000082368,pAgo2
lENSMUSG00000082369,pDazl
lENSMUSG00000082369,pTrim71
lENSMUSG00000082371,pGpm6a
lENSMUSG00000082373,pAgo2
lENSMUSG00000082373,pIgf2bp3
lENSMUSG00000082373,pLin28a
lENSMUSG00000082373,pLin28b
lENSMUSG00000082373,pRbfox3
lENSMUSG00000082373,pSox2
lENSMUSG00000082373,pHnrnpf
lENSMUSG00000082377,pLin28a
lENSMUSG00000082379,pIgf2bp3
lENSMUSG00000082379,pLin28a
lENSMUSG00000082381,pAgo2
lENSMUSG00000082383,pAgo2
lENSMUSG00000082383,pLin28a
lENSMUSG00000082383,pHnrnpk
lENSMUSG00000082389,pAgo2
lENSMUSG00000082392,pDazl
lENSMUSG00000082394,pAgo2
lENSMUSG00000082395,pAgo2
lENSMUSG00000082397,pDazl
lENSMUSG00000082398,pAgo2
lENSMUSG00000082399,pIgf2bp3
lENSMUSG00000082399,pLin28a
lENSMUSG00000082399,pLin28b
lENSMUSG00000082399,pPum2
lENSMUSG00000082400,pLin28a
lENSMUSG00000082400,pLin28b
lENSMUSG00000082402,pAgo2
lENSMUSG00000082408,pAgo2
lENSMUSG00000082408,pIgf2bp3
lENSMUSG00000082412,pLin28b
lENSMUSG00000082412,pHnrnpk
lENSMUSG00000082414,pDazl
lENSMUSG00000082414,pSmchd1
lENSMUSG00000082414,pGpm6a
lENSMUSG00000082418,pLin28a
lENSMUSG00000082418,pGpm6a
lENSMUSG00000082420,pAgo2
lENSMUSG00000082421,pDazl
lENSMUSG00000082423,pAgo2
lENSMUSG00000082424,pAgo2
lENSMUSG00000082424,pLin28a
lENSMUSG00000082426,pDazl
lENSMUSG00000082427,pAgo2
lENSMUSG00000082429,pAgo2
lENSMUSG00000082431,pAgo2
lENSMUSG00000082436,pLin28b
lENSMUSG00000082440,pAgo2
lENSMUSG00000082446,pSox2
lENSMUSG00000082457,pAgo2
lENSMUSG00000082457,pDazl
lENSMUSG00000082457,pLin28a
lENSMUSG00000082458,pAgo2
lENSMUSG00000082461,pAgo2
lENSMUSG00000082461,pFmr1
lENSMUSG00000082461,pLin28b
lENSMUSG00000082464,pIgf2bp3
lENSMUSG00000082465,pAgo2
lENSMUSG00000082467,pAgo2
lENSMUSG00000082467,pIgf2bp3
lENSMUSG00000082467,pGpm6a
lENSMUSG00000082468,pDazl
lENSMUSG00000082474,pLin28a
lENSMUSG00000082486,pIgf2bp3
lENSMUSG00000082491,pAgo2
lENSMUSG00000082491,pYthdf1
lENSMUSG00000082498,pAgo2
lENSMUSG00000082498,pElavl1
lENSMUSG00000082498,pIgf2bp3
lENSMUSG00000082501,pIgf2bp3
lENSMUSG00000082501,pLin28b
lENSMUSG00000082501,pPum2
lENSMUSG00000082502,pAgo2
lENSMUSG00000082508,pDazl
lENSMUSG00000082508,pIgf2bp3
lENSMUSG00000082508,pLin28b
lENSMUSG00000082513,pAgo2
lENSMUSG00000082514,pAgo2
lENSMUSG00000082514,pPum2
lENSMUSG00000082515,pAgo2
lENSMUSG00000082519,pAgo2
lENSMUSG00000082519,pLin28b
lENSMUSG00000082520,pAgo2
lENSMUSG00000082532,pAgo2
lENSMUSG00000082532,pDazl
lENSMUSG00000082534,pAgo2
lENSMUSG00000082536,pAgo2
lENSMUSG00000082536,pDdx18
lENSMUSG00000082536,pSmchd1
lENSMUSG00000082536,pYthdf1
lENSMUSG00000082536,pGpm6a
lENSMUSG00000082537,pSmchd1
lENSMUSG00000082538,pDazl
lENSMUSG00000082538,pFmr1
lENSMUSG00000082538,pIgf2bp3
lENSMUSG00000082538,pLin28a
lENSMUSG00000082539,pAgo2
lENSMUSG00000082539,pDazl
lENSMUSG00000082541,pIgf2bp3
lENSMUSG00000082541,pLin28b
lENSMUSG00000082549,pAgo2
lENSMUSG00000082549,pDazl
lENSMUSG00000082552,pAgo2
lENSMUSG00000082561,pIgf2bp3
lENSMUSG00000082561,pPum2
lENSMUSG00000082569,pLin28a
lENSMUSG00000082575,pAgo2
lENSMUSG00000082575,pDdx18
lENSMUSG00000082575,pDazl
lENSMUSG00000082575,pGpm6a
lENSMUSG00000082583,pDazl
lENSMUSG00000082586,pLin28a
lENSMUSG00000082589,pIgf2bp3
lENSMUSG00000082589,pLin28a
lENSMUSG00000082594,pDazl
lENSMUSG00000082594,pIgf2bp3
lENSMUSG00000082594,pLin28a
lENSMUSG00000082594,pLin28b
lENSMUSG00000082596,pGpm6a
lENSMUSG00000082599,pDazl
lENSMUSG00000082606,pAgo2
lENSMUSG00000082606,pIgf2bp3
lENSMUSG00000082606,pLin28a
lENSMUSG00000082606,pLin28b
lENSMUSG00000082609,pAgo2
lENSMUSG00000082609,pDazl
lENSMUSG00000082615,pCsde1
lENSMUSG00000082615,pIgf2bp3
lENSMUSG00000082617,pPum2
lENSMUSG00000082618,pDazl
lENSMUSG00000082621,pAgo2
lENSMUSG00000082622,pAgo2
lENSMUSG00000082623,pAgo2
lENSMUSG00000082624,pLin28b
lENSMUSG00000082625,pAgo2
lENSMUSG00000082628,pLin28a
lENSMUSG00000082629,pLin28a
lENSMUSG00000082632,pAgo2
lENSMUSG00000082634,pAgo2
lENSMUSG00000082635,pIgf2bp3
lENSMUSG00000082635,pLin28b
lENSMUSG00000082636,pDazl
lENSMUSG00000082644,pAgo2
lENSMUSG00000082644,pDazl
lENSMUSG00000082644,pIgf2bp3
lENSMUSG00000082644,pLin28a
lENSMUSG00000082644,pHnrnpl
lENSMUSG00000082645,pDazl
lENSMUSG00000082645,pIgf2bp3
lENSMUSG00000082645,pLin28b
lENSMUSG00000082650,pAgo2
lENSMUSG00000082650,pDazl
lENSMUSG00000082650,pGpm6a
lENSMUSG00000082651,pAgo2
lENSMUSG00000082660,pAgo2
lENSMUSG00000082660,pDazl
lENSMUSG00000082661,pLin28a
lENSMUSG00000082661,pLin28b
lENSMUSG00000082665,pAgo2
lENSMUSG00000082669,pAgo2
lENSMUSG00000082669,pLin28a
lENSMUSG00000082674,pAgo2
lENSMUSG00000082675,pAgo2
lENSMUSG00000082676,pAgo2
lENSMUSG00000082677,pAgo2
lENSMUSG00000082677,pDazl
lENSMUSG00000082678,pAgo2
lENSMUSG00000082678,pGpm6a
lENSMUSG00000082682,pAgo2
lENSMUSG00000082683,pIgf2bp3
lENSMUSG00000082683,pLin28a
lENSMUSG00000082684,pAgo2
lENSMUSG00000082686,pAgo2
lENSMUSG00000082687,pAgo2
lENSMUSG00000082691,pAgo2
lENSMUSG00000082691,pHnrnpk
lENSMUSG00000082693,pAgo2
lENSMUSG00000082696,pDazl
lENSMUSG00000082699,pAgo2
lENSMUSG00000082699,pSox2
lENSMUSG00000082705,pIgf2bp3
lENSMUSG00000082708,pAgo2
lENSMUSG00000082708,pGpm6a
lENSMUSG00000082709,pAgo2
lENSMUSG00000082709,pDazl
lENSMUSG00000082711,pDazl
lENSMUSG00000082711,pIgf2bp3
lENSMUSG00000082714,pIgf2bp3
lENSMUSG00000082716,pLin28a
lENSMUSG00000082716,pLin28b
lENSMUSG00000082716,pYthdc2
lENSMUSG00000082724,pLin28a
lENSMUSG00000082725,pAgo2
lENSMUSG00000082725,pDazl
lENSMUSG00000082725,pIgf2bp3
lENSMUSG00000082725,pLin28b
lENSMUSG00000082725,pYthdc2
lENSMUSG00000082725,pHnrnpk
lENSMUSG00000082727,pAgo2
lENSMUSG00000082728,pLin28a
lENSMUSG00000082728,pLin28b
lENSMUSG00000082733,pSox2
lENSMUSG00000082734,pLin28b
lENSMUSG00000082736,pAgo2
lENSMUSG00000082736,pPum2
lENSMUSG00000082739,pSfpq
lENSMUSG00000082740,pAgo2
lENSMUSG00000082740,pDazl
lENSMUSG00000082743,pAgo2
lENSMUSG00000082743,pElavl1
lENSMUSG00000082743,pYthdf1
lENSMUSG00000082744,pAgo2
lENSMUSG00000082744,pDazl
lENSMUSG00000082751,pLin28b
lENSMUSG00000082754,pSox2
lENSMUSG00000082759,pPum2
lENSMUSG00000082760,pAgo2
lENSMUSG00000082762,pIgf2bp3
lENSMUSG00000082765,pAgo2
lENSMUSG00000082768,pDazl
lENSMUSG00000082769,pAgo2
lENSMUSG00000082771,pAgo2
lENSMUSG00000082774,pAgo2
lENSMUSG00000082774,pIgf2bp3
lENSMUSG00000082774,pLin28a
lENSMUSG00000082774,pLin28b
lENSMUSG00000082776,pAgo2
lENSMUSG00000082776,pGpm6a
lENSMUSG00000082782,pAgo2
lENSMUSG00000082783,pDazl
lENSMUSG00000082789,pAgo2
lENSMUSG00000082789,pLin28a
lENSMUSG00000082789,pHnrnpl
lENSMUSG00000082791,pAgo2
lENSMUSG00000082795,pAgo2
lENSMUSG00000082795,pDazl
lENSMUSG00000082799,pAgo2
lENSMUSG00000082799,pDazl
lENSMUSG00000082799,pIgf2bp3
lENSMUSG00000082799,pLin28a
lENSMUSG00000082799,pLin28b
lENSMUSG00000082809,pAgo2
lENSMUSG00000082809,pGpm6a
lENSMUSG00000082810,pAgo2
lENSMUSG00000082812,pAgo2
lENSMUSG00000082817,pAgo2
lENSMUSG00000082820,pAgo2
lENSMUSG00000082824,pAgo2
lENSMUSG00000082825,pLin28a
lENSMUSG00000082827,pAgo2
lENSMUSG00000082829,pAgo2
lENSMUSG00000082829,pIgf2bp3
lENSMUSG00000082832,pAgo2
lENSMUSG00000082832,pDazl
lENSMUSG00000082832,pIgf2bp3
lENSMUSG00000082832,pLin28a
lENSMUSG00000082832,pSrsf1
lENSMUSG00000082836,pAgo2
lENSMUSG00000082839,pIgf2bp3
lENSMUSG00000082840,pAgo2
lENSMUSG00000082842,pIgf2bp3
lENSMUSG00000082844,pDazl
lENSMUSG00000082849,pElavl1
lENSMUSG00000082850,pDazl
lENSMUSG00000082850,pHnrnpl
lENSMUSG00000082851,pAgo2
lENSMUSG00000082860,pAgo2
lENSMUSG00000082865,pIgf2bp3
lENSMUSG00000082865,pLin28b
lENSMUSG00000082867,pAgo2
lENSMUSG00000082867,pCsde1
lENSMUSG00000082867,pDazl
lENSMUSG00000082867,pLin28a
lENSMUSG00000082872,pAgo2
lENSMUSG00000082872,pElavl1
lENSMUSG00000082873,pAgo2
lENSMUSG00000082873,pDazl
lENSMUSG00000082876,pAgo2
lENSMUSG00000082876,pPum2
lENSMUSG00000082877,pLin28a
lENSMUSG00000082879,pIgf2bp3
lENSMUSG00000082879,pLin28b
lENSMUSG00000082884,pAgo2
lENSMUSG00000082884,pYthdf1
lENSMUSG00000082884,pGpm6a
lENSMUSG00000082885,pLin28a
lENSMUSG00000082885,pPum2
lENSMUSG00000082886,pDazl
lENSMUSG00000082887,pIgf2bp3
lENSMUSG00000082887,pLin28a
lENSMUSG00000082887,pLin28b
lENSMUSG00000082887,pPum2
lENSMUSG00000082888,pIgf2bp3
lENSMUSG00000082891,pIgf2bp3
lENSMUSG00000082891,pLin28a
lENSMUSG00000082891,pLin28b
lENSMUSG00000082894,pAgo2
lENSMUSG00000082894,pLin28a
lENSMUSG00000082896,pAgo2
lENSMUSG00000082896,pDdx18
lENSMUSG00000082899,pIgf2bp3
lENSMUSG00000082902,pDazl
lENSMUSG00000082905,pAgo2
lENSMUSG00000082906,pAgo2
lENSMUSG00000082906,pLin28b
lENSMUSG00000082907,pLin28a
lENSMUSG00000082908,pAgo2
lENSMUSG00000082912,pAgo2
lENSMUSG00000082912,pLin28a
lENSMUSG00000082912,pLin28b
lENSMUSG00000082915,pAgo2
lENSMUSG00000082922,pAgo2
lENSMUSG00000082925,pAgo2
lENSMUSG00000082925,pCelf6
lENSMUSG00000082925,pDazl
lENSMUSG00000082925,pLin28a
lENSMUSG00000082925,pSrsf1
lENSMUSG00000082926,pAgo2
lENSMUSG00000082928,pAgo2
lENSMUSG00000082931,pAgo2
lENSMUSG00000082931,pIgf2bp3
lENSMUSG00000082931,pLin28a
lENSMUSG00000082933,pIdh1
lENSMUSG00000082933,pSrsf1
lENSMUSG00000082935,pAgo2
lENSMUSG00000082935,pElavl1
lENSMUSG00000082940,pAgo2
lENSMUSG00000082940,pLin28a
lENSMUSG00000082941,pLin28a
lENSMUSG00000082949,pLin28b
lENSMUSG00000082950,pAgo2
lENSMUSG00000082951,pAgo2
lENSMUSG00000082953,pAgo2
lENSMUSG00000082955,pAgo2
lENSMUSG00000082955,pLin28a
lENSMUSG00000082962,pNova1
lENSMUSG00000082962,pSmchd1
lENSMUSG00000082964,pAgo2
lENSMUSG00000082969,pLin28a
lENSMUSG00000082969,pRnps1
lENSMUSG00000082971,pAgo2
lENSMUSG00000082971,pLin28a
lENSMUSG00000082971,pSox2
lENSMUSG00000082973,pDazl
lENSMUSG00000082974,pAgo2
lENSMUSG00000082974,pGpm6a
lENSMUSG00000082975,pIgf2bp3
lENSMUSG00000082978,pGpm6a
lENSMUSG00000082980,pLin28b
lENSMUSG00000082985,pIgf2bp3
lENSMUSG00000082985,pLin28a
lENSMUSG00000082988,pAgo2
lENSMUSG00000082988,pPum2
lENSMUSG00000082990,pAgo2
lENSMUSG00000082990,pDazl
lENSMUSG00000082995,pDazl
lENSMUSG00000082995,pIgf2bp3
lENSMUSG00000082995,pLin28a
lENSMUSG00000082995,pLin28b
lENSMUSG00000082998,pAgo2
lENSMUSG00000083001,pDazl
lENSMUSG00000083001,pLin28a
lENSMUSG00000083004,pAgo2
lENSMUSG00000083004,pDazl
lENSMUSG00000083005,pLin28b
lENSMUSG00000083006,pIgf2bp3
lENSMUSG00000083009,pDazl
lENSMUSG00000083009,pLin28a
lENSMUSG00000083010,pIgf2bp3
lENSMUSG00000083011,pAgo2
lENSMUSG00000083011,pIgf2bp3
lENSMUSG00000083013,pAgo2
lENSMUSG00000083014,pAgo2
lENSMUSG00000083014,pIgf2bp3
lENSMUSG00000083014,pLin28a
lENSMUSG00000083014,pLin28b
lENSMUSG00000083014,pPum2
lENSMUSG00000083019,pAgo2
lENSMUSG00000083027,pAgo2
lENSMUSG00000083027,pLin28b
lENSMUSG00000083033,pAgo2
lENSMUSG00000083033,pCelf6
lENSMUSG00000083033,pDazl
lENSMUSG00000083033,pLin28b
lENSMUSG00000083033,pSrsf1
lENSMUSG00000083037,pLin28b
lENSMUSG00000083038,pDazl
lENSMUSG00000083039,pCelf6
lENSMUSG00000083039,pDazl
lENSMUSG00000083041,pAgo2
lENSMUSG00000083043,pAgo2
lENSMUSG00000083044,pAgo2
lENSMUSG00000083049,pLin28a
lENSMUSG00000083053,pLin28b
lENSMUSG00000083055,pAgo2
lENSMUSG00000083058,pLin28a
lENSMUSG00000083059,pIgf2bp3
lENSMUSG00000083059,pLin28a
lENSMUSG00000083059,pLin28b
lENSMUSG00000083064,pAgo2
lENSMUSG00000083066,pAgo2
lENSMUSG00000083069,pIgf2bp3
lENSMUSG00000083069,pLin28a
lENSMUSG00000083069,pLin28b
lENSMUSG00000083072,pAgo2
lENSMUSG00000083076,pAgo2
lENSMUSG00000083076,pYthdf1
lENSMUSG00000083076,pGpm6a
lENSMUSG00000083079,pIgf2bp3
lENSMUSG00000083079,pLin28a
lENSMUSG00000083079,pLin28b
lENSMUSG00000083084,pLin28a
lENSMUSG00000083093,pAgo2
lENSMUSG00000083093,pIgf2bp3
lENSMUSG00000083093,pLin28a
lENSMUSG00000083093,pLin28b
lENSMUSG00000083093,pPum2
lENSMUSG00000083097,pAgo2
lENSMUSG00000083097,pDazl
lENSMUSG00000083097,pLin28a
lENSMUSG00000083099,pAgo2
lENSMUSG00000083101,pIgf2bp3
lENSMUSG00000083101,pLin28a
lENSMUSG00000083101,pLin28b
lENSMUSG00000083104,pDazl
lENSMUSG00000083105,pAgo2
lENSMUSG00000083105,pPum2
lENSMUSG00000083107,pAgo2
lENSMUSG00000083107,pIgf2bp3
lENSMUSG00000083107,pLin28a
lENSMUSG00000083107,pLin28b
lENSMUSG00000083109,pDazl
lENSMUSG00000083109,pFmr1
lENSMUSG00000083109,pIgf2bp3
lENSMUSG00000083109,pLin28a
lENSMUSG00000083109,pLin28b
lENSMUSG00000083109,pPum2
lENSMUSG00000083111,pAgo2
lENSMUSG00000083112,pAgo2
lENSMUSG00000083114,pIgf2bp3
lENSMUSG00000083114,pLin28a
lENSMUSG00000083116,pAgo2
lENSMUSG00000083116,pPum2
lENSMUSG00000083118,pIgf2bp3
lENSMUSG00000083118,pLin28b
lENSMUSG00000083120,pAgo2
lENSMUSG00000083120,pIgf2bp3
lENSMUSG00000083120,pLin28a
lENSMUSG00000083126,pAgo2
lENSMUSG00000083136,pPum2
lENSMUSG00000083139,pAgo2
lENSMUSG00000083143,pDazl
lENSMUSG00000083143,pLin28a
lENSMUSG00000083152,pAgo2
lENSMUSG00000083154,pLin28a
lENSMUSG00000083157,pAgo2
lENSMUSG00000083162,pAgo2
lENSMUSG00000083166,pAgo2
lENSMUSG00000083170,pIgf2bp3
lENSMUSG00000083170,pLin28a
lENSMUSG00000083170,pLin28b
lENSMUSG00000083172,pAgo2
lENSMUSG00000083172,pIgf2bp3
lENSMUSG00000083172,pLin28a
lENSMUSG00000083172,pSrsf1
lENSMUSG00000083173,pLin28b
lENSMUSG00000083174,pAgo2
lENSMUSG00000083179,pAgo2
lENSMUSG00000083186,pAgo2
lENSMUSG00000083186,pLin28b
lENSMUSG00000083190,pDazl
lENSMUSG00000083190,pFmr1
lENSMUSG00000083200,pGpm6a
lENSMUSG00000083207,pAgo2
lENSMUSG00000083207,pPum2
lENSMUSG00000083210,pAgo2
lENSMUSG00000083213,pIgf2bp3
lENSMUSG00000083215,pAgo2
lENSMUSG00000083218,pAgo2
lENSMUSG00000083218,pDazl
lENSMUSG00000083218,pIgf2bp3
lENSMUSG00000083218,pLin28a
lENSMUSG00000083218,pLin28b
lENSMUSG00000083218,pPum2
lENSMUSG00000083218,pSrsf1
lENSMUSG00000083218,pYthdf1
lENSMUSG00000083219,pAgo2
lENSMUSG00000083219,pYthdf1
lENSMUSG00000083220,pIgf2bp3
lENSMUSG00000083220,pLin28a
lENSMUSG00000083220,pLin28b
lENSMUSG00000083233,pDazl
lENSMUSG00000083240,pAgo2
lENSMUSG00000083242,pAgo2
lENSMUSG00000083243,pDazl
lENSMUSG00000083243,pLin28a
lENSMUSG00000083245,pAgo2
lENSMUSG00000083246,pAgo2
lENSMUSG00000083246,pLin28a
lENSMUSG00000083248,pDazl
lENSMUSG00000083249,pAgo2
lENSMUSG00000083249,pIgf2bp3
lENSMUSG00000083249,pLin28a
lENSMUSG00000083249,pLin28b
lENSMUSG00000083250,pAgo2
lENSMUSG00000083250,pIgf2bp3
lENSMUSG00000083250,pGpm6a
lENSMUSG00000083253,pAgo2
lENSMUSG00000083253,pDazl
lENSMUSG00000083253,pIgf2bp3
lENSMUSG00000083253,pLin28a
