lncRNA_id,Score,Pre Label
lNONMMUG043168,0.21006327968805039,1
lENSMUSG00000104710,1.0568217864912626,1
lNONMMUG000471,1.3745459263682918,1
lNONMMUG039682,1.3480426404868453,1
lENSMUSG00000108569,1.133053584025454,1
lENSMUSG00000086993,1.0716334979104047,1
lENSMUSG00000108276,1.0263878372811561,1
lNONMMUG012992,1.341151456210774,1
lNONMMUG005100,1.4648989366648024,1
lNONMMUG037717,1.3262306890298916,1
lENSMUSG00000086779,1.082891952626376,1
lENSMUSG00000085012,1.0374310376887124,1
lNONMMUG022577,0.6297983295051424,1
lENSMUSG00000104585,1.09863391756992,1
lNONMMUG039105,1.136133049163469,1
lENSMUSG00000085560,1.0821489732461131,1
lNONMMUG024933,1.2160882390856003,1
lNONMMUG024680,1.3378991296506157,1
lENSMUSG00000097616,1.089756858238509,1
lENSMUSG00000097767,0.9994911186949267,1
lNONMMUG030406,1.4277095787306493,1
lENSMUSG00000074981,1.003130803526652,1
lNONMMUG014942,1.095302169427832,1
lENSMUSG00000103971,1.0948196144982987,1
lNONMMUG006735,1.4691161284446466,1
lNONMMUG040983,1.206577306393207,1
lNONMMUG023243,0.9624045476842795,1
lNONMMUG009968,0.8537799524462812,1
lNONMMUG029302,0.9788658834263018,1
lENSMUSG00000046808,1.0896308677343214,1
lENSMUSG00000086119,0.9847437021719898,1
lNONMMUG015459,1.3089247690952774,1
lENSMUSG00000090157,0.8809292942122013,1
lNONMMUG036279,1.5356671554859886,1
lENSMUSG00000105617,1.0121908962735873,1
l2610005L07Rik,1.2598806336448334,1
lENSMUSG00000100851,1.1795743689650706,1
lNONMMUG026758,0.5147470778092398,1
lENSMUSG00000097439,1.0460094990045476,1
lNONMMUG029983,1.4355882599878598,1
lENSMUSG00000075020,1.0138575956334037,1
lNONMMUG026141,1.3112824822559546,1
lENSMUSG00000102476,1.0007243741104546,1
lSlit3,0.03280887398363319,1
lEif4g2,-0.03234487793027796,0
lNONMMUG045662,1.1656292431502138,1
lENSMUSG00000092220,0.9203863451738457,1
lNONMMUG028799,0.9032395090320549,1
lNONMMUG030805,1.501921167638919,1
lENSMUSG00000087022,1.008955737180976,1
lCamk1d,-0.14737527229282676,0
lNONMMUG025457,1.4230338530018187,1
lNONMMUG025278,1.4185964904106712,1
lENSMUSG00000087475,0.9918366681339776,1
lENSMUSG00000085862,1.129863093193343,1
lENSMUSG00000103655,0.9526351617650377,1
lENSMUSG00000097166,0.9323409435299581,1
lNONMMUG015815,1.2159172469809434,1
lENSMUSG00000108094,0.9863957106674306,1
lNONMMUG033450,1.376659120256626,1
lNONMMUG025564,1.2011702903702215,1
lNONMMUG013901,1.4987233027376377,1
lENSMUSG00000045327,1.0318913454847873,1
lNONMMUG021659,-0.46323575696181507,0
lNONMMUG023536,1.1566658337807567,1
lENSMUSG00000093482,1.0884242961521906,1
lENSMUSG00000081094,1.0605883829527798,1
lNONMMUG027338,0.7926141116488807,1
lNONMMUG001449,1.1432425855067052,1
lENSMUSG00000087362,0.8621635957408742,1
lNptn,-0.6083826556063272,0
lENSMUSG00000097736,1.0471693732265024,1
lENSMUSG00000097585,1.009138294319861,1
lENSMUSG00000087197,1.0795693413007044,1
lENSMUSG00000093577,1.1862137578313465,1
lENSMUSG00000085201,0.9983211933198461,1
lNONMMUG044262,-0.5491140931934595,0
lHnrnpl,-0.43722606439120426,0
lNONMMUG005631,-0.7117324479364768,0
lENSMUSG00000085696,1.0689938904630978,1
lENSMUSG00000087528,1.0532127600863888,1
lENSMUSG00000105239,1.0146332582683542,1
lNONMMUG010479,1.3316260799824207,1
lENSMUSG00000097908,0.9586674756364246,1
lNONMMUG025500,-0.41296046443725487,0
lENSMUSG00000097038,1.0791331005438352,1
lENSMUSG00000029092,1.108503929768851,1
lNONMMUG043058,1.3148391744438257,1
lNONMMUG030337,1.4300467662806753,1
lENSMUSG00000086681,1.0715065837674231,1
lENSMUSG00000086629,0.9310249930093946,1
lENSMUSG00000101674,0.9596894901835,1
lENSMUSG00000086682,1.1166912419816057,1
lNONMMUG006447,0.801737411570052,1
lENSMUSG00000044997,0.9513201584081585,1
lENSMUSG00000074235,1.0602152143508405,1
lENSMUSG00000086741,1.146244080295169,1
lENSMUSG00000085135,1.013006457637978,1
lPvt1,1.0920598913154222,1
lENSMUSG00000107741,1.0458349797321418,1
lNONMMUG025591,1.645323090560943,1
lNONMMUG029503,0.1579083883801573,1
lENSMUSG00000097156,1.1224902401959795,1
lNONMMUG013864,0.7338134376100598,1
lENSMUSG00000097899,0.9554862090100116,1
lENSMUSG00000087380,1.0782845425274203,1
lENSMUSG00000097976,1.073158975028555,1
lNONMMUG023717,1.228262574799821,1
lENSMUSG00000087641,1.238783059757587,1
lNONMMUG038371,1.3519565526904316,1
lNONMMUG010674,1.214709925396157,1
lENSMUSG00000073155,1.0643690925112637,1
lNONMMUG021393,1.2774844797140261,1
lENSMUSG00000098233,1.082628154641192,1
lPisd-ps2,1.4048474519750656,1
lENSMUSG00000086769,1.1082583649150664,1
lENSMUSG00000098684,0.8984738098935239,1
lNONMMUG044335,1.2689673497280225,1
lENSMUSG00000054412,1.0596822366877277,1
lENSMUSG00000095334,1.049857866823011,1
lENSMUSG00000095159,0.9988225627840777,1
lENSMUSG00000063235,0.9746790949000896,1
lNONMMUG027498,1.214197464562325,1
lENSMUSG00000087502,1.0667343211579876,1
lNONMMUG027241,1.421120486166508,1
lENSMUSG00000085741,0.9623640221031806,1
lNONMMUG001711,1.5168388529184043,1
lENSMUSG00000104588,1.1861537723270104,1
lNONMMUG001354,1.2474980832511378,1
lNONMMUG017464,0.9699799489524636,1
lENSMUSG00000097458,0.9885400213829953,1
lENSMUSG00000109127,1.0733495309141787,1
lENSMUSG00000085054,1.158459615969626,1
lNONMMUG038220,1.057473442509938,1
lENSMUSG00000086236,1.0545421042386849,1
lENSMUSG00000098108,0.976139899951356,1
lNONMMUG017379,-0.509137734247183,0
lNONMMUG007234,1.1609816866038685,1
lCamta1,-0.027777668421741453,0
lENSMUSG00000086836,1.134219004698842,1
lNONMMUG019764,1.117286292257809,1
lENSMUSG00000091192,1.029754170613792,1
lENSMUSG00000068151,1.0764927751575684,1
lNONMMUG029608,0.5444339844170045,1
lGls,-0.4957620624454293,0
lDleu2,1.1572846276888171,1
lNONMMUG042297,1.3284036361841558,1
lAsap1,-0.016114313626040655,0
lPkp4,0.4675389509962926,1
lENSMUSG00000108811,0.9622322585095517,1
lNONMMUG004793,-0.47542125712548255,0
lNONMMUG025370,1.4801131561176888,1
lENSMUSG00000105852,0.9631850867085134,1
lNONMMUG011503,0.820244504657289,1
lNONMMUG044189,1.1690802805513059,1
lENSMUSG00000097099,1.0369764508156223,1
lENSMUSG00000093538,1.0200614304836293,1
lENSMUSG00000100457,0.8926420493386829,1
lENSMUSG00000097682,0.9738485065086806,1
lNONMMUG043061,-0.5351397901038055,0
lENSMUSG00000108441,0.8825305739141882,1
lNONMMUG000668,0.9607717774148412,1
lNONMMUG033512,0.9204322943050514,1
lENSMUSG00000104887,1.4586695065153563,1
lENSMUSG00000086216,1.1828362334896738,1
lENSMUSG00000072683,1.062464081419627,1
lPpp3ca,-0.16421858153321267,0
lNONMMUG002409,1.2711922813181573,1
lNONMMUG013377,1.344287873746815,1
lNONMMUG030867,-0.8445673553629192,0
lNONMMUG042447,1.0876039944957299,1
lNONMMUG010775,0.896802599622724,1
lNONMMUG022349,0.9935648000237407,1
lENSMUSG00000087518,0.9557427970988712,1
lTanc1,-0.5080468432208605,0
lNONMMUG031280,1.6334513248297142,1
lSnhg5,1.241251438582701,1
lNONMMUG012798,0.9474180609754725,1
l4632427E13Rik,1.26361977962285,1
lENSMUSG00000074783,0.975607672060427,1
lENSMUSG00000085830,1.071577158019231,1
lNONMMUG033747,1.3607650610988813,1
lENSMUSG00000105068,1.0251999073207614,1
lENSMUSG00000101799,1.1414810761323295,1
lENSMUSG00000108175,0.984748238402041,1
lNONMMUG004338,1.2677447725762718,1
lENSMUSG00000087300,1.0095285919557497,1
lNONMMUG040444,-0.6980946085475566,0
lNONMMUG025574,1.2087428507833309,1
lENSMUSG00000089699,0.9985371616423961,1
lENSMUSG00000086016,0.9543405655129433,1
lENSMUSG00000086441,1.1118304691782654,1
lENSMUSG00000086212,1.0606821975352076,1
lNONMMUG010427,1.5942030005632617,1
lENSMUSG00000086714,1.0192802299183725,1
lENSMUSG00000101214,1.1867215493898513,1
lENSMUSG00000100301,0.8805538933981083,1
lENSMUSG00000091661,1.1830088459178043,1
lNONMMUG031290,0.2506540404137141,1
lNONMMUG007094,1.3169520441767801,1
lNONMMUG007460,1.3679609967978124,1
lENSMUSG00000085427,1.0253886506836594,1
lENSMUSG00000084757,1.0270426708004052,1
lNONMMUG002971,1.2566081403627365,1
lENSMUSG00000101768,1.114844018804341,1
lENSMUSG00000060029,1.0157481784210134,1
lJarid2,0.2646698105690959,1
lDst,0.11973004223006711,1
lNONMMUG041473,1.1405535773189754,1
lENSMUSG00000097756,1.0446052615694654,1
lENSMUSG00000084833,1.02904285521452,1
lNONMMUG034953,1.2464832686401266,1
lNONMMUG030555,1.341955013092381,1
lNONMMUG033134,1.2487464787018823,1
lMad1l1,0.33773591817833193,1
lNONMMUG017159,1.1755858110468367,1
lNONMMUG034261,1.395380163468225,1
lENSMUSG00000101845,1.0280774007448557,1
lNONMMUG031579,1.1439176587633497,1
lSorcs2,0.2072934649216549,1
lENSMUSG00000085014,1.0886336574561923,1
lENSMUSG00000087396,1.0033538378926679,1
lENSMUSG00000086697,1.0679006626018221,1
lENSMUSG00000085632,1.0824279857099768,1
lENSMUSG00000090873,0.9472224036566601,1
lItsn1,0.051021035496994216,1
lNONMMUG007500,1.2932791152727887,1
lENSMUSG00000054556,0.9413096312790614,1
lNONMMUG008177,0.8108462747227136,1
lNONMMUG031526,1.2784299441831948,1
lNONMMUG039070,1.4692437195171308,1
lENSMUSG00000085241,1.0305848133734585,1
lENSMUSG00000063714,1.0069175088917532,1
lNONMMUG024178,0.8708877013351,1
lENSMUSG00000106429,1.1285633149942882,1
lNONMMUG007388,1.2991796853179025,1
lENSMUSG00000085505,1.171648779632001,1
lENSMUSG00000101233,1.029144766719007,1
lKcnip1,-0.11245940728702664,0
lNONMMUG039915,1.2612571577433656,1
lSnhg1,1.3381109440472088,1
lNONMMUG033231,-0.6707008726464423,0
lNONMMUG024197,1.1945633954931694,1
lNrf1,0.04443025638480691,1
lENSMUSG00000090118,1.04800429430572,1
lNONMMUG002558,-0.4006279967491153,0
lENSMUSG00000107666,1.1593651984136457,1
lENSMUSG00000086739,1.0724307654366996,1
lENSMUSG00000085655,1.0060147673834834,1
lENSMUSG00000086509,0.9520718263189352,1
lENSMUSG00000093594,1.0643834239291365,1
lENSMUSG00000087125,1.0826893960138548,1
lDdx39b,0.053949171582495126,1
lNONMMUG009540,1.3057806089685826,1
lNONMMUG030438,1.149301376327692,1
lENSMUSG00000074388,1.143427444138915,1
lENSMUSG00000087301,1.114711573383353,1
lNONMMUG042164,1.340717591354938,1
lCtnnd1,-0.43378109589819047,0
lENSMUSG00000087158,0.9542076348549173,1
lNONMMUG022103,-0.3667397793052416,0
lNONMMUG020761,1.2689389085285185,1
lNONMMUG041394,0.9398147608682521,1
lNONMMUG039487,1.3889278181727818,1
lNONMMUG031419,1.4453241427987606,1
lSnd1,-0.5300862894938021,0
lEif4a2,-0.5666001191059209,0
lENSMUSG00000097031,0.9947137970427562,1
lNONMMUG036280,-0.3880038830071797,0
lPhf21a,-0.6263852300971493,0
lNONMMUG010482,1.3964348735830825,1
lENSMUSG00000097770,1.0908817172591156,1
lNONMMUG030896,-0.30199455562488,0
lNlk,-0.5479302416354344,0
lENSMUSG00000107879,0.969434269747417,1
lNONMMUG039791,1.3284219135898567,1
lNONMMUG005638,-0.32636939602296167,0
lNONMMUG042959,-0.49210908362014294,0
lENSMUSG00000085767,1.1308785529849175,1
lSnhg3,1.4551931664884634,1
lNONMMUG021213,-0.484191409332162,0
lNONMMUG024808,-0.4188100885435446,0
lENSMUSG00000107422,1.1522860917506321,1
lENSMUSG00000104866,1.2118090389126408,1
lENSMUSG00000029386,0.9913525530039138,1
lNONMMUG011468,0.6979359762863524,1
lENSMUSG00000102046,0.9466562210475686,1
lAff4,-0.47241618953369624,0
lNONMMUG024628,1.340859926962331,1
lENSMUSG00000084946,1.0553899145657013,1
lENSMUSG00000087679,1.0728514368433153,1
lENSMUSG00000092196,1.0871876399583797,1
lNONMMUG033764,1.2858249800549189,1
lNONMMUG045615,0.8225456293592757,1
lNONMMUG024261,1.1453909847086763,1
lENSMUSG00000097777,1.0410709821458468,1
lGm16091,1.212188394656188,1
lENSMUSG00000085439,1.004621661888855,1
lNONMMUG035013,0.0394794202806068,1
lENSMUSG00000093650,0.938733445553801,1
lNONMMUG005564,0.34362015969974635,1
lENSMUSG00000094365,0.9599936899966437,1
lGm16867,1.2268689458318462,1
lENSMUSG00000029360,1.035952981939083,1
lENSMUSG00000050936,0.9710471834486967,1
lNONMMUG018713,-0.18122629682493852,0
lENSMUSG00000089683,1.0210107580162386,1
