Model,Tissue,Sensitivity(Recall),Specificity,PPV(Precision),F1_Score,Accuracy,MCC,ROC_AUC,PR_AUC
MLP,stomach,0.8278637770897833,0.83343653250774,0.8325031133250311,0.830176963675877,0.8306501547987616,0.6613105783766234,0.9008172224405486,0.8984037559561193
