Model,Tissue,Sensitivity(Recall),Specificity,PPV(Precision),F1_Score,Accuracy,MCC,ROC_AUC,PR_AUC
MLP,heart,0.8607,0.8167,0.8244,0.8422,0.8387,0.6781,0.9089,0.9061
