Model,Tissue,Sensitivity(Recall),Specificity,PPV(Precision),F1_Score,Accuracy,MCC,ROC_AUC,PR_AUC
SVM,stomach,0.8879256965944272,0.8625386996904024,0.8659420289855072,0.8767960868236013,0.8752321981424148,0.750706350251581,0.9334631789818747,0.933489923696325
