Model,Tissue,Sensitivity(Recall),Specificity,PPV(Precision),F1_Score,Accuracy,MCC,ROC_AUC,PR_AUC
SVM,heart,0.8885448916408669,0.865015479876161,0.868118572292801,0.8782129742962056,0.8767801857585139,0.7537690561988232,0.9346467425164624,0.9339052991895462
