Model,Tissue,Sensitivity(Recall),Specificity,PPV(Precision),F1_Score,Accuracy,MCC,ROC_AUC,PR_AUC
SVM,lung,0.8804953560371517,0.8551083591331269,0.8586956521739131,0.8694588810761237,0.8678018575851393,0.7358408779693715,0.929001140622454,0.9293280144174761
