lncRNA_id,identifier,gene_name,gene_id
lACTN1,ACTN1,ACTN1,NONHSAG015310;NONHSAG015313
lACTN4,ACTN4,ACTN4,NONHSAG025750
lACTR10,ACTR10,ACTR10,NONHSAG015101
lACTR1B,ACTR1B,ACTR1B,NONHSAG028660
lACTR2,ACTR2,ACTR2,NONHSAG027992
lACTR3,ACTR3,ACTR3,NONHSAG029038;NONHSAG029039
lACTR6,ACTR6,ACTR6,NONHSAG012056
lACVR2A,ACVR2A,ACVR2A,NONHSAG029494
lACY1,ACY1,ACY1,NONHSAG035151
lACYP2,ACYP2,ACYP2,NONHSAG027774
lAD000671.1,AD000671.1,AD000671.1,
lADA,ADA,ADA,NONHSAG031839
lADAL,ADAL,ADAL,NONHSAG016698
lADAM1,ADAM1,ADAM1,
lADAM12,ADAM12,ADAM12,NONHSAG007142;NONHSAG007143
lADAM15,ADAM15,ADAM15,NONHSAG003046
lADAM18,ADAM18,ADAM18,NONHSAG050046;NONHSAG050047
lADAM19,ADAM19,ADAM19,NONHSAG042048
lADAM2,ADAM2,ADAM2,NONHSAG050049
lADAM20P1,ADAM20P1,ADAM20P1,
lADAM22,ADAM22,ADAM22,NONHSAG048141
lADAM28,ADAM28,ADAM28,NONHSAG049779
lADAM32,ADAM32,ADAM32,NONHSAG050039
lADAM8,ADAM8,ADAM8,NONHSAG007247;NONHSAG007248
lADAM9,ADAM9,ADAM9,NONHSAG050037
lADAMDEC1,ADAMDEC1,ADAMDEC1,NONHSAG049780
lADAMTS10,ADAMTS10,ADAMTS10,NONHSAG024712
lADAMTS16,ADAMTS16,ADAMTS16,NONHSAG039728
lADAMTS17,ADAMTS17,ADAMTS17,NONHSAG018088;NONHSAG018089;NONHSAG018085
lADAMTS18,ADAMTS18,ADAMTS18,NONHSAG020041
lADAMTS2,ADAMTS2,ADAMTS2,NONHSAG042417
lADAMTS6,ADAMTS6,ADAMTS6,NONHSAG040525;NONHSAG040523
lADAMTS9,ADAMTS9,ADAMTS9,NONHSAG035334
lADAMTS9-AS2,ADAMTS9-AS2,ADAMTS9-AS2,NONHSAG035335
lADAMTSL1,ADAMTSL1,ADAMTSL1,NONHSAG051850;NONHSAG051849
lADAMTSL3,ADAMTSL3,ADAMTSL3,NONHSAG017699;NONHSAG017701
lADAR,ADAR,ADAR,NONHSAG003024
lADARB1,ADARB1,ADARB1,NONHSAG033066
lADARB2,ADARB2,ADARB2,NONHSAG004988;NONHSAG004984
lADAT1,ADAT1,ADAT1,NONHSAG020014
lADC,ADC,ADC,NONHSAG000971
lADCK1,ADCK1,ADCK1,NONHSAG015564
lADCK3,ADCK3,ADCK3,NONHSAG004491
lADCK5,ADCK5,ADCK5,NONHSAG051547
lADCY1,ADCY1,ADCY1,NONHSAG047516
lADCY10,ADCY10,ADCY10,NONHSAG003384
lADCY3,ADCY3,ADCY3,NONHSAG027243
lADCY5,ADCY5,ADCY5,NONHSAG035908
lADCY6,ADCY6,ADCY6,NONHSAG011056
lADCY7,ADCY7,ADCY7,NONHSAG019412
lADCY9,ADCY9,ADCY9,NONHSAG018427
lADCYAP1,ADCYAP1,ADCYAP1,NONHSAG023179
lADD1,ADD1,ADD1,NONHSAG037316;NONHSAG037317
lADD2,ADD2,ADD2,NONHSAG028122;NONHSAG028120
lADGB,ADGB,ADGB,NONHSAG045086
lADH1C,ADH1C,ADH1C,NONHSAG038490
lADH4,ADH4,ADH4,NONHSAG038487
lADH5,ADH5,ADH5,NONHSAG038485;NONHSAG038484
lADORA3,ADORA3,ADORA3,NONHSAG002412
lADRA1A,ADRA1A,ADRA1A,NONHSAG049817
lADRM1,ADRM1,ADRM1,NONHSAG032223
lADSS,ADSS,ADSS,NONHSAG004858
lADSSL1,ADSSL1,ADSSL1,NONHSAG016065
lAEN,AEN,AEN,NONHSAG017800
lAF001548.5,AF001548.5,AF001548.5,NONHSAG018710
lAF064858.10,AF064858.10,AF064858.10,NONHSAG032855
lAF064858.11,AF064858.11,AF064858.11,NONHSAG032853
lAF064858.6,AF064858.6,AF064858.6,NONHSAG032847
lAF064858.8,AF064858.8,AF064858.8,NONHSAG032852
lAF127936.7,AF127936.7,AF127936.7,NONHSAG032400
lAF131215.1,AF131215.1,AF131215.1,
lAF131215.2,AF131215.2,AF131215.2,
lAF165138.7,AF165138.7,AF165138.7,NONHSAG032393
lAFAP1L1,AFAP1L1,AFAP1L1,NONHSAG041898
lAFF4,AFF4,AFF4,NONHSAG041544
lAFG3L2,AFG3L2,AFG3L2,NONHSAG023397
lAFM,AFM,AFM,NONHSAG038178
lAFP,AFP,AFP,NONHSAG038176
lAGAP11,AGAP11,AGAP11,
lAGAP4,AGAP4,AGAP4,NONHSAG005779
lAGAP8,AGAP8,AGAP8,NONHSAG005881
lAGBL3,AGBL3,AGBL3,NONHSAG048867
lAGK,AGK,AGK,NONHSAG048973;NONHSAG048974
lAGO2,AGO2,AGO2,NONHSAG051405;NONHSAG051402;NONHSAG051403
lAGPAT3,AGPAT3,AGPAT3,NONHSAG033000;NONHSAG033002;NONHSAG033001
lAGPAT5,AGPAT5,AGPAT5,NONHSAG049425
lAGPAT6,AGPAT6,AGPAT6,NONHSAG050077;NONHSAG050079
lAGPHD1,AGPHD1,AGPHD1,
lAGPS,AGPS,AGPS,NONHSAG029938
lAGR2,AGR2,AGR2,NONHSAG047004
lAGRN,AGRN,AGRN,NONHSAG000067
lAGTPBP1,AGTPBP1,AGTPBP1,NONHSAG052707
lAGTR1,AGTR1,AGTR1,NONHSAG036334
lAGTRAP,AGTRAP,AGTRAP,NONHSAG000380
lAGXT2L2,AGXT2L2,AGXT2L2,
lAHCTF1,AHCTF1,AHCTF1,NONHSAG004905
lAHCTF1P1,AHCTF1P1,AHCTF1P1,NONHSAG029677
lAHCY,AHCY,AHCY,NONHSAG031647
lAHDC1,AHDC1,AHDC1,NONHSAG000811
lAHI1,AHI1,AHI1,NONHSAG044915
lAHR,AHR,AHR,NONHSAG047015
lAHRR,AHRR,AHRR,NONHSAG039626
lAHSA1,AHSA1,AHSA1,NONHSAG015553
lAIF1L,AIF1L,AIF1L,NONHSAG053629
lAIFM3,AIFM3,AIFM3,NONHSAG033345
lAIG1,AIG1,AIG1,NONHSAG045039
lAJ006998.2,AJ006998.2,AJ006998.2,NONHSAG032411
lAJ271736.10,AJ271736.10,AJ271736.10,
lAJAP1,AJAP1,AJAP1,NONHSAG000214
lAK022198,AK022198,AK022198,
lAK093407,AK093407,AK093407,
lAK5,AK5,AK5,NONHSAG001867;NONHSAG001865
lAK8,AK8,AK8,NONHSAG053673
lAKAP10,AKAP10,AKAP10,NONHSAG021145
lAKAP13,AKAP13,AKAP13,NONHSAG017766;NONHSAG017758;NONHSAG017755;NONHSAG017768
lAKAP14,AKAP14,AKAP14,NONHSAG055203
lAKAP2,AKAP2,AKAP2,NONHSAG053179;NONHSAG053178
lAKAP8L,AKAP8L,AKAP8L,NONHSAG024997
lAKAP9,AKAP9,AKAP9,NONHSAG048192;NONHSAG048190
lAKD1,AKD1,AKD1,
lAKIRIN2-AS1,AKIRIN2-AS1,AKIRIN2-AS1,
lAKNA,AKNA,AKNA,NONHSAG053265
lAKNAD1,AKNAD1,AKNAD1,NONHSAG002318
lAKR1A1,AKR1A1,AKR1A1,NONHSAG001300
lAKR1B1,AKR1B1,AKR1B1,NONHSAG048858
lAKR1B1P6,AKR1B1P6,AKR1B1P6,NONHSAG023308
lAKR1C2,AKR1C2,AKR1C2,NONHSAG005085
lAKR1C3,AKR1C3,AKR1C3,NONHSAG005086
lAKR1D1,AKR1D1,AKR1D1,NONHSAG048913
lAKR1E2,AKR1E2,AKR1E2,NONHSAG005078
lAKT1,AKT1,AKT1,NONHSAG016069
lAKT1S1,AKT1S1,AKT1S1,NONHSAG026279
lAKT2,AKT2,AKT2,NONHSAG025821;NONHSAG025825;NONHSAG025822
lAKT3,AKT3,AKT3,NONHSAG004842
lAKTIP,AKTIP,AKTIP,NONHSAG019485
lAL021068.1,AL021068.1,AL021068.1,NONHSAG003413
lAL021546.1,AL021546.1,AL021546.1,
lAL022069.1,AL022069.1,AL022069.1,
lAL022341.1,AL022341.1,AL022341.1,NONHSAG018192
lAL050321.1,AL050321.1,AL050321.1,NONHSAT078804
lAL080249.2,AL080249.2,AL080249.2,
lAL109749.1,AL109749.1,AL109749.1,NONHSAT138557
lAL121985.1,AL121985.1,AL121985.1,ENSG00000227239
lAL132709.5,AL132709.5,AL132709.5,NONHSAG015931
lAL132709.8,AL132709.8,AL132709.8,NONHSAG015932
lAL136219.1,AL136219.1,AL136219.1,
lAL136419.6,AL136419.6,AL136419.6,
lAL137003.1,AL137003.1,AL137003.1,
lAL138968.1,AL138968.1,AL138968.1,
lAL139022.1,AL139022.1,AL139022.1,NONHSAT037362
lAL162759.1,AL162759.1,AL162759.1,NONHSAG015002
lAL162831.1,AL162831.1,AL162831.1,
lAL163953.3,AL163953.3,AL163953.3,NONHSAG014998
lAL353660.1,AL353660.1,AL353660.1,
lAL353715.1,AL353715.1,AL353715.1,
lAL353805.1,AL353805.1,AL353805.1,NONHSAT133717
lAL354696.2,AL354696.2,AL354696.2,
lAL355149.1,AL355149.1,AL355149.1,NONHSAT139843
lAL355338,AL355338,AL355338,
lAL358175.1,AL358175.1,AL358175.1,
lAL359220.1,AL359220.1,AL359220.1,
lAL390877.1,AL390877.1,AL390877.1,NONHSAG002559
lAL590482.2,AL590482.2,AL590482.2,
lAL645568.1,AL645568.1,AL645568.1,
lAL671710.1,AL671710.1,AL671710.1,
lAL928742.12,AL928742.12,AL928742.12,
lAL928768.3,AL928768.3,AL928768.3,
lAL953854.2,AL953854.2,AL953854.2,NONHSAG052391
lALAD,ALAD,ALAD,NONHSAG053242
lALAS2,ALAS2,ALAS2,NONHSAG054589
lALB,ALB,ALB,NONHSAG038173;NONHSAG038172
lALDH16A1,ALDH16A1,ALDH16A1,NONHSAG026241
lALDH1A1,ALDH1A1,ALDH1A1,NONHSAG052565
lALDH1L1,ALDH1L1,ALDH1L1,NONHSAG035964
lALDH3A1,ALDH3A1,ALDH3A1,NONHSAG021136
lALDH3A2,ALDH3A2,ALDH3A2,NONHSAG021132
lALDH3B1,ALDH3B1,ALDH3B1,NONHSAG008834
lALDH3B2,ALDH3B2,ALDH3B2,NONHSAG008821
lALDH7A1,ALDH7A1,ALDH7A1,NONHSAG041444;NONHSAG041446;NONHSAG041443
lALDH9A1,ALDH9A1,ALDH9A1,NONHSAG003341
lALDOA,ALDOA,ALDOA,NONHSAG019067;NONHSAG019068;NONHSAG019069
lALG1,ALG1,ALG1,NONHSAG018480
lALG10,ALG10,ALG10,NONHSAG010867
lALG10B,ALG10B,ALG10B,NONHSAG010886
lALG13,ALG13,ALG13,NONHSAG055112
lALG13-AS1,ALG13-AS1,ALG13-AS1,
lALG3,ALG3,ALG3,NONHSAG036843
lALG5,ALG5,ALG5,NONHSAG013241;NONHSAG013242
lALG6,ALG6,ALG6,NONHSAG001699
lALG9,ALG9,ALG9,NONHSAG009601
lALK,ALK,ALK,NONHSAG027373
lALKBH1,ALKBH1,ALKBH1,NONHSAG015561
lALKBH2,ALKBH2,ALKBH2,NONHSAG012233
lALKBH3,ALKBH3,ALKBH3,NONHSAG008132
lALMS1,ALMS1,ALMS1,NONHSAG028180;NONHSAG028179
lALOX5,ALOX5,ALOX5,NONHSAG005768
lALPK1,ALPK1,ALPK1,NONHSAG038651
lALPK2,ALPK2,ALPK2,NONHSAG023958
lALS2,ALS2,ALS2,NONHSAG030262;NONHSAG030261
lALS2CL,ALS2CL,ALS2CL,NONHSAG034961
lALS2CR11,ALS2CR11,ALS2CR11,NONHSAG030250
lALS2CR12,ALS2CR12,ALS2CR12,NONHSAG030245
lALS2CR8,ALS2CR8,ALS2CR8,
lALYREF,ALYREF,ALYREF,NONHSAG023040
lAMBRA1,AMBRA1,AMBRA1,NONHSAG008208;NONHSAG008207
lAMDHD2,AMDHD2,AMDHD2,NONHSAG018338
lAMFR,AMFR,AMFR,NONHSAG019527;NONHSAG019525;NONHSAG019524
lAMHR2,AMHR2,AMHR2,NONHSAG011235
lAMMECR1,AMMECR1,AMMECR1,NONHSAG055100
lAMOT,AMOT,AMOT,NONHSAG055119
lAMOTL1,AMOTL1,AMOTL1,NONHSAG009401;NONHSAG009402
lAMOTL2,AMOTL2,AMOTL2,NONHSAG036149
lAMPD2,AMPD2,AMPD2,NONHSAG002345
lAMPH,AMPH,AMPH,NONHSAG047384
lAMT,AMT,AMT,NONHSAG035070
lAMY1A,AMY1A,AMY1A,NONHSAG002271
lAMY2A,AMY2A,AMY2A,NONHSAG002270
lAMY2B,AMY2B,AMY2B,NONHSAG002269
lAMZ1,AMZ1,AMZ1,NONHSAG046804
lANAPC1,ANAPC1,ANAPC1,NONHSAG028956;NONHSAG028954
lANAPC10,ANAPC10,ANAPC10,NONHSAG039021
lANAPC13,ANAPC13,ANAPC13,NONHSAG036151
lANAPC15,ANAPC15,ANAPC15,NONHSAG008968
lANAPC2,ANAPC2,ANAPC2,NONHSAG053852
lANAPC4,ANAPC4,ANAPC4,NONHSAG037647;NONHSAG037649;NONHSAG037648
lANAPC7,ANAPC7,ANAPC7,NONHSAG012278
lANCR,ANCR,ANCR,
lANG,ANG,ANG,NONHSAG014379
lANGEL2,ANGEL2,ANGEL2,NONHSAG004254
lANGPTL2,ANGPTL2,ANGPTL2,NONHSAG053465
lANGPTL3,ANGPTL3,ANGPTL3,NONHSAG001679
lANGPTL6,ANGPTL6,ANGPTL6,NONHSAG024768
lANK1,ANK1,ANK1,NONHSAG050082;NONHSAG050081
lANK2,ANK2,ANK2,NONHSAG038678;NONHSAG038677
lANK3,ANK3,ANK3,NONHSAG005983;NONHSAG005978
lANKAR,ANKAR,ANKAR,NONHSAG030084;NONHSAG030083
lANKDD1A,ANKDD1A,ANKDD1A,NONHSAG017174
lANKDD1B,ANKDD1B,ANKDD1B,NONHSAG040753
lANKFY1,ANKFY1,ANKFY1,NONHSAG020566;NONHSAG020564
lANKH,ANKH,ANKH,NONHSAG039955
lANKHD1,ANKHD1,ANKHD1,NONHSAG041734;NONHSAG041733
lANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3,NONHSAG041736
lANKIB1,ANKIB1,ANKIB1,NONHSAG048199;NONHSAG048198
lANKLE2,ANKLE2,ANKLE2,NONHSAG012819
lANKMY1,ANKMY1,ANKMY1,NONHSAG030981;NONHSAG030980
lANKRA2,ANKRA2,ANKRA2,NONHSAG040705;NONHSAG040706
lANKRD10,ANKRD10,ANKRD10,NONHSAG014187
lANKRD11,ANKRD11,ANKRD11,NONHSAG020337
lANKRD12,ANKRD12,ANKRD12,NONHSAG023324
lANKRD13A,ANKRD13A,ANKRD13A,NONHSAG012258
lANKRD13C,ANKRD13C,ANKRD13C,NONHSAG001793;NONHSAG001794
lANKRD17,ANKRD17,ANKRD17,NONHSAG038164
lANKRD18B,ANKRD18B,ANKRD18B,NONHSAG052032
lANKRD18CP,ANKRD18CP,ANKRD18CP,
lANKRD20A2,ANKRD20A2,ANKRD20A2,NONHSAG052277
lANKRD20A4,ANKRD20A4,ANKRD20A4,NONHSAG052464
lANKRD26,ANKRD26,ANKRD26,NONHSAG005459
lANKRD27,ANKRD27,ANKRD27,NONHSAG025463
lANKRD28,ANKRD28,ANKRD28,NONHSAG034535;NONHSAG034541;NONHSAG034534;NONHSAG034537;NONHSAG034536
lANKRD29,ANKRD29,ANKRD29,NONHSAG023551
lANKRD30B,ANKRD30B,ANKRD30B,NONHSAG023467
lANKRD32,ANKRD32,ANKRD32,NONHSAG041038
lANKRD36B,ANKRD36B,ANKRD36B,NONHSAG028656
lANKRD40,ANKRD40,ANKRD40,NONHSAG022199
lANKRD42,ANKRD42,ANKRD42,NONHSAG009232
lANKRD45,ANKRD45,ANKRD45,NONHSAG003496
lANKRD49,ANKRD49,ANKRD49,NONHSAG009394
lANKRD5,ANKRD5,ANKRD5,
lANKRD52,ANKRD52,ANKRD52,NONHSAG011369
lANKRD53,ANKRD53,ANKRD53,NONHSAG028133
lANKRD54,ANKRD54,ANKRD54,NONHSAG033892
lANKRD55,ANKRD55,ANKRD55,NONHSAG040418;NONHSAG040419
lANKRD57,ANKRD57,ANKRD57,
lANKRD6,ANKRD6,ANKRD6,NONHSAG044340;NONHSAG044341
lANKRD62P1,ANKRD62P1,ANKRD62P1,
lANKRD62P1-PARP4P3,ANKRD62P1-PARP4P3,ANKRD62P1-PARP4P3,
lANKS1B,ANKS1B,ANKS1B,NONHSAG012040;NONHSAG012047;NONHSAG012038
lANKUB1,ANKUB1,ANKUB1,NONHSAG036367;NONHSAG036366
lANKZF1,ANKZF1,ANKZF1,NONHSAG030566
lANLN,ANLN,ANLN,NONHSAG047350
lANO1,ANO1,ANO1,NONHSAG008907
lANO10,ANO10,ANO10,NONHSAG034897;NONHSAG034896
lANO2,ANO2,ANO2,NONHSAG010272
lANO4,ANO4,ANO4,NONHSAG012065;NONHSAG012068
lANO6,ANO6,ANO6,NONHSAG010960
lANO7,ANO7,ANO7,NONHSAG031016;NONHSAG031018
lANP32A,ANP32A,ANP32A,NONHSAG017267;NONHSAG017266;NONHSAG017265
lANRASSF1,ANRASSF1,ANRASSF1,
lANTXR1,ANTXR1,ANTXR1,NONHSAG028071
lANTXR2,ANTXR2,ANTXR2,NONHSAG038303
lANUBL1,ANUBL1,ANUBL1,
lANXA10,ANXA10,ANXA10,NONHSAG039285
lANXA11,ANXA11,ANXA11,NONHSAG006361;NONHSAG006360
lANXA13,ANXA13,ANXA13,NONHSAG051186
lANXA2,ANXA2,ANXA2,NONHSAG017067;NONHSAG017066
lANXA3,ANXA3,ANXA3,NONHSAG038282
lANXA7,ANXA7,ANXA7,NONHSAG006201
lANXA8,ANXA8,ANXA8,NONHSAG005822
lANXA9,ANXA9,ANXA9,NONHSAG002884
lAOAH,AOAH,AOAH,NONHSAG047355;NONHSAG047353
lAP000295.7,AP000295.7,AP000295.7,
lAP000320.7,AP000320.7,AP000320.7,
lAP000330.8,AP000330.8,AP000330.8,NONHSAG032744
lAP000345.1,AP000345.1,AP000345.1,
lAP000439.2,AP000439.2,AP000439.2,NONHSAG008890
lAP000439.3,AP000439.3,AP000439.3,
lAP000442.1,AP000442.1,AP000442.1,NONHSAG008405
lAP000442.4,AP000442.4,AP000442.4,NONHSAG008403
lAP000473.5,AP000473.5,AP000473.5,NONHSAG032431
lAP000476.1,AP000476.1,AP000476.1,NONHSAG032538
lAP000479.1,AP000479.1,AP000479.1,NONHSAG008344
lAP000688.14,AP000688.14,AP000688.14,NONHSAG032768
lAP000695.4,AP000695.4,AP000695.4,NONHSAG032781
lAP000721.4,AP000721.4,AP000721.4,NONHSAG008581
lAP000769.7,AP000769.7,AP000769.7,NONHSAG008676
lAP000783.2,AP000783.2,AP000783.2,NONHSAG009910
lAP000797.3,AP000797.3,AP000797.3,NONHSAG009686
lAP000797.4,AP000797.4,AP000797.4,NONHSAG009690
lAP000807.1,AP000807.1,AP000807.1,NONHSAT140030
lAP001029.1,AP001029.1,AP001029.1,NONHSAG023400
lAP001044.2,AP001044.2,AP001044.2,NONHSAG032850
lAP001052.9,AP001052.9,AP001052.9,NONHSAG032992
lAP001057.1,AP001057.1,AP001057.1,NONHSAG033016
lAP001058.3,AP001058.3,AP001058.3,NONHSAG033019;NONHSAG033017
lAP001059.5,AP001059.5,AP001059.5,NONHSAG033020
lAP001372.2,AP001372.2,AP001372.2,NONHSAG009065
lAP001597.1,AP001597.1,AP001597.1,NONHSAG032579
lAP002478.2,AP002478.2,AP002478.2,
lAP002856.5,AP002856.5,AP002856.5,NONHSAG010070
lAP003068.12,AP003068.12,AP003068.12,
lAP003068.6,AP003068.6,AP003068.6,NONHSAG008653;NONHSAG008655
lAP003486.1,AP003486.1,AP003486.1,
lAP003900.6,AP003900.6,AP003900.6,
lAP004372.1,AP004372.1,AP004372.1,
lAP006216.11,AP006216.11,AP006216.11,
lAP1AR,AP1AR,AP1AR,NONHSAG038650
lAP1G1,AP1G1,AP1G1,NONHSAG019902;NONHSAG019900
lAP1G2,AP1G2,AP1G2,NONHSAG014503;NONHSAG014501
lAP1M1,AP1M1,AP1M1,NONHSAG025030
lAP1S2,AP1S2,AP1S2,NONHSAG054086
lAP2A1,AP2A1,AP2A1,NONHSAG026266
lAP2A2,AP2A2,AP2A2,NONHSAG007362
lAP2M1,AP2M1,AP2M1,NONHSAG036839;NONHSAG036838
lAP2S1,AP2S1,AP2S1,NONHSAG026106;NONHSAG026105
lAP3B1,AP3B1,AP3B1,NONHSAG040800;NONHSAG040799;NONHSAG040801
lAP3B2,AP3B2,AP3B2,NONHSAG017667
lAP3D1,AP3D1,AP3D1,NONHSAG024418
lAP3M1,AP3M1,AP3M1,NONHSAG006242;NONHSAG006241
lAP3M2,AP3M2,AP3M2,NONHSAG050089
lAP3S1,AP3S1,AP3S1,NONHSAG041303
lAP3S2,AP3S2,AP3S2,NONHSAG017850
lAP4B1,AP4B1,AP4B1,NONHSAG002480
lAP4B1-AS1,AP4B1-AS1,AP4B1-AS1,NONHSAG002478
lAP4E1,AP4E1,AP4E1,NONHSAG016883;NONHSAG016880
lAP4M1,AP4M1,AP4M1,NONHSAG048337;NONHSAG048338
lAPAF1,APAF1,APAF1,NONHSAG012037;NONHSAG012035
lAPBB1,APBB1,APBB1,NONHSAG007528
lAPBB3,APBB3,APBB3,NONHSAG041737;NONHSAG041738
lAPCDD1L,APCDD1L,APCDD1L,NONHSAG032142
lAPEX1,APEX1,APEX1,NONHSAG014370
lAPH1B,APH1B,APH1B,NONHSAG017126
lAPI5,API5,API5,NONHSAG008114
lAPLP1,APLP1,APLP1,NONHSAG025619
lAPOA2,APOA2,APOA2,NONHSAG003254
lAPOBEC3G,APOBEC3G,APOBEC3G,NONHSAG033950
lAPOBEC3H,APOBEC3H,APOBEC3H,NONHSAG033952
lAPOBEC4,APOBEC4,APOBEC4,NONHSAG003695
lAPOC1P1,APOC1P1,APOC1P1,NONHSAG026011
lAPOE,APOE,APOE,NONHSAG026008
lAPOL1,APOL1,APOL1,NONHSAG033826
lAPOL3,APOL3,APOL3,NONHSAG033816
lAPOL4,APOL4,APOL4,NONHSAG033824
lAPOO,APOO,APOO,NONHSAG054157
lAPP,APP,APP,NONHSAG032571;NONHSAG032572
lAPPBP2,APPBP2,APPBP2,NONHSAG022386
lAPPL1,APPL1,APPL1,NONHSAG035251
lAPPL2,APPL2,APPL2,NONHSAG012154
lAQP11,AQP11,AQP11,NONHSAG009160
lAQP12B,AQP12B,AQP12B,NONHSAG030990
lAQP4,AQP4,AQP4,NONHSAG023604
lAQP4-AS1,AQP4-AS1,AQP4-AS1,NONHSAG023597
lAQP9,AQP9,AQP9,NONHSAG017010
lAQPEP,AQPEP,AQPEP,NONHSAG041306
lAQR,AQR,AQR,NONHSAG016503
lARAF,ARAF,ARAF,NONHSAG054389
lARAP1,ARAP1,ARAP1,NONHSAG008998;NONHSAG008995;NONHSAG008993
lARAP3,ARAP3,ARAP3,NONHSAG041770
lARC,ARC,ARC,NONHSAG051444
lAREG,AREG,AREG,NONHSAG038202
lAREGB,AREGB,AREGB,NONHSAG038205
lAREL1,AREL1,AREL1,NONHSAG015469;NONHSAG015468
lARF3,ARF3,ARF3,NONHSAG011069
lARF4,ARF4,ARF4,NONHSAG035255
lARFGAP2,ARFGAP2,ARFGAP2,NONHSAG008226;NONHSAG008225
lARFGEF1,ARFGEF1,ARFGEF1,NONHSAG050431
lARFGEF2,ARFGEF2,ARFGEF2,NONHSAG031968
lARFIP1,ARFIP1,ARFIP1,NONHSAG039133;NONHSAG039131;NONHSAG039134
lARFIP2,ARFIP2,ARFIP2,NONHSAG007532
lARFRP1,ARFRP1,ARFRP1,NONHSAG032304;NONHSAG032303
lARG2,ARG2,ARG2,NONHSAG015283
lARHGAP10,ARHGAP10,ARHGAP10,NONHSAG039071
lARHGAP11A,ARHGAP11A,ARHGAP11A,NONHSAG016457;NONHSAG016458
lARHGAP12,ARHGAP12,ARHGAP12,NONHSAG005558
lARHGAP15,ARHGAP15,ARHGAP15,NONHSAG029454;NONHSAG029446
lARHGAP19-SLIT1,ARHGAP19-SLIT1,ARHGAP19-SLIT1,NONHSAG006623
lARHGAP21,ARHGAP21,ARHGAP21,NONHSAG005414;NONHSAG005413;NONHSAG005412;NONHSAG005411
lARHGAP23,ARHGAP23,ARHGAP23,NONHSAG021655;NONHSAG021654
lARHGAP24,ARHGAP24,ARHGAP24,NONHSAG038362;NONHSAG038363
lARHGAP25,ARHGAP25,ARHGAP25,NONHSAG028065
lARHGAP26,ARHGAP26,ARHGAP26,NONHSAG041811
lARHGAP27,ARHGAP27,ARHGAP27,NONHSAG021982;NONHSAG021983
lARHGAP28,ARHGAP28,ARHGAP28,NONHSAG023286
lARHGAP29,ARHGAP29,ARHGAP29,NONHSAG002113
lARHGAP33,ARHGAP33,ARHGAP33,NONHSAG025612;NONHSAG025610
lARHGAP35,ARHGAP35,ARHGAP35,NONHSAG026107
lARHGAP39,ARHGAP39,ARHGAP39,NONHSAG051572
lARHGAP4,ARHGAP4,ARHGAP4,NONHSAG055568
lARHGAP42,ARHGAP42,ARHGAP42,NONHSAG009451
lARHGAP44,ARHGAP44,ARHGAP44,NONHSAG020859;NONHSAG020860
lARHGAP5-AS1,ARHGAP5-AS1,ARHGAP5-AS1,NONHSAG014654
lARHGAP8,ARHGAP8,ARHGAP8,NONHSAG034121
lARHGDIA,ARHGDIA,ARHGDIA,NONHSAG023034
lARHGDIG,ARHGDIG,ARHGDIG,NONHSAG018166
lARHGEF1,ARHGEF1,ARHGEF1,NONHSAG025885;NONHSAG025888
lARHGEF10,ARHGEF10,ARHGEF10,NONHSAG049371
lARHGEF10L,ARHGEF10L,ARHGEF10L,NONHSAG000517;NONHSAG000518;NONHSAG000516
lARHGEF11,ARHGEF11,ARHGEF11,NONHSAG003148
lARHGEF12,ARHGEF12,ARHGEF12,NONHSAG009853;NONHSAG009852
lARHGEF15,ARHGEF15,ARHGEF15,NONHSAG020770
lARHGEF17,ARHGEF17,ARHGEF17,NONHSAG009018;NONHSAG009019
lARHGEF25,ARHGEF25,ARHGEF25,NONHSAG011441
lARHGEF28,ARHGEF28,ARHGEF28,NONHSAG040713;NONHSAG040710;NONHSAG040712
lARHGEF3,ARHGEF3,ARHGEF3,NONHSAG035244
lARHGEF33,ARHGEF33,ARHGEF33,NONHSAG027532
lARHGEF38,ARHGEF38,ARHGEF38,NONHSAG038572
lARHGEF39,ARHGEF39,ARHGEF39,NONHSAG052120
lARHGEF4,ARHGEF4,ARHGEF4,NONHSAG029280
lARHGEF40,ARHGEF40,ARHGEF40,NONHSAG014404;NONHSAG014405
lARHGEF7,ARHGEF7,ARHGEF7,NONHSAG014195;NONHSAG014201
lARHGEF9,ARHGEF9,ARHGEF9,NONHSAG054637
lARID1B,ARID1B,ARID1B,NONHSAG045233
lARID2,ARID2,ARID2,NONHSAG010966
lARID3A,ARID3A,ARID3A,NONHSAG024325
lARID3B,ARID3B,ARID3B,NONHSAG017422;NONHSAG017421
lARID4A,ARID4A,ARID4A,NONHSAG015109
lARID4B,ARID4B,ARID4B,NONHSAG004706;NONHSAG004703
lARIH1,ARIH1,ARIH1,NONHSAG017355;NONHSAG017353;NONHSAG017354
lARIH2,ARIH2,ARIH2,NONHSAG035045
lARL10,ARL10,ARL10,NONHSAG042322
lARL11,ARL11,ARL11,NONHSAG013506
lARL14EP,ARL14EP,ARL14EP,NONHSAG007947;NONHSAG007946
lARL16,ARL16,ARL16,NONHSAG023014
lARL2,ARL2,ARL2,NONHSAG008645
lARL5A,ARL5A,ARL5A,NONHSAG029552
